year,voudrait_VERB entrer_VERB,voudrait_VERB rentrer_VERB
1909,1.5402754627302784e-08,1.1001967337165297e-08
1910,3.313373397872965e-08,6.412980813053082e-09
1911,2.2345570727111408e-08,1.5429085564733214e-08
1912,1.4586379215586476e-08,9.897900277167082e-09
1913,2.598464909908671e-08,7.954484182448596e-09
1914,2.5447626228469744e-08,1.5402511266415786e-08
1915,3.2986132936230206e-08,1.8849219074468238e-08
1916,2.7468654906215306e-08,6.592477230782379e-09
1917,3.5092558192673096e-08,7.676496771580332e-09
1918,2.6418664589300533e-08,8.040463406189247e-09
1919,2.4861190439651182e-08,1.3811772170413406e-08
1920,2.2716694303426266e-08,4.543339038320937e-09
1921,2.4232791773215467e-08,3.7863738810983705e-09
1922,2.7298360905092522e-08,1.9182632371439468e-08
1923,2.1231896241147297e-08,4.246379248229459e-09
1924,2.1915761649893284e-08,1.289162443462999e-09
1925,1.4297631523163545e-08,9.898360353588487e-09
1926,1.7833821530643945e-08,3.343841648018042e-09
1927,2.3413372574054847e-08,1.7838759802657478e-08
1928,2.2852082892654835e-08,4.570416489713125e-09
1929,3.4535258208734376e-08,1.2254447234738564e-08
1930,2.4158287814657342e-08,8.402882833991043e-09
1931,2.6232321204133768e-08,9.124285327288817e-09
1932,3.1782654730250215e-08,6.575722188983946e-09
1933,1.9500125958415992e-08,8.029463538505865e-09
1934,2.995395220750652e-08,3.5944740517379614e-09
1935,1.555876849579363e-08,8.377798899061872e-09
1936,1.4549657478823974e-08,8.487299751891442e-09
1937,1.6368453259474336e-08,1.510934133364117e-08
1938,2.2040865133021725e-08,1.5558256905023882e-08
1939,1.5294050470515685e-08,2.141167065872196e-08
1940,2.2822046474857416e-08,2.2822046474857416e-08
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,3.6410540360520827e-08,1.2136847082899749e-08
1943,3.193558839598154e-08,2.9032351633873077e-08
1944,2.5705489292704442e-08,6.4263723231761105e-09
1945,2.178504132643866e-08,4.357008087652048e-09
1946,2.645009899993056e-08,1.5313215584455975e-08
1947,2.26496545963073e-08,1.1920871401116528e-08
1948,2.391815279167986e-08,1.522064252412747e-08
1949,2.4542520904446974e-08,1.0798709482173763e-08
1950,2.4461330738745346e-08,7.444753258312176e-09
1951,1.5992101864981123e-08,3.1984206394497505e-09
1952,2.4253049346611988e-08,9.490323193972472e-09
1953,1.2928593307037772e-08,1.508335856215126e-08
1954,1.5636057781875934e-08,1.07497895029951e-08
1955,1.407841132561316e-08,4.6928039232341234e-09
1956,1.9186511934776718e-08,1.657016923672927e-08
1957,2.1204090927540165e-08,1.1485549400447326e-08
1958,2.5643954515430778e-08,4.9633461784992505e-09
1959,2.015194411342236e-08,4.650448914844674e-09
1960,1.7994166157109248e-08,1.314958364417862e-08
1961,3.057190056665604e-08,1.0422238516660798e-08
1962,2.663621678777872e-08,3.805173953708163e-09
1963,1.8104948651398445e-08,1.2932106940866106e-08
1964,2.251068309533366e-08,1.0951143047943646e-08
1965,2.5718604135249734e-08,1.0396882466068291e-08
1966,2.6033651678858405e-08,9.970334780007306e-09
1967,1.627010703941778e-08,1.0846738618397467e-08
1968,2.1558795637588446e-08,7.635406973349745e-09
1969,1.862120768691966e-08,1.6804503094602907e-08
1970,2.115413444414571e-08,6.438214850135182e-09
1971,2.928886644326667e-08,8.735275613958038e-09
1972,2.205963234302999e-08,3.0780880067027283e-09
1973,1.2129047988196362e-08,1.4885650045926013e-08
1974,2.025205780853412e-08,7.313243344242437e-09
1975,1.2565256390928425e-08,6.8537762132336866e-09
1976,2.1140049710766107e-08,5.713526984862938e-09
1977,1.1165885105413054e-08,9.402850942308305e-09
1978,1.7821774278559133e-08,5.940591130126904e-09
1979,1.9311512389208474e-08,2.3407893401383717e-09
1980,1.2507331170752423e-08,9.664756106531058e-09
1981,1.4548763971333756e-08,1.2018544381930951e-08
1982,1.3656505259973528e-08,8.069752865935698e-09
1983,6.946847541655643e-09,8.209910973278056e-09
1984,1.333771937339634e-08,9.278413592994639e-09
1985,1.6242006850575308e-08,1.2632671797518924e-08
1986,1.558566253834215e-08,1.1988970705090196e-08
1987,1.1610551631235921e-08,1.099947066762752e-08
1988,1.6190695006912392e-08,1.0793796967334401e-08
1989,1.4269117443177493e-08,1.2622680678475717e-08
1990,2.0160008773473237e-08,5.993515905799995e-09
1991,1.641210189973208e-08,9.37834432335194e-09
1992,1.652983172562017e-08,6.060938417817852e-09
1993,1.772546376344053e-08,1.4401939196773128e-08
1994,1.6879765141197822e-08,1.0022360608097358e-08
1995,8.675921314704738e-09,9.760411756598586e-09
1996,1.3879040139386234e-08,7.473328622609188e-09
1997,2.109753616252874e-08,6.7128524960935465e-09
1998,1.954932926651054e-08,8.582632937681467e-09
1999,1.9194844824710344e-08,1.4167623352268066e-08
2000,7.95245647111642e-09,1.3254094710646314e-08
2001,1.0514908055370142e-08,1.0514908055370142e-08
2002,1.3143664823189738e-08,7.448076377869484e-09
2003,1.750107614384433e-08,7.083769126836614e-09
2004,1.1011977996133737e-08,1.3654853248112886e-08
2005,1.5763124139311913e-08,9.908249332113428e-09
2006,1.1118302722934459e-08,9.882935358973555e-09
2007,1.5578470069499417e-08,1.2382886188655462e-08
2008,1.8732734474724566e-08,1.5326783397995314e-08
2009,1.4781396551200032e-08,1.5735034608610476e-08
2010,2.3146585093059002e-08,2.0784689525044087e-08
2011,1.6825476123472072e-08,1.606068167347985e-08
2012,3.063827591631707e-08,2.4170194345973783e-08
2013,2.3149738126448938e-08,2.2034088331679413e-08
2014,2.7068065122648477e-08,2.2304085689484054e-08
2015,1.994917830927534e-08,2.0392493027543424e-08
2016,2.4856079861024227e-08,1.864206033985738e-08
2017,1.635147306444651e-08,2.842640789424422e-08
2018,2.6072813241739823e-08,2.8912428007288327e-08
2019,1.9387506711154856e-08,2.3724185282958388e-08
