year,auraient_VERB enseigné_VERB,auraient_VERB renseigné_VERB
1864,1.8699438442126848e-08,0.0
1865,1.0825742080555756e-08,0.0
1866,5.838735717134114e-09,0.0
1867,5.82337378318698e-09,0.0
1868,9.385760613156435e-09,0.0
1869,1.12320943657096e-08,0.0
1870,1.6055336615750093e-08,5.734048791339319e-10
1871,4.248470908407853e-09,0.0
1872,6.047339295989218e-10,3.628403577593531e-09
1873,4.190203295451056e-09,0.0
1874,8.364453130127458e-09,0.0
1875,8.010138330405425e-09,0.0
1876,1.1487427897804992e-08,0.0
1877,9.895705588292003e-09,0.0
1878,9.058632954861423e-09,0.0
1879,4.27652757650776e-09,0.0
1880,1.2193908105473383e-08,3.2089231272180996e-09
1881,1.6036766581351003e-08,2.091752326904839e-09
1882,1.0648616211028639e-08,0.0
1883,1.0742875922176154e-08,0.0
1884,1.8484751507230612e-08,1.3203393933736152e-09
1885,2.3848851782304337e-08,3.86738152613475e-09
1886,1.2906927970846027e-08,6.453463874400711e-10
1887,1.3057849246322917e-09,2.6115698492645834e-09
1888,8.876860135842435e-09,3.1703073499755874e-09
1889,1.0024218788373673e-08,6.265136742733546e-10
1890,5.243509182406569e-09,0.0
1891,6.3742202627281586e-09,0.0
1892,1.2537024751679837e-08,2.5074049503359674e-09
1893,5.542574843531156e-09,0.0
1894,4.411077725308132e-09,6.301539290376468e-10
1895,1.8055843487019274e-09,4.213029924926559e-09
1896,1.533227589334274e-08,8.845543852942228e-09
1897,4.078699600285063e-09,3.4960281336537946e-09
1898,1.6975064687230201e-09,3.960848538042683e-09
1899,1.1055156790007459e-08,6.633094074004475e-09
1900,9.863001082521805e-09,3.633737311048435e-09
1901,1.0059729937950124e-08,4.470991132876634e-09
1902,3.928227076954727e-09,5.892340837476695e-09
1903,8.640352433531007e-09,2.1600881083827517e-09
1904,1.9886112312406112e-08,3.7622376325430196e-09
1905,6.708986699521802e-09,1.5482277682110634e-09
1906,1.800464666246171e-08,5.658602919567102e-09
1907,1.131425531042396e-08,2.5714217422034835e-09
1908,1.2278472460991452e-08,1.4734167219643268e-09
1909,8.251475058784763e-09,3.850688656825696e-09
1910,6.947395991829808e-09,2.137660271017694e-09
1911,1.1172785363555704e-08,3.1922244847493175e-09
1912,9.376957876838787e-09,0.0
1913,9.015082902408267e-09,9.545381374209683e-09
1914,8.036092680185902e-09,6.696743715117748e-10
1915,1.6493066468115103e-08,1.1780761921542648e-09
1916,1.0987461607214755e-08,1.538244731591476e-08
1917,5.483212106582869e-09,0.0
1918,8.040463406189247e-09,3.44591288836682e-09
1919,5.524709134618888e-09,3.6831393490643904e-09
1920,6.815008557481406e-09,1.514446346106979e-09
1921,9.844571380313027e-09,1.5145494858259667e-09
1922,5.164555005876537e-09,1.4755870969551665e-09
1923,1.0615948120573648e-08,6.369568872344189e-09
1924,5.156649773851996e-09,1.289162443462999e-09
1925,1.2097995494286806e-08,7.698724324711748e-09
1926,2.229227691330493e-09,4.458455382660986e-09
1927,1.0034302277972529e-08,6.689535148041159e-09
1928,1.1426041446327417e-08,6.8556245125250825e-09
1929,6.684243825105796e-09,0.0
1930,8.402882833991043e-09,5.2518016602221e-09
1931,2.2810713318222042e-08,7.983749661377715e-09
1932,1.53433514782364e-08,1.0959536611565568e-09
1933,2.1794258842078307e-08,4.588264879146209e-09
1934,1.9170528275935794e-08,2.3963160344919743e-09
1935,3.590485242455088e-09,3.590485242455088e-09
1936,1.33371855781661e-08,3.6374143697059935e-09
1937,1.3850230295986421e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,1.070583532936098e-08,0.0
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,8.854508237732261e-09
1942,1.517105907566929e-08,9.102635090130207e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,1.1136883415474585e-08,1.3921104269343232e-09
1947,5.960435700558264e-09,5.960435700558264e-09
1948,5.435944139264848e-09,2.174377566888097e-09
1949,9.817008539414473e-09,0.0
1950,1.1698897850465073e-08,3.190608444114673e-09
1951,1.2793682557799002e-08,1.0661401761424827e-09
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,9.69644453618912e-09,0.0
1954,8.795282724349818e-09,9.772536113672459e-10
1955,5.631364707880948e-09,2.815682353940474e-09
1956,9.593255967388359e-09,0.0
1957,1.0602045463770082e-08,8.835037701437898e-10
1958,4.9633461784992505e-09,8.272243445794913e-10
1959,1.007597205671118e-08,5.425523585955716e-09
1960,3.460416619915918e-09,0.0
1961,1.250668635321972e-08,0.0
1962,1.2049716779927166e-08,5.0735651235811474e-09
1963,1.5518526907953856e-08,6.466053248388448e-10
1964,4.867174663303331e-09,6.083968329129164e-10
1965,8.755269398363907e-09,6.0192477668863376e-09
1966,3.3234448526542337e-09,4.985167390003653e-09
1967,4.437302081328198e-09,9.860671168482327e-10
1968,8.982831367632116e-09,8.982831700699023e-10
1969,9.537691525451919e-09,2.2708788183223305e-09
1970,5.058597540852361e-09,1.8394900047624674e-09
1971,3.5968783507200897e-09,1.0276794970565106e-09
1972,7.69522046084603e-09,1.5390440033513642e-09
1973,7.1671650836435674e-09,3.3079223804577396e-09
1974,8.438357568252286e-09,2.812785782069227e-09
1975,3.4268881066168433e-09,0.0
1976,8.570290255249802e-09,0.0
1977,1.057820764316375e-08,1.7630346071939584e-09
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,8.192762912528906e-09,4.681578680276743e-09
1980,5.6851505725319385e-09,0.0
1981,1.138598904049104e-08,6.325549528618524e-10
1982,5.586751949948621e-09,6.207502289967692e-10
1983,7.57837881337764e-09,6.315316047889041e-10
1984,6.958810416790584e-09,0.0
1985,6.015557829641693e-09,0.0
1986,7.1933827783254856e-09,1.1988970927134801e-09
1987,3.0554083707556856e-09,1.2221633705067347e-09
1988,8.395175221664886e-09,1.1993107618124554e-09
1989,9.329808037250586e-09,2.1952488715726304e-09
1990,3.814055737905164e-09,2.179460389939436e-09
1991,3.5168792322792797e-09,2.344586080837985e-09
1992,6.060938417817852e-09,1.65298330578878e-09
1993,8.308811416668505e-09,2.7696036575264316e-09
1994,1.2659823411809157e-08,1.5824779264761446e-09
1995,5.4224509327127635e-09,2.7112254663563817e-09
1996,2.6690460952494277e-09,1.6014276571496566e-09
1997,8.151320507465698e-09,2.3974471297094624e-09
1998,7.629006759657386e-09,9.536258449571733e-10
1999,7.769341614505265e-09,9.140402323914998e-10
2000,5.3016377954406835e-09,4.4180314962005696e-10
2001,4.381211837767296e-09,1.3143635069212678e-09
2002,1.4019908789464353e-08,1.3143663935011318e-09
2003,9.58392298855415e-09,4.1669229178253886e-10
2004,4.404791198453495e-09,1.3214374039449694e-09
2005,6.305249655724765e-09,1.8014998381943315e-09
2006,4.117890028965121e-09,4.1178899179428186e-10
2007,7.190063211481856e-09,1.5977917877663117e-09
2008,2.554463751636149e-09,2.1287198670449925e-09
2009,5.721831008997924e-09,3.337734755248789e-09
2010,5.196172381261022e-09,4.723793023408973e-10
2011,3.4415748029203996e-09,7.64794394481072e-10
2012,4.085103366691101e-09,1.7021263287730903e-09
2013,5.857162754807632e-09,0.0
2014,5.413613113347537e-09,1.0827225782605865e-09
2015,4.43315073539452e-09,4.433150790905671e-10
2016,5.59261792432153e-09,1.4499380585064614e-09
2017,4.528100561174142e-09,5.031222660711876e-10
2018,3.0977600484760615e-09,1.5488800242380307e-09
2019,7.90806176098613e-09,5.1019755087367e-10
