year,voulaient_VERB établir_VERB,voulaient_VERB rétablir_VERB
1845,1.1774280750387334e-07,4.2409730838244286e-08
1846,1.147482251440124e-07,2.4588905134237393e-08
1847,9.438141290729618e-08,7.712309724183797e-08
1848,7.642960753173611e-08,8.20612626739603e-08
1849,8.379414850878675e-08,2.513824526317876e-08
1850,5.295417082606946e-08,2.308258650884909e-08
1851,7.868315066161813e-08,2.8377531435808123e-08
1852,5.5339636872986375e-08,2.6042181744401205e-08
1853,9.734248607173868e-08,5.733054564416307e-08
1854,5.5593609715742787e-08,2.8576154775805662e-08
1855,7.695058457102277e-08,3.078023524949458e-08
1856,7.558696069054349e-08,5.177189166261087e-08
1857,6.004255936886693e-08,2.0990489346672803e-08
1858,5.529853908115001e-08,2.3489644007668176e-08
1859,8.198399115144639e-08,2.6988518087023294e-08
1860,7.735440732403731e-08,5.492620758218436e-08
1861,6.649509032286005e-08,3.301174444914068e-08
1862,9.532951139590295e-08,4.472806480748659e-08
1863,5.094513255698985e-08,3.346395871517416e-08
1864,4.9865171547480713e-08,2.7809422320501653e-08
1865,5.130460323243824e-08,3.859612363044107e-08
1866,7.493044051898323e-08,4.2330832172865485e-08
1867,9.560038449762942e-08,2.9602150064533816e-08
1868,7.409811075831385e-08,3.951899429921468e-08
1869,6.83692675806924e-08,3.564969119906891e-08
1870,5.791389412479475e-08,3.4977698959437475e-08
1871,7.222400455475508e-08,1.0621176826930423e-08
1872,6.168286148522384e-08,2.7817760539505798e-08
1873,5.447263973223926e-08,1.5563610844537834e-08
1874,4.182226476245887e-08,1.0156835372754358e-08
1875,2.803548326824057e-08,3.4901315615343265e-08
1876,5.3204928462946555e-08,2.2370254981751714e-08
1877,5.071549225021954e-08,1.9791411176584006e-08
1878,8.756678226973236e-08,3.38188961279684e-08
1879,6.659164597522249e-08,2.504823370941267e-08
1880,4.4924924225142604e-08,2.9522093214495726e-08
1881,4.8807553554297556e-08,2.998178416646624e-08
1882,6.855047018916594e-08,3.926677294430192e-08
1883,3.6020232130340446e-08,2.7805091562527195e-08
1884,5.809493330843907e-08,2.706695667598069e-08
1885,3.222817923642651e-08,1.8047780159236027e-08
1886,5.549978965291302e-08,1.355227396970804e-08
1887,5.288428894800745e-08,2.0239665943222462e-08
1888,4.057993407968752e-08,1.268122939990235e-08
1889,3.759081934617825e-08,9.397704836544563e-09
1890,5.3745967676377404e-08,9.831579994568074e-09
1891,4.270727416155751e-08,2.1672347472190268e-08
1892,2.005923960268774e-08,2.2566645441202127e-08
1893,5.7273272346947124e-08,1.4164357686752282e-08
1894,1.764431090123253e-08,1.764431090123253e-08
1895,4.032471778714353e-08,2.5278181325916194e-08
1896,5.425266635938897e-08,2.299841384001411e-08
1897,3.1464253424928756e-08,1.9228155068162778e-08
1898,1.9804241802034994e-08,1.810673566637888e-08
1899,3.6482017407024614e-08,1.8241008703512307e-08
1900,3.2703635355346705e-08,1.4015843596837385e-08
1901,3.4650181390816215e-08,1.5089595351014395e-08
1902,2.6515532880466708e-08,1.4239823542538943e-08
1903,5.562226945698967e-08,2.3220946943069976e-08
1904,5.8045952044949445e-08,8.599400302955473e-09
1905,3.6641388589941926e-08,1.0321517862621477e-08
1906,3.343719967574543e-08,1.800464666246171e-08
1907,3.445705232252294e-08,1.491424583832668e-08
1908,2.9468335327464956e-08,1.3751889405000384e-08
1909,2.2003934674330594e-08,1.265226234892225e-08
1910,3.580580809625644e-08,1.336037680488289e-08
1911,3.085817112946643e-08,1.1172785363555704e-08
1912,2.7609932118366487e-08,1.614920641657136e-08
1913,4.454511426388308e-08,1.113627856597077e-08
1914,2.8795998474606677e-08,2.209925398233281e-08
1915,2.1205371680821372e-08,1.295883844676382e-08
1916,3.186363883855847e-08,7.69122365795738e-09
1917,2.9609346086090227e-08,1.7546279096336548e-08
1918,3.5607765624945387e-08,1.6080926812378493e-08
1919,4.603924352863942e-08,1.4732557396257562e-08
1920,3.256059599721084e-08,1.2872794385998532e-08
1921,4.0892835784234194e-08,6.815472630705699e-09
1922,2.2871599725249325e-08,9.591316185719734e-09
1923,4.0340601970001444e-08,1.0615948120573648e-08
1924,3.2229060309418855e-08,1.804827398643738e-08
1925,4.5092530598367375e-08,2.5295809891190402e-08
1926,2.8979959765251806e-08,1.114613823460786e-08
1927,2.6758140592164636e-08,1.2264147031260109e-08
1928,4.1133748851507335e-08,4.570416489713125e-09
1929,1.6710609784809094e-08,1.5596569369336066e-08
1930,5.3568378177715203e-08,1.575540586884472e-08
1931,2.3951248095954725e-08,1.1405356659111021e-08
1932,3.3974561830518724e-08,1.53433514782364e-08
1933,2.2941325283909464e-08,1.3764794637438627e-08
1934,8.38710612072191e-09,9.585264137967897e-09
1935,1.795242710045386e-08,2.154291145473053e-08
1936,4.364897421282876e-08,2.424942913137329e-08
1937,2.1404900962807005e-08,1.1332006444320086e-08
1938,3.241303758727554e-08,2.3337385357535823e-08
1939,4.282334131744392e-08,1.5294050470515685e-08
1940,4.057252667166722e-08,1.0143131667916805e-08
1941,3.246652724442356e-08,8.854508237732261e-09
1942,2.730790527039062e-08,6.068423541449874e-09
1943,2.9032351633873077e-08,1.4516175816936538e-08
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,3.0499055725385915e-08,1.9606536838523425e-08
1946,1.8097434661967782e-08,1.5313215584455975e-08
1947,2.3841742802233057e-08,1.3112957830685446e-08
1948,2.9354097819123126e-08,1.848220954059343e-08
1949,3.141442661558358e-08,1.3743811422273211e-08
1950,3.19060831088791e-08,9.571825110299415e-09
1951,2.8785784422780125e-08,1.7058242818279723e-08
1952,2.2144087452602434e-08,2.003512733494972e-08
1953,2.2625037843226892e-08,1.723812381726475e-08
1954,3.9090146231046674e-08,1.3681550115052232e-08
1955,2.1586897602787758e-08,1.783265446420046e-08
1956,2.3547082506070183e-08,6.104799332717903e-09
1957,3.445664731316356e-08,1.3252556385623393e-08
1958,2.1507833736222892e-08,9.099467845885556e-09
1959,2.2477168570844697e-08,1.2401196514133517e-08
1960,1.7302083321624195e-08,9.689166802218097e-09
1961,2.91822690456911e-08,2.779263708063695e-09
1962,2.4099433559854333e-08,1.2049716779927166e-08
1963,2.5864213881732212e-08,1.5518526907953856e-08
1964,2.4335873760605864e-08,1.8860301764789256e-08
1965,2.681301225493371e-08,8.755269398363907e-09
1966,2.2710207048248776e-08,1.163205709531212e-08
1967,2.070740912074598e-08,9.367637332502454e-09
1968,2.4702787371211343e-08,1.7965662735264232e-08
1969,3.587988572917311e-08,1.6350327314285096e-08
1970,3.219107469476512e-08,7.817832603507213e-09
1971,2.5178147566862208e-08,2.928886644326667e-08
1972,2.4111690422046195e-08,1.0773308467548759e-08
1973,2.6463379043661917e-08,1.268036875501366e-08
1974,1.9689501584707614e-08,1.406392957647995e-08
1975,1.9990180177842376e-08,1.0851811893530794e-08
1976,2.9138986334942274e-08,3.9994687561772935e-09
1977,2.291944944943225e-08,1.1165885105413054e-08
1978,2.7326720442033547e-08,1.6039596317796168e-08
1979,1.6970723493159312e-08,9.363157360553487e-09
1980,2.1035058139773355e-08,1.2507331170752423e-08
1981,2.909752794266751e-08,6.958104314946922e-09
1982,2.2347007799794483e-08,9.932003663948308e-09
1983,2.2103606056589342e-08,1.8314416649900522e-08
1984,2.609553817478627e-08,9.858314165001048e-09
1985,1.9851341903631692e-08,1.4437339324047116e-08
1986,2.8174081734277934e-08,1.019062523255343e-08
1987,1.4665960890170027e-08,9.166225112267057e-09
1988,3.2981045450242163e-08,8.395175221664886e-09
1989,3.347754429228189e-08,9.878619700032232e-09
1990,2.7243254763220648e-08,1.8525414091641323e-08
1991,1.1136783939491579e-08,9.96449056600568e-09
1992,1.652983172562017e-08,9.366905473484621e-09
1993,1.938722604677423e-08,4.4313659408601325e-09
1994,1.8462243289718572e-08,1.0549853435293244e-08
1995,2.3858783393393423e-08,6.506940763983948e-09
1996,2.028474987980644e-08,6.4057106285986265e-09
1997,2.4933450859521145e-08,8.630809844589749e-09
1998,2.3840646790063147e-08,8.10582001520288e-09
1999,2.102292562256025e-08,7.769341614505265e-09
2000,1.767212509662386e-08,8.83606254831193e-09
2001,2.365854356867203e-08,1.4019877703219663e-08
2002,1.752488643091965e-08,1.1391176002462089e-08
2003,2.0417921575699438e-08,7.91715315529018e-09
2004,2.334539317416784e-08,1.0131019578807354e-08
2005,1.8465373230469595e-08,7.205999352777326e-09
2006,2.3060183096390574e-08,7.823991232669414e-09
2007,1.5977917655618512e-08,9.18730247434496e-09
2008,1.4901038625225738e-08,9.366367237362283e-09
2009,1.907277002999308e-08,8.582746957586096e-09
2010,1.322662068758973e-08,3.3066551718974324e-09
2011,1.4531093661673822e-08,1.0324724186716594e-08
2012,1.2255309655984092e-08,7.148930780687124e-09
2013,1.7292574483462886e-08,6.693900100884775e-09
2014,2.165445245339015e-08,1.0827226226695075e-08
2015,1.7067630864175953e-08,7.536356427806368e-09
2016,1.9470595802317803e-08,1.118523584864306e-08
2017,1.2074934829797712e-08,1.0565567976072998e-08
2018,1.4972506789945328e-08,5.162933192082164e-09
2019,1.5050828139351324e-08,7.1427654901867754e-09
