year,doit_VERB entrer_VERB,doit_VERB rentrer_VERB
1838,7.246362088153546e-07,1.29399325032864e-07
1839,7.85841791639541e-07,2.0694766078577231e-07
1840,8.624558631709078e-07,1.726185558936777e-07
1841,6.093100637372117e-07,1.7399686669250514e-07
1842,5.963647708995268e-07,1.9990629596122744e-07
1843,6.615740630877553e-07,1.612586686405848e-07
1844,6.728976131853415e-07,1.8715994087870058e-07
1845,5.864819740963867e-07,1.9363390890703158e-07
1846,6.328716040115978e-07,2.0666389843881916e-07
1847,7.496581133636937e-07,1.8444825400365517e-07
1848,7.055659239085799e-07,2.1480741452251095e-07
1849,7.156020274123875e-07,1.7931948548266519e-07
1850,6.877252758386021e-07,1.4867900688386726e-07
1851,5.952832111688622e-07,1.5672135589284153e-07
1852,6.959772917980445e-07,1.6536785096832318e-07
1853,6.18692126863607e-07,1.4989548446919798e-07
1854,6.847885742899962e-07,1.6781996237114072e-07
1855,6.071136340324301e-07,1.5177840850810753e-07
1856,6.896016202517785e-07,1.9466232004106132e-07
1857,6.775534870939737e-07,2.7629340593193774e-07
1858,6.415609163923364e-07,1.977045087642182e-07
1859,5.738879167438427e-07,1.8331823525841173e-07
1860,6.206661282703863e-07,1.98649786398164e-07
1861,5.564837124438782e-07,1.8014981151281972e-07
1862,6.542044275192893e-07,1.8930361989077937e-07
1863,6.368141498569457e-07,1.6781926603925967e-07
1864,5.480374056787696e-07,1.500749817751057e-07
1865,6.401308496606362e-07,1.666222857465982e-07
1866,6.3252969084715e-07,1.926782715599984e-07
1867,6.075720193621237e-07,1.9945055385051091e-07
1868,5.532659201890056e-07,1.7289559650635056e-07
1869,4.873751890954736e-07,1.7531833407247177e-07
1870,5.367069775275013e-07,1.4793846503380337e-07
1871,6.022207230671484e-07,1.8056000783417403e-07
1872,6.246901307349617e-07,1.9472432200018375e-07
1873,6.027906351846468e-07,2.0112975107622333e-07
1874,5.831218459206866e-07,1.923824157756826e-07
1875,5.967552851871005e-07,1.4818755289525143e-07
1876,6.336223350444925e-07,1.8258964473716333e-07
1877,5.65292168630549e-07,1.700824441286386e-07
1878,6.093440561016905e-07,1.600358530140511e-07
1879,5.583923439189675e-07,1.563987268582423e-07
1880,6.956945526326308e-07,1.7905790627992246e-07
1881,6.080026651034132e-07,1.6803743108084745e-07
1882,5.144612487129052e-07,1.7437109534057527e-07
1883,6.167674655443989e-07,1.744137563264303e-07
1884,6.093366096138197e-07,1.5910089246062853e-07
1885,5.968658456367848e-07,1.7532128993025253e-07
1886,5.575792556555825e-07,1.755342111664504e-07
1887,6.084957817620307e-07,1.8476856666893582e-07
1888,6.283549396357557e-07,2.4601584414085664e-07
1889,5.951879984422703e-07,1.735442936023901e-07
1890,6.855888159407186e-07,2.6414176090838737e-07
1891,7.266610850820143e-07,2.4540747745049885e-07
1892,5.817179271616624e-07,2.2378588937499444e-07
1893,5.721169031858153e-07,2.0569110859014472e-07
1894,5.583164011113695e-07,2.0164925729204697e-07
1895,6.054726213733375e-07,2.0102172015867836e-07
1896,5.448854949463566e-07,2.0521660815120413e-07
1897,6.479305625362031e-07,2.319032006425914e-07
1898,5.958247584203491e-07,2.365192415254569e-07
1899,6.566763204318704e-07,2.1004797190471436e-07
1900,6.384995572261687e-07,2.1958155116408307e-07
1901,6.10849156146287e-07,2.000768546395193e-07
1902,6.437381898649619e-07,2.0868706940291304e-07
1903,6.06444757522695e-07,2.1600881439098885e-07
1904,6.960139558032097e-07,1.9724873823179223e-07
1905,6.77607658872148e-07,2.0126960009747563e-07
1906,6.918928079358011e-07,1.7901761850680487e-07
1907,5.790841441921657e-07,2.0005660417155013e-07
1908,5.667743039339257e-07,2.5244540324820264e-07
1909,6.166602588564274e-07,2.0958746915766824e-07
1910,5.84115696256049e-07,1.5818686449620145e-07
1911,6.256760229916836e-07,1.8568105986105365e-07
1912,5.959577720204834e-07,2.6880613290813926e-07
1913,6.061317208150285e-07,1.718168647357743e-07
1914,5.631961244034756e-07,1.8549980040916125e-07
1915,4.818331831302203e-07,1.4019106231444312e-07
1916,5.636567834699235e-07,1.637131816778492e-07
1917,5.549010779759556e-07,1.5352993898432032e-07
1918,5.52494725525321e-07,1.8148475078305637e-07
1919,5.920646231061255e-07,1.5377106876712787e-07
1920,6.088074542276445e-07,1.9309190690819378e-07
1921,5.694706146641693e-07,1.6660044366290094e-07
1922,5.725277674173412e-07,1.785460455039356e-07
1923,5.711380026696133e-07,2.3036606933146686e-07
1924,5.195324774831533e-07,1.959526940709111e-07
1925,5.576076205215941e-07,1.6827212334646902e-07
1926,5.405877345765475e-07,1.4601441478134802e-07
1927,5.329329724190757e-07,1.7615775504964404e-07
1928,5.553055757445691e-07,1.3368467932650674e-07
1929,5.91555590290227e-07,1.3145680100024038e-07
1930,5.787485406472115e-07,1.470504429335051e-07
1931,6.421215630325605e-07,1.8362624132350902e-07
1932,5.523606319002283e-07,1.4028206862803927e-07
1933,5.574742090175278e-07,1.353538152670808e-07
1934,5.655305699292512e-07,1.509679066202807e-07
1935,5.002742682336248e-07,2.118386248639581e-07
1936,5.492495915859763e-07,1.6610859177035309e-07
1937,5.338633854989894e-07,1.3472497073507839e-07
1938,4.706372749296861e-07,1.413208394751564e-07
1939,5.307035735313548e-07,1.514111005462837e-07
1940,3.981179190759576e-07,1.141102288215734e-07
1941,4.3091938550787745e-07,1.6233263977483148e-07
1942,4.5513175450651033e-07,2.0936060707299475e-07
1943,3.977432356805366e-07,1.7709734834170376e-07
1944,4.434196796410106e-07,1.4138018400444707e-07
1945,4.0084475472212944e-07,1.6992331097753777e-07
1946,4.6218065108405426e-07,1.7262169649256975e-07
1947,5.376313083615969e-07,1.3589793468327116e-07
1948,4.8162462462642e-07,1.6199112451431574e-07
1949,5.281550556901493e-07,1.2074920618942997e-07
1950,5.083703058517131e-07,1.2337019938968297e-07
1951,4.0833168668541475e-07,1.4712733786836907e-07
1952,4.797885821972159e-07,1.2337420685071265e-07
1953,4.3203047539464023e-07,1.551431125790259e-07
1954,4.808087510355108e-07,1.5538331865627697e-07
1955,4.7209607600962045e-07,1.820807966623761e-07
1956,4.3082440015496104e-07,1.5523632157510292e-07
1957,4.3026633989029506e-07,1.298750476053101e-07
1958,5.203241357776278e-07,1.1746585926175612e-07
1959,5.061238539383339e-07,1.2633718426968699e-07
1960,4.976079139851208e-07,1.245749956524378e-07
1961,5.09994890762755e-07,1.167290761827644e-07
1962,5.714102826459566e-07,1.3762046080501023e-07
1963,5.315095563673822e-07,1.1444914349567625e-07
1964,5.725013920709898e-07,1.1194502036460108e-07
1965,5.2641058800873e-07,1.2202656307636062e-07
1966,4.990706088392471e-07,1.1410494238361935e-07
1967,5.847377906320617e-07,1.0846738263126099e-07
1968,5.228008035373932e-07,1.3564076084549015e-07
1969,5.681739025931165e-07,1.3897778217142331e-07
1970,5.890966576771461e-07,1.1128914678693036e-07
1971,5.133259151079983e-07,1.0379562809248455e-07
1972,5.432825673779007e-07,1.1286323342574178e-07
1973,4.586985653531883e-07,1.0475087464101307e-07
1974,5.198028247832553e-07,1.248876912995911e-07
1975,4.5234924073156435e-07,1.3022174982779688e-07
1976,5.313580118126993e-07,8.855966626697409e-08
1977,4.930619752485654e-07,1.0695742957977927e-07
1978,4.556433452762576e-07,1.1287123413694644e-07
1979,4.5352794586506207e-07,1.1001709765423584e-07
1980,3.9000133256195113e-07,1.2507331348388107e-07
1981,3.921840630027873e-07,1.1322733683982733e-07
1982,3.842444016299851e-07,1.3159905165593955e-07
1983,3.972333786350646e-07,1.0862343913231598e-07
1984,4.5174274987402896e-07,1.0554195739587158e-07
1985,3.4830080153369636e-07,1.1970961111273937e-07
1986,3.4887904121205793e-07,1.2408584382228582e-07
1987,3.709265854467958e-07,1.2038309193940222e-07
1988,3.6578978779289173e-07,1.3252383723738603e-07
1989,3.709970712861832e-07,1.2073869015694072e-07
1990,4.075590993579681e-07,1.4711358176100475e-07
1991,4.103025617041567e-07,1.0667866945368587e-07
1992,3.394125656086544e-07,1.3003467813632597e-07
1993,3.8220531450861017e-07,1.4512723112147796e-07
1994,3.7662977092622896e-07,1.4928042446626932e-07
1995,3.508325789880473e-07,1.0953350937370487e-07
1996,3.304278948235151e-07,1.286480255657807e-07
1997,3.581786245376861e-07,1.2562622941914015e-07
1998,3.170806053276465e-07,1.3875255433504208e-07
1999,3.3362468343511864e-07,1.375630489519608e-07
2000,3.2163268315343885e-07,1.5949093778999668e-07
2001,3.8116542100397055e-07,1.5597113645071659e-07
2002,3.250866313919687e-07,1.5465711555862072e-07
2003,3.221031477096403e-07,1.6459345886232768e-07
2004,3.475380196960032e-07,1.5284625476397196e-07
2005,3.4228497725052875e-07,1.2790648895588674e-07
2006,3.508442318889138e-07,1.5112655660232122e-07
2007,3.2954454809441813e-07,1.837460530396129e-07
2008,3.2186244425247423e-07,2.0776305120762117e-07
2009,2.9276702662173193e-07,1.9120452066090365e-07
2010,3.056294133330084e-07,2.2910396069164563e-07
2011,2.845035282916797e-07,2.3135029891818704e-07
2012,2.9685082836294896e-07,2.740423497016309e-07
2013,3.1405548384100257e-07,2.6245666617796815e-07
2014,2.9211855689936783e-07,2.7024756832361163e-07
2015,3.378060853265197e-07,2.7596362883741676e-07
2016,3.131866037620057e-07,2.580889599812508e-07
2017,2.714344589094253e-07,2.661516873558867e-07
2018,2.545326083236432e-07,2.9841754667359055e-07
2019,2.994859755744983e-07,2.79078051335091e-07
