year,devront_VERB envoyer_VERB,devront_VERB renvoyer_VERB
1903,5.130209146386733e-08,4.320176216765503e-09
1904,6.879520242364379e-08,5.912087708281888e-09
1905,6.399341145879589e-08,5.160759042333041e-10
1906,7.407625446376187e-08,1.0288369045596824e-09
1907,5.554270998686661e-08,6.1714118260169926e-09
1908,5.6480974564010467e-08,6.384805573134145e-09
1909,7.481337860326676e-08,0.0
1910,6.787071527014632e-08,3.740905363258662e-09
1911,6.969690247160543e-08,4.25629931299909e-09
1912,6.980624789321155e-08,2.0837684910901544e-09
1913,8.060544587351615e-08,2.121195885607108e-09
1914,8.571831955350717e-08,0.0
1915,4.830112487752558e-08,4.712304768617059e-09
1916,5.6036057571873243e-08,9.888715624128963e-09
1917,2.1932848426331475e-08,1.315970976634162e-08
1918,6.432370724951397e-08,5.743188147278033e-09
1919,6.077179648400488e-08,9.207848372660976e-10
1920,6.890731185649202e-08,1.514446346106979e-09
1921,8.935842288337881e-08,7.572747429129834e-10
1922,1.1214461892450345e-07,7.377935484775833e-10
1923,6.051090650771584e-08,1.0615948120573648e-09
1924,9.410885581928596e-08,0.0
1925,8.688560626524122e-08,2.1996355847875293e-09
1926,8.359603498320212e-08,0.0
1927,7.246995892273844e-08,0.0
1928,7.998228568339982e-08,4.570416489713125e-09
1929,8.021092412491271e-08,0.0
1930,4.516549623190258e-08,0.0
1931,6.044839295782367e-08,2.2810713318222042e-09
1932,5.698959171240858e-08,3.287861094491973e-09
1933,3.211785326584504e-08,0.0
1934,2.7557634396657704e-08,2.3963160344919743e-09
1935,5.2660450222674626e-08,3.590485242455088e-09
1936,6.183604739362636e-08,4.849885826274658e-09
1937,5.414180748175568e-08,0.0
1938,5.186085871855539e-08,1.2965214457594243e-09
1939,3.211750509990452e-08,3.058810094103137e-09
1940,6.085878823114399e-08,7.607348528892999e-09
1941,2.3612020783048138e-08,1.7709016475464523e-08
1942,2.4273694165799498e-08,6.068423541449874e-09
1943,1.7419411690866582e-08,0.0
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,1.9606536838523425e-08,2.178504043826024e-09
1946,3.480275978517966e-08,2.7842208538686464e-09
1947,2.0265479960812627e-08,2.3841741914054637e-09
1948,2.0656587551570738e-08,4.348755133776194e-09
1949,1.570721330779179e-08,5.890204768377316e-09
1950,1.595304155443955e-08,1.0635361480382244e-09
1951,3.0918066329377325e-08,1.0661401761424827e-09
1952,1.8980646387944944e-08,1.0544803918932644e-09
1953,1.939288907237824e-08,5.386913581872932e-09
1954,1.8567819282111486e-08,9.772536113672459e-10
1955,2.3464020060259827e-08,2.815682353940474e-09
1956,1.657016923672927e-08,0.0
1957,2.6505112771246786e-08,1.7670075402875796e-09
1958,2.5643954515430778e-08,8.272243445794913e-10
1959,1.1626121398933265e-08,7.750747821333448e-10
1960,8.305000243069571e-09,2.7683333403416555e-09
1961,2.36237411854745e-08,2.08444772553662e-09
1962,2.2831043722248978e-08,3.805173953708163e-09
1963,3.620989730279689e-08,6.466053248388448e-10
1964,2.798625509115027e-08,6.6923653285755336e-09
1965,2.7907420374617686e-08,5.472043373977442e-10
1966,1.5509408868297214e-08,3.3234448526542337e-09
1967,1.5777073869571723e-08,1.9721342336964653e-09
1968,1.6169096284102125e-08,8.982831700699023e-10
1969,1.9075383050903838e-08,6.8126366770115965e-09
1970,1.7015283404475667e-08,3.6789800095249348e-09
1971,8.221435976452085e-09,2.0553589941130213e-09
1972,2.7189777540570503e-08,0.0
1973,2.0950174928202614e-08,8.269805285010534e-09
1974,2.5877628928583363e-08,2.193973003272731e-08
1975,1.6563292959403952e-08,1.5420996035686585e-08
1976,2.1140049710766107e-08,6.8562320265641574e-09
1977,3.173462204131283e-08,3.526069214387917e-09
1978,2.0792070287711795e-08,4.158414057542359e-09
1979,1.9896710057309974e-08,7.022368020415115e-09
1980,2.5583178242527538e-08,5.116635559687666e-09
1981,1.771153890217647e-08,3.1627747087981106e-09
1982,2.0484757001781873e-08,4.966001831974154e-09
1983,4.862793190341108e-08,5.052252838311233e-09
1984,2.4355836458767044e-08,4.639206796497319e-09
1985,2.3460676956688076e-08,5.414002135495366e-09
1986,1.3787316177626963e-08,4.7955883708539204e-09
1987,2.0776777631681398e-08,7.332980445085013e-09
1988,1.5591039570495013e-08,3.597932174415064e-09
1989,1.5915555096057687e-08,9.329808037250586e-09
1990,1.5801088437683575e-08,4.358920779878872e-09
1991,1.4653663171770859e-08,4.10302547493302e-09
1992,1.1019888113139586e-08,6.61193322315512e-09
1993,9.970573700002205e-09,1.661762283333701e-09
1994,1.002236071911966e-08,3.164955852952289e-09
1995,1.4098372247417501e-08,1.626735190995987e-09
1996,1.1209993822092201e-08,1.067618438099771e-09
1997,9.110299181713799e-09,2.3974471297094624e-09
1998,1.4781200263769279e-08,9.536258449571733e-10
1999,1.3253583119876566e-08,3.656160929565999e-09
2000,1.4137700787841823e-08,3.97622823555821e-09
2001,7.448059946568719e-09,2.190605918883648e-09
2002,1.0514931148009055e-08,3.504977197366088e-09
2003,9.58392298855415e-09,2.5001538617175356e-09
2004,8.369103632333008e-09,8.809582507929292e-10
2005,3.783149793434859e-08,4.053374524914943e-09
2006,7.823991232669414e-09,4.1178899179428186e-10
2007,1.3980677948666198e-08,3.994479469415779e-10
2008,8.51487946817997e-09,8.514879357157668e-10
2009,7.1522885392028e-09,0.0
2010,4.723792912386671e-09,0.0
2011,8.412738061736036e-09,1.529588788962144e-09
2012,7.489355802192676e-09,2.0425516833455504e-09
2013,4.462600067256517e-09,5.578250084070646e-10
2014,2.3819897165822113e-09,8.661780737106994e-10
2015,4.876465897751814e-09,1.10828768384863e-09
2016,5.799752234025846e-09,4.1426800878596737e-10
2017,4.2765391228272165e-09,0.0
2018,3.3559066636712487e-09,2.0651733656507076e-09
2019,3.06118530524202e-09,1.02039510174734e-09
