year,voudraient_VERB amener_VERB,voudraient_VERB ramener_VERB
1884,0.0,1.5183903911974994e-08
1885,0.0,1.0957580620640783e-08
1886,6.453463874400711e-10,1.097088819790315e-08
1887,6.528924512139156e-09,6.528924623161458e-10
1888,6.340614699951175e-09,4.4384300679212174e-09
1889,8.771191772893872e-09,5.012109394186837e-09
1890,0.0,3.2771931834929546e-09
1891,6.374220040683554e-10,8.286486163910922e-09
1892,3.1342561879199593e-09,6.8953633913793055e-09
1893,1.2316833108982905e-09,5.542574843531156e-09
1894,6.301539290376468e-10,2.520615716150587e-09
1895,0.0,7.22233739480771e-09
1896,8.845543852942228e-09,2.948514543632541e-09
1897,2.9133566670225264e-09,4.078699600285063e-09
1898,1.0185038590293516e-08,2.26334195829736e-09
1899,1.6582735185011188e-09,8.844125432005967e-09
1900,0.0,5.19105292084987e-09
1901,3.912117296778206e-09,6.147612641171918e-09
1902,0.0,1.4730852093691738e-09
1903,6.480264325148255e-09,5.940242076007962e-09
1904,3.7622376325430196e-09,1.3974025492302644e-08
1905,3.096455536422127e-09,2.4771644291377015e-08
1906,9.259531807970234e-09,1.3374879870298173e-08
1907,1.0799970695529737e-08,9.771402353919711e-09
1908,1.4734167219643268e-09,3.929111258571538e-09
1909,2.7504918342913243e-09,7.701377313651392e-09
1910,7.481810726517324e-09,7.481810726517324e-09
1911,1.0640748282497725e-09,6.384448969498635e-09
1912,3.646594803896619e-09,7.293189607793238e-09
1913,1.060597942803554e-09,1.6969567084856862e-08
1914,4.018046340092951e-09,8.705766774141921e-09
1915,0.0,3.534228465440492e-09
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,3.289927441585405e-09,4.386569774084137e-09
1918,1.2635013924011673e-08,0.0
1919,2.762354567309444e-09,8.287063479883727e-09
1920,3.028892692213958e-09,6.815008557481406e-09
1921,0.0,4.543648568500203e-09
1922,5.164555005876537e-09,5.164555005876537e-09
1923,3.1847844361720945e-09,5.307974060286824e-09
1924,0.0,7.734974438733389e-09
1925,1.0998177923937646e-09,1.0998178368026856e-08
1926,1.1146138456652466e-09,1.2260752413340015e-08
1927,3.3447675740205796e-09,7.804457524684949e-09
1928,4.570416489713125e-09,0.0
1929,3.342121912552898e-09,1.0026365515614089e-08
1930,1.0503603542488804e-09,8.402882833991043e-09
1931,9.124285327288817e-09,6.843213995466613e-09
1932,4.383814644626227e-09,7.6716757391182e-09
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,0.0,3.5944740517379614e-09
1935,3.590485242455088e-09,3.590485242455088e-09
1936,1.091224355320719e-08,4.849885826274658e-09
1937,0.0,1.2591118370153254e-08
1938,1.2965214457594243e-09,7.779128452511941e-09
1939,0.0,7.647025235257843e-09
1940,1.2678914806940611e-08,7.607348528892999e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,0.0
1946,4.1763312808029696e-09,9.744772988540262e-09
1947,4.7683483828109274e-09,8.344609447874518e-09
1948,1.0871887834440486e-09,1.195907639583993e-08
1949,1.9634016634739737e-09,8.835307596655184e-09
1950,0.0,1.4889506516624351e-08
1951,6.396841278899501e-09,7.462981344019681e-09
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,0.0,1.0773827385790469e-09
1954,0.0,1.172704333640695e-08
1955,9.385607846468247e-10,1.1262729415761896e-08
1956,1.744228317335228e-09,1.0465369904011368e-08
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,0.0,2.4816730892496253e-09
1959,3.100299128533379e-09,6.200598257066758e-09
1960,2.7683333403416555e-09,1.3841666701708277e-09
1961,6.948159270159238e-10,4.86371165564492e-09
1962,0.0,6.341956293454132e-09
1963,1.2932106496776896e-09,1.939815863494232e-09
1964,3.041984220075733e-09,6.6923653285755336e-09
1965,3.830430195250756e-09,3.2832261354087677e-09
1966,5.539074976468328e-09,3.8773522170743036e-09
1967,4.930335584241163e-10,3.944268467392931e-09
1968,5.838840522187638e-09,6.737123747768692e-09
1969,4.541757636644661e-09,9.991866889436096e-09
1970,1.3796175313274261e-09,1.103694025061941e-08
1971,2.569198631618974e-09,5.138397263237948e-09
1972,2.0520587451500205e-09,3.0780880067027283e-09
1973,3.3079223804577396e-09,7.1671650836435674e-09
1974,1.6876715580593782e-09,6.750686232237513e-09
1975,1.7134440533084216e-09,5.711480177694739e-09
1976,2.856763492431469e-09,7.427584769459372e-09
1977,1.7630346071939584e-09,7.052138428775834e-09
1978,3.5643548113029055e-09,2.970295565063452e-09
1979,5.851973350345929e-10,2.3407893401383717e-09
1980,1.7055452605774235e-09,7.390696055153967e-09
1981,1.2651099057237047e-09,5.060439622894819e-09
1982,1.8622506869903077e-09,7.449002747961231e-09
1983,1.2630632095778083e-09,3.157658134966823e-09
1984,5.799008495621649e-10,5.799008384599347e-09
1985,1.2031116103372597e-09,7.218669662023558e-09
1986,2.3977941854269602e-09,3.5966913891627428e-09
1987,3.0554083707556856e-09,1.8332451112712533e-09
1988,0.0,4.197587610832443e-09
1989,5.488122178931576e-10,5.488122178931576e-10
1990,2.724325431913144e-09,1.6345953479657283e-09
1991,5.861465202094962e-10,4.10302547493302e-09
1992,2.2039776670368383e-09,2.2039776670368383e-09
1993,1.1078414852150331e-09,5.539207315052863e-09
1994,2.637463358823311e-09,1.5824779264761446e-09
1995,2.1689803286761844e-09,4.337960657352369e-09
1996,0.0,2.6690460952494277e-09
1997,9.58978896292706e-10,3.835915585170824e-09
1998,4.768129224785866e-10,1.9072516899143466e-09
1999,4.570201161957499e-10,5.941261704833778e-09
2000,2.2090156370779823e-09,3.5344251969604557e-09
2001,1.3143635069212678e-09,5.695575122643959e-09
2002,1.752488598683044e-09,7.448076377869484e-09
2003,8.333845835650777e-10,5.000307723435071e-09
2004,1.3214374039449694e-09,2.642874807889939e-09
2005,0.0,1.170974872621855e-08
2006,1.2353669198716943e-09,8.235779835885637e-10
2007,1.5977917877663117e-09,4.393927444112933e-09
2008,4.257439678578834e-10,8.514879357157668e-10
2009,1.907277002999308e-09,5.721831008997924e-09
2010,1.8895172093635892e-09,4.723792912386671e-09
2011,0.0,3.059177577924288e-09
2012,1.0212758416727752e-09,3.744677901096338e-09
2013,1.1156500168141292e-09,4.741512515948898e-09
2014,2.5985342766432495e-09,5.630157673408576e-09
2015,6.649726325136385e-10,4.43315073539452e-09
2016,1.4499380585064614e-09,4.764082017771898e-09
2017,2.515611330355938e-10,2.7671724911471074e-09
2018,0.0,5.6792268665617485e-09
2019,7.65296326310505e-10,2.04079020349468e-09
