year,veut_VERB assurer_VERB,veut_VERB rassurer_VERB
1888,1.5597912295106653e-07,2.53624587998047e-09
1889,1.3532695675166906e-07,6.891650361495749e-09
1890,1.5533896657871082e-07,1.0487018364813139e-08
1891,2.313841918066828e-07,7.0116419337296065e-09
1892,1.5107114847978664e-07,6.8953633913793055e-09
1893,1.8290496939243894e-07,3.695050043717174e-09
1894,1.8463509832145064e-07,5.671385139294216e-09
1895,1.7694726750505652e-07,1.023164486468886e-08
1896,1.8339760288199614e-07,1.179405795248556e-09
1897,1.8004544699579128e-07,1.7480140002135158e-08
1898,1.6296061744469625e-07,6.7900258748920805e-09
1899,2.1004797190471436e-07,3.3165470370022376e-09
1900,1.9985554899903946e-07,1.038210584169974e-08
1901,2.0175347970052826e-07,6.147612641171918e-09
1902,2.032857508993402e-07,4.419255628107521e-09
1903,1.9548797070001456e-07,1.4040573148577096e-08
1904,2.090729225301402e-07,4.299700151477737e-09
1905,2.3687883299317036e-07,6.192911072844254e-09
1906,1.6409948955242726e-07,8.230695236477459e-09
1907,1.604567074764418e-07,3.599990305858114e-09
1908,2.0627834373954101e-07,1.0313916831705683e-08
1909,1.9858551070228714e-07,6.60118004702781e-09
1910,2.0254330479474447e-07,1.9238942883248455e-08
1911,2.4260904751827184e-07,6.916486494645824e-09
1912,1.82329742415277e-07,2.6047106693738442e-09
1913,1.6545327241601626e-07,5.833288518886093e-09
1914,1.8148175229271146e-07,6.027069510139427e-09
1915,2.038071755805504e-07,5.890381071793627e-09
1916,3.505000449877116e-07,4.394984820521586e-09
1917,2.2261841081672173e-07,6.57985488317081e-09
1918,2.6992984203388914e-07,1.1486376294556067e-09
1919,2.51374274284899e-07,1.8415696745321952e-09
1920,2.476119789207587e-07,3.786115865267448e-09
1921,2.5368703404637927e-07,1.5145495524393482e-08
1922,2.604411122320016e-07,8.115729421831475e-09
1923,2.3036606933146686e-07,4.246379248229459e-09
1924,1.946635279637121e-07,1.2891624656674594e-08
1925,2.1776392600258987e-07,5.499089184013428e-09
1926,2.117766371156904e-07,6.687683296036084e-09
1927,2.1072034428470943e-07,2.3413372574054847e-08
1928,1.7139062435944652e-07,9.14083297942625e-09
1929,2.0498347907960124e-07,1.2254447234738564e-08
1930,1.8171233762132033e-07,5.2518016602221e-09
1931,2.132801739662682e-07,4.5621426636444085e-09
1932,1.6877686448424356e-07,4.383814644626227e-09
1933,2.0073659356967255e-07,2.2941324395731044e-09
1934,1.7732739365783345e-07,9.585264137967897e-09
1935,2.3577520380513306e-07,0.0
1936,2.2430721458022163e-07,7.274828739411987e-09
1937,2.1782634007649904e-07,2.5182236296217297e-09
1938,1.8540256974119984e-07,3.8895642262559704e-09
1939,2.4470480752825097e-07,7.647025235257843e-09
1940,2.0539842182643042e-07,2.5357829169792012e-09
1941,1.5938114472646703e-07,8.854508237732261e-09
1942,1.7598428314613557e-07,6.068423541449874e-09
1943,2.0612969819922e-07,2.9032352077962287e-09
1944,2.3777577951022977e-07,0.0
1945,3.245970958687394e-07,1.3071024262956144e-08
1946,2.3387454461953894e-07,4.1763312808029696e-09
1947,2.2768863061628508e-07,1.3112957830685446e-08
1948,2.5875093001559435e-07,9.784699273041042e-09
1949,2.326630976767774e-07,1.2762110479513922e-08
1950,2.5418515292585653e-07,6.381216888229346e-09
1951,2.0256663901818683e-07,7.462981344019681e-09
1952,2.0035128045492456e-07,1.2653764258629963e-08
1953,2.1870869204576593e-07,4.3095309543161875e-09
1954,2.1890480184083572e-07,1.7590565448699635e-08
1955,1.8114222655185586e-07,2.815682353940474e-09
1956,2.1628430602049775e-07,4.360570571293465e-09
1957,2.1115739912147546e-07,3.534015080575159e-09
1958,2.2583225245398353e-07,1.1581140491045971e-08
1959,2.0306958958826726e-07,1.3951345856355601e-08
1960,1.958595845508171e-07,9.689166802218097e-09
1961,2.008018071819606e-07,2.501337270643944e-08
1962,2.092845647894137e-07,1.585489073363533e-08
1963,2.2243223440909787e-07,9.69907976156037e-09
1964,2.0137935052844114e-07,1.8860301764789256e-08
1965,2.1669291072612396e-07,1.4774516721161035e-08
1966,2.0605358486136538e-07,1.163205709531212e-08
1967,2.03129829401405e-07,2.267954357648705e-08
1968,1.9358002134595154e-07,1.4372530721118437e-08
1969,2.2890459661084606e-07,1.090021850558287e-08
1970,2.1797956151203834e-07,1.3796174869185052e-08
1971,2.4099082907014235e-07,2.6205826841874114e-08
1972,1.985366822054857e-07,1.4364410994005539e-08
1973,1.9516741645020375e-07,2.0950174928202614e-08
1974,1.8676898605463066e-07,1.3501372464475025e-08
1975,1.7305785604548873e-07,1.028066431985053e-08
1976,2.1254319904073782e-07,2.513951891103261e-08
1977,2.0921343946156412e-07,1.1753563455840776e-08
1978,1.8237615506677685e-07,1.2475242172627077e-08
1979,1.6678123415658774e-07,8.192762912528906e-09
1980,1.4440283280237054e-07,1.3644362084619388e-08
1981,1.8407348534310586e-07,2.4037088763861902e-08
1982,1.7877606239835586e-07,1.738100685599875e-08
1983,1.635666819765902e-07,1.705135410645653e-08
1984,2.0122558908042265e-07,3.131464509920079e-08
1985,1.72044963164808e-07,2.3460676956688076e-08
1986,1.726411795743843e-07,1.3187867686781374e-08
1987,1.5643691142486205e-07,1.8943532964499354e-08
1988,1.6910281885884615e-07,1.739000587974715e-08
1989,1.695829752179634e-07,2.6342986458871565e-08
1990,1.4874817111376615e-07,1.689081763345257e-08
1991,1.787746839454485e-07,3.282420379946416e-08
1992,1.3444264368445147e-07,2.0386792698445788e-08
1993,1.689458315468073e-07,2.1602909683338112e-08
1994,1.872599000307673e-07,2.1099706870586488e-08
1995,1.556243347522468e-07,2.4401028753118226e-08
1996,1.633456179206405e-07,2.5622842514394506e-08
1997,1.4480581000952952e-07,2.4453962410575514e-08
1998,1.6211639319863025e-07,2.288702027897216e-08
1999,1.6498425736699573e-07,2.1479944933844308e-08
2000,1.4623684307935036e-07,2.076474814316498e-08
2001,1.5509489514897723e-07,2.015357480900093e-08
2002,1.4151345339996624e-07,1.6648641576466616e-08
2003,1.4875914189360628e-07,1.5417615628621206e-08
2004,1.3566757672833774e-07,2.070251881036711e-08
2005,1.5042523671127128e-07,1.8465373230469595e-08
2006,1.4000825387938676e-07,2.7178073125355695e-08
2007,1.102476332448532e-07,3.315417984595115e-08
2008,1.0813896977879267e-07,3.022782024686421e-08
2009,1.106220679503167e-07,1.9549588614609092e-08
2010,9.164158143448731e-08,1.7005655550406118e-08
2011,8.259779349373275e-08,1.5678285336662157e-08
2012,8.136164098004883e-08,2.0425515501187874e-08
2013,7.976897364869728e-08,2.147626254611623e-08
2014,7.7306395951382e-08,1.8406284496563785e-08
2015,7.713682492749285e-08,2.4160671685535817e-08
2016,7.498250909065973e-08,1.6984987638579696e-08
2017,6.138091634966258e-08,1.911864622172743e-08
2018,5.859929430584998e-08,1.3939920329164579e-08
2019,5.5866632209244926e-08,1.8622211328533922e-08
