year,pouvaient_VERB avoir_VERB,pouvaient_VERB ravoir_VERB
1987,9.532874400974833e-07,6.110816852533674e-10
1988,1.0140172435058048e-06,0.0
1989,1.0246324109175475e-06,0.0
1990,9.802123486224446e-07,5.44865097484859e-10
1991,1.014033500723599e-06,0.0
1992,1.0265025593980681e-06,1.65298330578878e-09
1993,1.0358318149883416e-06,0.0
1994,1.09190978037077e-06,0.0
1995,9.923085144691868e-07,0.0
1996,1.075625618796039e-06,0.0
1997,1.0673435326680192e-06,0.0
1998,1.0914247923210496e-06,0.0
1999,1.079024514183402e-06,0.0
2000,1.0903701195275062e-06,0.0
2001,1.0641963399393717e-06,0.0
2002,1.0440451205795398e-06,0.0
2003,1.0529814744586474e-06,4.1669229178253886e-10
2004,1.0474593636899954e-06,0.0
2005,1.0822510603247792e-06,0.0
2006,1.051709091370867e-06,0.0
2007,9.950248340828693e-07,0.0
2008,1.0320034107280662e-06,0.0
2009,1.0079959338327171e-06,0.0
2010,1.017032673189533e-06,0.0
2011,9.601993724572822e-07,3.82397197240536e-10
2012,1.033190642374393e-06,0.0
2013,1.1072826282543247e-06,2.789125042035323e-10
2014,1.0799075198519859e-06,2.1654451842767486e-10
2015,1.0646211876519374e-06,2.2165753954528356e-10
2016,1.1440010894148145e-06,4.1426800878596737e-10
2017,9.433542231818137e-07,0.0
2018,1.0318121894670185e-06,0.0
2019,1.0474356031409116e-06,0.0
