year,tout_DET emplacement_NOUN,tout_DET remplacement_NOUN
1851,1.0964046337491595e-08,2.579775504329973e-09
1852,1.3021090872200602e-09,3.2552727180501506e-09
1853,5.3747388761848924e-09,7.763511611358354e-09
1854,5.195664620760709e-09,1.2469595134234623e-08
1855,4.2455496895854594e-09,5.306937111981824e-10
1856,1.5531567143511893e-09,0.0
1857,9.763017949637742e-09,4.39335834379051e-09
1858,1.1744822780990205e-08,3.914940760463281e-09
1859,4.073738679721828e-09,5.092173349652285e-09
1860,4.119465657481669e-09,6.408057640072684e-09
1861,8.488734604128467e-09,5.659156532278331e-09
1862,9.035972969861916e-09,2.710791813242963e-09
1863,1.4983862484108101e-09,2.4973103585068657e-09
1864,1.342523869851675e-08,3.356309563606885e-09
1865,1.97687466396701e-08,3.765475486972036e-09
1866,3.211304400174697e-08,2.432806400776144e-09
1867,2.9602150064533816e-08,9.7056229719783e-09
1868,1.8771521559379778e-08,1.2349684830326169e-08
1869,1.0255390314739543e-08,4.883519366671862e-09
1870,8.027668307875047e-09,3.325748210158963e-08
1871,1.805600113868877e-08,7.434823867669138e-09
1872,4.8378714367913744e-09,1.511834801792844e-08
1873,1.3169209722718733e-08,2.0352414864532875e-08
1874,5.377148060148329e-09,2.031367180022059e-08
1875,9.726596195136494e-09,2.8607636259891933e-09
1876,2.9625472075522907e-08,6.650616057868319e-09
1877,1.7935966267756953e-08,3.7108897066318036e-09
1878,1.690944889665147e-08,9.662541877730746e-09
1879,1.3440515367335593e-08,3.0546627449723474e-09
1880,7.059630657835214e-09,7.059630879879819e-09
1881,1.743126937236994e-08,1.8825770276009735e-08
1882,7.320923645082189e-09,3.9932310791357395e-09
1883,1.7062214974217227e-08,6.319339107552224e-09
1884,8.582206056928499e-09,5.281357573494461e-09
1885,1.6114089618213256e-08,8.379326343899152e-09
1886,1.4842966411521274e-08,6.453463874400711e-09
1887,1.0446279175013728e-08,1.3057849135300614e-08
1888,3.804368819970705e-09,6.34061447790657e-09
1889,2.5687061366852504e-08,5.012109394186837e-09
1890,1.3764211326261488e-08,5.243509182406569e-09
1891,1.466070642663908e-08,1.5298128430707436e-08
1892,6.2685125978845235e-09,7.522214851007902e-09
1893,1.29326747089209e-08,5.542574843531156e-09
1894,2.0795079658242344e-08,1.3233232287745977e-08
1895,4.213030146971164e-09,9.027921743509637e-09
1896,1.828078954879686e-08,4.127920338881097e-09
1897,9.322741689743452e-09,5.826713556089658e-09
1898,1.4145887350380804e-08,6.7900258748920805e-09
1899,2.7085134135518274e-08,8.844125432005967e-09
1900,1.0901211378033793e-08,1.5573159428683425e-09
1901,2.2913829944570807e-08,1.2854099118442264e-08
1902,2.553347577816112e-08,7.856454375954058e-09
1903,3.942160886616364e-08,4.3201759947208984e-09
1904,6.987012746151322e-09,1.0749250378694342e-09
1905,8.773290205432716e-09,5.6768351130997985e-09
1906,1.1831624124880591e-08,9.259532418592897e-09
1907,9.257118183114699e-09,1.6971383132169393e-08
1908,9.331639017062798e-09,6.3848060172233545e-09
1909,1.4302557360679202e-08,4.400786735025974e-09
1910,1.923894221711464e-08,4.809735609789811e-09
1911,1.9685383989553884e-08,4.788336838146279e-09
1912,6.772247373998397e-09,5.730363294986773e-09
1913,2.9166443094030825e-08,5.833288518886093e-09
1914,2.4108278040557707e-08,3.3483718020477227e-09
1915,9.424609315189514e-09,3.534228465440492e-09
1916,8.789969641043172e-09,1.4283700444650549e-08
1917,1.754627876326964e-08,0.0
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,2.1178050868542186e-08,4.603924352863942e-09
1920,7.572231730534895e-09,5.300562211374427e-09
1921,2.3475517640925148e-08,3.0290990271630847e-09
1922,1.3280283539529592e-08,5.902348387820666e-09
1923,6.369568872344189e-09,3.1847844361720945e-09
1924,1.0313299436681689e-08,9.02413699321869e-09
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,4.458455382660986e-09,1.5604593173179637e-08
1927,5.574612327308159e-09,1.2264147031260109e-08
1928,3.4278122562625413e-09,2.2852082004476415e-08
1929,5.570203187588163e-09,7.798284684668033e-09
1930,1.0503603875555712e-08,0.0
1931,1.596749932275543e-08,1.0264820993199919e-08
1932,1.972716578979572e-08,1.205549005067752e-08
1933,3.326492059585462e-08,1.3764794637438627e-08
1934,9.585264137967897e-09,1.3179738189705859e-08
1935,6.10382491217365e-08,8.377798899061872e-09
1936,1.4549657478823974e-08,2.3036957674804626e-08
1937,1.0072894407464617e-08,1.7627565185307503e-08
1938,5.186085783037697e-09,2.5930429359277696e-08
1939,5.047036744088018e-08,2.4470480752825097e-08
1940,7.607348528892999e-09,2.2822045586678996e-08
1941,3.246652724442356e-08,1.1806010835613279e-08
1942,6.068423541449874e-09,9.102635090130207e-09
1943,0.0,1.4516176038981143e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,6.535512131478072e-09
1946,1.1136883415474585e-08,5.568441707737293e-09
1947,1.0728783639279982e-08,7.152522574216391e-09
1948,1.195907639583993e-08,8.697510045507784e-09
1949,1.5707213196769487e-08,1.3743811311250909e-08
1950,1.701657836861159e-08,3.190608444114673e-09
1951,3.305034390610473e-08,4.264560704569931e-09
1952,1.6871685715180718e-08,2.1089607837865287e-09
1953,2.3702420026694426e-08,2.1547654771580937e-09
1954,1.2704296725729591e-08,9.772536557761669e-09
1955,6.569925492527773e-09,9.385607846468247e-09
1956,9.593255967388359e-09,5.232684952005684e-09
1957,1.236905244894615e-08,1.1485548956358116e-08
1958,5.790570245522986e-09,9.926692356998501e-09
1959,6.975672928177801e-09,1.0851047393956037e-08
1960,2.0762499497450904e-08,1.2457500420115508e-08
1961,8.33779090214648e-09,9.032606829162404e-09
1962,6.341956571009888e-09,5.70776070851764e-09
1963,9.699079650538067e-09,1.099229041123806e-08
1964,7.300761772910391e-09,1.764350843203033e-08
1965,8.755269398363907e-09,6.566451826728326e-09
1966,9.416427082520329e-09,1.1078149508847446e-09
1967,9.860671168482327e-09,7.395503209828291e-09
1968,8.982831700699023e-09,7.635406973349745e-09
1969,1.0446043086087542e-08,1.2716922154210053e-08
1970,1.241655800399144e-08,3.678979926258208e-09
1971,8.73527572498034e-09,9.762955333059153e-09
1972,2.1546617268164425e-08,8.208234980600082e-09
1973,1.3231688744674841e-08,1.1026407842340546e-08
1974,1.968950003039538e-08,1.2938814908380891e-08
1975,2.7415105741113166e-08,3.4268881066168433e-09
1976,4.570821676708192e-08,1.1998406490576485e-08
1977,3.173462292949125e-08,8.815172591880582e-09
1978,2.4356423877769373e-08,7.722768868845264e-09
1979,1.7555919828993183e-08,3.5111840102075575e-09
1980,1.4212876320307544e-08,4.548120602354544e-09
1981,3.1627747532070316e-08,1.5181319312773667e-08
1982,2.2347008687972902e-08,6.20750217894539e-09
1983,7.578379146444547e-09,5.683784443100137e-09
1984,8.69851302098823e-09,5.219107479526031e-09
1985,5.414002357539971e-09,7.218669439978953e-09
1986,1.738400823292352e-08,8.991728028817647e-09
1987,1.099947066762752e-08,1.2221633316489289e-08
1988,1.1993107618124554e-08,9.594486038988492e-09
1989,1.5366741656919203e-08,7.683370939481904e-09
1990,1.3621627381610324e-08,2.179460389939436e-09
1991,6.4476117778156095e-09,7.619904818234602e-09
1992,9.91789939064347e-09,7.162927362358573e-09
1993,4.4313659408601325e-09,1.4401939196773128e-08
1994,6.329912094482637e-09,7.912389743403025e-09
1995,7.591431261388948e-09,1.1929391419140956e-08
1996,1.3345230254202534e-08,7.473329288743003e-09
1997,4.315404922294874e-09,5.753873377756236e-09
1998,5.72175506974304e-09,4.29131630230728e-09
1999,1.051146258923552e-08,8.683382235474824e-09
2000,1.0603275590881367e-08,5.301637906462986e-09
2001,9.20054432640427e-09,4.381211837767296e-09
2002,7.4480765999140885e-09,3.943099291525698e-09
2003,1.5000922726216004e-08,8.750537738855257e-09
2004,5.726228741176342e-09,5.285749615779878e-09
2005,5.85487458515388e-09,5.404499625605297e-09
2006,8.647569216257978e-09,8.64756888319107e-09
2007,1.5977918377263478e-08,7.190063211481856e-09
2008,1.2346574762567286e-08,6.3861593790903726e-09
2009,7.1522885392028e-09,6.198650037703146e-09
2010,5.196172214727568e-09,3.7790344187271785e-09
2011,1.1089518414664212e-08,3.059177577924288e-09
2012,5.1063788752969685e-09,5.7872298064864935e-09
2013,5.020425131174733e-09,6.136075203500013e-09
2014,3.0316233551319627e-09,3.681256854903836e-09
2015,5.098123617708339e-09,4.876466078163055e-09
2016,7.042556315894899e-09,3.5212780746807226e-09
2017,4.528100561174142e-09,3.521855806987162e-09
2018,2.8396134332808742e-09,2.0651733101395564e-09
2019,3.061185249730869e-09,6.377469274898573e-09
