year,voudrait_VERB appeler_VERB,voudrait_VERB rappeler_VERB
1863,4.4951587341302e-08,1.2486552236623538e-08
1864,3.068625886726295e-08,1.9178911792039344e-09
1865,1.3649848362717876e-08,7.530950973944073e-09
1866,1.9462451206209153e-08,1.4596839292835284e-09
1867,3.34843974769683e-08,9.7056229719783e-09
1868,2.420538258718352e-08,9.385760613156435e-09
1869,3.271957993433716e-08,2.9301114867763545e-09
1870,2.465641024684828e-08,9.17447806614291e-09
1871,3.3987767267262825e-08,3.18635318130589e-09
1872,1.5118347462816928e-08,6.047339295989218e-10
1873,2.2746817762708815e-08,1.496501056408306e-08
1874,6.572069999322139e-09,3.5847653734322193e-09
1875,2.2313955128083762e-08,1.602027666081085e-08
1876,1.6928840551599933e-08,6.04601479992084e-10
1877,8.040260901509555e-09,5.566334504436554e-09
1878,2.294853729267743e-08,4.831270938865373e-09
1879,2.5659165459046562e-08,2.443730107160036e-09
1880,2.6954953824542827e-08,1.0268554007097919e-08
1881,2.022027167924989e-08,9.064259565150223e-09
1882,1.8635077481121698e-08,3.3276925659464496e-09
1883,1.64302811356265e-08,6.951272890631799e-09
1884,2.178559910248623e-08,3.300848483434038e-09
1885,1.8692343672910283e-08,8.379326565943757e-09
1886,1.0325542199041138e-08,1.936039106809062e-09
1887,1.566941953967671e-08,1.3057849246322917e-09
1888,1.6485598663962264e-08,3.1703073499755874e-09
1889,4.385595886446936e-09,1.6915869593958632e-08
1890,2.818386235503567e-08,0.0
1891,1.0836173736095134e-08,1.2748440081367107e-09
1892,7.522214851007902e-09,1.8805537127519756e-09
1893,1.1085149687062312e-08,4.926733243593162e-09
1894,1.3233232287745977e-08,3.150769645188234e-09
1895,1.8657704714541978e-08,4.213029924926559e-09
1896,2.299841384001411e-08,5.897029087265082e-09
1897,2.155884004650943e-08,4.661370844871726e-09
1898,2.093591255913907e-08,3.960848538042683e-09
1899,1.2713430308508578e-08,2.2110313580014918e-09
1900,2.180242297811219e-08,6.748368974740515e-09
1901,1.4530721514915967e-08,8.38310842965484e-09
1902,1.178468167495339e-08,1.6694965410124496e-08
1903,2.808114629715419e-08,1.674068350610014e-08
1904,1.8811189050893518e-08,4.299700151477737e-09
1905,2.115911179600971e-08,4.64468330463319e-09
1906,1.6461390472954918e-08,5.144184633820714e-09
1907,1.2857108266928208e-08,4.6285588695127444e-09
1908,2.6521501439447093e-08,5.893666887857307e-09
1909,1.0451868703853506e-08,2.2003934230241384e-09
1910,2.0307773240801907e-08,8.550641084070776e-09
1911,1.9685383989553884e-08,1.5961122423746588e-09
1912,1.0939784189645252e-08,7.293189607793238e-09
1913,1.5378670781274195e-08,3.71209285532359e-09
1914,4.68772043404897e-09,4.68772043404897e-09
1915,1.767114277129167e-08,3.534228465440492e-09
1916,1.7579939282086343e-08,1.0987462051303964e-09
1917,1.5352993543160665e-08,2.3029491202919417e-08
1918,1.2635013924011673e-08,2.2972752589112133e-09
1919,3.498982437122322e-08,6.4454939163738345e-09
1920,1.0601124422748853e-08,1.514446346106979e-09
1921,1.438822039290244e-08,6.815472630705699e-09
1922,7.377935595798135e-09,5.902348387820666e-09
1923,1.2739137744688378e-08,2.1231896241147297e-08
1924,2.3204924204378585e-08,3.867487219366694e-09
1925,2.1996356736053713e-08,2.1996355847875293e-09
1926,2.229227646921572e-08,1.114613823460786e-08
1927,1.3379070296082318e-08,4.4596899506643695e-09
1928,1.82816659588525e-08,1.3711249025050165e-08
1929,6.684243825105796e-09,6.684243825105796e-09
1930,2.10072066408884e-08,7.352522590764465e-09
1931,2.2810713318222042e-08,2.9653927313688655e-08
1932,2.520693342944469e-08,1.2055489939655217e-08
1933,1.3764794637438627e-08,5.735331320977366e-09
1934,1.5576054224197833e-08,9.585264137967897e-09
1935,1.3165112555668657e-08,7.180970484910176e-09
1936,1.9399543305098632e-08,1.33371855781661e-08
1937,2.392312481447334e-08,6.295559185076627e-09
1938,9.075650453382877e-09,1.4261735792331365e-08
1939,1.988226472349197e-08,0.0
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,2.3612020783048138e-08,8.854508237732261e-09
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,1.089252066321933e-08
1946,2.7842208538686464e-08,9.744772988540262e-09
1947,1.907339353124371e-08,1.1920871401116528e-08
1948,1.9569398546082084e-08,8.697510267552389e-09
1949,2.0615717133409817e-08,1.7670615193310368e-08
1950,1.3825969702452312e-08,1.1698897850465073e-08
1951,6.396841278899501e-09,1.5992101864981123e-08
1952,2.319856839960721e-08,1.370824520563474e-08
1953,2.3702419582605216e-08,9.69644453618912e-09
1954,1.3681550115052232e-08,8.795282724349818e-09
1955,3.003394510869839e-08,2.1586897602787758e-08
1956,2.0058624983221307e-08,1.2209598665435806e-08
1957,2.2087593976038988e-08,1.6786572132332367e-08
1958,1.5717262158432277e-08,1.0753916868111446e-08
1959,1.7826719656000023e-08,1.1626121398933265e-08
1960,1.1765417085030094e-08,1.314958364417862e-08
1961,1.737039845295385e-08,1.80652133252579e-08
1962,2.029426049432459e-08,2.029426049432459e-08
1963,1.8751554975438012e-08,1.8104948651398445e-08
1964,1.8860301764789256e-08,1.034274621503073e-08
1965,2.2435377999840966e-08,1.3132904541635071e-08
1966,2.4925835617750636e-08,1.7725039214155913e-08
1967,1.5777073869571723e-08,1.2818872185960117e-08
1968,1.2126823101255013e-08,2.515192853991266e-08
1969,1.7712855182594467e-08,1.4987801222332564e-08
1970,2.2533752641606952e-08,1.241655755990223e-08
1971,1.4387513402880359e-08,1.798439086542203e-08
1972,1.0260293947794707e-08,2.1546616935097518e-08
1973,1.3783009400469837e-08,1.1026407342740185e-08
1974,1.7439271360331077e-08,1.1813700240281833e-08
1975,1.028066431985053e-08,1.9990180177842376e-08
1976,1.3712464053128315e-08,1.428381679602353e-08
1977,2.1744092748576804e-08,1.2928920156696222e-08
1978,5.346532105932056e-09,1.0099005187669263e-08
1979,1.580032815695631e-08,1.7555919384903973e-08
1980,9.096241093686785e-09,1.193881615790815e-08
1981,1.5181319312773667e-08,1.4548763971333756e-08
1982,1.6139505731871395e-08,1.4898005495922462e-08
1983,6.946847541655643e-09,1.326216381158929e-08
1984,2.0876431250371752e-08,6.378909400694965e-09
1985,1.142956040922627e-08,1.2632671797518924e-08
1986,8.392279760016663e-09,4.196139880008332e-09
1987,1.1610551631235921e-08,1.588812459374367e-08
1988,2.0987938498251424e-08,4.797243047249822e-09
1989,9.878619700032232e-09,1.4269117443177493e-08
1990,6.538381391862913e-09,1.1442167213715493e-08
1991,1.3481369798284959e-08,2.2273567878983158e-08
1992,7.713921945651236e-09,1.5427843891302473e-08
1993,8.308811416668505e-09,1.550978012687665e-08
1994,6.857404422078162e-09,1.3714808844156323e-08
1995,6.506940763983948e-09,1.3556126887692699e-08
1996,5.3380921904988554e-09,9.074756945892659e-09
1997,8.630809844589749e-09,1.054876808126437e-08
1998,1.3350762273489636e-08,1.4781200263769279e-08
1999,8.683382013430219e-09,1.0511462811280126e-08
2000,5.3016377954406835e-09,9.277866475088103e-09
2001,1.1829271784336015e-08,7.448059946568719e-09
2002,6.571832411594869e-09,1.1829298429688606e-08
2003,1.4584229823810801e-08,1.583430631058036e-08
2004,1.0571499231559756e-08,1.5416770082765652e-08
2005,1.216012357474483e-08,1.6663873836364473e-08
2006,7.000412693969338e-09,7.412201963319376e-09
2007,1.0385647009059085e-08,8.787854888225866e-09
2008,1.4475294740634581e-08,1.3623806971452268e-08
2009,1.1443662017995848e-08,6.675469510497578e-09
2010,7.558068837454357e-09,7.085689368580006e-09
2011,9.942326961720482e-09,6.118355155848576e-09
2012,9.19148224198807e-09,9.19148224198807e-09
2013,9.761937924679387e-09,5.857162754807632e-09
2014,1.277612682315521e-08,3.897801192920269e-09
2015,1.2856137487915476e-08,5.098123256885856e-09
2016,1.532791671365885e-08,4.142679976837371e-09
2017,8.804639684001359e-09,4.528100561174142e-09
2018,1.2391040193904246e-08,5.162933192082164e-09
2019,1.224474122096808e-08,3.826481798085979e-09
