year,fallut_VERB appeler_VERB,fallut_VERB rappeler_VERB
1903,1.6200660368781428e-08,2.376096830403185e-08
1904,7.524475265086039e-09,5.374625189347171e-09
1905,1.9610883583709438e-08,9.805441791854719e-09
1906,1.8519063615940468e-08,1.2346042410626978e-08
1907,1.902852098112362e-08,2.057137349353866e-09
1908,1.964555629285769e-08,7.367083831866239e-09
1909,1.7053048750881317e-08,2.7504918342913243e-09
1910,1.870452770447173e-08,7.481810726517324e-09
1911,5.3203743632934675e-09,1.1704822888702893e-08
1912,2.6047105805560022e-08,7.814131564032323e-09
1913,1.3257474229533273e-08,7.954484182448596e-09
1914,2.0090231700464756e-08,1.6741859454327823e-08
1915,9.424609537234119e-09,8.246533234057551e-09
1916,1.3184954461564757e-08,2.197492321442951e-08
1917,1.4256351654751143e-08,2.1932848870420685e-09
1918,8.040463406189247e-09,1.722956355365568e-08
1919,1.2890987832747669e-08,1.1049418269237776e-08
1920,1.4387239843927091e-08,8.329454459499175e-09
1921,2.3475516641724425e-08,1.1359120755116692e-08
1922,1.696925089333945e-08,7.377935595798135e-09
1923,1.0615948120573648e-09,7.431163684401554e-09
1924,2.0626599095407983e-08,7.734974438733389e-09
1925,9.898360353588487e-09,9.898360353588487e-09
1926,2.229227646921572e-08,8.916910765321973e-09
1927,2.6758140592164636e-08,6.689535148041159e-09
1928,2.8565102283550914e-08,1.4853853258500749e-08
1929,1.6710609784809094e-08,1.1140405931087116e-08
1930,2.10072066408884e-08,1.1553964007759987e-08
1931,2.3951248095954725e-08,9.124285327288817e-09
1932,1.6439305028370654e-08,3.287861094491973e-09
1933,1.4911860191091364e-08,6.882397318719313e-09
1934,1.677421224144382e-08,3.5944740517379614e-09
1935,1.3165112555668657e-08,8.377798899061872e-09
1936,2.5461901032031165e-08,1.4549657478823974e-08
1937,2.2664012888640173e-08,1.0072894518486919e-08
1938,1.6854778905894818e-08,6.482607339819424e-09
1939,7.647025235257843e-09,4.588215141154706e-09
1940,1.2678914806940611e-08,5.0715658339584024e-09
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,1.927911696952833e-08
1945,1.742803235060819e-08,1.3071024262956144e-08
1946,3.7586982415405146e-08,8.352662561605939e-09
1947,1.1920871401116528e-08,1.1920871401116528e-08
1948,1.195907639583993e-08,4.348755133776194e-09
1949,1.668891336237266e-08,1.3743811422273211e-08
1950,1.2762433776458693e-08,8.508289184305795e-09
1951,1.0661401539380222e-08,7.462981344019681e-09
1952,1.7926167217297007e-08,8.435843135146115e-09
1953,9.69644453618912e-09,7.54167928107563e-09
1954,1.3681550115052232e-08,4.886268278880834e-09
1955,1.1262729415761896e-08,8.447047505910632e-09
1956,1.3081712602058815e-08,1.0465369904011368e-08
1957,1.767007518083119e-08,5.301022731885041e-09
1958,1.8198935691771112e-08,4.1361216673863055e-09
1959,1.705164542897819e-08,3.8753737996444215e-09
1960,1.1765417085030094e-08,9.689166802218097e-09
1961,1.389631876236308e-08,9.03260666262895e-09
1962,1.8391673961559718e-08,7.610347907416326e-09
1963,1.3578711488548834e-08,4.526237162849611e-09
1964,1.2167936880302932e-08,4.867174663303331e-09
1965,9.849678406226303e-09,6.5664522708175355e-09
1966,1.1078149952936656e-08,7.200797291773142e-09
1967,1.3311906243984595e-08,3.944268467392931e-09
1968,1.257596426995633e-08,7.635406973349745e-09
1969,1.4987801222332564e-08,8.175163657142548e-09
1970,8.7375777724219e-09,4.1388523719376735e-09
1971,6.679916619845017e-09,3.083038491169532e-09
1972,7.69522046084603e-09,6.156176013405457e-09
1973,1.4334330167287135e-08,2.7566018356850464e-09
1974,8.438357568252286e-09,7.875800456247362e-09
1975,7.996072248772634e-09,4.569184142155791e-09
1976,1.5997875024709174e-08,6.2848797277581525e-09
1977,1.057820764316375e-08,2.938390863960194e-09
1978,4.158414057542359e-09,5.940591130126904e-09
1979,9.948355028654987e-09,6.437170796402825e-09
1980,6.253665585376211e-09,3.97960553399912e-09
1981,5.060439622894819e-09,1.8976649140967083e-09
1982,1.0552754226011984e-08,3.1037510339615437e-09
1983,1.2630632539867293e-08,9.47297440490047e-09
1984,6.958810416790584e-09,4.059305780401701e-09
1985,1.3234227935754461e-08,4.210890747202711e-09
1986,7.1933827783254856e-09,4.7955883708539204e-09
1987,1.588812459374367e-08,4.888653482026939e-09
1988,1.0194141530917022e-08,4.797243047249822e-09
1989,7.134558721588746e-09,5.488121956886971e-09
1990,4.358920779878872e-09,5.44865097484859e-10
1991,8.20605094986604e-09,3.5168792322792797e-09
1992,1.2672871640972971e-08,3.30596661157756e-09
1993,9.970573700002205e-09,4.4313659408601325e-09
1994,8.967375286772494e-09,4.2199412852994556e-09
1995,5.964695848348356e-09,2.7112254663563817e-09
1996,9.60856638698715e-09,2.6690460952494277e-09
1997,3.835915585170824e-09,1.438468344439059e-09
1998,7.629006759657386e-09,1.9072516899143466e-09
1999,1.1425503210205079e-08,4.570201106446348e-09
2000,9.719669513685858e-09,4.418031274155965e-09
2001,4.8193329327261836e-09,3.066848330846028e-09
2002,7.448076377869484e-09,1.752488598683044e-09
2003,9.167230530238157e-09,1.2500769308587678e-09
2004,7.928623979580607e-09,8.809582507929292e-10
2005,1.0808999029165989e-08,4.503749373441224e-09
2006,8.64756888319107e-09,4.529678854225949e-09
2007,1.078509459517818e-08,3.994479413904628e-09
2008,8.089135583588813e-09,8.089135583588813e-09
2009,1.1443662017995848e-08,3.337734755248789e-09
2010,8.502827775203059e-09,9.447586046817946e-10
2011,1.4531093661673822e-08,2.6767803529281764e-09
2012,1.327658516458996e-08,2.0425516833455504e-09
2013,1.561910067948702e-08,5.020424964641279e-09
2014,1.6890473020225727e-08,5.197068553286499e-09
2015,1.7510945582444037e-08,5.319781060109108e-09
2016,1.822779260862717e-08,6.421154274960372e-09
2017,1.0565567976072998e-08,4.528100561174142e-09
2018,1.4714360396794746e-08,4.64663996169179e-09
2019,1.1479444950168727e-08,3.06118530524202e-09
