year,devaient_VERB appeler_VERB,devaient_VERB rappeler_VERB
1957,1.1485549400447326e-08,1.6786572132332367e-08
1958,1.1581140491045971e-08,2.3162280982091943e-08
1959,1.0851047171911432e-08,1.007597205671118e-08
1960,9.689166802218097e-09,9.689166802218097e-09
1961,1.320150300188061e-08,1.459113452284555e-08
1962,1.331810839388936e-08,1.3952304200870458e-08
1963,9.052474325699222e-09,1.0345685197421517e-08
1964,1.0951143103454797e-08,1.520992043424485e-08
1965,1.586892572902343e-08,1.5321720781003023e-08
1966,1.3293779410616935e-08,1.5509408868297214e-08
1967,9.367637332502454e-09,9.367637332502454e-09
1968,2.0660513300185812e-08,8.084548142051062e-09
1969,1.6804504454626112e-08,1.725867981861029e-08
1970,9.657322941336588e-09,1.3336302728816918e-08
1971,1.490135304038631e-08,9.24911525146399e-09
1972,1.3338381954497436e-08,7.69522046084603e-09
1973,1.4334330167287135e-08,7.1671650836435674e-09
1974,1.1813700240281833e-08,2.306484425673716e-08
1975,1.313640396460869e-08,1.0851811893530794e-08
1976,7.998937512354587e-09,8.570290255249802e-09
1977,9.402850942308305e-09,1.4104276857551667e-08
1978,5.346532105932056e-09,9.504946163474415e-09
1979,8.777959692451986e-09,9.363157360553487e-09
1980,5.6851505725319385e-09,1.6486936260662333e-08
1981,1.3916208629893845e-08,1.3283654176632353e-08
1982,9.932003663948308e-09,8.690503427999374e-09
1983,6.946847541655643e-09,1.326216381158929e-08
1984,1.275781880138993e-08,9.858314165001048e-09
1985,5.414002135495366e-09,3.609334831011779e-09
1986,1.019062523255343e-08,1.3787316177626963e-08
1987,8.555143260480236e-09,9.166225112267057e-09
1988,4.197587610832443e-09,8.994830658082265e-09
1989,1.1525056464734007e-08,1.2073869015694072e-08
1990,9.262707045820662e-09,6.538381391862913e-09
1991,1.2895223555631219e-08,5.8614650910726596e-09
1992,5.509944056569793e-09,1.2672871640972971e-08
1993,1.1078414630105726e-08,1.1632335983335906e-08
1994,3.164955852952289e-09,1.5824779708850656e-08
1995,5.4224509327127635e-09,1.0302656505700725e-08
1996,1.014237493990322e-08,1.3879040139386234e-08
1997,7.192341833217597e-09,9.58978851883785e-09
1998,7.152193948201102e-09,1.3350762273489636e-08
1999,1.279656292041409e-08,1.1425503210205079e-08
2000,5.743440834038438e-09,1.1045078629479121e-08
2001,7.0099388516098315e-09,9.638665865452367e-09
2002,7.009954394732176e-09,6.571832411594869e-09
2003,1.0833999475323708e-08,1.3334153337041244e-08
2004,8.80958239690699e-09,9.690540814233373e-09
2005,4.954124666056714e-09,1.3511249008502091e-08
2006,7.823991232669414e-09,9.882935358973555e-09
2007,9.18730247434496e-09,8.38840730210677e-09
2008,5.108927503272298e-09,9.366367237362283e-09
2009,1.0490023072406984e-08,1.4781396551200032e-08
2010,7.558068837454357e-09,8.030448306328708e-09
2011,9.55992973672437e-09,8.795135286732148e-09
2012,9.531907707582832e-09,7.489355802192676e-09
2013,1.2272150407000026e-08,8.646287241731443e-09
2014,1.6024294779981574e-08,5.846701789380404e-09
2015,1.2634480128781433e-08,1.1969507163200888e-08
2016,1.5949318310504168e-08,1.1599504468051691e-08
2017,1.1823373391450787e-08,7.2952728302766445e-09
2018,1.6005094138904497e-08,1.4456214003644163e-08
2019,1.811201322254874e-08,1.1479444950168727e-08
