year,pourrait_VERB ouvrir_VERB,pourrait_VERB rouvrir_VERB
1865,6.966129717511649e-08,2.3534221238463715e-09
1866,5.303517980337347e-08,0.0
1867,4.270474107670452e-08,4.85281148598915e-10
1868,5.433861360870651e-08,9.87974813071446e-10
1869,7.325278517100742e-08,1.953407657850903e-09
1870,5.390005952676802e-08,5.734048791339319e-10
1871,4.991953161948004e-08,1.6993883633631413e-08
1872,5.442605299776915e-08,4.23313739617015e-09
1873,4.908523720814628e-08,8.380406590902112e-09
1874,7.109785116199419e-08,2.3898436563030145e-09
1875,5.721527074342703e-08,0.0
1876,4.111290152764013e-08,9.069021977836655e-09
1877,4.143826615177204e-08,6.184815992682502e-10
1878,2.536417298415472e-08,1.2078177347163432e-09
1879,4.581993806596074e-08,6.10932526790009e-10
1880,6.35366745882493e-08,2.5671385017744797e-09
1881,7.042232397225234e-08,0.0
1882,4.19289278852375e-08,0.0
1883,6.003372021723408e-08,0.0
1884,4.027035060971684e-08,1.9805090900604227e-09
1885,5.801071978339678e-08,6.445635691854079e-10
1886,4.4528899678653033e-08,4.5174246565693466e-09
1887,4.1785117588233334e-08,1.3057849246322917e-09
1888,5.896771781976895e-08,2.53624587998047e-09
1889,6.390439466485986e-08,0.0
1890,3.867087983167039e-08,1.3108772956016423e-09
1891,5.2268603667471325e-08,1.2748440081367107e-09
1892,4.7013841708576365e-08,6.268512375839919e-10
1893,4.8035648347877213e-08,3.695050043717174e-09
1894,4.537108111435373e-08,1.2603078580752936e-09
1895,3.4306101071024386e-08,1.2037228991346183e-09
1896,3.656158042986135e-08,0.0
1897,6.351118031489023e-08,4.078699600285063e-09
1898,4.5266837389590364e-08,1.6975064687230201e-09
1899,4.145683618617113e-08,3.8693048765026106e-09
1900,3.5818267463127995e-08,5.19105292084987e-09
1901,4.694540578498163e-08,1.1177477832191585e-09
1902,4.812078202576231e-08,7.365425602756659e-09
1903,6.102249017203576e-08,4.860198465905796e-09
1904,4.03096898082822e-08,1.6123875568041512e-09
1905,4.283430143914302e-08,5.160758931310738e-09
1906,3.858138342138773e-08,1.0288369045596824e-09
1907,3.4971336049238744e-08,5.142843373384665e-10
1908,5.5007557620001535e-08,1.964555629285769e-09
1909,3.850688656825696e-08,3.300590023513905e-09
1910,3.90122991689168e-08,2.137660271017694e-09
1911,4.362706818028528e-08,6.916486494645824e-09
1912,4.323819524643113e-08,5.209421227725386e-10
1913,3.446943352969356e-08,5.30298971401777e-10
1914,3.281404303834279e-08,6.027069510139427e-09
1915,3.180805663305364e-08,1.1780761921542648e-09
1916,3.955486249651585e-08,2.197492410260793e-09
1917,6.470190072604964e-08,1.0966424435210342e-09
1918,4.9391417178412667e-08,0.0
1919,3.314825391953491e-08,2.762354567309444e-09
1920,3.256059599721084e-08,1.1358347151713133e-08
1921,4.4679211441689404e-08,7.572747762196741e-09
1922,4.205423209668879e-08,7.377935484775833e-10
1923,3.927900849021171e-08,0.0
1924,4.512068585427187e-08,3.867487219366694e-09
1925,3.409435223034052e-08,3.299453377181294e-09
1926,3.78968714187522e-08,0.0
1927,2.4528294062520217e-08,0.0
1928,4.913197670930458e-08,3.4278122562625413e-09
1929,3.4535258208734376e-08,1.1140406375176326e-09
1930,5.04172987803031e-08,3.1510811737689437e-09
1931,5.018356930008849e-08,1.1405356659111021e-09
1932,6.13734059129456e-08,7.6716757391182e-09
1933,3.0970788600370724e-08,0.0
1934,3.4746584276490466e-08,7.188948103475923e-09
1935,3.590485420090772e-08,9.574627313213568e-09
1936,5.577368611398015e-08,1.2124714565686645e-09
1937,6.295559273894469e-08,0.0
1938,5.4453899167583586e-08,1.2965214457594243e-09
1939,5.505858169385647e-08,3.058810094103137e-09
1940,6.846613587185857e-08,2.5357829169792012e-09
1941,6.788455664263893e-08,0.0
1942,4.247896612241675e-08,9.102635090130207e-09
1943,3.4838823381733164e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,5.986074569364064e-08,1.3921104269343232e-09
1947,6.437270627657199e-08,1.1920870957027319e-09
1948,7.501602539150554e-08,2.174377566888097e-09
1949,6.97007607186606e-08,6.8719057111366055e-09
1950,6.274863295629984e-08,1.0635361480382244e-09
1951,5.863770979885885e-08,4.264560704569931e-09
1952,5.799642011083961e-08,2.1089607837865287e-09
1953,6.8952495269059e-08,2.1547654771580937e-09
1954,5.2771696346098906e-08,4.886268278880834e-09
1955,7.039206195713632e-08,5.631364707880948e-09
1956,6.45364508500279e-08,4.360570571293465e-09
1957,7.598132611974506e-08,2.6505113659425206e-09
1958,7.858631079216138e-08,1.6544486891589827e-09
1959,8.370807336177677e-08,3.100299128533379e-09
1960,5.9519166484278685e-08,2.076250060767393e-09
1961,6.531269747256374e-08,6.25334317660986e-09
1962,7.483508568384423e-08,8.8787386332001e-09
1963,1.0862969190839067e-07,5.1728425987107585e-09
1964,7.726639950078606e-08,4.258777774879263e-09
1965,9.247753496310906e-08,7.1136563306595235e-09
1966,7.422359971087644e-08,2.769537488234164e-09
1967,7.39550358730412e-08,2.465167847631733e-09
1968,9.342144835500221e-08,5.838840522187638e-09
1969,8.220581548812333e-08,3.6334062425424918e-09
1970,8.599615597404409e-08,8.277704743875347e-09
1971,9.249115606735359e-08,2.569198631618974e-09
1972,9.542073087231984e-08,2.0520587451500205e-09
1973,9.868634975873647e-08,0.0
1974,9.95726168184774e-08,9.00091468025721e-09
1975,7.938957224951082e-08,1.7134440533084216e-09
1976,7.656125688981774e-08,2.856763492431469e-09
1977,1.0166832709046503e-07,2.3507127355770763e-09
1978,1.0514846593423499e-07,4.752473081737207e-09
1979,8.777959692451986e-08,5.266775904289034e-09
1980,1.0631232072455532e-07,2.8425752862659692e-09
1981,9.172046588901139e-08,7.590659656386833e-09
1982,1.1359729512605554e-07,2.483000915987077e-09
1983,1.0862343913231598e-07,4.4207211225000265e-09
1984,9.684344348670493e-08,5.799008384599347e-09
1985,8.481936930593292e-08,6.015558051686298e-10
1986,1.1809136424290045e-07,1.7983456945813714e-09
1987,1.2099417290301062e-07,1.8332451112712533e-09
1988,9.114761923001424e-08,7.195864348830128e-09
1989,1.2567799956286763e-07,6.036934507847036e-09
1990,1.0243464032555494e-07,4.358920779878872e-09
1991,1.1312627634652017e-07,3.5168792322792797e-09
1992,1.0413794626629169e-07,3.856960972825618e-09
1993,9.91518120940782e-08,4.4313659408601325e-09
1994,1.1024596346942417e-07,3.6924485691258724e-09
1995,1.0899125868490955e-07,2.7112254663563817e-09
1996,1.3345230343020376e-07,1.6014276571496566e-09
1997,1.1268001998132604e-07,3.835915585170824e-09
1998,1.1968003832407703e-07,3.814503379828693e-09
1999,1.037435666262354e-07,1.8280804647829996e-09
2000,1.267975022756218e-07,9.277866475088103e-09
2001,1.253026624681297e-07,1.7524847129024579e-09
2002,1.2880791189218144e-07,8.76244299341522e-10
2003,1.2875791810529336e-07,7.500461585152607e-09
2004,1.3390565811732813e-07,1.7619165015858584e-09
2005,1.3826510780745593e-07,4.503749373441224e-09
2006,1.095358683755876e-07,4.529678854225949e-09
2007,1.2382886893647083e-07,4.393927444112933e-09
2008,1.1878256600539316e-07,4.257439734089985e-09
2009,9.965522451693687e-08,5.245011536203492e-09
2010,1.2376337110708846e-07,5.196172381261022e-09
2011,9.86584751672126e-08,4.5887662558641296e-09
2012,1.0893608504147778e-07,5.7872298064864935e-09
2013,1.0961261409647705e-07,7.80955033974351e-09
2014,1.087053504988944e-07,5.630157673408576e-09
2015,1.0972048158919279e-07,7.093041265449074e-09
2016,1.1226663332308817e-07,6.628288140575478e-09
2017,1.1471187377765091e-07,5.7859059765519305e-09
2018,1.1848932501834497e-07,5.421080029321956e-09
2019,1.0918227388856394e-07,7.652963596171958e-09
