year,peut_VERB assurer_VERB,peut_VERB rassurer_VERB
1888,6.87322653902811e-07,2.9166827175686194e-08
1889,6.879120064695599e-07,5.262714708464955e-08
1890,7.806274311406014e-07,3.2771932723107966e-08
1891,7.005267548265692e-07,2.358461337337303e-08
1892,6.738650881743524e-07,1.1283322720601063e-08
1893,7.427050263686397e-07,2.46336657738766e-08
1894,6.786758035559615e-07,1.5123694296903523e-08
1895,6.897332127664413e-07,3.8519132772307785e-08
1896,7.618961603839125e-07,2.240870955461105e-08
1897,6.71820089337416e-07,2.155884004650943e-08
1898,6.450524665524426e-07,4.413516663248629e-08
1899,8.12554048934544e-07,2.04520400615138e-08
1900,7.760624498587276e-07,3.1665425836990835e-08
1901,7.483321269319276e-07,1.900171220370339e-08
1902,7.532375434493588e-07,1.816805017540446e-08
1903,7.376700636996247e-07,2.3220946943069976e-08
1904,7.384734885818034e-07,1.8811189050893518e-08
1905,7.446975018865487e-07,3.096455358786443e-08
1906,8.179253541129583e-07,1.9547901075611662e-08
1907,7.817121741027222e-07,1.8514235478050978e-08
1908,7.249210511872661e-07,1.620758460774141e-08
1909,8.08644585958973e-07,1.4302557360679202e-08
1910,8.133797564369161e-07,1.8170112525695004e-08
1911,8.257220542873256e-07,2.181353409014264e-08
1912,8.559078992220748e-07,2.2400511667797218e-08
1913,8.224936891565449e-07,1.2196876397752021e-08
1914,8.678979952492227e-07,2.276892807628883e-08
1915,9.153652058557782e-07,1.5314990164938536e-08
1916,7.702211064497533e-07,3.186363883855847e-08
1917,8.137087093018636e-07,3.838248474608008e-08
1918,8.901941441763483e-07,2.2972752589112133e-08
1919,8.314686965604778e-07,1.6574126959767455e-08
1920,9.874190709524555e-07,2.1959472462640406e-08
1921,9.51137053561979e-07,3.180553775905537e-08
1922,9.244553211829043e-07,2.0658220023506146e-08
1923,8.32290311336692e-07,1.0615948120573648e-08
1924,9.075703815142333e-07,2.1915761649893284e-08
1925,6.906855674060353e-07,3.739380360912037e-08
1926,8.214703939302126e-07,2.3406890647947876e-08
1927,8.161232472048141e-07,2.4528294062520217e-08
1928,8.306731729135208e-07,2.170947865920425e-08
1929,7.9988114976004e-07,2.1166771446701205e-08
1930,8.728494549359311e-07,1.05036033204442e-08
1931,9.101474347517069e-07,1.3686427990933225e-08
1932,8.296369173876883e-07,2.4110979879310435e-08
1933,8.86682187228871e-07,1.4911860191091364e-08
1934,8.267290354524448e-07,1.677421224144382e-08
1935,7.875131018408865e-07,2.0346082152400413e-08
1936,9.020787388180906e-07,2.182448710641438e-08
1937,8.939693998399889e-07,1.0072894518486919e-08
1938,8.388493597522029e-07,2.074434313215079e-08
1939,8.885843385542103e-07,1.988226472349197e-08
1940,8.799166835160577e-07,5.0715658339584024e-09
1941,1.2248735856701387e-06,5.9030051957620344e-09
1942,9.406056733496371e-07,1.517105907566929e-08
1943,8.796802717370156e-07,1.4516175816936538e-08
1944,8.482811608701013e-07,1.927911696952833e-08
1945,9.389352157995745e-07,1.742803235060819e-08
1946,8.965191113929905e-07,1.3921104269343232e-08
1947,9.322121172772313e-07,9.536696765621855e-09
1948,9.719467470858945e-07,2.2830963786191205e-08
1949,1.0278407671648893e-06,1.7670615193310368e-08
1950,1.0050416676676832e-06,1.2762433776458693e-08
1951,1.0416189297757228e-06,2.1322803078760444e-08
1952,8.435843028564705e-07,2.1089608281954497e-08
1953,9.556384839015664e-07,2.693456835345387e-08
1954,9.303454362452612e-07,2.6385848173049453e-08
1955,9.423150117982004e-07,3.848099083825218e-08
1956,1.0055475740955444e-06,1.744228228517386e-08
1957,9.612521125745843e-07,2.297109880089465e-08
1958,9.430357295059366e-07,2.2335056470978998e-08
1959,1.0649526984707336e-06,1.705164542897819e-08
1960,9.841425026024808e-07,2.2146666722733244e-08
1961,9.227155715052504e-07,1.528595028332802e-08
1962,1.01407886177185e-06,2.663621678777872e-08
1963,1.0074111287394771e-06,2.2631185814248056e-08
1964,1.005071567306004e-06,1.5818317322668918e-08
1965,9.909870186675107e-07,2.7907420374617686e-08
1966,1.0053420282929437e-06,2.658755882123387e-08
1967,1.0501614724489627e-06,2.6130779318123132e-08
1968,1.0038314712801366e-06,3.323647845832056e-08
1969,1.133168552769348e-06,3.2246479264586014e-08
1970,9.648125569583499e-07,2.2993624781975086e-08
1971,9.413544148628716e-07,3.44272628183262e-08
1972,9.547203490001266e-07,3.078088184338412e-08
1973,1.0050570153907756e-06,2.260413545229767e-08
1974,1.013728024190641e-06,2.925297337696975e-08
1975,1.0069339850815595e-06,2.227477224892027e-08
1976,9.901542625811999e-07,3.142439908287997e-08
1977,9.449865387978207e-07,3.173462204131283e-08
1978,8.643560249765869e-07,2.7920778578049976e-08
1979,9.474345006310614e-07,1.9896710057309974e-08
1980,8.561837034903874e-07,2.0466542238750662e-08
1981,9.361813226860249e-07,3.0362638625547334e-08
1982,9.081575740310655e-07,3.1037512115972277e-08
1983,8.222541509894654e-07,4.0418022706489865e-08
1984,8.762301604292588e-07,2.609553817478627e-08
1985,8.265377005045593e-07,2.5265343595037848e-08
1986,8.362306971321232e-07,2.3977941410180392e-08
1987,7.980726763889834e-07,3.6053819485459826e-08
1988,7.591636972392735e-07,3.1182079140990027e-08
1989,7.848014433875505e-07,3.457516939420202e-08
1990,8.096695296444523e-07,2.9967580417178397e-08
1991,7.397168815259647e-07,3.57549367890897e-08
1992,7.410874900415365e-07,3.967159756257388e-08
1993,8.181409612006973e-07,4.2651898013446043e-08
1994,7.405997166642919e-07,3.2177052133874895e-08
1995,7.309463967430929e-07,3.253470381991974e-08
1996,7.403933750538272e-07,3.4163790019192675e-08
1997,6.74162151881319e-07,3.83591540753514e-08
1998,7.54318023155065e-07,4.482041404685333e-08
1999,7.755631372674543e-07,3.97607493596297e-08
2000,6.706571866743616e-07,4.373851325567557e-08
2001,7.27281133094948e-07,3.7240301509200435e-08
2002,7.031860604911344e-07,3.548789351270898e-08
2003,6.750415195710957e-07,5.416999826479696e-08
2004,6.884688446007203e-07,4.448839163728735e-08
2005,6.269219170462748e-07,4.864049429897932e-08
2006,6.48567663574795e-07,4.776752149382446e-08
2007,6.223398827387427e-07,4.1942033845998594e-08
2008,6.343585141621588e-07,5.236650935103171e-08
2009,5.564480716202524e-07,4.339055337254649e-08
2010,5.583523261520895e-07,4.109699958121382e-08
2011,5.548583317249722e-07,6.233074145711726e-08
2012,4.435741232100554e-07,6.05956955723741e-08
2013,4.4653890540757857e-07,5.578250039661725e-08
2014,4.571254805796343e-07,4.655707286360666e-08
2015,4.29572310167714e-07,4.898631544847376e-08
2016,4.5610909182869364e-07,4.059826608227013e-08
2017,3.8186979622878425e-07,5.3079400430533497e-08
2018,3.603727520840039e-07,5.705041417058965e-08
2019,3.7269930430738896e-07,4.7448370565916775e-08
