year,tout_DET envoi_NOUN,tout_DET renvoi_NOUN
1928,1.805314582270512e-07,2.5137290915466792e-08
1929,1.5262356534151422e-07,2.4508893137209498e-08
1930,1.4179864749053195e-07,3.466189113510154e-08
1931,1.9959374952804865e-07,1.2545892325022123e-08
1932,1.6987282336344833e-07,1.753525902259412e-08
1933,1.6976579786387447e-07,9.176529980337023e-09
1934,1.4018448624142366e-07,3.834105832822843e-08
1935,1.352416134636769e-07,3.949533766700597e-08
1936,2.255196953626637e-07,3.031178685830582e-08
1937,2.5559970140420774e-07,3.903246703629293e-08
1938,1.8540256618848616e-07,4.6674770715071645e-08
1939,1.5599931302290315e-07,4.435274725267391e-08
1940,2.2061311000243222e-07,4.310830958864642e-08
1941,5.312704765003673e-08,1.4757513433494296e-08
1942,1.4564216854751066e-07,1.2136847082899749e-08
1943,1.7709735189441744e-07,2.6129117536299873e-08
1944,2.024307246273338e-07,1.927911696952833e-08
1945,1.5467379288480743e-07,2.178504088234945e-08
1946,1.1554516632372724e-07,1.9489545088902105e-08
1947,1.6331592789242677e-07,2.2649655262441115e-08
1948,8.80622899046557e-08,1.9569398546082084e-08
1949,1.1682239531296545e-07,1.8652316136069658e-08
1950,1.0848069020852336e-07,1.595304199852876e-08
1951,1.0874629552404258e-07,1.9190522504430874e-08
1952,2.478028946484301e-07,1.687168582620302e-08
1953,1.5298834910026926e-07,1.2928592862948562e-08
1954,1.0261162941560542e-07,4.495366789925015e-08
1955,9.104039300211753e-08,2.2525459719702212e-08
1956,1.0814215567478414e-07,3.662879399790597e-08
1957,1.404770983981507e-07,3.0922632454633003e-08
1958,1.1332973492983456e-07,1.9026159758794847e-08
1959,1.4648913371217986e-07,1.8601794771200275e-08
1960,1.1696208446210221e-07,2.0070416884010456e-08
1961,9.935867772981055e-08,2.5013373372573255e-08
1962,9.830032432489588e-08,2.91729995716139e-08
1963,6.789355833092259e-08,3.0390449712314194e-08
1964,1.119450168118874e-07,1.9468698431168718e-08
1965,8.153344488448511e-08,2.2435377111662547e-08
1966,1.135510316885302e-07,1.8278946578575983e-08
1967,1.0748131451521203e-07,1.92283093891632e-08
1968,7.18626544937706e-08,2.7397635715686874e-08
1969,1.298942713390261e-07,2.5433843919842047e-08
1970,1.4761907252136552e-07,3.862929087716793e-08
1971,1.176693036342158e-07,3.237190515648081e-08
1972,1.1696734603106052e-07,3.1293895474959754e-08
1973,9.37244637455592e-08,4.465695102595646e-08
1974,9.563471969897819e-08,2.925297204470212e-08
1975,8.452990840623897e-08,1.884788369821422e-08
1976,1.0341483935860651e-07,2.342546046030236e-08
1977,7.874887320014068e-08,2.8796231621441848e-08
1978,4.811879139587916e-08,1.841583363582089e-08
1979,6.0275326951853e-08,2.984506330960812e-08
1980,6.935883778425023e-08,5.628299115656432e-08
1981,7.59065947875115e-08,5.060439445259135e-08
1982,8.193902711894907e-08,4.407326503752529e-08
1983,4.4207212113178684e-08,4.547027465662268e-08
1984,4.813177145734926e-08,5.5090580985961424e-08
1985,7.639758514699224e-08,4.030423950140971e-08
1986,7.972665549971225e-08,4.435919098710883e-08
1987,8.799576312057411e-08,3.116516600343289e-08
1988,6.65617458928125e-08,3.8377943489820154e-08
1989,7.079677644128424e-08,5.158834603946616e-08
1990,8.009516783147319e-08,3.650596269721973e-08
1991,8.792197725426831e-08,5.4511625435793576e-08
1992,8.430214570864791e-08,3.361065836759991e-08
1993,7.422538139678636e-08,3.600484888011124e-08
1994,9.653115951024915e-08,4.64193536942048e-08
1995,6.615390102382435e-08,6.290042797729711e-08
1996,5.87190136513982e-08,4.91104494848571e-08
1997,7.432086457370701e-08,6.473107738713679e-08
1998,6.103205318908067e-08,4.577404055794432e-08
1999,6.261175444777223e-08,3.7475649250495735e-08
2000,6.185244139089718e-08,4.727293667627919e-08
2001,4.4688361011679945e-08,4.60027238524674e-08
2002,5.5641511398363264e-08,3.592601749424773e-08
2003,7.29211535599461e-08,4.041915424579656e-08
2004,5.726228713420767e-08,3.7000246422280725e-08
2005,6.170136801486592e-08,3.1976621794882476e-08
2006,3.623743261016443e-08,3.87081655617294e-08
2007,3.8746450492510576e-08,2.5964116634469292e-08
2008,3.065356635190142e-08,3.87427006032226e-08
2009,3.909917967170884e-08,3.5761444250326235e-08
2010,2.8342757918409234e-08,3.448369023661968e-08
2011,3.823972027916511e-08,1.988465478386381e-08
2012,2.4170193846373422e-08,2.9957424096949126e-08
2013,3.486406185970736e-08,1.6734750696301148e-08
2014,2.685152100667665e-08,1.8622827835379496e-08
2015,3.812509663525532e-08,1.5072712300501223e-08
2016,2.837735868510549e-08,1.5535049913140142e-08
2017,3.144514160169365e-08,1.9621769098421282e-08
2018,2.762169448722318e-08,1.4972506678923025e-08
2019,1.9642606208236657e-08,1.3010037935856644e-08
