year,doivent_VERB assurer_VERB,doivent_VERB rassurer_VERB
1851,1.4059776276553748e-07,2.3217978650791338e-08
1852,1.0742400036178879e-07,2.799534470909748e-08
1853,1.4989548446919798e-07,1.4332636411040767e-08
1854,1.4340034226734133e-07,3.4291385730966795e-08
1855,1.0136250239156652e-07,3.131092896069276e-08
1856,1.325360443615864e-07,1.3978411317339123e-08
1857,9.323682093054231e-08,9.274867096564776e-09
1858,1.8106601373801823e-07,1.4191660291373864e-08
1859,1.1457390058922101e-07,3.819129901216911e-08
1860,1.437235681578386e-07,3.8448344952257685e-08
1861,1.6600192509486078e-07,2.6880993431177558e-08
1862,1.8794823120060755e-07,4.201727321628823e-08
1863,1.6731979712858447e-07,2.597202808374277e-08
1864,1.299371206187061e-07,1.7740493518658695e-08
1865,1.553258641706634e-07,1.6003271596787272e-08
1866,1.3721027869451063e-07,1.5083399418358567e-08
1867,1.3151118594123545e-07,2.2808213984149006e-08
1868,1.4671425674350758e-07,2.420538258718352e-08
1869,1.1866951865613373e-07,1.4650557211837167e-08
1870,1.1697459711967895e-07,4.3578772590535664e-08
1871,2.1348566292545001e-07,1.274541272522356e-08
1872,1.4271721227032685e-07,1.8746751706544273e-08
1873,1.700025222817203e-07,1.6760813181804224e-08
1874,1.2427186391050782e-07,1.1949218503559678e-08
1875,1.4704325224101922e-07,1.8881038954532414e-08
1876,1.1729268578619667e-07,9.673623679873344e-09
1877,1.397768443212044e-07,2.4739264858908427e-08
1878,1.1655441056745985e-07,1.0870359723469392e-08
1879,1.3807074594751612e-07,1.8327975581655664e-08
1880,1.296404974482357e-07,1.6044616302224313e-08
1881,1.5269792186245468e-07,8.367009307619355e-09
1882,1.0981385401009902e-07,1.3976308999019693e-08
1883,1.31442249085012e-07,1.3270612164717477e-08
1884,1.2543223704142292e-07,2.1125430293977843e-08
1885,1.637191502368296e-07,1.933690718658454e-08
1886,1.684354060671467e-07,1.4842966855610484e-08
1887,1.508181526332919e-07,1.9586773092328258e-08
1888,1.5534506303538365e-07,7.60873763994141e-09
1889,1.378330125589855e-07,6.265136853755848e-09
1890,1.5796071295426373e-07,1.3764211992395303e-08
1891,1.7274136610012647e-07,1.0836173736095134e-08
1892,1.454294817904156e-07,6.268512375839919e-09
1893,1.9029506859169487e-07,4.310891643655168e-09
1894,1.6194955776427378e-07,7.561847148451761e-09
1895,2.3171665475274494e-07,7.824199066419624e-09
1896,1.8398731072011287e-07,1.1794058174530164e-08
1897,1.986909268225645e-07,1.1070755867592652e-08
1898,2.1049079634849477e-07,1.3580051749784161e-08
1899,2.6200720526503574e-07,1.8241008703512307e-08
1900,1.9933644068714784e-07,1.0901211489056095e-08
1901,2.559642382493621e-07,1.2295225282343836e-08
1902,2.376577441509653e-07,1.8659077838378835e-08
1903,2.1114861681326147e-07,2.7001101354784396e-09
1904,2.0638560727093136e-07,1.2361637935498493e-08
1905,1.9714099153134157e-07,6.192911072844254e-09
1906,2.428054983738548e-07,8.230695236477459e-09
1907,3.090848963438475e-07,9.771402353919711e-09
1908,2.612858907014015e-07,1.080505640516094e-08
1909,2.1123776150488993e-07,8.801573692096554e-09
1910,2.6934520747090573e-07,9.085056262847502e-09
1911,2.564420356065966e-07,3.7242617878519013e-09
1912,2.5005221004903433e-07,1.3544495303108306e-08
1913,2.678009707324236e-07,7.42418571064718e-09
1914,2.705484405396419e-07,6.696743604095445e-09
1915,2.733136739152542e-07,3.2986132936230206e-08
1916,2.7358780130271043e-07,2.197492410260793e-09
1917,2.862236669898266e-07,8.773139548168274e-09
1918,3.549290283899609e-07,4.594550517822427e-09
1919,2.743938694038661e-07,1.8415696745321952e-09
1920,3.558948833415343e-07,7.572231730534895e-09
1921,2.249105932605744e-07,1.2116395886607734e-08
1922,2.4789864028207376e-07,4.426761179843197e-09
1923,2.2611969541230792e-07,3.1847844361720945e-09
1924,2.4107336571432825e-07,5.156649773851996e-09
1925,2.6065680458486895e-07,4.399271169575059e-09
1926,2.5747579002199927e-07,0.0
1927,2.2967402912854595e-07,3.3447675740205796e-09
1928,3.0279008456091105e-07,5.713020723163709e-09
1929,2.840803574599704e-07,3.342121912552898e-09
1930,2.9935270617897913e-07,5.2518016602221e-09
1931,2.748691088072519e-07,2.2810713318222042e-09
1932,2.498774449577468e-07,4.383814644626227e-09
1933,2.6497230010136263e-07,3.4411986593596566e-09
1934,2.576039719315304e-07,1.7972370258689807e-08
1935,2.7886102316188044e-07,7.180970484910176e-09
1936,2.2188227433161956e-07,7.274828739411987e-09
1937,2.89595703861778e-07,7.554670666820584e-09
1938,2.593043006982043e-07,6.482607339819424e-09
1939,2.9976339988024847e-07,3.058810094103137e-09
1940,2.5864986241685983e-07,1.0143131667916805e-08
1941,3.364712881648302e-07,5.9030051957620344e-09
1942,2.7004483627024456e-07,0.0
1943,2.7290411708236206e-07,0.0
1944,2.795472084926587e-07,0.0
1945,2.570634762832924e-07,1.3071024262956144e-08
1946,3.0765639280616597e-07,1.3921104269343232e-09
1947,3.063663882585388e-07,3.5762612871081956e-09
1948,3.174591256538406e-07,6.523132700664291e-09
1949,4.182045643119636e-07,5.890204768377316e-09
1950,3.4352217426203424e-07,3.190608444114673e-09
1951,3.464955682375148e-07,2.1322803522849654e-09
1952,3.3637925866969454e-07,8.435843135146115e-09
1953,3.7385180462479184e-07,1.0773827385790469e-09
1954,2.8731255952152424e-07,7.818028890937967e-09
1955,2.9940088097646367e-07,5.631364707880948e-09
1956,3.4099664958375797e-07,8.72114158667614e-10
1957,3.1099332886697084e-07,8.835037701437898e-10
1958,3.6480594189924886e-07,4.1361216673863055e-09
1959,3.6816052784161e-07,1.5501495642666896e-09
1960,3.896429063843243e-07,6.920833239831836e-09
1961,4.0924658151197946e-07,1.3896318540318475e-09
1962,3.8749354303035943e-07,5.0735651235811474e-09
1963,3.3300173640782305e-07,1.2932106496776896e-09
1964,3.522617646467552e-07,9.734349326606662e-09
1965,3.5951325116911903e-07,4.924839203113152e-09
1966,3.8441177707682073e-07,5.539074976468328e-09
1967,4.180924690899701e-07,7.395503320850594e-09
1968,3.3820361977632274e-07,4.042274071025531e-09
1969,4.491798506478517e-07,1.1354394757745467e-08
1970,3.876725145346427e-07,6.438214850135182e-09
1971,3.8383828382393403e-07,3.083038491169532e-09
1972,3.4679791838243545e-07,1.2825367434743384e-08
1973,3.8316767358992365e-07,4.9618833486420044e-09
1974,4.00540699274643e-07,5.06301445213353e-09
1975,3.655347313724633e-07,2.8557400888473694e-09
1976,3.685224783112062e-07,1.7140580066410394e-09
1977,3.684742182485934e-07,5.289103821581875e-09
1978,3.481186467979569e-07,7.128709622605811e-09
1979,3.4117005043299287e-07,4.681578680276743e-09
1980,2.8710010724353197e-07,7.95921106799824e-09
1981,3.2513324299543456e-07,4.427884725544118e-09
1982,3.2216937029261317e-07,9.311253101884631e-09
1983,3.2271265126837534e-07,6.315316269933646e-09
1984,3.5315960644766164e-07,1.1598016991243298e-09
1985,3.242385844259843e-07,4.210890747202711e-09
1986,3.213044124095177e-07,7.792831269171074e-09
1987,3.2204005151470483e-07,0.0
1988,3.1122112886805553e-07,6.596209356501959e-09
1989,3.216039488052047e-07,1.0427432250992297e-08
1990,3.541623243563663e-07,2.724325431913144e-09
1991,2.8486721248555114e-07,4.68917216167597e-09
1992,3.25086716657097e-07,3.30596661157756e-09
1993,2.9136231205484364e-07,9.970573700002205e-09
1994,2.8220856052030285e-07,7.384897138251745e-09
1995,3.4269888260496373e-07,9.760411145975922e-09
1996,3.197517344233347e-07,4.270473752399084e-09
1997,3.3180668879140285e-07,4.794894259418925e-09
1998,2.9276313284753996e-07,7.629006759657386e-09
1999,3.2402726901636925e-07,8.683382013430219e-09
2000,3.20749080628957e-07,8.394259509714175e-09
2001,3.093135489962151e-07,3.943090742808408e-09
2002,3.548789493379445e-07,2.6287327870022636e-09
2003,3.637723580141028e-07,6.667076668520622e-09
2004,3.475380196960032e-07,5.285749615779878e-09
2005,3.206669703104126e-07,7.656374201303606e-09
2006,2.8989944667046075e-07,8.235780057930242e-09
2007,2.975887127831811e-07,5.592271090648637e-09
2008,2.763078441603284e-07,4.6831836186811415e-09
2009,2.66541974269785e-07,4.76819250749827e-09
2010,2.635876512613322e-07,7.085689368580006e-09
2011,2.3976303964445833e-07,3.059177577924288e-09
2012,2.1174452058403403e-07,7.829781267787439e-09
2013,2.0332721817339916e-07,2.7891249310130206e-09
2014,1.6608964870101772e-07,4.7639794331644225e-09
2015,1.671297837901875e-07,4.211493376260478e-09
2016,1.613573914482913e-07,6.006886099640951e-09
2017,1.7760216053375188e-07,5.282783988036499e-09
2018,1.5462985913927696e-07,3.614053500911041e-09
2019,1.7550796371779143e-07,3.3162841361900064e-09
