year,veut_VERB amener_VERB,veut_VERB ramener_VERB
1849,4.8600607982507427e-08,9.887709495615127e-08
1850,3.8018377779280854e-08,7.807345525634446e-08
1851,4.9660677348128957e-08,6.384944128967618e-08
1852,4.557381672043448e-08,7.942865209997763e-08
1853,4.837264810930719e-08,8.420423824873069e-08
1854,5.507404310378661e-08,7.949366676029967e-08
1855,5.5722839675809155e-08,7.960405667972736e-08
1856,5.7984518520015627e-08,1.0665009853028096e-07
1857,6.004255936886693e-08,7.859229356199648e-08
1858,4.7468656561022726e-08,1.0717150189520908e-07
1859,5.3467818617036755e-08,9.52236405282747e-08
1860,2.4716793944890014e-08,9.428998737348593e-08
1861,7.875659235878629e-08,1.1554111267741973e-07
1862,8.177555343991116e-08,8.855253241790706e-08
1863,4.744889636754124e-08,6.842630284609186e-08
1864,4.507044337742627e-08,9.014088675485254e-08
1865,3.388927893865912e-08,1.0637468506047298e-07
1866,4.6223323835192787e-08,6.665889884516218e-08
1867,5.095451882652924e-08,8.63800408978932e-08
1868,6.076044911651479e-08,9.188165961404593e-08
1869,3.955650385023546e-08,9.620532637200085e-08
1870,3.4977698959437475e-08,1.0493309332559875e-07
1871,3.717412155879174e-08,6.797553453452565e-08
1872,7.922014333416882e-08,7.25680706636922e-08
1873,2.993002112816612e-08,8.739566226267925e-08
1874,4.899179373296647e-08,6.751308490038355e-08
1875,3.89063856687244e-08,8.410644625200803e-08
1876,5.018192439365521e-08,8.645800875228815e-08
1877,3.896434108696667e-08,7.545475710912797e-08
1878,4.9520526346213956e-08,8.635896620035055e-08
1879,7.453376582589044e-08,1.1241158404118323e-07
1880,4.043243251317108e-08,1.0717803178295071e-07
1881,5.368830713337047e-08,8.436734333372442e-08
1882,5.324308105514319e-08,9.517200538766701e-08
1883,4.1707636455612374e-08,8.594300737740923e-08
1884,6.931782081665006e-08,6.931782081665006e-08
1885,2.3848851782304337e-08,7.992588280103519e-08
1886,3.6784744139595205e-08,6.324394519197085e-08
1887,6.8553710264041e-08,6.985949596582941e-08
1888,5.896771781976895e-08,9.891358843105991e-08
1889,6.453090861668898e-08,7.51816386923565e-08
1890,4.391439034634459e-08,5.177965434199905e-08
1891,3.4420789774003424e-08,1.0071267553257712e-07
1892,4.2625885043889866e-08,9.59082413487522e-08
1893,5.049901474762919e-08,8.067525669730458e-08
1894,4.285046628638156e-08,8.759139547009909e-08
1895,5.8982422501685505e-08,6.19917273070314e-08
1896,5.838058569906934e-08,7.371286159241208e-08
1897,5.360576338375722e-08,8.681803365107044e-08
1898,3.1120951149432585e-08,9.562619851521958e-08
1899,4.9748205555033564e-08,7.6833337914195e-08
1900,3.8932899570909285e-08,7.994221817853031e-08
1901,5.085752263767063e-08,5.253414414596591e-08
1902,1.036069861015676e-07,1.085172698367387e-07
1903,4.75219366080637e-08,6.912281946824805e-08
1904,4.245953988402107e-08,6.449550227216605e-08
1905,3.148063143498803e-08,8.773290716135307e-08
1906,4.5268823356536814e-08,6.841765554099766e-08
1907,5.3999855254005524e-08,5.8114128620445626e-08
1908,5.5007557620001535e-08,6.679488961935931e-08
1909,4.620826032919467e-08,7.646367095048845e-08
1910,4.649411167179096e-08,8.71096546006811e-08
1911,3.830669470517023e-08,6.118430206925041e-08
1912,3.0735584743979416e-08,8.9081105159039e-08
1913,5.3560196278112926e-08,7.583275163369763e-08
1914,4.620753202289052e-08,8.30396231776831e-08
1915,4.123266705846618e-08,6.125996065975414e-08
1916,4.8344833913915863e-08,5.8233549538044826e-08
1917,5.9218692172180454e-08,6.250861872558744e-08
1918,4.135095466040184e-08,6.432370724951397e-08
1919,6.169258170984904e-08,5.7088659133341935e-08
1920,5.6791737534922504e-08,7.420786829470671e-08
1921,5.376650591415455e-08,8.632932235741464e-08
1922,5.2383342108441866e-08,8.632184744783444e-08
1923,2.866305948145964e-08,5.944930947521243e-08
1924,4.640984840875717e-08,5.0277336072213075e-08
1925,5.49908882874206e-08,6.818870446068104e-08
1926,4.346993875969929e-08,4.7928395474627905e-08
1927,5.5746124161260013e-08,5.351628118432927e-08
1928,3.5420729460611255e-08,7.312666383541e-08
1929,3.676334259239411e-08,4.0105462062456354e-08
1930,4.936693542845205e-08,6.407198327451624e-08
1931,5.1324104077821175e-08,6.158892773555635e-08
1932,4.055028668403793e-08,7.014103431401963e-08
1933,4.588265056781893e-08,6.997103696448903e-08
1934,4.313368862085554e-08,9.225816910429785e-08
1935,5.38572777486479e-08,5.6250936353308134e-08
1936,3.394919900756577e-08,5.941110003959693e-08
1937,3.273690651894867e-08,7.680581859403901e-08
1938,7.001215607260747e-08,7.130867629712156e-08
1939,2.9058696782158222e-08,6.882322622914216e-08
1940,8.114505334333444e-08,9.63597486247636e-08
1941,1.4757512545315876e-08,6.198155233505531e-08
1942,6.068423630267716e-08,5.158160121254696e-08
1943,4.3548528338988035e-08,6.096794180621146e-08
1944,3.534504600111177e-08,8.354284375400312e-08
1945,6.753362669087437e-08,5.8819608739213436e-08
1946,7.378185529205439e-08,7.099762910911522e-08
1947,8.940653373201712e-08,5.602809238780537e-08
1948,7.066726936955092e-08,7.284165093324191e-08
1949,4.810334175431308e-08,8.63896758573901e-08
1950,4.4668517773516214e-08,8.189228140054183e-08
1951,4.371174711081949e-08,5.970385075215745e-08
1952,3.268889159357968e-08,5.5887461769543734e-08
1953,3.44762476345295e-08,5.602390373837807e-08
1954,4.10446503451567e-08,7.036226179479854e-08
1955,3.9419553843345057e-08,6.663781704219218e-08
1956,4.0117249966442614e-08,4.7966278060584955e-08
1957,2.5621609722747962e-08,6.802979157782829e-08
1958,7.445019178931034e-08,8.520410688106494e-08
1959,4.107896245386655e-08,5.658045765244424e-08
1960,3.252791813679323e-08,5.259833457671448e-08
1961,4.794229724325305e-08,6.183861955832981e-08
1962,4.8198867119708666e-08,5.45408234131628e-08
1963,4.008953169432061e-08,5.1728427763464424e-08
1964,4.015419108327478e-08,5.962289151284494e-08
1965,6.675892905150249e-08,4.4323552828018364e-08
1966,4.375868911665748e-08,5.649856404943421e-08
1967,4.6345153492666213e-08,5.324762497593838e-08
1968,5.2549566476045584e-08,5.569355820966848e-08
1969,4.9050985495568966e-08,5.677197378872734e-08
1970,5.0126104156333895e-08,6.852100398191396e-08
1971,4.162102129612322e-08,5.138397440873632e-08
1972,3.1806909106535386e-08,5.23274970021248e-08
1973,3.087394162548662e-08,5.402939606824475e-08
1974,3.3753430273009144e-08,3.937900316941523e-08
1975,4.6262989883416594e-08,3.655347313724633e-08
1976,3.6566571992580066e-08,5.770662170334617e-08
1977,3.6436048844734614e-08,5.406639402849578e-08
1978,3.326731246033887e-08,4.930690877813504e-08
1979,3.6867433550469286e-08,5.383815349091492e-08
1980,6.083111259158613e-08,4.4912688679232815e-08
1981,4.933928465788995e-08,5.503228095449231e-08
1982,5.710901973543514e-08,5.710901973543514e-08
1983,4.357568172963511e-08,5.431171956615799e-08
1984,4.5232265932781957e-08,4.1752862500743504e-08
1985,3.849957153079231e-08,5.113224332831123e-08
1986,3.7165808208783346e-08,5.3350920126149504e-08
1987,5.071978037562985e-08,4.0331389783432314e-08
1988,4.017691068725071e-08,4.9171742233511395e-08
1989,4.225854155492925e-08,4.335616665684938e-08
1990,5.9390295348293876e-08,4.576866885486197e-08
1991,5.3925479193139836e-08,4.8650161232899336e-08
1992,4.297756461824065e-08,4.24265707010818e-08
1993,3.43430848204207e-08,5.705383543386233e-08
1994,4.5364370038214474e-08,5.222177179575738e-08
1995,5.476675468685244e-08,5.368226396740283e-08
1996,3.3629980578098184e-08,4.3238546965085334e-08
1997,4.6030987022049885e-08,4.123609187445254e-08
1998,4.6727667069035306e-08,4.1005911555203056e-08
1999,5.484241327735617e-08,3.1991408633302854e-08
2000,5.169096795043515e-08,4.9040149718848625e-08
2001,4.1183390919741214e-08,5.7393872765487686e-08
2002,4.644094886430139e-08,4.468845915539532e-08
2003,4.7086228249781925e-08,4.458607349988597e-08
2004,5.85837227617958e-08,3.347641452933203e-08
2005,3.873224585504431e-08,5.4495369994356224e-08
2006,3.500206346984669e-08,3.7884586134850906e-08
2007,4.433872291542684e-08,3.8746449604332156e-08
2008,4.38516281064949e-08,4.512886064844679e-08
2009,4.768192596316112e-08,3.9099177229218185e-08
2010,3.7317963830219014e-08,4.345889692558558e-08
2011,3.250376323649107e-08,4.282848564685082e-08
2012,3.574465523570325e-08,3.846805540774767e-08
2013,2.9564725778641332e-08,3.765318723480959e-08
2014,2.6418431886554572e-08,3.421403249603827e-08
2015,3.369194701008382e-08,3.147536986602972e-08
2016,2.8791626860424913e-08,4.722655333466719e-08
2017,2.9935776524325775e-08,3.446387353278624e-08
2018,3.175204099647999e-08,2.813798793965816e-08
2019,2.5254779600913935e-08,2.3469088006322636e-08
