year,pouvait_VERB éveiller_VERB,pouvait_VERB réveiller_VERB
1853,1.3735443005202796e-08,3.762317035693741e-08
1854,2.182179059673217e-08,4.9358813924982314e-08
1855,2.9718847827098216e-08,4.351688431825096e-08
1856,1.0354378687793542e-08,2.3815070804289462e-08
1857,2.4407546206361985e-08,3.9540225316159194e-08
1858,2.7893953813418193e-08,2.8872689128434104e-08
1859,2.3933214521321133e-08,3.971895168319861e-08
1860,4.073693560258107e-08,3.020941363729435e-08
1861,2.971057178058345e-08,3.3483342321005694e-08
1862,6.23482137029896e-08,4.653525920161883e-08
1863,1.9978482868054925e-08,2.2975255475898848e-08
1864,2.7329949858767577e-08,4.794728170054441e-09
1865,2.871175119878444e-08,2.3063536858103362e-08
1866,1.6056523222118813e-08,2.968023871119385e-08
1867,3.202855580752839e-08,2.3778776281346836e-08
1868,3.309715523869272e-08,2.0747471296544973e-08
1869,1.953407746668745e-08,2.5882650689368347e-08
1870,6.708837219093766e-08,3.7844721134661086e-08
1871,5.8416475212652585e-08,3.292564798584863e-08
1872,3.0236694925633856e-08,2.2979889990892843e-08
1873,2.8732820567256567e-08,1.3169209722718733e-08
1874,4.660195074279727e-08,1.2546679251101978e-08
1875,1.94531928343622e-08,4.005068987567029e-08
1876,3.264847947548333e-08,2.6602464231473277e-08
1877,3.030559980743419e-08,1.6699003069220453e-08
1878,3.4422804162659304e-08,2.8987624745013818e-08
1879,6.59807142255886e-08,2.5659165459046562e-08
1880,3.273101611966922e-08,3.3372799634889816e-08
1881,2.8587281875047665e-08,1.8825771164188154e-08
1882,3.128031167420886e-08,5.989846840748214e-09
1883,3.222862687835004e-08,1.3902545781263598e-08
1884,4.357119820497246e-08,1.0562715146988921e-08
1885,4.060750313783501e-08,4.511945039809007e-09
1886,4.130216879616455e-08,5.808117542471791e-09
1887,3.982643903555072e-08,3.0685946228459215e-08
1888,2.3460273723685532e-08,1.7119660356001987e-08
1889,3.759081934617825e-08,1.3156786771162388e-08
1890,3.9326319978272295e-08,7.865263995654459e-09
1891,4.079500826037474e-08,2.039750413018737e-08
1892,5.2655504845233736e-08,1.6924984080901595e-08
1893,3.079208354961338e-08,1.970693297437265e-08
1894,2.9617234886814003e-08,1.071261657159539e-08
1895,3.49079627426363e-08,1.745398137131815e-08
1896,4.1868904787634165e-08,1.0614652268259306e-08
1897,3.612562338162206e-08,1.9228155068162778e-08
1898,3.225262190653666e-08,1.867257104493092e-08
1899,3.6482017407024614e-08,7.185851913504848e-09
1900,5.813979697677496e-08,8.30568502863116e-09
1901,2.8502569193733507e-08,1.620734302321125e-08
1902,3.0443761289689064e-08,1.4730852093691738e-09
1903,2.592105730059302e-08,6.480264325148255e-09
1904,2.579820090886642e-08,1.0749250378694342e-08
1905,2.0126959654476195e-08,1.4450125540577119e-08
1906,2.623534101076075e-08,1.388929860013377e-08
1907,2.9314207949937554e-08,2.2114226894132116e-08
1908,2.2101250607420297e-08,1.5225305460830896e-08
1909,3.795678793494517e-08,8.801573692096554e-09
1910,2.939282950364941e-08,1.870452770447173e-08
1911,1.5429085564733214e-08,1.1172785363555704e-08
1912,2.344239469209697e-08,1.719108944087111e-08
1913,2.969674284258872e-08,5.302989602995467e-09
1914,3.0135346662518714e-08,4.018046340092951e-09
1915,3.416420923940677e-08,2.4739600590351074e-08
1916,2.966614687238689e-08,1.7579939282086343e-08
1917,2.8512703309502285e-08,9.869782324756216e-09
1918,3.445912710731136e-08,9.189101035644853e-09
1919,2.5781975665495338e-08,6.4454939163738345e-09
1920,3.256059599721084e-08,2.2716695191604686e-09
1921,2.9533714140939082e-08,5.300923255902035e-09
1922,4.205423209668879e-08,1.623145884366295e-08
1923,3.6094224498128824e-08,1.1677542488541803e-08
1924,5.414482373566898e-08,6.445812328337297e-09
1925,3.629398648286042e-08,1.0998178368026856e-08
1926,3.009457216762712e-08,1.114613823460786e-08
1927,4.0137209111890115e-08,1.4493992672726108e-08
1928,2.5137291359556002e-08,1.0283437212876834e-08
1929,1.893869061575515e-08,1.6710609784809094e-08
1930,4.8316575629314684e-08,1.6805765667982087e-08
1931,2.9653927313688655e-08,5.7026783295555106e-09
1932,6.904507898752854e-08,4.383814644626227e-09
1933,4.3588517684156614e-08,1.0323596200123575e-08
1934,2.7557634396657704e-08,7.188948103475923e-09
1935,3.7101681726881e-08,5.98414207075848e-09
1936,3.273672888326473e-08,1.33371855781661e-08
1937,2.6441348666139675e-08,8.813782592653752e-09
1938,3.630260181353151e-08,1.6854778905894818e-08
1939,1.8352860564618823e-08,1.5294050470515685e-08
1940,1.5214697057785997e-08,7.607348528892999e-09
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,5.158160121254696e-08,1.2136847082899749e-08
1943,1.4516175816936538e-08,2.0322646676618206e-08
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,5.8819608739213436e-08,2.178504043826024e-09
1946,3.3410650246423756e-08,9.744772988540262e-09
1947,4.172304812755101e-08,5.960435700558264e-09
1948,2.5005341797168512e-08,9.784699273041042e-09
1949,2.846932467548413e-08,9.817008539414473e-09
1950,2.9779013033248702e-08,8.508289184305795e-09
1951,1.8124383771578323e-08,1.8124383771578323e-08
1952,2.4253049346611988e-08,7.381362632230548e-09
1953,2.1547654327491728e-08,6.464296653518886e-09
1954,4.10446503451567e-08,1.9545072227344917e-09
1955,2.0648336374051723e-08,2.815682353940474e-09
1956,2.8779767902165077e-08,8.72114114258693e-09
1957,3.534015036166238e-08,9.718541527092839e-09
1958,3.8052320405768114e-08,4.1361216673863055e-09
1959,2.325224279786653e-08,3.100299128533379e-09
1960,2.145458388724819e-08,1.1765417085030094e-08
1961,2.014966149488373e-08,9.03260666262895e-09
1962,3.55149545328004e-08,1.6489087428794846e-08
1963,1.939815952312074e-08,7.1126584622049904e-09
1964,2.8594651979574337e-08,7.300761772910391e-09
1965,2.2435377999840966e-08,1.3132904541635071e-08
1966,3.378835700118543e-08,1.8278946356531378e-08
1967,2.267954357648705e-08,1.1339771788243524e-08
1968,3.09907690621003e-08,7.635406973349745e-09
1969,2.634219598007803e-08,1.4533624970169967e-08
1970,1.8854771965948203e-08,5.978342709767048e-09
1971,2.003974941544584e-08,5.652237344833111e-09
1972,2.257264597460562e-08,7.69522046084603e-09
1973,1.8193572870472963e-08,5.513203671370093e-09
1974,2.306484425673716e-08,8.438357568252286e-09
1975,2.1703623787061588e-08,6.282628195464213e-09
1976,2.513951891103261e-08,3.4281160132820787e-09
1977,1.880570188461661e-08,5.289103821581875e-09
1978,1.7227714366185864e-08,1.4257419245211622e-08
1979,2.2822696621460636e-08,9.363157360553487e-09
1980,1.3075846183596695e-08,5.6851505725319385e-09
1981,1.707898356073656e-08,8.223214109648325e-09
1982,2.2347007799794483e-08,7.449002747961231e-09
1983,2.2103606056589342e-08,1.0736036948344463e-08
1984,1.681712546997005e-08,5.219107812592938e-09
1985,1.6843562988810845e-08,6.617113967877231e-09
1986,1.978180286243969e-08,1.3787316177626963e-08
1987,2.3221103262471843e-08,3.6664902225425067e-09
1988,1.679035044332977e-08,3.597932174415064e-09
1989,1.8110803523541108e-08,1.2622680678475717e-08
1990,1.5801088437683575e-08,7.628111475810329e-09
1991,1.3481369798284959e-08,9.37834432335194e-09
1992,1.2121876835635703e-08,6.61193322315512e-09
1993,2.2710750613441633e-08,7.754890063438324e-09
1994,1.318731612798274e-08,9.494868002946077e-09
1995,1.843633334885908e-08,7.0491861237087505e-09
1996,2.5622842514394506e-08,4.804283193493575e-09
1997,2.013855748828064e-08,1.054876808126437e-08
1998,2.0979769033147022e-08,9.536258005482523e-09
1999,1.6452723627935484e-08,9.140402212892695e-09
2000,1.4137700787841823e-08,6.185244316725402e-09
2001,1.5772362971233633e-08,7.0099388516098315e-09
2002,2.0153619217921914e-08,1.3143664823189738e-08
2003,2.083461403401543e-08,1.1667384391955693e-08
2004,1.497629043001325e-08,1.0131019578807354e-08
2005,1.3511249008502091e-08,6.305249655724765e-09
2006,1.2353670086895363e-08,8.64756888319107e-09
2007,2.1969636776475454e-08,1.3980677948666198e-08
2008,2.0435710013089192e-08,1.0217855006544596e-08
2009,2.86091541568112e-08,1.43045770784056e-08
2010,2.267420740054149e-08,1.1337103700270745e-08
2011,2.2179037273417634e-08,1.4913490886669933e-08
2012,3.9148904562580356e-08,1.872338906139248e-08
2013,3.095928846619245e-08,2.398647502843687e-08
2014,3.9844191945803686e-08,2.5119163638009923e-08
2015,4.43315073539452e-08,2.1500781599570473e-08
2016,4.184106927596076e-08,2.278474120487317e-08
2017,2.792328501755037e-08,1.911864622172743e-08
2018,4.1303465536657313e-08,2.4007640320178325e-08
2019,3.622402644509748e-08,2.7550667525133576e-08
