year,voulait_VERB appeler_VERB,voulait_VERB rappeler_VERB
1925,2.639562701745035e-08,1.9796720707176974e-08
1926,1.7833821530643945e-08,2.0063049888108253e-08
1927,2.6758140592164636e-08,2.2298449309232637e-08
1928,2.2852082892654835e-08,1.82816659588525e-08
1929,1.6710609784809094e-08,2.0052731031228177e-08
1930,2.8359728787563654e-08,1.2604324695075775e-08
1931,1.596749932275543e-08,2.0529641986399838e-08
1932,1.753525857850491e-08,2.4110979879310435e-08
1933,1.7205993074753678e-08,1.8353059516584835e-08
1934,8.38710612072191e-09,2.516131836216573e-08
1935,7.180970484910176e-09,9.574627313213568e-09
1936,2.182448710641438e-08,1.9399543305098632e-08
1937,1.6368453259474336e-08,6.295559185076627e-09
1938,3.241303758727554e-08,9.075650453382877e-09
1939,1.070583532936098e-08,1.070583532936098e-08
1940,1.0143131667916805e-08,1.5214697057785997e-08
1941,3.246652724442356e-08,8.854508237732261e-09
1942,4.247896612241675e-08,1.8205270180260413e-08
1943,2.0322646676618206e-08,3.193558839598154e-08
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,1.9606536838523425e-08,2.178504132643866e-08
1946,3.3410650246423756e-08,9.744772988540262e-09
1947,3.814678706248742e-08,1.3112957830685446e-08
1948,6.19697573256417e-08,1.522064252412747e-08
1949,2.2579119018928395e-08,6.8719057111366055e-09
1950,2.5524867552917385e-08,2.7651939404904624e-08
1951,2.7719645245838365e-08,1.8124383771578323e-08
1952,2.319856839960721e-08,1.0544804140977249e-08
1953,1.8315507332999914e-08,1.1851209791302608e-08
1954,1.6613311615287785e-08,3.0294863506696856e-08
1955,3.566530892840092e-08,2.0648336374051723e-08
1956,1.657016923672927e-08,2.441919733087161e-08
1957,2.3854601849393475e-08,1.767007518083119e-08
1958,1.0753916868111446e-08,1.0753916868111446e-08
1959,2.6352543258667538e-08,1.4726420971555854e-08
1960,1.4533750203327145e-08,7.612916519406099e-09
1961,2.014966149488373e-08,2.223410966450956e-08
1962,2.2831043722248978e-08,2.219684702708946e-08
1963,2.651081842941494e-08,1.3578711488548834e-08
1964,2.1902286206909594e-08,1.0951143103454797e-08
1965,1.4227312661319047e-08,1.586892572902343e-08
1966,2.3818021332999706e-08,1.8832853498906843e-08
1967,2.218651040664099e-08,9.860671390526932e-09
1968,2.2906220920049236e-08,1.3474247495537384e-08
1969,1.4533624970169967e-08,1.544197658631674e-08
1970,1.0577067222072856e-08,1.3796174869185052e-08
1971,2.003974941544584e-08,2.4150468291850302e-08
1972,2.924183739594355e-08,1.2825367434743384e-08
1973,2.260413545229767e-08,1.929621262775072e-08
1974,2.025205780853412e-08,1.012602890426706e-08
1975,1.8847885030481848e-08,1.599214449754527e-08
1976,2.2282755196556536e-08,1.5997875024709174e-08
1977,1.704266772151186e-08,1.704266772151186e-08
1978,1.6633656230169436e-08,1.1881182260253809e-08
1979,2.57486831856113e-08,1.521513048885481e-08
1980,1.2507331170752423e-08,1.0801786132219604e-08
1981,2.0874313833019187e-08,1.8344094243616382e-08
1982,1.4898005495922462e-08,1.3656505259973528e-08
1983,2.462973291983417e-08,1.515675762675528e-08
1984,1.3917620833581168e-08,1.0438215625185876e-08
1985,1.8648229627160617e-08,2.2257564680217e-08
1986,1.7384007122700496e-08,1.7384007122700496e-08
1987,2.5665430669619127e-08,1.4665960890170027e-08
1988,2.0388283061834045e-08,2.998276826815527e-08
1989,2.689179900983163e-08,1.9757239400064464e-08
1990,1.7435683119515488e-08,1.6345952147389653e-08
1991,1.817054240405014e-08,1.52398094144246e-08
1992,9.91789939064347e-09,1.7080827419135858e-08
1993,1.772546376344053e-08,1.3294098266669607e-08
1994,3.586950114708998e-08,2.162719958676007e-08
1995,2.548551947256783e-08,2.060531301140145e-08
1996,1.975094043871195e-08,1.3879040139386234e-08
1997,1.8220598363427598e-08,2.5892429533769246e-08
1998,1.5734826774860267e-08,1.954932926651054e-08
1999,1.3253583119876566e-08,2.3308025731694215e-08
2000,1.767212509662386e-08,1.678851901942835e-08
2001,1.621048362210331e-08,2.365854356867203e-08
2002,1.5772396722013582e-08,1.7963008858146168e-08
2003,2.25013838672794e-08,1.5000923170305214e-08
2004,2.026203915761471e-08,1.7178685141061578e-08
2005,1.8014997493764895e-08,2.1167622321627277e-08
2006,1.8530505130343045e-08,2.0177660431386357e-08
2007,2.75619083112133e-08,2.3167981311189578e-08
2008,2.7673358715674112e-08,2.171294255504108e-08
2009,3.4807804638603557e-08,1.668867355419934e-08
2010,3.967986117459077e-08,1.5116137674908714e-08
2011,4.1298896746866376e-08,1.7207874236646603e-08
2012,5.310634065835984e-08,1.872338906139248e-08
2013,5.466685237820457e-08,2.2312999448104165e-08
2014,5.4136130245296954e-08,1.905591773265769e-08
2015,6.006919051060322e-08,1.773260294157808e-08
2016,6.545434416693752e-08,2.1334802369210593e-08
2017,5.685281578848844e-08,1.8363962794865074e-08
2018,6.040632172243932e-08,2.4265787601507327e-08
2019,6.224409787591867e-08,1.7091618786935214e-08
