year,pouvant_VERB amener_VERB,pouvant_VERB ramener_VERB
1885,1.7016478182085848e-07,5.156508553483263e-09
1886,1.9747599822039774e-07,8.38950331427668e-09
1887,1.3057849912456732e-07,4.570247291724172e-09
1888,1.7119660356001987e-07,5.706553452000662e-09
1889,1.5161630528837122e-07,3.132568426877924e-09
1890,2.1170667707792745e-07,5.898947996740844e-09
1891,1.6955425508058397e-07,1.4023283867459213e-08
1892,1.936970335236765e-07,9.402768341715273e-09
1893,1.4102774059665535e-07,8.621783287310336e-09
1894,2.0101910536141077e-07,4.411077725308132e-09
1895,1.9921614580198366e-07,1.3842813118003505e-08
1896,1.6511681621977914e-07,1.1794058174530164e-08
1897,2.2258045362377743e-07,5.2440420894583895e-09
1898,1.9577908005885547e-07,1.4145887128336199e-08
1899,2.0838970726799744e-07,1.1055156790007459e-08
1900,1.8428238490741933e-07,4.15284251431558e-09
1901,2.2578505820547434e-07,9.500856101851696e-09
1902,2.6319122525819694e-07,3.928227076954727e-09
1903,2.1276868267250393e-07,5.400220270956879e-09
1904,2.380958932235444e-07,6.987012746151322e-09
1905,2.053982086636097e-07,4.1286072338664326e-09
1906,1.893059931035168e-07,5.658602919567102e-09
1907,1.9902803671811853e-07,4.6285588695127444e-09
1908,1.7828342890879867e-07,2.4556945366072114e-09
1909,2.101375713436937e-07,1.6502950117569526e-09
1910,1.7208165559168265e-07,3.206490406526541e-09
1911,1.9206549950467888e-07,5.3203743632934675e-09
1912,1.5992922897112294e-07,1.5628263128064646e-09
1913,1.7658955187016545e-07,5.833288518886093e-09
1914,1.801424076575131e-07,9.37544086809794e-09
1915,1.2958838624399505e-07,0.0
1916,1.527257182942776e-07,4.394984820521586e-09
1917,1.984922874953554e-07,9.869782324756216e-09
1918,1.6999837271214346e-07,4.594550517822427e-09
1919,1.1970202251632145e-07,1.8415696745321952e-09
1920,1.2418459505170176e-07,9.086678076641874e-09
1921,1.3706673485103238e-07,4.543648568500203e-09
1922,1.4829650751835288e-07,6.640141769764796e-09
1923,1.3376094898376323e-07,3.1847844361720945e-09
1924,1.353620575628156e-07,6.445812328337297e-09
1925,9.568415038074818e-08,3.299453377181294e-09
1926,1.248367453854371e-07,3.343841648018042e-09
1927,1.1260716803462856e-07,6.689535148041159e-09
1928,1.473959372333411e-07,5.713020723163709e-09
1929,1.3368487827847275e-07,2.2280812750352652e-09
1930,1.1343891515025462e-07,5.2518016602221e-09
1931,1.3572373802617221e-07,2.2810713318222042e-09
1932,1.501456523556044e-07,4.383814644626227e-09
1933,1.6403046743107552e-07,4.588264879146209e-09
1934,1.4258080227591563e-07,4.7926320689839486e-09
1935,1.3284795841173036e-07,1.196828414151696e-08
1936,1.5762128668939113e-07,6.0623572828433225e-09
1937,1.6746187725402706e-07,3.777335333410292e-09
1938,1.5687909638018027e-07,1.2965214457594243e-09
1939,9.176430637580779e-08,0.0
1940,1.3693227174371714e-07,7.607348528892999e-09
1941,7.37875680556499e-08,2.9515025978810172e-09
1942,1.2440268903901597e-07,1.2136847082899749e-08
1943,1.1032293656398906e-07,5.806470415592457e-09
1944,7.069009200222354e-08,2.2492303131116387e-08
1945,1.1763921747842687e-07,0.0
1946,1.1972149138728128e-07,9.744772988540262e-09
1947,6.794896734163558e-08,7.152522574216391e-09
1948,1.1306763525453789e-07,6.523132700664291e-09
1949,1.0602369115986221e-07,2.945102384188658e-09
1950,1.0741715072981606e-07,4.2541445921528975e-09
1951,1.3006909682644618e-07,4.264560704569931e-09
1952,1.0755699975106836e-07,3.1634410646574906e-09
1953,9.80418306539832e-08,2.1547654771580937e-09
1954,9.577085080536563e-08,8.795282724349818e-09
1955,7.41462997666531e-08,7.508486277174597e-09
1956,9.418833002428073e-08,1.744228317335228e-09
1957,8.039884136223918e-08,7.068030161150318e-09
1958,7.858631079216138e-08,9.099467845885556e-09
1959,7.518225686453661e-08,2.325224457422337e-09
1960,8.028166575968498e-08,3.460416619915918e-09
1961,9.241051657227217e-08,4.86371165564492e-09
1962,7.673767044025226e-08,5.0735651235811474e-09
1963,7.759263809248296e-08,3.879631726988464e-09
1964,8.274196972024583e-08,1.8251904432275978e-09
1965,5.034279837445865e-08,5.47204326295514e-09
1966,7.311578542612551e-08,1.1078149508847446e-09
1967,7.543413715893621e-08,4.437302081328198e-09
1968,5.3896989982149535e-08,5.3896989093971115e-09
1969,7.266812218631458e-08,3.1792304344691047e-09
1970,1.0163181940470167e-07,5.058597540852361e-09
1971,5.5494691508783944e-08,3.083038491169532e-09
1972,6.05357328709033e-08,4.6171320100540925e-09
1973,6.891504966688444e-08,1.6539611902288698e-09
1974,5.5693160305736455e-08,3.937900228123681e-09
1975,5.6543655091445544e-08,1.7134440533084216e-09
1976,5.713526718409412e-08,2.856763492431469e-09
1977,5.3478714789889636e-08,3.526069214387917e-09
1978,3.9207904478644195e-08,1.0693064211864112e-08
1979,5.442335293537326e-08,5.851973350345929e-10
1980,4.661823638230089e-08,5.6851505725319385e-09
1981,5.819505588533502e-08,6.958104314946922e-09
1982,4.8418517195614186e-08,6.207502289967692e-10
1983,3.536576898000021e-08,4.4207211225000265e-09
1984,5.161117400120929e-08,4.639206796497319e-09
1985,5.0530687190075696e-08,3.0077789148208467e-09
1986,4.615753823600244e-08,3.5966913891627428e-09
1987,4.21646362269712e-08,6.721898593298192e-09
1988,3.897759981441595e-08,8.395175221664886e-09
1989,4.50026007570159e-08,4.390497743145261e-09
1990,5.285191306825254e-08,1.6345953479657283e-09
1991,4.9236309251909915e-08,4.68917216167597e-09
1992,3.636563050690711e-08,4.958949695321735e-09
1993,4.985286850001103e-08,3.323524566667402e-09
1994,3.745197929561073e-08,3.164955852952289e-09
1995,4.2837360325620466e-08,1.0844901643380922e-09
1996,2.829188794351012e-08,4.270473752399084e-09
1997,4.075660342550691e-08,3.835915585170824e-09
1998,3.814503202193009e-08,3.814503379828693e-09
1999,3.838968964942069e-08,5.484241505371301e-09
2000,4.5063920595111995e-08,3.092622158362701e-09
2001,4.381211837767296e-08,3.066848330846028e-09
2002,5.47652696525347e-08,6.133709984368352e-09
2003,5.6670153014692914e-08,4.583615265119079e-09
2004,5.638132805074747e-08,1.7619165015858584e-09
2005,5.6296869388461346e-08,4.503749373441224e-09
2006,5.60033015517547e-08,1.6471559671771274e-09
2007,5.352602627795022e-08,2.3966877371606188e-09
2008,4.9386301270715194e-08,5.5346713878634546e-09
2009,6.484741987833331e-08,4.291373478793048e-09
2010,6.707786326387577e-08,3.7790344187271785e-09
2011,5.850677098351298e-08,3.82397197240536e-10
2012,6.60425030218903e-08,1.7021263287730903e-09
2013,5.80137999861563e-08,2.5102124823206395e-09
2014,4.6340527859456415e-08,3.681256854903836e-09
2015,4.7213056575401424e-08,5.098123256885856e-09
2016,5.3440572855834034e-08,4.556948152156792e-09
2017,4.8048175216308664e-08,4.528100561174142e-09
2018,5.2145626483479646e-08,5.937373259712331e-09
2019,4.413208642972677e-08,3.06118530524202e-09
