year,fallait_VERB entrer_VERB,fallait_VERB rentrer_VERB
1838,6.501526428337456e-08,2.5879863585487328e-08
1839,7.900366938429215e-08,2.6567605004856887e-08
1840,7.579929217627068e-08,1.6561189752906103e-08
1841,5.6500827128047604e-08,1.9903700021473014e-08
1842,4.8970335342346516e-08,2.884553929050071e-08
1843,7.088293330070883e-08,5.493427224223524e-08
1844,7.244901212288823e-08,2.9089374464774664e-08
1845,9.095771247302764e-08,3.0691253982695343e-08
1846,6.439951505399222e-08,2.1076203893244383e-08
1847,5.608952591273919e-08,2.534815024546333e-08
1848,6.275273278788518e-08,2.333114323960217e-08
1849,8.798385664476882e-08,1.4245005175439474e-08
1850,1.1133953137232311e-07,2.0366988096043315e-08
1851,8.061798695280231e-08,2.7087642351375507e-08
1852,8.528814277042329e-08,3.841221740685796e-08
1853,8.83845885368828e-08,2.20961471342207e-08
1854,8.624802916301633e-08,2.961528799971802e-08
1855,9.28714030123956e-08,3.343370380548549e-08
1856,8.128186834710505e-08,3.209857268871019e-08
1857,9.958278468502613e-08,4.5886185517929334e-08
1858,9.39585760306727e-08,3.0830157982109085e-08
1859,9.726051075631403e-08,3.055303920973529e-08
1860,6.362285631666964e-08,2.3801355553132453e-08
1861,8.86601156935285e-08,3.8670901147952463e-08
1862,7.770936605311363e-08,3.072230825296174e-08
1863,6.89257646513397e-08,1.6981710260211003e-08
1864,7.527722800659831e-08,2.6371003158942585e-08
1865,1.0966947172619257e-07,2.729969672543575e-08
1866,6.179328693178832e-08,3.3572728597164314e-08
1867,7.327745521479301e-08,2.523461972714358e-08
1868,1.012674175626671e-07,3.408512938563035e-08
1869,1.0597236865805826e-07,1.904572499711321e-08
1870,6.135432073506308e-08,4.013834242755365e-08
1871,7.753459385639871e-08,1.3807530230280918e-08
1872,9.554796065458504e-08,3.205089882385437e-08
1873,4.968383748860106e-08,3.292302608315367e-08
1874,1.0455566012979034e-07,5.795370938699307e-08
1875,7.952922942422447e-08,2.460256709468922e-08
1876,1.0338685285660176e-07,4.0508300713781864e-08
1877,6.184816214727107e-08,3.463496867084359e-08
1878,6.582606459915041e-08,2.4156355138416075e-08
1879,6.1704184872724e-08,4.826366861720999e-08
1880,6.032775701214632e-08,2.1178893305773272e-08
1881,7.878933416805012e-08,2.7890029841159958e-08
1882,4.2594464844114555e-08,5.790185042542362e-08
1883,6.382532546922448e-08,3.159669503816076e-08
1884,7.723985362417807e-08,5.2813575734944607e-08
1885,6.767917426486747e-08,4.383032248256313e-08
1886,6.130790808356323e-08,2.774989482645651e-08
1887,5.092561039532484e-08,4.961982824625011e-08
1888,5.643147105161006e-08,5.07249175996094e-08
1889,8.019375030698939e-08,3.132568338060082e-08
1890,6.488842529961403e-08,2.6217545467943637e-08
1891,5.609313546983685e-08,3.569563133964948e-08
1892,4.638699024894777e-08,4.325273650351846e-08
1893,8.86811974964985e-08,4.187723234849727e-08
1894,5.5453547531669756e-08,3.528862180246506e-08
1895,4.935263930860856e-08,6.018614584490933e-08
1896,5.484237064479203e-08,2.5357223876198987e-08
1897,3.787363667129284e-08,4.777905004971217e-08
1898,4.4701003787395166e-08,3.281845906144554e-08
1899,5.417026827103655e-08,3.814029270188257e-08
1900,3.8932899570909285e-08,4.360484595622438e-08
1901,5.085752263767063e-08,5.9240633731860726e-08
1902,4.615666782115113e-08,2.2096276808269977e-08
1903,4.806195974538241e-08,2.8621167658116065e-08
1904,3.439760121182189e-08,4.08471514390385e-08
1905,3.8705692873008957e-08,5.212366716023098e-08
1906,3.549487459508782e-08,4.83553357355504e-08
1907,3.5485619775954547e-08,3.3428481316377656e-08
1908,5.746325371092098e-08,3.634427869769752e-08
1909,6.491160320365452e-08,3.850688656825696e-08
1910,4.5959694716657395e-08,4.9700602744451317e-08
1911,3.511446777793026e-08,2.7133907565257687e-08
1912,3.3861237369592345e-08,4.948950049765699e-08
1913,4.030272293675807e-08,4.560571298384275e-08
1914,6.161004506566314e-08,4.085013571852869e-08
1915,3.062998032987707e-08,5.654765544704787e-08
1916,4.9443578120644815e-08,3.29623865980011e-08
1917,3.838248474608008e-08,4.0575770299255964e-08
1918,4.709414369585829e-08,3.5607765624945387e-08
1919,4.4197673076951105e-08,3.9593746947730324e-08
1920,5.1491177543994127e-08,4.921950491620919e-08
1921,3.256281289054641e-08,3.634918854800162e-08
1922,3.8365264742878935e-08,5.2383342108441866e-08
1923,5.095655097875351e-08,3.290944050604594e-08
1924,2.836157442231979e-08,5.801231139912488e-08
1925,4.2892892793133797e-08,4.06932585406139e-08
1926,4.2355324580967135e-08,4.124071395494866e-08
1927,6.020581366783517e-08,4.9056588125040435e-08
1928,7.084145892122251e-08,5.713020456710183e-08
1929,4.4561623724348465e-08,6.907051641746875e-08
1930,4.411513643276521e-08,4.3064773080914165e-08
1931,5.2464642408267537e-08,4.676196141417677e-08
1932,3.616647248350091e-08,5.4797684612140074e-08
1933,3.326492148403304e-08,3.670611903316967e-08
1934,2.2765002327673756e-08,3.5944740517379614e-08
1935,2.393656828303392e-08,4.906996409204112e-08
1936,4.00115567344983e-08,3.15242587589637e-08
1937,2.895957251780601e-08,4.406891207509034e-08
1938,3.5006078036303734e-08,4.148868626430158e-08
1939,3.211750509990452e-08,6.423501019980904e-08
1940,2.5357829613881222e-08,4.3108308034334186e-08
1941,4.132103725851266e-08,7.083606590185809e-08
1942,5.158160121254696e-08,5.158160121254696e-08
1943,3.774205836748479e-08,4.645176332473966e-08
1944,2.8918675454292497e-08,6.7476911169706e-08
1945,5.8819608739213436e-08,8.931866801731303e-08
1946,7.099762910911522e-08,6.821341003160342e-08
1947,4.4107220986688844e-08,6.675687558299614e-08
1948,5.0010683594337024e-08,5.109787437618252e-08
1949,4.417653798327592e-08,4.712163814701853e-08
1950,2.9779013033248702e-08,4.2541444145172136e-08
1951,5.224086763178093e-08,4.584402901741669e-08
1952,6.115985939914026e-08,5.377849987553418e-08
1953,6.572035005092403e-08,5.386913670690774e-08
1954,3.420387528763058e-08,8.59983160239608e-08
1955,4.223523575319632e-08,4.5050917663047585e-08
1956,4.186147961604547e-08,3.750090726839517e-08
1957,3.710716001137371e-08,4.0641172205369e-08
1958,4.880623549752272e-08,4.7979010986409776e-08
1959,3.642851353902188e-08,4.340418868764573e-08
1960,3.3220000972278285e-08,5.536666591865469e-08
1961,4.446821932901912e-08,5.83645380913822e-08
1962,3.9320131151043825e-08,6.088278325933061e-08
1963,4.526237162849611e-08,5.819448034571906e-08
1964,3.9545792418493875e-08,6.144807684904663e-08
1965,3.283226135408768e-08,3.775710055720083e-08
1966,4.431259981174662e-08,4.874385695075034e-08
1967,4.881032111825334e-08,4.9796391010659136e-08
1968,5.479527231955217e-08,5.973583228069401e-08
1969,3.587988572917311e-08,3.9967467557744385e-08
1970,3.357069289222636e-08,3.49503110896876e-08
1971,3.956565919338573e-08,4.521789875866489e-08
1972,3.1806909106535386e-08,4.2067203054330093e-08
1973,2.866866033457427e-08,3.3630541906859435e-08
1974,3.3753430273009144e-08,3.600365872102884e-08
1975,3.4268879289811593e-08,3.712462159910501e-08
1976,3.085304456362792e-08,4.342280490732264e-08
1977,2.291944944943225e-08,3.467301112891619e-08
1978,3.26732525479656e-08,4.455443658457625e-08
1979,3.2185852205657284e-08,3.862302477841695e-08
1980,4.036456857647863e-08,3.183684427199296e-08
1981,3.28928564385933e-08,5.819505588533502e-08
1982,3.662426451001011e-08,4.0969514003563745e-08
1983,3.789189761960188e-08,4.547027643297952e-08
1984,4.1172960152380256e-08,5.4510678637598176e-08
1985,4.8726018775369084e-08,4.571824163690508e-08
1986,2.577628777089558e-08,5.2751470747125495e-08
1987,3.5442738521851425e-08,5.010869941202145e-08
1988,3.2381390013824785e-08,5.217001941559829e-08
1989,4.50026007570159e-08,6.146697018039049e-08
1990,3.868542108875772e-08,5.067245467671455e-08
1991,3.341035181847474e-08,4.396098773895574e-08
1992,4.35285585353995e-08,5.289546578524096e-08
1993,3.600484888011124e-08,4.3205819366676224e-08
1994,4.589186275438806e-08,5.749669895749321e-08
1995,5.314001683132119e-08,5.9104714011937176e-08
1996,3.25623616959092e-08,5.4982351116450445e-08
1997,2.924885578181602e-08,6.473107561077995e-08
1998,3.766822231909828e-08,4.958854304959459e-08
1999,3.1991408633302854e-08,4.753009363867022e-08
2000,3.534425019324772e-08,5.920162138295382e-08
2001,4.381211837767296e-08,4.8193328439083416e-08
2002,4.2497848795619575e-08,5.3889024798081664e-08
2003,3.7502307037584615e-08,6.125376472709831e-08
2004,3.7000248198637564e-08,6.827426091149391e-08
2005,4.5037495510769077e-08,5.4945743954704085e-08
2006,3.459027553276428e-08,7.371023258428977e-08
2007,3.754810862233171e-08,4.47381687251891e-08
2008,3.363377487630714e-08,7.067350082934354e-08
2009,4.958920385433885e-08,8.678110674509298e-08
2010,5.1489344343735866e-08,1.0723010035462721e-07
2011,5.659478574671084e-08,9.827608238310859e-08
2012,7.455313522086726e-08,1.365105362083341e-07
2013,7.697985182630873e-08,1.2551062411603198e-07
2014,6.712880207260241e-08,1.4270283088535507e-07
2015,6.649726458363148e-08,1.387576133993207e-07
2016,6.690428477895694e-08,1.3277289667712466e-07
2017,6.36449684066065e-08,1.1773060748510034e-07
2018,6.81507188460273e-08,1.628905437200956e-07
2019,6.402979124686681e-08,1.316309692356299e-07
