year,veut_VERB envoyer_VERB,veut_VERB renvoyer_VERB
1962,3.805173776072479e-08,7.610347907416326e-09
1963,4.526237162849611e-08,5.1728425987107585e-09
1964,6.935724172763003e-08,1.3384730657151067e-08
1965,4.2134733035936733e-08,1.2585699593614663e-08
1966,5.4836839069594134e-08,9.416426749453422e-09
1967,5.324762497593838e-08,2.1693477236794934e-08
1968,3.727875252934609e-08,1.4372530721118437e-08
1969,3.8150766101807676e-08,2.815889921237158e-08
1970,5.0126104156333895e-08,1.977451802304131e-08
1971,4.881477622120656e-08,1.2332153964678128e-08
1972,5.335352781798974e-08,9.747279428040656e-09
1973,4.520827090459534e-08,1.3231689521830958e-08
1974,5.2880373857533414e-08,2.2502286700643026e-09
1975,4.226495420311949e-08,2.1132477101559743e-08
1976,4.799362685048436e-08,1.9425991482080462e-08
1977,3.0559267116814226e-08,9.402850942308305e-09
1978,4.099008066305032e-08,1.2475242172627077e-08
1979,3.920822067016161e-08,1.2289143924704149e-08
1980,4.207011627954671e-08,1.1370301145063877e-08
1981,5.186950602364959e-08,1.5181319312773667e-08
1982,4.345251625181845e-08,1.924325765401136e-08
1983,3.6628833299801045e-08,3.34711742766558e-08
1984,4.001315900836744e-08,2.2616132966390978e-08
1985,3.7296459254321235e-08,7.820225356169885e-09
1986,4.975423095743281e-08,2.2179596825822046e-08
1987,3.849814689260711e-08,1.9554613928107756e-08
1988,4.017691068725071e-08,1.139345240375178e-08
1989,4.006329135108899e-08,1.7013178421620978e-08
1990,3.160217687536715e-08,1.3621627381610324e-08
1991,4.9822453718206816e-08,1.4653663171770859e-08
1992,3.691662442406596e-08,2.314176583695371e-08
1993,4.2097976660215863e-08,2.3264671966671813e-08
1994,4.8529326335255973e-08,1.8462243289718572e-08
1995,2.982347879765257e-08,1.843633334885908e-08
1996,4.056949975961288e-08,2.4021414191111035e-08
1997,3.931813452595634e-08,1.91795770376757e-08
1998,5.3403049093958543e-08,1.7642078020685403e-08
1999,4.707307255102933e-08,2.1479944933844308e-08
2000,5.169096795043515e-08,2.3415566374751506e-08
2001,4.556460098115167e-08,1.0076787404500465e-08
2002,5.257465929275895e-08,1.7963008858146168e-08
2003,5.708684369665207e-08,1.2084076850271686e-08
2004,4.360743233178255e-08,1.3654853248112886e-08
2005,3.873224585504431e-08,2.1167622321627277e-08
2006,5.1473623585707173e-08,1.8118715416903797e-08
2007,6.750670422661642e-08,1.7176262190332636e-08
2008,3.278228533076799e-08,1.702975893635994e-08
2009,4.8635563132393145e-08,1.3827758493789588e-08
2010,4.865506753048976e-08,1.747803501928047e-08
2011,5.927156720986204e-08,1.5678285336662157e-08
2012,4.629783845189195e-08,1.4297861561374248e-08
2013,4.797295005687374e-08,1.589801357226861e-08
2014,5.933319968676187e-08,1.277612682315521e-08
2015,4.588311242059717e-08,1.6180999651282946e-08
2016,6.607574931649651e-08,1.7813524877396958e-08
2017,5.157003357680878e-08,1.2578056818313144e-08
2018,4.930601349428798e-08,1.755397427416483e-08
2019,5.025446014883528e-08,1.3775333762566788e-08
