year,voulut_VERB apporter_VERB,voulut_VERB rapporter_VERB
1960,6.920833239831836e-09,6.920833350854139e-10
1961,9.72742331128984e-09,6.948159270159238e-10
1962,6.341956293454132e-09,6.341956404476434e-10
1963,1.1638896069143811e-08,6.466053248388448e-10
1964,3.6503808864551957e-09,0.0
1965,5.47204326295514e-09,2.188817349590977e-09
1966,7.754704434148607e-09,2.769537488234164e-09
1967,9.367637332502454e-09,1.4791006197611978e-09
1968,6.737123747768692e-09,2.245707841908029e-09
1969,5.904285060864822e-09,4.5417578031781147e-10
1970,6.438214850135182e-09,0.0
1971,1.0276794526475896e-08,1.0276794970565106e-09
1972,7.182205497002769e-09,5.130146862875051e-10
1973,9.923766697284009e-09,5.513203782392395e-10
1974,5.06301445213353e-09,1.6876715580593782e-09
1975,7.4249242310031605e-09,1.1422960355389478e-09
1976,6.8562320265641574e-09,3.4281160132820787e-09
1977,6.464460078348111e-09,1.7630346071939584e-09
1978,8.316828115084718e-09,1.1881182704343018e-09
1979,5.851973128301324e-09,5.851973350345929e-10
1980,7.390696055153967e-09,0.0
1981,5.69299452024552e-09,1.2651099057237047e-09
1982,3.7245013739806154e-09,0.0
1983,3.157658134966823e-09,0.0
1984,4.059305780401701e-09,0.0
1985,3.0077789148208467e-09,1.8046674155058895e-09
1986,6.593933843390687e-09,5.994485463567401e-10
1987,6.110816741511371e-09,6.110816852533674e-10
1988,3.597932174415064e-09,1.1993107618124554e-09
1989,7.683371272548811e-09,5.488122178931576e-10
1990,1.3621627381610324e-08,5.44865097484859e-10
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,3.856960972825618e-09,1.65298330578878e-09
1993,3.877445031719162e-09,1.1078414852150331e-09
1994,6.329911705904578e-09,1.5824779264761446e-09
1995,1.0844901643380922e-09,2.7112254663563817e-09
1996,1.014237493990322e-08,1.067618438099771e-09
1997,1.054876808126437e-08,0.0
1998,6.675381136744818e-09,0.0
1999,5.941261704833778e-09,1.8280804647829996e-09
2000,1.7672125984802278e-09,2.2090156370779823e-09
2001,3.943090742808408e-09,3.5049694258049158e-09
2002,5.257465574004527e-09,8.76244299341522e-10
2003,1.1667384391955693e-08,1.2500769308587678e-09
2004,8.369103632333008e-09,1.7619165015858584e-09
2005,6.305249655724765e-09,9.007499190971657e-10
2006,4.941467679486777e-09,8.235779835885637e-10
2007,6.391167151065247e-09,1.1983438685803094e-09
2008,3.8316958494988285e-09,1.7029758714315335e-09
2009,7.1522885392028e-09,2.384096253749135e-09
2010,6.613310343794865e-09,0.0
2011,7.265546830836911e-09,0.0
2012,5.446804340891731e-09,6.808505426114664e-10
2013,7.2517249982695375e-09,1.9523875849358774e-09
2014,5.846701789380404e-09,1.2992671383216248e-09
2015,4.876465897751814e-09,1.5516027351836215e-09
2016,7.663958356829426e-09,1.4499380585064614e-09
2017,2.264050280587071e-09,1.2578056374223934e-09
2018,7.744399788123246e-09,2.0651733656507076e-09
2019,6.377469219387422e-09,1.02039510174734e-09
