year,veut_VERB égaler_VERB,veut_VERB régaler_VERB
1872,1.8142017887967654e-09,6.652073114565837e-09
1873,1.2570609442263958e-08,1.496501056408306e-08
1874,4.182226565063729e-09,1.1949218281515073e-09
1875,5.149374260327022e-09,1.716458086775674e-09
1876,2.418405919968336e-09,6.650616057868319e-09
1877,8.658742167710898e-09,0.0
1878,1.6305540029293297e-08,1.2078177347163432e-09
1879,1.0996785704264767e-08,6.10932526790009e-10
1880,5.134277003548959e-09,9.626769603698904e-09
1881,1.1853262815719745e-08,1.3945015142624584e-09
1882,2.6621540527571597e-09,1.1314154946262533e-08
1883,6.951272668587194e-09,1.8326083761621703e-08
1884,4.621187876807653e-09,1.9805090900604227e-09
1885,4.511945095320158e-09,1.2891271383708158e-09
1886,4.5174246565693466e-09,5.808117542471791e-09
1887,1.9586773869484375e-09,1.9586774424595887e-09
1888,5.07249175996094e-09,3.804368819970705e-09
1889,6.891650361495749e-09,4.385595886446936e-09
1890,7.865263995654459e-09,7.865263995654459e-09
1891,1.0836173736095134e-08,1.2748440081367107e-09
1892,1.3163876211308434e-08,1.8805537127519756e-09
1893,3.695050043717174e-09,1.2316833108982905e-09
1894,4.411077725308132e-09,2.520615716150587e-09
1895,3.0093072478365457e-09,1.8055843487019274e-09
1896,1.47425724961181e-08,1.179405795248556e-09
1897,1.1653427112179315e-09,5.826713334045053e-09
1898,2.26334195829736e-09,1.13167097914868e-09
1899,1.6582735185011188e-09,6.080336234504102e-09
1900,2.595526460424935e-09,1.5573159428683425e-09
1901,8.38310842965484e-09,1.676621730339889e-09
1902,2.455141923096704e-09,3.928227076954727e-09
1903,3.7801539676252105e-09,1.0800440541913758e-09
1904,4.837162670412454e-09,5.374625189347171e-10
1905,2.0643036724443675e-09,2.0643036169332163e-09
1906,1.0288368823552219e-08,4.629765903985117e-09
1907,4.6285588695127444e-09,7.199980611716228e-09
1908,7.858222517143076e-09,1.964555629285769e-09
1909,6.60118004702781e-09,5.5009836685826485e-09
1910,1.6032452032632705e-09,5.344150677544235e-10
1911,7.448523575703803e-09,3.1922244847493175e-09
1912,2.6047106693738442e-09,2.6047106693738442e-09
1913,1.3787773589513108e-08,2.6514948014977335e-09
1914,5.357394972094198e-09,2.678697486047099e-09
1915,1.1780761921542648e-09,5.890381071793627e-09
1916,2.307367097387214e-08,0.0
1917,1.5352993543160665e-08,1.0966424435210342e-09
1918,4.594550517822427e-09,0.0
1919,1.4732557396257562e-08,1.8415696745321952e-09
1920,5.300562211374427e-09,6.057785384427916e-09
1921,1.2116395886607734e-08,3.7863738810983705e-09
1922,3.688967686876765e-09,1.4755870969551665e-09
1923,9.554353752605493e-09,3.1847844361720945e-09
1924,6.445812328337297e-09,2.578324886925998e-09
1925,3.299453377181294e-09,2.1996355847875293e-09
1926,8.916910432255065e-09,4.458455382660986e-09
1927,2.2298449753321847e-09,1.1149224876660924e-09
1928,3.4278122562625413e-09,2.2852082448565625e-09
1929,8.912325100141061e-09,1.1140405931087116e-08
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,5.735331320977366e-09,0.0
1934,1.4377896206951846e-08,0.0
1935,2.393656828303392e-09,0.0
1936,4.849885826274658e-09,0.0
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,6.117620188206274e-09
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,9.639558484764166e-09,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,2.174377566888097e-09
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,1.1698897850465073e-08,2.1270722960764488e-09
1951,5.330700769690111e-09,2.1322803522849654e-09
1952,3.1634410646574906e-09,0.0
1953,6.464296653518886e-09,5.386913581872932e-09
1954,1.4658803948464083e-08,1.9545072227344917e-09
1955,4.6928039232341234e-09,0.0
1956,3.488456634670456e-09,2.616342476002842e-09
1957,2.6505113659425206e-09,2.6505113659425206e-09
1958,5.790570245522986e-09,1.6544486891589827e-09
1959,7.750747599288843e-09,7.750747821333448e-10
1960,3.460416619915918e-09,1.3841666701708277e-09
1961,6.25334317660986e-09,0.0
1962,6.976152100435229e-09,6.976152100435229e-09
1963,4.526237162849611e-09,6.466053248388448e-10
1964,9.125952327160292e-09,4.258777774879263e-09
1965,8.755269398363907e-09,5.472043373977442e-10
1966,6.6468897053084675e-09,2.769537488234164e-09
1967,1.0846738618397467e-08,3.451234853457663e-09
1968,6.287982134978165e-09,8.982831700699023e-10
1969,4.541757636644661e-09,0.0
1970,7.81783243697376e-09,4.1388523719376735e-09
1971,1.0790635052160269e-08,2.569198631618974e-09
1972,4.104117490300041e-09,0.0
1973,9.923766697284009e-09,1.6539611902288698e-09
1974,6.750686232237513e-09,0.0
1975,1.028066431985053e-08,0.0
1976,2.285410749536254e-09,2.285410749536254e-09
1977,9.402850942308305e-09,0.0
1978,5.940591130126904e-09,1.7821774056514528e-09
1979,1.1118749476679568e-08,5.851973350345929e-10
1980,3.411090521154847e-09,0.0
1981,3.795329828193417e-09,6.325549528618524e-10
1982,1.1173503899897241e-08,2.483000915987077e-09
1983,8.84144257806696e-09,1.89459470334441e-09
1984,2.3196033982486597e-09,0.0
1985,7.820225356169885e-09,0.0
1986,5.994485352545098e-09,0.0
1987,4.277571630240118e-09,2.4443267410134695e-09
1988,8.994830602571113e-09,0.0
1989,4.939309850016116e-09,2.7440609784434855e-09
1990,5.448650863826288e-09,0.0
1991,7.033758464558559e-09,1.1722930404189924e-09
1992,7.713921945651236e-09,5.509944167592096e-10
1993,1.2186256448387667e-08,0.0
1994,1.2659824188965274e-08,0.0
1995,5.964695848348356e-09,5.422450821690461e-10
1996,5.3380921904988554e-09,0.0
1997,1.4384683666435194e-08,3.3564262480467733e-09
1998,4.291316191284977e-09,1.43043876743576e-09
1999,7.312321692598545e-09,1.3710603763428253e-09
2000,1.0603275590881367e-08,1.7672125984802278e-09
2001,7.0099388516098315e-09,1.3143635069212678e-09
2002,8.762443215459825e-09,2.1906108038649563e-09
2003,3.7502307925763034e-09,3.333538334260311e-09
2004,1.189293641346012e-08,4.404791253964646e-10
2005,1.0358624180639708e-08,4.5037495954858286e-10
2006,1.070651389767363e-08,0.0
2007,4.393927444112933e-09,7.988958938831558e-10
2008,9.79211112195344e-09,0.0
2009,6.675469732542183e-09,4.76819250749827e-10
2010,8.030448306328708e-09,2.3618964561933353e-09
2011,2.2943831279320648e-09,7.64794394481072e-10
2012,5.1063788752969685e-09,1.0212758416727752e-09
2013,4.741512515948898e-09,5.578250084070646e-10
2014,6.279790867869117e-09,1.9489005964601347e-09
2015,2.659890530054554e-09,1.994917786518613e-09
2016,3.935546111222266e-09,1.4499380585064614e-09
2017,2.5156112748447867e-09,7.54683426862357e-10
2018,3.872200171617379e-09,1.0325866828253538e-09
2019,2.806086474294034e-09,1.53059265262101e-09
