year,veut_VERB acheter_VERB,veut_VERB racheter_VERB
1929,1.1808830890913669e-07,1.7824650200282122e-08
1930,8.612954616182833e-08,3.1510811737689437e-09
1931,1.2089678591564734e-07,3.4216069977333063e-09
1932,8.438843224212178e-08,1.0959536389520963e-08
1933,8.602996359741155e-08,1.0323596200123575e-08
1934,7.907843269094883e-08,1.1981580172459871e-08
1935,7.77938495843955e-08,9.574627313213568e-09
1936,6.911087524485993e-08,1.576212937948185e-08
1937,9.317427185351335e-08,1.3850230295986421e-08
1938,1.1020432566510863e-07,7.779128452511941e-09
1939,9.635251529971356e-08,1.5294050470515685e-08
1940,8.875240098404902e-08,1.0143131667916805e-08
1941,7.083606590185809e-08,5.9030051957620344e-09
1942,7.282108072104165e-08,1.2136847082899749e-08
1943,1.2483911859817454e-07,2.9032352077962287e-09
1944,7.390327994016843e-08,6.4263723231761105e-09
1945,1.3071024795863195e-07,4.357008087652048e-09
1946,1.0858461507723405e-07,6.960552134671616e-09
1947,1.0132740158041997e-07,3.5762612871081956e-09
1948,9.458542393758762e-08,1.0871888278529696e-08
1949,6.184715317658629e-08,6.8719057111366055e-09
1950,9.571825643206466e-08,6.381216888229346e-09
1951,8.315893040844458e-08,3.1984206394497505e-09
1952,8.224947123380844e-08,8.435843135146115e-09
1953,6.679773179030235e-08,1.2928593307037772e-08
1954,9.088458341466321e-08,1.172704333640695e-08
1955,9.948744406074184e-08,1.407841132561316e-08
1956,8.721141853129666e-08,1.0465369904011368e-08
1957,8.216584745923683e-08,5.301022731885041e-09
1958,7.114129374485856e-08,1.2408365002158916e-08
1959,9.688434943200264e-08,3.100299128533379e-09
1960,6.920833328649678e-08,1.2457499920515147e-08
1961,8.615717206339468e-08,9.03260666262895e-09
1962,9.259256472660127e-08,6.341956293454132e-09
1963,8.729171696586491e-08,1.0992290633282664e-08
1964,1.1072822303503926e-07,6.6923653285755336e-09
1965,8.481666924353704e-08,1.3132904541635071e-08
1966,1.1521275666837028e-07,9.416426749453422e-09
1967,1.1684895184771449e-07,5.423369309198733e-09
1968,9.29723071863009e-08,1.0330256650092906e-08
1969,1.1626899976135974e-07,1.6350327314285096e-08
1970,9.473373552282283e-08,9.657322941336588e-09
1971,8.478355795205061e-08,6.166076982339064e-09
1972,9.43947000564549e-08,1.0260293947794707e-08
1973,7.332560869599547e-08,1.2129047988196362e-08
1974,1.237625752992244e-07,1.0688586016271984e-08
1975,1.0509123171686952e-07,7.4249242310031605e-09
1976,1.028434866157113e-07,1.3712464053128315e-08
1977,9.990529292736028e-08,7.052138428775834e-09
1978,1.1049500159288073e-07,1.485147826940647e-08
1979,1.1879505734668783e-07,2.2237498953359136e-08
1980,1.0858637722321873e-07,9.096241093686785e-09
1981,1.2651099723370862e-07,1.3283654176632353e-08
1982,1.1173504077532925e-07,4.966001831974154e-09
1983,9.283514401658977e-08,8.841442245000053e-09
1984,1.1366056895667498e-07,8.69851302098823e-09
1985,9.263959555028123e-08,1.2632671797518924e-08
1986,1.288814388544779e-07,1.978180286243969e-08
1987,8.43292724539424e-08,1.7721369260925712e-08
1988,1.2113038394545583e-07,1.8589316752581908e-08
1989,1.163481897492602e-07,1.7561990972581043e-08
1990,1.3894060657548835e-07,1.0352437129768077e-08
1991,9.847261850381983e-08,1.4653663171770859e-08
1992,1.0138297312778377e-07,1.0468894195980738e-08
1993,9.749005158710133e-08,1.0524494165053966e-08
1994,1.0760849988855625e-07,8.439882570598911e-09
1995,1.0519554649590646e-07,1.843633334885908e-08
1996,1.1423517065622946e-07,1.1209993822092201e-08
1997,9.973380343808458e-08,9.58978851883785e-09
1998,8.153500630214694e-08,1.5258013519314773e-08
1999,1.0328654553859451e-07,6.8553016596695215e-09
2000,8.703521814368287e-08,1.6346715980830595e-08
2001,1.1259714227662698e-07,1.7524847351069184e-08
2002,1.0208245981857544e-07,1.8401129509015846e-08
2003,1.0750660806024825e-07,1.1667384391955693e-08
2004,1.0307211795179683e-07,6.166707589017051e-09
2005,1.0403661576674494e-07,1.9366122927522156e-08
2006,1.1241839814601917e-07,1.729513776638214e-08
2007,1.3181782776428008e-07,1.7975157362570826e-08
2008,1.1580235792507665e-07,1.5326783397995314e-08
2009,1.2492664325236547e-07,1.3350939020995156e-08
2010,1.3651761321398226e-07,1.4171378737160012e-08
2011,1.5181169032985053e-07,1.4531093661673822e-08
2012,1.3038287249855784e-07,1.838296448397614e-08
2013,1.4670797554572346e-07,1.589801357226861e-08
2014,1.3339142412860383e-07,1.5591204771681078e-08
2015,1.5094877880983404e-07,1.551602757388082e-08
2016,1.4685801374980656e-07,2.2163337831671015e-08
2017,1.1345407102680838e-07,3.7985731893286356e-08
2018,1.3191295522574364e-07,1.3939920329164579e-08
2019,1.234678137507217e-07,2.219359274135968e-08
