year,peut_VERB approcher_VERB,peut_VERB rapprocher_VERB
1875,1.8022809911144577e-07,6.041932465450373e-07
1876,1.4389515001766995e-07,5.834404532834014e-07
1877,1.3544746479965397e-07,5.485931637849717e-07
1878,1.1957395429362805e-07,7.367688112935866e-07
1879,1.2035370389185118e-07,5.272347607387928e-07
1880,1.2771513979714655e-07,5.070098723081173e-07
1881,9.27343535295222e-08,5.571033625528798e-07
1882,1.1646923780972429e-07,5.137957259648829e-07
1883,1.1627583518247775e-07,8.575343031225202e-07
1884,1.425966615897778e-07,6.278214073063282e-07
1885,1.2311164709899458e-07,6.896830200275872e-07
1886,9.034849313138693e-08,6.943927246538806e-07
1887,1.0380990289604597e-07,7.279750775524008e-07
1888,1.1666730870274478e-07,7.412178320009843e-07
1889,1.0776034997661554e-07,8.056965725700138e-07
1890,1.0487018187177455e-07,6.344645839817531e-07
1891,1.1983533454440476e-07,7.751051498416928e-07
1892,1.0907211844823905e-07,7.315354082493286e-07
1893,9.91505046954444e-08,8.430872071585327e-07
1894,7.246769939683873e-08,6.881280683046498e-07
1895,7.76401236635138e-08,6.578345619345782e-07
1896,1.0201860334291268e-07,7.330007179007225e-07
1897,7.866063356232189e-08,7.685435434723331e-07
1898,1.2504963819992554e-07,7.486003710255318e-07
1899,1.1442087100022036e-07,7.312985985663545e-07
1900,9.966822034357392e-08,7.480307431251276e-07
1901,1.0842153841394975e-07,7.751580710646522e-07
1902,1.2570326646255126e-07,8.7550358784938e-07
1903,8.370341220143018e-08,7.554908165730012e-07
1904,9.51308649632665e-08,9.367971642859629e-07
1905,1.1663315291343679e-07,8.138517273437174e-07
1906,6.687439935149087e-08,7.61339322252752e-07
1907,1.0234258240870986e-07,7.750264785499894e-07
1908,1.0608600575778837e-07,8.113614740068442e-07
1909,9.846760917753272e-08,8.88408862920187e-07
1910,1.0848626175175013e-07,8.368940029868099e-07
1911,1.0055507004835817e-07,9.135082450484333e-07
1912,9.533241041026486e-08,8.24130438559223e-07
1913,8.696903108784682e-08,1.0022650940300082e-06
1914,6.763711013491047e-08,8.484774411954277e-07
1915,8.953379193599176e-08,6.903526355017675e-07
1916,9.888715624128963e-08,6.801238896514405e-07
1917,7.23783983858084e-08,6.854015168755723e-07
1918,8.614782132099208e-08,7.362767178165086e-07
1919,8.471220525052559e-08,6.252129196582246e-07
1920,9.76817915443462e-08,7.965987833813415e-07
1921,8.55720472259236e-08,7.345565222749428e-07
1922,9.443757420513066e-08,7.532872245974431e-07
1923,7.961961046021315e-08,9.766672519617714e-07
1924,1.1602462279824977e-07,8.108831934805494e-07
1925,8.688560626524122e-08,8.56758049394557e-07
1926,6.910605776511147e-08,7.913758395261539e-07
1927,1.103773286104115e-07,8.038591090553382e-07
1928,8.912311955100449e-08,7.815412459422078e-07
1929,1.1251810150270103e-07,7.341527634707745e-07
1930,1.1133819555197988e-07,9.621301160223084e-07
1931,1.0036713860017699e-07,7.242401238727325e-07
1932,1.1288322809832607e-07,8.296369173876883e-07
1933,9.635355979753513e-08,7.008574698375014e-07
1934,9.70508011732818e-08,7.931806180749845e-07
1935,9.933675926276919e-08,7.779384532113909e-07
1936,1.0912243197935823e-07,8.620672247161565e-07
1937,7.051026074123001e-08,8.360502192772401e-07
1938,1.0890779833516717e-07,7.260520078489208e-07
1939,8.870549095263414e-08,7.341144510064623e-07
1940,9.63597486247636e-08,7.150907777031534e-07
1941,8.559357667081713e-08,8.323237352669821e-07
1942,1.153000468434584e-07,9.132977538683917e-07
1943,1.1903264152124393e-07,7.954864713610732e-07
1944,8.032965581605822e-08,9.253976145373599e-07
1945,1.1546071476686848e-07,6.884072831780941e-07
1946,1.1832938895395273e-07,7.252895102283219e-07
1947,1.3828210398969532e-07,7.998904152373143e-07
1948,9.893417995954223e-08,7.871246907598106e-07
1949,9.522498345404529e-08,6.901356641719758e-07
1950,1.031630034731279e-07,8.763537948652811e-07
1951,9.915103760249622e-08,9.06219156604493e-07
1952,9.701219738644795e-08,7.887513220339315e-07
1953,8.942276963352924e-08,7.056856929921196e-07
1954,1.1531592747360264e-07,7.534625297012099e-07
1955,1.2858282616434735e-07,8.109165037240018e-07
1956,1.569805476719921e-07,7.203663017207873e-07
1957,1.1397198562690392e-07,8.101729349618836e-07
1958,1.2408365535065968e-07,7.808997679603635e-07
1959,1.3486301497778186e-07,7.153940373427758e-07
1960,1.2249874714598263e-07,8.616437412456435e-07
1961,1.361839281344146e-07,8.296102009808237e-07
1962,1.1732619498161512e-07,8.428460205323063e-07
1963,1.3837353662893292e-07,7.810992315171461e-07
1964,1.1377020570080276e-07,8.103845630103024e-07
1965,1.2530979631719674e-07,7.803133712513954e-07
1966,1.3404560661456344e-07,7.117711220416822e-07
1967,1.2128624859997217e-07,7.612438253090659e-07
1968,1.2890363620954304e-07,7.415327445414732e-07
1969,1.326193341810722e-07,7.089684004313312e-07
1970,1.2324582598921552e-07,6.824507750025077e-07
1971,1.2332154142313811e-07,6.638809395553835e-07
1972,1.1440227609682552e-07,7.064212468321784e-07
1973,1.4720254171152192e-07,7.525522960349917e-07
1974,1.1813700240281833e-07,7.960184120747726e-07
1975,1.1422960710660846e-07,7.3164062541764e-07
1976,1.1427053436818824e-07,6.970502681724611e-07
1977,1.1224653206909352e-07,7.369484364971868e-07
1978,1.556434909844029e-07,7.85940244441008e-07
1979,1.462993282075331e-07,7.145259246499336e-07
1980,1.449713380452522e-07,7.578306053801498e-07
1981,1.2967376505912398e-07,7.508427302127529e-07
1982,1.2290854556340491e-07,7.417964980049874e-07
1983,1.1557028045672268e-07,6.353208164000534e-07
1984,1.3221739436630742e-07,7.364740781667933e-07
1985,1.2752983025166031e-07,6.821642841714493e-07
1986,1.228869450642378e-07,6.965591978769226e-07
1987,1.1488335616149925e-07,6.300252266555617e-07
1988,1.4331763509289885e-07,7.285813126145513e-07
1989,1.1250650544525342e-07,5.795457127533155e-07
1990,1.3240222074273333e-07,5.889991712137999e-07
1991,1.1781545339317745e-07,6.44761144030781e-07
1992,1.449115245577559e-07,6.556833795912098e-07
1993,1.1632335628064538e-07,6.314696747722337e-07
1994,1.1657587606350717e-07,6.26661289970798e-07
1995,1.1820942802387435e-07,6.615389906983182e-07
1996,1.233099311548358e-07,6.92884384534409e-07
1997,1.136389968792173e-07,6.10869562933658e-07
1998,1.3684531552371482e-07,7.128353445295943e-07
1999,1.3527795772461104e-07,6.338868843158707e-07
2000,1.2812292027319927e-07,6.980489501984266e-07
2001,1.358175722998567e-07,6.40533187379333e-07
2002,1.235504498708906e-07,7.500651122427371e-07
2003,1.2584106912072457e-07,6.954594482522225e-07
2004,1.4007235904500703e-07,6.448614158216515e-07
2005,1.4411997995011916e-07,6.255708058233722e-07
2006,1.334196326752135e-07,6.773929044356919e-07
2007,1.37809536226996e-07,5.7640340855869e-07
2008,1.3325785630513565e-07,5.232393505139044e-07
2009,1.473371469273843e-07,4.720510560218827e-07
2010,1.483271034885547e-07,4.2703089775386616e-07
2011,1.5410607545618404e-07,3.372743151430768e-07
2012,1.4978711249113985e-07,3.0876572054694407e-07
2013,1.3527255759981927e-07,2.9648398935933074e-07
2014,1.268950882149511e-07,2.810747901094146e-07
2015,1.3676270782525535e-07,2.7197378926757665e-07
2016,1.487222220930562e-07,2.7362401056052477e-07
2017,1.2703837626304448e-07,2.6841573230740323e-07
2018,1.1694044133037096e-07,2.4007641741263797e-07
2019,1.1377405684243058e-07,2.505069858216302e-07
