year,pouvait_VERB assembler_VERB,pouvait_VERB rassembler_VERB
1983,3.78918940668882e-09,2.462973291983417e-08
1984,1.1598016991243298e-09,1.9716628330002095e-08
1985,2.4062232206745193e-09,3.188245756291508e-08
1986,5.994485463567401e-10,1.8582904104391673e-08
1987,1.8332451112712533e-09,2.199894133525504e-08
1988,1.798966087207532e-09,2.7584148298842592e-08
1989,1.0976244357863152e-09,2.798942233539492e-08
1990,5.448650863826288e-09,3.3236769780842224e-08
1991,4.68917216167597e-09,3.3996499837485317e-08
1992,1.65298330578878e-09,2.7549720726938176e-08
1993,3.323524566667402e-09,1.883330469354405e-08
1994,2.1099706426497278e-09,3.164955941770131e-08
1995,2.168980273165033e-09,2.4943274112843028e-08
1996,5.338092190498855e-10,2.3487604750016544e-08
1997,4.794894259418925e-09,2.6851409984374186e-08
1998,1.43043876743576e-09,1.859570453177639e-08
1999,1.3710603763428253e-09,2.559312584082818e-08
2000,2.2090156370779823e-09,2.7391795498488136e-08
2001,0.0,2.8477876057309004e-08
2002,3.9430991805033955e-09,1.752488643091965e-08
2003,1.6667691671301554e-09,2.5001536840818517e-08
2004,8.809582507929292e-10,2.334539317416784e-08
2005,3.602999676388663e-09,2.34194974524371e-08
2006,2.4707338397433887e-09,2.84134404893166e-08
2007,2.396687653893892e-09,2.3966876483427768e-08
2008,8.514879357157668e-10,3.15050527888161e-08
2009,2.384096253749135e-09,3.147006921722095e-08
2010,9.447586046817946e-10,2.8815136943194375e-08
2011,2.6767803529281764e-09,1.9502257586623273e-08
2012,5.446804396402882e-09,3.744677812278496e-08
2013,3.6258624991347688e-09,3.3190588055731496e-08
2014,3.248167693148396e-09,3.551330252093976e-08
2015,3.989835573037226e-09,3.2805317573547654e-08
2016,3.31414412579889e-09,3.604131748602413e-08
2017,1.7609279590047322e-09,2.616235761365715e-08
2018,4.904786743420431e-09,3.3300921131740324e-08
2019,6.887667047816848e-09,3.290774230890747e-08
