year,fallut_VERB envoyer_VERB,fallut_VERB renvoyer_VERB
1920,6.96645301445642e-08,1.2872794385998532e-08
1921,6.512562578109282e-08,4.543648568500203e-09
1922,5.016996240669869e-08,1.3280283539529592e-08
1923,4.0340601970001444e-08,5.307974060286824e-09
1924,3.738571052736006e-08,7.734974438733389e-09
1925,4.8391981977147225e-08,7.698724324711748e-09
1926,4.458455293843144e-08,2.229227691330493e-09
1927,4.6826745148109694e-08,1.2264147031260109e-08
1928,5.5987602110008083e-08,1.1426041446327417e-08
1929,4.233354289340241e-08,1.4482528065684619e-08
1930,3.676261073337628e-08,4.201441416995522e-09
1931,3.42160717536899e-08,9.124285327288817e-09
1932,4.164623845781534e-08,4.383814644626227e-09
1933,3.9000251916831985e-08,2.2941324395731044e-09
1934,3.2350264689284813e-08,7.188948103475923e-09
1935,3.351119559624749e-08,2.393656828303392e-09
1936,2.66743711563322e-08,1.33371855781661e-08
1937,4.1550688223424004e-08,6.295559185076627e-09
1938,2.5930429359277696e-08,1.2965214679638848e-08
1939,2.141167065872196e-08,7.647025235257843e-09
1940,5.832300686847702e-08,1.5214697057785997e-08
1941,4.132103725851266e-08,2.9515025978810172e-09
1942,4.5513175450651033e-08,9.102635090130207e-09
1943,4.3548528338988035e-08,8.709705845433291e-09
1944,3.213186161588055e-08,1.927911696952833e-08
1945,3.0499055725385915e-08,6.535512131478072e-09
1946,5.707652661612883e-08,8.352662561605939e-09
1947,3.337843779149807e-08,1.1920871401116528e-08
1948,4.1313175103141475e-08,8.697510267552389e-09
1949,5.2030145525350235e-08,7.853606653895895e-09
1950,4.2541444145172136e-08,1.0635361036293034e-08
1951,3.731490494374157e-08,5.330700769690111e-09
1952,1.8980646387944944e-08,4.2179215675730575e-09
1953,3.5553629373907825e-08,5.386913581872932e-09
1954,2.443134050622575e-08,5.863521668203475e-09
1955,2.815682265122632e-08,8.447047505910632e-09
1956,2.616342520411763e-08,3.488456634670456e-09
1957,3.0922631566454584e-08,1.0602045463770082e-08
1958,3.887954491688106e-08,6.617794756635931e-09
1959,1.9376869886400527e-08,6.975672928177801e-09
1960,2.2838749558218296e-08,9.689166802218097e-09
1961,2.848745239703021e-08,9.72742331128984e-09
1962,3.107558654846798e-08,6.976152100435229e-09
1963,4.138274078968607e-08,6.466053470433053e-09
1964,1.5818317322668918e-08,4.867174663303331e-09
1965,3.3926667697414814e-08,6.0192477668863376e-09
1966,2.658755882123387e-08,7.200797291773142e-09
1967,3.007504645324843e-08,5.423369309198733e-09
1968,2.649935382237345e-08,1.122853987567396e-08
1969,2.7704722072030563e-08,4.541757636644661e-09
1970,2.2993624781975086e-08,8.277704743875347e-09
1971,3.134422499329048e-08,6.679916619845017e-09
1972,2.975485102751918e-08,4.6171320100540925e-09
1973,1.874489363729026e-08,4.410563025913916e-09
1974,1.912694358452427e-08,5.06301445213353e-09
1975,2.627280792921738e-08,3.998036124386317e-09
1976,1.8283285996290033e-08,1.7140580066410394e-09
1977,1.7630345183761165e-08,1.23412418062685e-08
1978,2.4950484345254154e-08,7.72276909088987e-09
1979,1.1703946256602649e-08,2.3407893401383717e-09
1980,2.8425754194927322e-08,6.253665585376211e-09
1981,1.8976647808699454e-08,1.2651099057237047e-09
1982,1.6760255405756652e-08,1.8622506869903077e-09
1983,1.8314416649900522e-08,5.052252838311233e-09
1984,2.145633182237816e-08,5.799008495621649e-10
1985,1.804667348892508e-08,3.609334831011779e-09
1986,1.8582904104391673e-08,5.395036861699509e-09
1987,1.3443797186596385e-08,2.4443267410134695e-09
1988,1.8589316752581908e-08,9.594486094499644e-09
1989,2.1952487827547884e-08,1.6464366536794728e-09
1990,9.262707045820662e-09,3.2691906959314565e-09
1991,1.641210189973208e-08,5.2753188484189195e-09
1992,1.4876849085965205e-08,4.958949695321735e-09
1993,1.1632335983335906e-08,2.7696036575264316e-09
1994,1.0549853435293244e-08,2.637463358823311e-09
1995,1.4098372247417501e-08,5.422450821690461e-10
1996,2.1886178203089912e-08,3.2028553142993132e-09
1997,1.054876808126437e-08,2.876936688878118e-09
1998,1.2397135762398648e-08,1.43043876743576e-09
1999,1.2339542720951613e-08,3.656160929565999e-09
2000,8.83606254831193e-09,3.092622158362701e-09
2001,1.664860427297299e-08,4.381211837767296e-09
2002,1.5334276071143904e-08,2.1906108038649563e-09
2003,1.5417615628621206e-08,8.333845835650777e-10
2004,1.189293641346012e-08,3.9643119897903034e-09
2005,9.007498746882447e-09,3.602999676388663e-09
2006,1.2353670086895363e-08,2.8825228870488218e-09
2007,5.192823504529542e-09,1.997239706952314e-09
2008,1.0643598891135753e-08,1.7029758714315335e-09
2009,1.6211854969583328e-08,1.907277002999308e-09
2010,1.1809482280966677e-08,2.3618964561933353e-09
2011,1.0707121411712706e-08,1.1471915639660324e-09
2012,9.19148224198807e-09,2.0425516833455504e-09
2013,1.4503449996539075e-08,1.1156500168141292e-09
2014,1.7540106256319632e-08,1.7323561474213989e-09
2015,1.8619234154471087e-08,3.32486305154589e-09
2016,2.278474120487317e-08,6.628288140575478e-09
2017,8.301517695485927e-09,1.7609279590047322e-09
2018,1.3423626654684995e-08,3.3559066636712487e-09
2019,6.887666881283394e-09,5.1019755087367e-10
