year,doivent_VERB emporter_VERB,doivent_VERB remporter_VERB
1848,6.43617736884039e-09,4.02261068899179e-09
1849,1.256912263158938e-08,0.0
1850,4.2091777174846357e-08,6.788996032014438e-10
1851,3.418202609850596e-08,2.1283147688677673e-08
1852,1.1718981340891332e-08,2.6042181744401205e-09
1853,9.555090940693844e-09,4.777545470346922e-09
1854,1.1430461910322265e-08,4.676098175337984e-09
1855,2.388121700391821e-08,7.960405667972736e-09
1856,1.5531567143511893e-08,6.73034605824796e-09
1857,2.2943092758964667e-08,2.9289055625270066e-09
1858,2.397901255335455e-08,2.936205500958522e-09
1859,1.782260738991681e-08,3.5645213447565993e-09
1860,1.4646988510946812e-08,1.8308735638683515e-09
1861,3.159695793897299e-08,1.4147891747029462e-09
1862,3.11741068514948e-08,2.2589932147099034e-09
1863,1.4983863039219614e-08,1.4983863039219614e-09
1864,1.7740493518658695e-08,9.589455896019672e-10
1865,6.118897832863013e-09,9.41368871743009e-10
1866,1.9949013108089275e-08,5.838735717134114e-09
1867,3.396968040192405e-08,3.396968040192405e-09
1868,1.6301584082611953e-08,0.0
1869,1.5627261262807224e-08,9.767038289254515e-10
1870,2.5229814681893004e-08,2.2936195165357276e-09
1871,2.2304472935275044e-08,0.0
1872,3.5679303067581714e-08,0.0
1873,3.292302608315367e-08,1.7958012854535355e-09
1874,3.345781252050983e-08,5.974609140757536e-10
1875,1.4303817685856757e-08,2.8607636259891933e-09
1876,1.5719638923883394e-08,6.04601479992084e-10
1877,1.9172929910382663e-08,1.2369631985365004e-09
1878,1.69094480639842e-08,0.0
1879,1.649517855639715e-08,6.10932526790009e-10
1880,1.9895322722618403e-08,1.2835692508872398e-09
1881,9.064259565150223e-09,6.972507571312292e-10
1882,3.7270154962243396e-08,1.3310770263785798e-09
1883,1.3902545781263598e-08,6.319338941018771e-10
1884,2.706695667598069e-08,1.3203393933736152e-09
1885,1.6114089618213256e-08,6.445635691854079e-10
1886,2.968593371122097e-08,0.0
1887,4.243801043912754e-08,3.9173548849191775e-09
1888,2.4728397107764977e-08,6.340614699951175e-10
1889,2.944614330147033e-08,5.012109394186837e-09
1890,2.4251230357208442e-08,6.554386478008212e-10
1891,1.4023283867459213e-08,6.374220040683554e-10
1892,2.193979398157353e-08,0.0
1893,3.633465794905533e-08,4.926733243593162e-09
1894,3.654892921645114e-08,1.2603078580752936e-09
1895,1.2639090662958097e-08,3.0093072478365457e-09
1896,1.533227589334274e-08,5.89702897624278e-10
1897,1.4566784223291052e-08,5.826713556089658e-10
1898,1.640922953072277e-08,1.13167097914868e-09
1899,3.427098604902312e-08,4.9748205555033564e-09
1900,2.9589003247565415e-08,5.191053142894475e-10
1901,2.235495522029396e-08,3.353243460679778e-09
1902,2.7006560543441083e-08,3.437198747846537e-09
1903,1.4580594509538969e-08,2.1600881083827517e-09
1904,2.042357571951925e-08,3.2247751136083025e-09
1905,1.7030505006232488e-08,3.6125313851442797e-09
1906,1.8519063615940468e-08,4.629765903985117e-09
1907,1.2857108266928208e-08,1.5428529565042481e-09
1908,2.553922229253658e-08,3.437972351250096e-09
1909,1.7603147384193107e-08,5.5009836685826485e-09
1910,1.336037680488289e-08,2.67207544979442e-09
1911,1.8621308939259507e-08,2.128149656499545e-09
1912,1.5628263128064646e-08,5.209421227725386e-10
1913,1.6969567084856862e-08,1.060597942803554e-09
1914,1.339348720819089e-08,8.036092680185902e-09
1915,4.830112487752558e-08,1.8849219074468238e-08
1916,1.648119329900055e-08,1.3184954461564757e-08
1917,2.1932848426331475e-08,7.676496771580332e-09
1918,5.743188147278033e-09,0.0
1919,1.4732557396257562e-08,0.0
1920,1.3630017114962811e-08,3.028892692213958e-09
1921,1.6660044011018726e-08,7.572747429129834e-10
1922,1.549366501762961e-08,0.0
1923,1.9108707505210987e-08,1.0615948120573648e-09
1924,1.5469948877466777e-08,5.156649773851996e-09
1925,2.639562701745035e-08,2.1996355847875293e-09
1926,1.3375366592072169e-08,3.343841648018042e-09
1927,1.0034302277972529e-08,0.0
1928,1.9424270192303084e-08,1.1426041224282812e-09
1929,1.6710609784809094e-08,1.1140406375176326e-09
1930,1.1553964007759987e-08,0.0
1931,1.4826963656844327e-08,1.1405356659111021e-09
1932,2.082311922890767e-08,8.767629289252454e-09
1933,1.8353059516584835e-08,1.1470662197865522e-09
1934,9.585264137967897e-09,2.3963160344919743e-09
1935,1.555876849579363e-08,2.393656828303392e-09
1936,1.9399543305098632e-08,2.424942913137329e-09
1937,2.392312481447334e-08,1.2591118148108649e-09
1938,1.6854778905894818e-08,3.8895642262559704e-09
1939,2.5999884911698246e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,0.0,0.0
1944,2.5705489292704442e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,1.6705325123211878e-08,2.7842208538686464e-09
1947,7.152522574216391e-09,3.5762612871081956e-09
1948,1.848220954059343e-08,2.174377566888097e-09
1949,1.668891336237266e-08,3.9268033269479474e-09
1950,1.4889506516624351e-08,2.1270722960764488e-09
1951,1.5992101864981123e-08,1.0661401761424827e-09
1952,2.319856839960721e-08,5.272402070488624e-09
1953,2.477980309834038e-08,4.3095309543161875e-09
1954,2.14995790059902e-08,1.9545072227344917e-09
1955,3.2849627018549654e-08,1.8771215692936494e-09
1956,1.5698054411927842e-08,1.744228317335228e-09
1957,9.718541527092839e-09,1.7670075402875796e-09
1958,2.0680609225109947e-08,8.272243445794913e-10
1959,1.705164542897819e-08,1.5501495642666896e-09
1960,1.3841666479663672e-08,1.3841666701708277e-09
1961,9.03260666262895e-09,6.94815938118154e-09
1962,1.0147130247162295e-08,6.341956404476434e-10
1963,1.1638896069143811e-08,0.0
1964,1.3993127545575135e-08,3.041984220075733e-09
1965,9.849678406226303e-09,1.0944086747954884e-09
1966,1.3293779410616935e-08,1.1078149508847446e-09
1967,1.6763140209263838e-08,1.4791006197611978e-09
1968,6.287982134978165e-09,4.4914158503495116e-10
1969,1.407944960618579e-08,4.5417578031781147e-10
1970,1.1956685419534097e-08,1.8394900047624674e-09
1971,1.5929032315398217e-08,3.5968783507200897e-09
1972,1.846852804021637e-08,3.5911027485013847e-09
1973,7.1671650836435674e-09,1.6539611902288698e-09
1974,7.313243344242437e-09,0.0
1975,1.4849848462006321e-08,0.0
1976,1.085570122683066e-08,4.570821499072508e-09
1977,1.469195431980097e-08,5.876781838942691e-10
1978,5.346532105932056e-09,0.0
1979,8.192762912528906e-09,2.3407893401383717e-09
1980,6.822181042309694e-09,2.2740602734216964e-09
1981,5.69299452024552e-09,5.060439622894819e-09
1982,8.690503427999374e-09,6.207502289967692e-10
1983,8.841442245000053e-09,6.315316047889041e-10
1984,1.1598016769198694e-08,1.1598016991243298e-09
1985,1.5038894574104233e-08,0.0
1986,1.0790073723399018e-08,0.0
1987,1.4054879038383206e-08,2.4443267410134695e-09
1988,1.4991384134077634e-08,3.597932174415064e-09
1989,1.5915555096057687e-08,5.488122178931576e-10
1990,5.993515905799995e-09,3.2691906959314565e-09
1991,8.20605094986604e-09,5.861465202094962e-10
1992,1.2672871640972971e-08,5.509944167592096e-10
1993,1.1078414630105726e-08,5.539207426075166e-10
1994,9.494868002946077e-09,2.1099706426497278e-09
1995,1.4098372247417501e-08,6.506940763983948e-09
1996,1.6548085568501847e-08,1.067618438099771e-09
1997,1.5343662340683295e-08,9.58978896292706e-10
1998,2.2410207023426665e-08,9.536258449571733e-10
1999,1.3710603319339043e-08,2.7421207526856506e-09
2000,1.2370488633450805e-08,2.2090156370779823e-09
2001,1.4896119893137438e-08,1.3143635069212678e-09
2002,1.1829298429688606e-08,2.6287327870022636e-09
2003,5.416999737661854e-09,8.333845835650777e-10
2004,1.6297727611913615e-08,3.9643119897903034e-09
2005,5.854874363109275e-09,3.1526248278623825e-09
2006,1.070651389767363e-08,2.4707338397433887e-09
2007,1.078509459517818e-08,1.997239706952314e-09
2008,1.1069342775726909e-08,8.514879357157668e-10
2009,7.1522885392028e-09,2.860915504498962e-09
2010,9.919965293647692e-09,4.2514138876015295e-09
2011,7.265546830836911e-09,2.2943831279320648e-09
2012,8.510632198976964e-09,2.7234021704458655e-09
2013,1.5061274893923837e-08,2.5102124823206395e-09
2014,1.017759210242275e-08,2.165445156521173e-09
2015,1.3964425171764105e-08,6.649726325136385e-10
2016,1.2842308549920745e-08,2.278474076078396e-09
2017,8.553078245654433e-09,1.7609279590047322e-09
2018,1.290733386838383e-08,2.0651733656507076e-09
2019,1.3520234709574197e-08,2.04079020349468e-09
