year,veulent_VERB envoyer_VERB,veulent_VERB renvoyer_VERB
1855,2.653468555990912e-08,5.837630823180007e-09
1856,1.5531567143511893e-08,0.0
1857,4.490988203542656e-08,1.9526036343364694e-09
1858,2.2510910469009104e-08,4.893676130990343e-09
1859,2.5460867192350634e-08,0.0
1860,2.1512764902809067e-08,4.577183909670879e-10
1861,8.960331143725853e-09,0.0
1862,2.801151488540654e-08,4.9697850279528666e-09
1863,1.2986014041871385e-08,1.2986014041871385e-08
1864,2.2535221688713136e-08,4.315255264231155e-09
1865,2.118079933666195e-08,6.118897832863013e-09
1866,1.3137154475373336e-08,8.271541673821048e-09
1867,2.3778776281346836e-08,1.4073153309368536e-08
1868,1.0867722721741302e-08,1.4819622196071691e-09
1869,1.1720445947105418e-08,3.4184632902167778e-09
1870,8.027668307875047e-09,4.013834153937523e-09
1871,8.496941816815706e-09,5.3105884134652115e-09
1872,1.2094679036067646e-08,1.2094678591978436e-09
1873,1.3767810003173508e-08,5.986004469882289e-10
1874,1.9716210886144836e-08,1.1949218281515073e-09
1875,1.0870901512305409e-08,5.721527140956084e-10
1876,5.441413541973361e-09,2.418405919968336e-09
1877,1.608052180301911e-08,4.329371083855449e-09
1878,7.850815109122777e-09,4.831270938865373e-09
1879,2.5659165459046562e-08,6.10932526790009e-10
1880,1.9253539207397807e-08,3.8507077526617195e-09
1881,6.9725074602899895e-09,0.0
1882,6.655385131892899e-09,0.0
1883,2.0221884611260066e-08,6.319338941018771e-10
1884,1.4523733327109767e-08,0.0
1885,1.8047780159236027e-08,6.445635691854079e-10
1886,2.0651084398082276e-08,7.744156427236248e-09
1887,5.223139698529167e-09,8.48760173255414e-09
1888,2.0924028731883482e-08,6.340614699951175e-10
1889,1.3783300722991498e-08,2.5060546970934183e-09
1890,1.1797895993481688e-08,7.865263995654459e-09
1891,2.1672347472190268e-08,3.1871101313640793e-09
1892,1.4417578242387208e-08,0.0
1893,6.15841644346915e-09,0.0
1894,1.0082462864602348e-08,6.301539290376468e-10
1895,1.625025980445116e-08,1.8055843487019274e-09
1896,1.0614652268259306e-08,0.0
1897,1.5149455023788505e-08,1.7480140668268973e-09
1898,7.921697076085366e-09,0.0
1899,1.0502398950507086e-08,6.080336234504102e-09
1900,1.4015843596837385e-08,1.1939421895590385e-08
1901,1.2295225282343836e-08,1.1177477832191585e-09
1902,1.1293653123800595e-08,0.0
1903,7.560307935250421e-09,4.320176216765503e-09
1904,8.599400302955473e-09,2.1498500757388683e-09
1905,1.3417973399043603e-08,5.160759042333041e-10
1906,1.800464666246171e-08,1.0288369045596824e-09
1907,1.4399961223432456e-08,1.5428529565042481e-09
1908,1.1787333775714615e-08,9.822778146428846e-10
1909,1.0451868703853506e-08,3.300590023513905e-09
1910,1.1222716089775986e-08,5.344150677544235e-10
1911,1.755723388896513e-08,5.320374141248863e-10
1912,1.0939784189645252e-08,8.335073964360618e-09
1913,1.3787773589513108e-08,3.71209285532359e-09
1914,1.4063162190325329e-08,9.37544086809794e-09
1915,2.8273827723523937e-08,1.1780761921542648e-09
1916,1.4283700444650549e-08,0.0
1917,3.070598708632133e-08,1.0966424435210342e-09
1918,1.1486376294556067e-08,0.0
1919,1.1049418269237776e-08,0.0
1920,8.329454459499175e-09,7.572231730534895e-10
1921,9.844571380313027e-09,7.572747429129834e-10
1922,1.1804696775641332e-08,3.6889677978990676e-09
1923,6.369568872344189e-09,0.0
1924,2.578324886925998e-09,3.867487219366694e-09
1925,8.798542339150117e-09,4.399271169575059e-09
1926,2.229227646921572e-08,1.1146138456652466e-09
1927,1.7838759802657478e-08,4.4596899506643695e-09
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,1.3368487650211591e-08,3.342121912552898e-09
1930,1.470504518152893e-08,3.1510811737689437e-09
1931,9.124285327288817e-09,5.7026783295555106e-09
1932,1.0959536389520963e-08,1.0959536611565568e-09
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,1.795242710045386e-08,4.787313656606784e-09
1936,8.487299751891442e-09,0.0
1937,3.777335333410292e-09,0.0
1938,1.4261735792331365e-08,0.0
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.1136883415474585e-08,8.352662561605939e-09
1947,1.7881307101674793e-08,7.152522574216391e-09
1948,9.784699273041042e-09,4.348755133776194e-09
1949,1.0798709482173763e-08,9.817008317369869e-10
1950,1.1698897850465073e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,9.490323193972472e-09,1.0544803918932644e-09
1953,1.723812381726475e-08,0.0
1954,7.818028890937967e-09,0.0
1955,1.0324168187025862e-08,9.385607846468247e-10
1956,1.3953826538681824e-08,0.0
1957,1.9437083054185678e-08,8.835037701437898e-10
1958,6.617794756635931e-09,0.0
1959,9.300897829689347e-09,1.5501495642666896e-09
1960,4.152500121534786e-09,1.3841666701708277e-09
1961,2.779263708063695e-09,0.0
1962,1.0781326054143392e-08,1.2683912808952869e-09
1963,6.466053470433053e-09,6.466053248388448e-10
1964,1.5818317322668918e-08,1.8251904432275978e-09
1965,1.2038495533772675e-08,1.0944086747954884e-09
1966,7.200797291773142e-09,5.539074754423723e-10
1967,1.873527466500491e-08,9.860671168482327e-10
1968,1.1677681044375277e-08,1.7965663401398047e-09
1969,1.9075383050903838e-08,3.1792304344691047e-09
1970,1.3796174869185052e-08,2.2993624781975086e-09
1971,1.2332153964678128e-08,1.0276794970565106e-09
1972,7.182205497002769e-09,2.0520587451500205e-09
1973,6.615844760915479e-09,1.102640756478479e-09
1974,9.563471792262135e-09,5.625571675160757e-10
1975,6.282628195464213e-09,1.1422960355389478e-09
1976,7.998937512354587e-09,0.0
1977,9.402850942308305e-09,2.938390863960194e-09
1978,1.1881182260253809e-08,1.7821774056514528e-09
1979,9.363157360553487e-09,4.096381456264453e-09
1980,9.664756106531058e-09,4.548120546843393e-09
1981,7.590659656386833e-09,6.325549528618524e-10
1982,1.4277254933858785e-08,6.207502289967692e-10
1983,8.209910973278056e-09,3.78918940668882e-09
1984,1.1018116197192285e-08,2.3196033982486597e-09
1985,1.4437339324047116e-08,5.414002135495366e-09
1986,1.1988970705090196e-08,8.392279760016663e-09
1987,9.166225112267057e-09,2.4443267410134695e-09
1988,1.5591039570495013e-08,2.99827696004229e-09
1989,1.4817929994137558e-08,5.488122178931576e-10
1990,9.262707045820662e-09,2.724325431913144e-09
1991,1.6998249918742658e-08,6.4476117778156095e-09
1992,1.8733810946969243e-08,3.30596661157756e-09
1993,8.862731881720265e-09,6.647049133334804e-09
1994,8.967375286772494e-09,4.2199412852994556e-09
1995,8.675921314704738e-09,2.1689803286761844e-09
1996,9.074756945892659e-09,3.736664311304594e-09
1997,1.4864173003559245e-08,5.274384040632185e-09
1998,1.716526476513991e-08,4.291316191284977e-09
1999,1.0511462811280126e-08,2.7421207526856506e-09
2000,1.8555732950176207e-08,9.277866475088103e-09
2001,1.095302959441824e-08,3.5049694258049158e-09
2002,1.2267419968736704e-08,7.009954394732176e-09
2003,1.3750845795357236e-08,2.5001538617175356e-09
2004,1.6738207264666016e-08,3.9643119897903034e-09
2005,1.6213498099659773e-08,1.8014998381943315e-09
2006,1.4824403926638752e-08,4.117890028965121e-09
2007,1.2382886716011399e-08,1.997239706952314e-09
2008,1.2772319202269955e-08,5.108927503272298e-09
2009,1.2397300963584712e-08,6.675469510497578e-09
2010,1.6533276081531767e-08,4.723793023408973e-10
2011,1.1089518636708817e-08,2.6767803529281764e-09
2012,7.148930780687124e-09,3.4042526575461807e-09
2013,1.1993237514218436e-08,2.5102124823206395e-09
2014,1.2559581819004961e-08,2.165445156521173e-09
2015,1.329945220618356e-08,2.438232948875907e-09
2016,1.5120782848043746e-08,3.72841224560716e-09
2017,1.3835862233690932e-08,3.773417134311785e-09
2018,1.523065407127433e-08,4.130346731301415e-09
2019,1.198964216797549e-08,2.806086474294034e-09
