year,voulut_VERB abaisser_VERB,voulut_VERB rabaisser_VERB
2003,4.1669229178253886e-10,4.1669229178253886e-10
2004,4.404791253964646e-10,4.404791253964646e-10
2005,0.0,0.0
2006,8.235779835885637e-10,0.0
2007,7.988958938831558e-10,0.0
2008,4.257439678578834e-10,8.514879357157668e-10
2009,1.907277002999308e-09,4.76819250749827e-10
2010,2.3618964561933353e-09,0.0
2011,0.0,0.0
2012,1.0212758416727752e-09,0.0
2013,1.9523875849358774e-09,8.367375126105969e-10
2014,1.5158115873603606e-09,6.496335691608124e-10
2015,1.7732603163622684e-09,1.10828768384863e-09
2016,2.0713399884186856e-09,1.2428040818690533e-09
2017,2.0124890642847504e-09,5.031222660711876e-10
2018,2.0651733656507076e-09,0.0
2019,1.02039510174734e-09,7.65296326310505e-10
