year,eut_VERB apporté_VERB,eut_VERB rapporté_VERB
1924,4.898817351772777e-08,6.445812328337297e-09
1925,2.639562701745035e-08,1.6497267552040284e-08
1926,5.3501466368288675e-08,2.6750733184144337e-08
1927,6.801027296887696e-08,1.2264147031260109e-08
1928,4.1133748851507335e-08,1.7139061725401916e-08
1929,6.015819309368453e-08,1.3368487650211591e-08
1930,5.2518018378577835e-08,1.8906487042613662e-08
1931,3.877821086462063e-08,1.1405356659111021e-08
1932,5.041386685888938e-08,9.863582839386709e-09
1933,2.523545639121494e-08,6.882397318719313e-09
1934,3.9539216345474415e-08,9.585264137967897e-09
1935,2.992070946561398e-08,1.4361940969820353e-08
1936,3.273672888326473e-08,1.33371855781661e-08
1937,2.392312481447334e-08,1.1332006444320086e-08
1938,2.5930429359277696e-08,1.6854778905894818e-08
1939,4.282334131744392e-08,1.070583532936098e-08
1940,4.3108308034334186e-08,2.5357829169792012e-09
1941,4.7224041566096275e-08,8.854508237732261e-09
1942,1.8205270180260413e-08,1.8205270180260413e-08
1943,4.935499831049128e-08,1.1612940831184915e-08
1944,7.069009200222354e-08,1.2852744646352221e-08
1945,5.2284097051824574e-08,2.832055301382752e-08
1946,3.201854070766785e-08,6.960552134671616e-09
1947,3.814678706248742e-08,9.536696765621855e-09
1948,3.261566305923225e-08,9.784699273041042e-09
1949,3.6322930441201606e-08,1.2762110479513922e-08
1950,1.4889506516624351e-08,1.701657836861159e-08
1951,2.4521224162299404e-08,2.0256663901818683e-08
1952,3.1634410646574906e-08,5.272402070488624e-09
1953,3.5553629373907825e-08,2.2625037843226892e-08
1954,2.7363100230104465e-08,1.3681550115052232e-08
1955,1.6894095011821264e-08,1.5016972554349195e-08
1956,3.750090726839517e-08,1.4825940475304833e-08
1957,4.1524678806581505e-08,9.718541527092839e-09
1958,3.887954491688106e-08,1.7371711180658167e-08
1959,2.4802393028267034e-08,9.300897829689347e-09
1960,3.5296249478733444e-08,2.2838749558218296e-08
1961,4.446821932901912e-08,1.042223907177231e-08
1962,3.55149545328004e-08,1.1415521861124489e-08
1963,4.073613624200334e-08,1.0345685197421517e-08
1964,2.9203047091641565e-08,9.125952438182594e-09
1965,4.596516589572275e-08,1.0396882466068291e-08
1966,5.206730335771681e-08,1.7725039214155913e-08
1967,3.845661922241561e-08,1.1832804958089582e-08
1968,2.9643343779639508e-08,1.3025106326836067e-08
1969,3.4971535001204757e-08,1.2262746373892242e-08
1970,3.2650948611490094e-08,3.6789800095249348e-09
1971,3.1858064630796434e-08,1.0790635052160269e-08
1972,2.1546616935097518e-08,1.4364410994005539e-08
1973,1.8193572870472963e-08,9.37244681864513e-09
1974,2.6440186928766707e-08,5.625571564138454e-09
1975,2.8557401776652114e-08,1.0851811893530794e-08
1976,2.9138986334942274e-08,5.713526984862938e-09
1977,1.880570188461661e-08,5.289103821581875e-09
1978,2.8514838490423244e-08,1.128712323605896e-08
1979,3.2771051650115623e-08,9.948355028654987e-09
1980,2.21720881654619e-08,1.0801786132219604e-08
1981,1.8976647808699454e-08,1.644642821929665e-08
1982,2.669225906970496e-08,1.1173503899897241e-08
1983,2.462973291983417e-08,9.47297440490047e-09
1984,2.203623239438457e-08,6.958810416790584e-09
1985,1.8648229627160617e-08,9.02333674446254e-09
1986,1.8582904104391673e-08,1.019062523255343e-08
1987,1.8332450224534114e-08,4.888653482026939e-09
1988,1.739000587974715e-08,1.3192418713003917e-08
1989,2.6342986458871565e-08,1.2622680678475717e-08
1990,2.0160008773473237e-08,9.80757164370516e-09
1991,1.992898113201136e-08,7.6199047072123e-09
1992,1.652983172562017e-08,1.0468894195980738e-08
1993,1.2740176913439427e-08,7.200969598386564e-09
1994,2.2682185019107237e-08,7.912389854425328e-09
1995,1.626735190995987e-08,4.880205572987961e-09
1996,2.4555223632205525e-08,1.014237493990322e-08
1997,1.8220598363427598e-08,8.151320507465698e-09
1998,1.2397135762398648e-08,1.0489884516573511e-08
1999,2.5136106529544122e-08,1.0054442611817649e-08
2000,1.678851901942835e-08,1.4579503826439577e-08
2001,2.1467938537966802e-08,8.324302136486494e-09
2002,1.62105191492401e-08,7.886198361006791e-09
2003,2.7501691590714472e-08,1.9584538435424292e-08
2004,1.3654853248112886e-08,1.497629043001325e-08
2005,1.3961623857028371e-08,1.0358624180639708e-08
2006,2.5530917824312382e-08,1.070651389767363e-08
2007,3.1156940138998834e-08,1.3581230362547103e-08
2008,3.1079309792403365e-08,1.0217855006544596e-08
2009,3.1946889578193804e-08,1.6211854969583328e-08
2010,3.637320489247031e-08,1.2754241218715379e-08
2011,4.397567821001758e-08,1.8355065023456518e-08
2012,7.046803318644379e-08,1.9404239992582006e-08
2013,7.4748548684056e-08,2.0360612751346707e-08
2014,9.138178569401134e-08,2.5768796874103828e-08
2015,7.270367063938465e-08,2.992376835209143e-08
2016,7.104696209125905e-08,2.941302845727023e-08
2017,5.006066672308407e-08,2.842640789424422e-08
2018,6.505295857550664e-08,2.0651732768328657e-08
2019,6.249919692891126e-08,2.219359274135968e-08
