year,puissent_VERB acheter_VERB,puissent_VERB racheter_VERB
1882,1.4641846846075168e-08,1.3310770263785798e-09
1883,1.0110942305630033e-08,0.0
1884,1.5183903911974994e-08,5.941527270181268e-09
1885,7.7347630522695e-09,5.156508553483263e-09
1886,1.097088819790315e-08,5.162771099520569e-09
1887,2.546280519766242e-08,6.528924623161458e-10
1888,8.242799331981132e-09,3.804368819970705e-09
1889,8.771191772893872e-09,6.265136742733546e-10
1890,2.0318598359381213e-08,3.9326319978272295e-09
1891,1.0198752065093686e-08,1.9122659011827636e-09
1892,1.5044429702015805e-08,4.387958441043338e-09
1893,9.853466487186324e-09,4.926733243593162e-09
1894,1.3233232287745977e-08,6.301539290376468e-10
1895,3.611168697403855e-09,0.0
1896,1.1794058174530164e-08,5.897029087265082e-09
1897,2.3889525024856084e-08,5.826713556089658e-10
1898,2.4896761985360172e-08,0.0
1899,1.713549302451156e-08,0.0
1900,9.34389543516545e-09,0.0
1901,9.500856101851696e-09,5.588738916095792e-10
1902,2.9461704187383475e-09,4.910283846193408e-10
1903,9.1803746826713e-09,5.400220270956879e-10
1904,1.289910045443321e-08,1.0749250378694342e-09
1905,1.857873321853276e-08,3.6125313851442797e-09
1906,1.3374879870298173e-08,3.600929110447737e-09
1907,1.8514235478050978e-08,4.114274698707732e-09
1908,1.6698722404839828e-08,1.964555629285769e-09
1909,7.151278680339601e-09,2.2003934230241384e-09
1910,2.0842188419578633e-08,1.6032452032632705e-09
1911,1.0640748726586935e-08,5.320374141248863e-10
1912,1.3544495303108306e-08,0.0
1913,1.3787773589513108e-08,0.0
1914,1.4063162190325329e-08,4.018046340092951e-09
1915,8.246533234057551e-09,5.890381071793627e-09
1916,2.4172416956957932e-08,3.2962386153911893e-09
1917,1.0966424213165737e-08,3.289927441585405e-09
1918,2.5270027848023346e-08,2.2972752589112133e-09
1919,1.2890987832747669e-08,9.207848372660976e-10
1920,1.817335615328375e-08,0.0
1921,9.087297137000405e-09,7.572747429129834e-10
1922,1.1804696775641332e-08,0.0
1923,2.1231896241147297e-09,0.0
1924,3.867487219366694e-09,0.0
1925,1.4297631523163545e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,3.3447675740205796e-09,5.574612327308159e-09
1928,9.14083297942625e-09,4.570416489713125e-09
1929,7.798284684668033e-09,0.0
1930,1.470504518152893e-08,0.0
1931,1.0264820993199919e-08,0.0
1932,1.53433514782364e-08,0.0
1933,1.8353059516584835e-08,1.1470662197865522e-09
1934,1.4377896206951846e-08,0.0
1935,2.5133395809007197e-08,0.0
1936,1.8187071404440758e-08,6.0623572828433225e-09
1937,1.2591118370153254e-08,3.777335333410292e-09
1938,1.1668692678767911e-08,2.5930428915188486e-09
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,2.5357829613881222e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,0.0
1943,2.0322646676618206e-08,0.0
1944,3.213186161588055e-08,0.0
1945,1.089252066321933e-08,0.0
1946,3.3410650246423756e-08,4.1763312808029696e-09
1947,1.6689218895749036e-08,0.0
1948,1.522064252412747e-08,3.2615663503321457e-09
1949,2.9451024730065e-08,0.0
1950,2.8715476219076663e-08,1.0635361480382244e-09
1951,2.6653504292539765e-08,1.0661401761424827e-09
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,2.2625037843226892e-08,0.0
1954,1.3681550115052232e-08,9.772536113672459e-10
1955,1.6894095011821264e-08,2.815682353940474e-09
1956,2.8779767902165077e-08,2.616342476002842e-09
1957,1.236905244894615e-08,2.6505113659425206e-09
1958,2.5643954515430778e-08,0.0
1959,2.325224279786653e-08,1.5501495642666896e-09
1960,1.6610000486139143e-08,2.7683333403416555e-09
1961,2.36237411854745e-08,2.779263708063695e-09
1962,1.9025868880362395e-08,1.9025869768540815e-09
1963,2.5864213881732212e-08,6.466053248388448e-10
1964,2.007709554163739e-08,0.0
1965,9.302473458205895e-09,2.188817349590977e-09
1966,1.38476865529924e-08,3.3234448526542337e-09
1967,2.070740912074598e-08,4.930335584241163e-10
1968,1.392338955241712e-08,8.982831700699023e-10
1969,2.2254612375149918e-08,2.2708788183223305e-09
1970,1.7935027685211935e-08,9.197450023812337e-10
1971,2.209510974182649e-08,3.5968783507200897e-09
1972,1.487742551375959e-08,0.0
1973,1.9847533394568018e-08,2.7566018356850464e-09
1974,2.5877628928583363e-08,2.2502286700643026e-09
1975,1.599214449754527e-08,1.7134440533084216e-09
1976,2.742492810625663e-08,5.713526873840635e-10
1977,1.5867311020656416e-08,3.526069214387917e-09
1978,1.544553818177974e-08,1.1881182704343018e-09
1979,1.9896710057309974e-08,0.0
1980,2.38776323158163e-08,3.411090521154847e-09
1981,2.7199863694704618e-08,2.5302198114474095e-09
1982,2.1726258125909226e-08,1.2415004579935385e-09
1983,1.0104505676622466e-08,1.89459470334441e-09
1984,1.4497521405587577e-08,1.739702604197646e-09
1985,1.804667348892508e-08,2.4062232206745193e-09
1986,2.038125046510686e-08,1.1988970927134801e-09
1987,1.8332450224534114e-08,7.332980445085013e-09
1988,2.338656024392094e-08,1.1993107618124554e-09
1989,2.359892548042808e-08,1.6464366536794728e-09
1990,1.6345952147389653e-08,2.179460389939436e-09
1991,2.1101275393675678e-08,3.5168792322792797e-09
1992,1.652983172562017e-08,5.509944056569793e-09
1993,1.661762283333701e-08,3.877445031719162e-09
1994,2.479215588380157e-08,2.637463358823311e-09
1995,2.548551947256783e-08,2.1689803286761844e-09
1996,2.1886178203089912e-08,2.135236876199542e-09
1997,2.3974472185273044e-08,1.438468344439059e-09
1998,2.3840646790063147e-08,5.2449422582867555e-09
1999,1.6452723627935484e-08,3.1991407301035224e-09
2000,2.5624583344097118e-08,3.5344251969604557e-09
2001,2.716351232834313e-08,4.8193329327261836e-09
2002,2.102986229601811e-08,2.6287327870022636e-09
2003,2.5834921757450502e-08,5.416999737661854e-09
2004,2.070251881036711e-08,3.9643119897903034e-09
2005,1.9366122927522156e-08,9.007499190971657e-10
2006,2.0177660431386357e-08,3.294311934354255e-09
2007,1.5179022483380322e-08,3.1955835755326234e-09
2008,1.702975893635994e-08,1.7029758714315335e-09
2009,3.099325240896178e-08,5.721831008997924e-09
2010,1.842279218067233e-08,9.447586046817946e-10
2011,2.1796640936599943e-08,1.911985902935953e-09
2012,1.599998711299122e-08,3.4042526575461807e-09
2013,1.840822605458925e-08,1.3945624655065103e-09
2014,1.8406284496563785e-08,2.3819897165822113e-09
2015,1.8397575018980206e-08,1.7732603163622684e-09
2016,2.050626690675017e-08,1.86420612280358e-09
2017,1.8112402244696568e-08,1.2578056374223934e-09
2018,1.9102854409425163e-08,5.162933414126769e-10
2019,1.3775333762566788e-08,2.04079020349468e-09
