year,doit_VERB appliquer_VERB,doit_VERB rappliquer_VERB
1991,2.0984045079330826e-07,0.0
1992,1.7080826353321754e-07,5.509944167592096e-10
1993,1.9996538469513325e-07,0.0
1994,2.0783210175068234e-07,5.274926606624319e-10
1995,2.1256006732528476e-07,0.0
1996,2.2259844456584688e-07,5.338092190498855e-10
1997,1.639853905999189e-07,0.0
1998,1.7785121997349052e-07,0.0
1999,1.9149142360674887e-07,0.0
2000,2.0367124875519949e-07,4.4180314962005696e-10
2001,1.962782931741458e-07,0.0
2002,2.0854614035670238e-07,0.0
2003,2.058459926956857e-07,0.0
2004,2.0438231729258405e-07,0.0
2005,2.247371071462112e-07,0.0
2006,1.803635854003005e-07,8.235779835885637e-10
2007,1.7575709421180363e-07,0.0
2008,1.5241633377627295e-07,0.0
2009,1.5639670891687274e-07,0.0
2010,1.6958416892975947e-07,4.723793023408973e-10
2011,1.5257647589805856e-07,1.911985902935953e-09
2012,1.4263818570725562e-07,1.0212758416727752e-09
2013,1.7153118392343458e-07,5.578250084070646e-10
2014,1.2927708326060383e-07,8.661780737106994e-10
2015,1.438557433175447e-07,1.5516027351836215e-09
2016,1.6964274607289553e-07,2.0713400439298368e-10
2017,1.7659591833307786e-07,1.0062445321423752e-09
2018,1.4662731473435997e-07,0.0
2019,1.4591650199236028e-07,1.2754939326953263e-09
