year,pourraient_VERB acheter_VERB,pourraient_VERB racheter_VERB
1874,7.169530746864439e-09,5.974609140757536e-10
1875,8.010138330405425e-09,2.8607636259891933e-09
1876,1.874264654588842e-08,4.232210137899983e-09
1877,2.968711676487601e-08,1.2369631985365004e-09
1878,1.4493812372506909e-08,2.4156354694326865e-09
1879,2.077170613290491e-08,2.443730107160036e-09
1880,2.888030792291829e-08,4.492492600149944e-09
1881,1.6036766581351003e-08,1.3945015142624584e-09
1882,1.7304001787010748e-08,5.989846840748214e-09
1883,1.579834751908038e-08,8.21514056781325e-09
1884,2.3766109080725073e-08,2.6406787867472303e-09
1885,1.933690718658454e-08,7.090199094506033e-09
1886,2.6459201052375647e-08,5.162771099520569e-09
1887,9.140494583448344e-09,1.9586774424595887e-09
1888,1.0779045211961602e-08,3.1703073499755874e-09
1889,3.00726554769426e-08,0.0
1890,2.2284913470116408e-08,6.554386478008212e-10
1891,2.358461337337303e-08,0.0
1892,1.9432388143059143e-08,5.641661360300532e-09
1893,1.2932674486876294e-08,7.390100087434348e-09
1894,1.5753848003896564e-08,0.0
1895,1.8657704714541978e-08,2.4074457982692365e-09
1896,1.1794058174530164e-08,2.358811590497112e-09
1897,1.4566784223291052e-08,2.330685422435863e-09
1898,2.6028432742464247e-08,5.6583548957434e-10
1899,2.5426860617017155e-08,1.6582735185011188e-09
1900,3.218453059616877e-08,7.26747462209687e-09
1901,2.8502569193733507e-08,8.38310842965484e-09
1902,2.1605249145295602e-08,2.455141867585553e-09
1903,2.970121215639665e-08,8.100330184390714e-09
1904,1.3436562973367927e-08,5.374625189347171e-10
1905,3.302885787093146e-08,4.64468330463319e-09
1906,2.41776678677752e-08,6.6874399351490865e-09
1907,1.9542804707839423e-08,2.057137349353866e-09
1908,2.6030361865991836e-08,7.367083831866239e-09
1909,3.245580160182726e-08,1.1001967115120692e-09
1910,1.977335806202518e-08,3.206490406526541e-09
1911,1.755723388896513e-08,2.128149656499545e-09
1912,3.0735584743979416e-08,3.125652625612929e-09
1913,1.484837142129436e-08,2.121195885607108e-09
1914,1.2723813114234872e-08,6.696743715117748e-10
1915,1.4136913861761968e-08,0.0
1916,1.538244731591476e-08,1.0987462051303964e-09
1917,2.4126133979507358e-08,0.0
1918,4.709414369585829e-08,0.0
1919,1.1049418269237776e-08,9.207848372660976e-10
1920,1.3630017114962811e-08,7.572231730534895e-10
1921,2.3475516641724425e-08,1.5145494858259667e-09
1922,1.9182632371439468e-08,7.377935484775833e-10
1923,2.229349149729387e-08,5.307974060286824e-09
1924,1.4180787211159895e-08,2.578324886925998e-09
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,2.0063049888108253e-08,5.57306911730393e-09
1927,2.0068604555945058e-08,1.1149224876660924e-09
1928,9.14083297942625e-09,1.1426041224282812e-09
1929,1.1140405931087116e-08,2.2280812750352652e-09
1930,1.575540586884472e-08,0.0
1931,2.167017854048936e-08,1.1405356659111021e-09
1932,2.082311922890767e-08,5.4797681947604815e-09
1933,2.1794258842078307e-08,0.0
1934,2.6359476379411717e-08,4.7926320689839486e-09
1935,2.393656828303392e-08,1.196828414151696e-09
1936,1.6974599503782883e-08,2.424942913137329e-09
1937,2.895957251780601e-08,5.0364472592434595e-09
1938,1.4261735792331365e-08,0.0
1939,2.2941076593951948e-08,0.0
1940,2.028626333583361e-08,0.0
1941,8.854508237732261e-09,0.0
1942,2.1239483061208375e-08,6.068423541449874e-09
1943,2.322588166236983e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,4.357008087652048e-09
1946,3.3410650246423756e-08,1.3921104269343232e-09
1947,2.622591566137089e-08,2.3841741914054637e-09
1948,2.0656587551570738e-08,4.348755133776194e-09
1949,1.2762110479513922e-08,2.945102384188658e-09
1950,1.4889506516624351e-08,1.0635361480382244e-09
1951,1.4925962688039363e-08,1.0661401761424827e-09
1952,1.7926167217297007e-08,0.0
1953,1.2928593307037772e-08,1.0773827385790469e-09
1954,1.07497895029951e-08,0.0
1955,1.0324168187025862e-08,9.385607846468247e-10
1956,1.3953826538681824e-08,2.616342476002842e-09
1957,2.47381048978923e-08,1.7670075402875796e-09
1958,2.2335056470978998e-08,0.0
1959,1.6276571201956358e-08,0.0
1960,1.4533750203327145e-08,0.0
1961,1.737039845295385e-08,2.08444772553662e-09
1962,2.663621678777872e-08,4.43936931660005e-09
1963,2.392439668597035e-08,6.466053248388448e-10
1964,5.475571551727398e-09,1.8251904432275978e-09
1965,1.641613067704384e-08,2.188817349590977e-09
1966,1.273987226824147e-08,2.769537488234164e-09
1967,1.429797347185513e-08,3.944268467392931e-09
1968,1.392338955241712e-08,6.287982134978165e-09
1969,2.7250546708046386e-08,4.5417578031781147e-10
1970,2.575285940054073e-08,2.7592350626548523e-09
1971,1.849823050292798e-08,1.0276794970565106e-09
1972,2.0007572487656944e-08,6.669190977248718e-09
1973,2.7014698034122375e-08,5.513203782392395e-10
1974,1.9689501584707614e-08,0.0
1975,1.9990180177842376e-08,3.998036124386317e-09
1976,2.5710871653927825e-08,4.570821499072508e-09
1977,2.056873604772136e-08,1.7630346071939584e-09
1978,1.841583241457556e-08,3.5643548113029055e-09
1979,1.580032815695631e-08,2.925986564150662e-09
1980,2.8994268319593175e-08,3.411090521154847e-09
1981,1.8976647808699454e-08,1.8976649140967083e-09
1982,2.296775925003658e-08,2.483000915987077e-09
1983,2.273513821648976e-08,0.0
1984,1.797692661398287e-08,1.739702604197646e-09
1985,1.6242006850575308e-08,6.015558051686298e-10
1986,3.2370220282018636e-08,2.3977941854269602e-09
1987,2.0165694891716157e-08,0.0
1988,2.6984492862425213e-08,4.197587610832443e-09
1989,2.689179900983163e-08,3.841685636274406e-09
1990,1.7435683119515488e-08,1.6345953479657283e-09
1991,1.6998249918742658e-08,3.5168792322792797e-09
1992,1.2121876835635703e-08,1.1019888335184191e-09
1993,2.2156829260211452e-08,1.661762283333701e-09
1994,1.793475057354499e-08,3.164955852952289e-09
1995,2.4401028753118226e-08,5.964695848348356e-09
1996,1.2277611816102763e-08,0.0
1997,1.6302641014931396e-08,1.438468344439059e-09
1998,2.193339376788117e-08,1.43043876743576e-09
1999,1.690974471557638e-08,4.570201106446348e-09
2000,2.6066386382694873e-08,2.6508188977203417e-09
2001,2.6287271026603776e-08,3.066848330846028e-09
2002,1.9715496790695397e-08,3.066854992184176e-09
2003,1.8751153518792307e-08,2.9168460979889232e-09
2004,1.497629043001325e-08,1.3214374039449694e-09
2005,1.5312748402607212e-08,4.053374524914943e-09
2006,1.8118715416903797e-08,4.941467679486777e-09
2007,1.837460494868992e-08,1.997239706952314e-09
2008,1.6178271167177627e-08,2.1287198670449925e-09
2009,2.2887324035991696e-08,3.337734755248789e-09
2010,1.6060896612657416e-08,4.723793023408973e-10
2011,1.3383901986685487e-08,1.911985902935953e-09
2012,1.6680838044180746e-08,0.0
2013,2.2870825233667347e-08,1.6734750252211938e-09
2014,1.7107016248019136e-08,1.0827225782605865e-09
2015,2.105746688130239e-08,3.103205470367243e-09
2016,2.423467826417891e-08,1.4499380585064614e-09
2017,2.087957362562065e-08,2.5156112748447867e-09
2018,1.987729447705533e-08,2.0651733656507076e-09
2019,1.989770481714004e-08,1.53059265262101e-09
