year,leurs_DET eaux_NOUN,leurs_DET mots_NOUN
1881,1.3680059565146507e-06,1.4293640049345413e-07
1882,1.1893173095245402e-06,1.4242523604934831e-07
1883,1.2802980187132107e-06,1.1374810071629327e-07
1884,1.1658596577035496e-06,1.148695263353261e-07
1885,1.3155542504250661e-06,1.231116386612996e-07
1886,1.0938621457512454e-06,1.297146243195435e-07
1887,1.1477849781726945e-06,9.662808114763166e-08
1888,1.0512739123669235e-06,9.827952451857414e-08
1889,1.122712486534283e-06,1.3094135642433002e-07
1890,1.1135903026371352e-06,1.323986081880335e-07
1891,9.873666328985564e-07,9.816299018083896e-08
1892,1.2223599092919812e-06,1.7614519842723553e-07
1893,1.1091308387278787e-06,1.1269901989408027e-07
1894,1.182798868626378e-06,1.3422278932750942e-07
1895,1.0255718585483464e-06,1.0713133447026735e-07
1896,1.116897330177835e-06,1.468360191214657e-07
1897,9.142113661653184e-07,1.4275448467770957e-07
1898,1.0864041177782724e-06,9.449452509358025e-08
1899,9.535072944544254e-07,1.0778778047892956e-07
1900,1.0812963360251615e-06,1.292572269218084e-07
1901,1.02273922308882e-06,1.4977820983475e-07
1902,8.376944222732163e-07,1.1244549780187185e-07
1903,9.909404106167585e-07,1.0692435870041095e-07
1904,9.486213539133814e-07,9.351847918281919e-08
1905,1.0636324176971357e-06,1.125045479000164e-07
1906,1.0067168751959343e-06,1.1111438436017806e-07
1907,1.030111567601466e-06,1.373139233429299e-07
1908,1.0613511740587e-06,1.0510372261407497e-07
1909,8.565031279772484e-07,1.353241900758917e-07
1910,1.091810023723383e-06,1.3146611088643567e-07
1911,9.816089772129999e-07,1.1917638254033136e-07
1912,8.710152243907032e-07,1.396124957864231e-07
1913,8.452965651883915e-07,1.394686295341785e-07
1914,9.187932459298054e-07,1.7210630787189984e-07
1915,8.505709878647849e-07,1.8377988730833295e-07
1916,8.097759307545971e-07,1.5821945087424183e-07
1917,8.246751193041746e-07,1.7546278918700864e-07
1918,7.546549269932257e-07,1.4128242398214752e-07
1919,6.832223444774854e-07,1.4548400661951177e-07
1920,6.565124976987136e-07,1.9839247045183583e-07
1921,7.345565116168018e-07,1.9007595497555485e-07
1922,8.366578896357169e-07,1.5936341046796088e-07
1923,7.484243660371703e-07,1.4437689177526636e-07
1924,8.792087937692372e-07,1.6888027642991688e-07
1925,9.579412996174597e-07,2.100652007896997e-07
1926,7.612812815693815e-07,1.4155595629006257e-07
1927,7.726413127073783e-07,2.0291589741816551e-07
1928,8.032506730870637e-07,1.6339238717577587e-07
1929,8.656096017745085e-07,1.2922870729070723e-07
1930,7.100435919227266e-07,1.6805765667982087e-07
1931,7.00288884658562e-07,1.836262359944385e-07
1932,8.121016694673244e-07,1.5562542365898935e-07
1933,6.744749416753848e-07,1.307655510540684e-07
1934,6.110605959008808e-07,1.0184343324226575e-07
1935,6.259412757003702e-07,1.699496374740761e-07
1936,7.068708445245875e-07,1.6125869706229423e-07
1937,7.013253018328669e-07,1.485751957019943e-07
1938,6.210337772927232e-07,1.6076865483327651e-07
1939,7.310556071615792e-07,2.0494028341033754e-07
1940,7.50591727438632e-07,1.4200383757767554e-07
1941,7.644391892824842e-07,1.5938114472646703e-07
1942,7.555187195862345e-07,1.3957374278561474e-07
1943,6.067761706418651e-07,2.1774263991858334e-07
1944,5.815866721547991e-07,1.702988701168806e-07
1945,5.315549813644793e-07,2.766700077927453e-07
1946,5.554520754458281e-07,3.0069583978331593e-07
1947,4.816031857757253e-07,2.4556995037450235e-07
1948,4.7510149592255857e-07,1.9460679023808325e-07
1949,6.253434357006427e-07,2.297179886312506e-07
1950,6.26422774985258e-07,2.350414893825814e-07
1951,6.51411619756459e-07,2.3668311577296208e-07
1952,6.35851671759724e-07,2.414760116309367e-07
1953,6.572034489948919e-07,1.9931581052290426e-07
1954,5.482392735345343e-07,2.0522326504845978e-07
1955,5.302868579803999e-07,1.7926510631482984e-07
1956,5.119310024781498e-07,2.345987146767925e-07
1957,5.48655819443411e-07,2.0232235731221238e-07
1958,5.931198465702892e-07,1.985338418108995e-07
1959,5.138746086430501e-07,2.2942213373511322e-07
1960,4.830741744399347e-07,1.9101500026152962e-07
1961,4.947089333739996e-07,1.8898993747740178e-07
1962,4.718415551607791e-07,2.904615943322142e-07
1963,4.972395082347703e-07,2.2372544083992807e-07
1964,5.305220174278702e-07,2.2145644873461379e-07
1965,4.492547596157692e-07,2.1286248719221135e-07
1966,4.7248308021607954e-07,2.6365995164923106e-07
1967,4.5457693609307626e-07,2.5687048754718944e-07
1968,5.048351185976685e-07,3.4943214810567724e-07
1969,5.068601822699748e-07,2.661470137610422e-07
1970,4.796470083334725e-07,2.8420119235761376e-07
1971,4.83523194816371e-07,2.584613887357534e-07
1972,5.022413542832282e-07,2.554813072208617e-07
1973,4.972909701805861e-07,2.287979636861337e-07
1974,4.7029780070317884e-07,2.3852423236547793e-07
1975,4.2836102398524645e-07,2.507339740276393e-07
1976,4.86221148676691e-07,2.673930694641058e-07
1977,4.266543554010127e-07,2.685689288739468e-07
1978,4.556433665925397e-07,2.8514837602244825e-07
1979,3.9149702502072614e-07,2.674351842202327e-07
1980,4.349140336756818e-07,2.876686329145173e-07
1981,3.529656584788654e-07,2.966682597360659e-07
1982,4.1714415122129367e-07,2.805791030624505e-07
1983,3.8333967289361226e-07,2.8292615361635853e-07
1984,4.0477079465972565e-07,3.5547922472289883e-07
1985,3.9702681675635176e-07,2.9957478098197043e-07
1986,3.3089560824706155e-07,2.9552813529676314e-07
1987,3.8375929101164274e-07,3.0065220268937765e-07
1988,3.1601838568207086e-07,3.48999420474172e-07
1989,3.709970526344364e-07,3.506910069006608e-07
1990,4.173666727780301e-07,3.705082747273991e-07
1991,3.1182993787126634e-07,3.686861731466706e-07
1992,3.818391354215578e-07,3.4657548297900576e-07
1993,3.1628873653488654e-07,3.7611217429400767e-07
1994,3.492001487970242e-07,3.7346479686561906e-07
1995,3.134176509433928e-07,4.018036108277556e-07
1996,3.4484074618035265e-07,3.55516950989454e-07
1997,3.2988873677197716e-07,3.8119410028514267e-07
1998,3.156501664491884e-07,4.4868096082950615e-07
1999,3.656160831866373e-07,4.4193845383233565e-07
2000,3.127966237137514e-07,4.369433224127306e-07
2001,3.0537047379652904e-07,4.1840571185502995e-07
2002,3.369159262689436e-07,4.3812214123306603e-07
2003,3.3460391435369274e-07,4.5211112897902694e-07
2004,2.858709411412974e-07,4.321100224302654e-07
2005,2.940948569118973e-07,4.692907182857198e-07
2006,3.471381315733879e-07,5.011472090643565e-07
2007,3.1236829656222653e-07,4.877259449642679e-07
2008,3.2995157628334937e-07,5.147244550585128e-07
2009,3.247139055417847e-07,4.968456508436248e-07
2010,3.131874706241433e-07,5.550456734226827e-07
2011,3.5486458749289795e-07,5.303849128779348e-07
2012,3.8570182425701205e-07,4.959996253717236e-07
2013,2.783546673157389e-07,5.369065476656942e-07
2014,3.109579207460911e-07,6.026434071770836e-07
2015,3.754878585837673e-07,5.080390721445838e-07
2016,4.2669605626599605e-07,5.039570432074925e-07
2017,2.8350940928234536e-07,5.768296915675819e-07
2018,3.198437168450141e-07,6.050958241132776e-07
2019,3.431078550164557e-07,6.076452869763216e-07
