year,six_DET airs_NOUN,six_DET mères_NOUN
1887,9.140494583448344e-09,2.6115698492645834e-09
1888,1.268122939990235e-09,0.0
1889,5.0121093386756854e-09,0.0
1890,3.932631831293776e-09,6.554386478008212e-10
1891,6.374220040683554e-10,6.374220040683554e-10
1892,3.1342561879199593e-09,3.1342561879199593e-09
1893,4.926733243593162e-09,6.158416554491453e-10
1894,3.780923574225881e-09,1.2603078580752936e-09
1895,3.0093072478365457e-09,1.2037228991346183e-09
1896,1.7691086373616827e-09,5.89702897624278e-10
1897,3.4960281336537946e-09,0.0
1898,6.2241901632731356e-09,1.13167097914868e-09
1899,7.738609753005221e-09,2.2110313580014918e-09
1900,2.595526460424935e-09,5.191053142894475e-10
1901,4.470991132876634e-09,3.912117185755903e-09
1902,3.4371986368242347e-09,1.9641135939885146e-09
1903,2.7001101354784396e-09,1.0800440541913758e-09
1904,9.13686282189019e-09,1.6123875568041512e-09
1905,8.773290316455018e-09,0.0
1906,9.259531807970234e-09,2.0576737536082135e-09
1907,2.057137349353866e-09,1.5428529565042481e-09
1908,9.331639017062798e-09,4.911389073214423e-10
1909,3.3005901345362076e-09,5.500983557560346e-10
1910,4.809735609789811e-09,0.0
1911,3.7242617878519013e-09,1.5961122423746588e-09
1912,4.167536982180309e-09,5.209421227725386e-10
1913,1.3787773367468503e-08,1.060597942803554e-09
1914,1.33934876522801e-08,6.696743715117748e-10
1915,2.00272951556002e-08,1.1780762143587253e-08
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,6.057785384427916e-09,7.572231730534895e-10
1921,3.7863738810983705e-09,2.27182422873895e-09
1922,0.0,7.377935484775833e-10
1923,0.0,3.1847844361720945e-09
1924,6.445812328337297e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,3.3438415369957397e-09,1.1146138456652466e-09
1927,1.2264147031260109e-08,0.0
1928,1.3711249802206282e-08,1.1426041224282812e-09
1929,1.1140406375176326e-09,2.2280812750352652e-09
1930,2.100720708497761e-09,0.0
1931,0.0,0.0
1932,5.4797684168050864e-09,0.0
1933,0.0,0.0
1934,1.1981580172459871e-09,0.0
1935,3.590485242455088e-09,0.0
1936,3.6374143697059935e-09,0.0
1937,6.295558963032022e-09,0.0
1938,0.0,2.5930428915188486e-09
1939,0.0,3.058810094103137e-09
1940,0.0,0.0
1941,1.1806010391524069e-08,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,0.0
1945,6.535512131478072e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,0.0
1948,8.697510045507784e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,0.0
1950,1.0635361480382244e-09,0.0
1951,9.595261474260042e-09,2.1322803522849654e-09
1952,0.0,2.1089607837865287e-09
1953,5.386913581872932e-09,2.1547654771580937e-09
1954,7.818028890937967e-09,1.9545072227344917e-09
1955,0.0,0.0
1956,1.744228317335228e-09,4.360570571293465e-09
1957,4.417518850718949e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,0.0
1959,2.325224457422337e-09,3.100299128533379e-09
1960,3.460416619915918e-09,4.844583401109048e-09
1961,2.779263708063695e-09,2.779263708063695e-09
1962,1.9025869768540815e-09,2.5367825617905737e-09
1963,1.1638895403009997e-08,3.2330267352165265e-09
1964,3.650380997477498e-09,1.2167936658258327e-09
1965,7.113656386170675e-09,3.283225968875314e-09
1966,6.646889927353072e-09,1.6617224263271169e-09
1967,5.91640286762285e-09,3.451234797946512e-09
1968,7.63540675130514e-09,3.1439910674890825e-09
1969,2.2708788738334817e-09,1.8167030935156703e-09
1970,7.3579602410944744e-09,2.2993624781975086e-09
1971,7.193756479395574e-09,4.1107179882260425e-09
1972,1.898154300405963e-08,3.0780880067027283e-09
1973,3.3079223804577396e-09,4.410563025913916e-09
1974,2.8127858930915295e-09,5.06301445213353e-09
1975,4.569184142155791e-09,2.2845920710778955e-09
1976,5.713526873840635e-10,2.285410749536254e-09
1977,7.052138095708926e-09,2.9383909194713453e-09
1978,1.3069301196821925e-08,5.940591352171509e-10
1979,1.7555920051037788e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,3.411090521154847e-09
1981,2.5302198114474095e-09,3.795329828193417e-09
1982,6.207502289967692e-10,6.207502289967692e-10
1983,5.052252838311233e-09,2.526126308133314e-09
1984,8.698512798943625e-09,6.378909400694965e-09
1985,3.609334831011779e-09,6.015558051686298e-10
1986,7.79283104712647e-09,1.1988970927134801e-09
1987,3.055408481777988e-09,4.27757174126242e-09
1988,5.996553809062277e-10,5.996553698039975e-09
1989,5.488122178931576e-10,2.744061089465788e-09
1990,1.0897301838674878e-08,2.179460389939436e-09
1991,9.96449056600568e-09,7.6199047072123e-09
1992,9.366905029395411e-09,2.7549720282848966e-09
1993,4.4313659408601325e-09,4.985286627956498e-09
1994,3.1649559639745917e-09,2.1099705871385765e-09
1995,4.880205739521415e-09,3.253470381991974e-09
1996,2.135236876199542e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,4.315405033317177e-09
1998,6.198567881199324e-09,2.3840646123929332e-09
1999,7.769342114105626e-09,6.39828168225165e-09
2000,8.836062881378837e-09,3.5344251969604557e-09
2001,2.6287270971092624e-09,7.0099388516098315e-09
2002,1.752488598683044e-09,1.3143663935011318e-09
2003,4.166923028847691e-09,2.5001538617175356e-09
2004,7.928623979580607e-09,4.8452703238499595e-09
2005,4.954124666056714e-09,5.4044992925383895e-09
2006,1.194188103958993e-08,2.4707340062768424e-09
2007,3.595031605740928e-09,4.393927360846206e-09
2008,2.9802077194940324e-09,3.4059516873519158e-09
2009,5.721830786953319e-09,2.384096253749135e-09
2010,1.4171379625338432e-09,5.196172381261022e-09
2011,1.1471915639660324e-09,4.971163480860241e-09
2012,3.0638274417515987e-09,4.425528637996834e-09
2013,1.3945625210176615e-09,3.0680376017500066e-09
2014,1.0827225782605865e-09,2.815078836704288e-09
2015,3.54652054945781e-09,1.994917855907552e-09
2016,1.449938086262037e-09,4.556948263179095e-09
2017,3.5218559180094644e-09,3.5218558347427376e-09
2018,1.290733298020541e-09,2.323319980845895e-09
2019,1.7856913725466939e-09,2.8060866408274876e-09
