year,quelques_DET airs_NOUN,quelques_DET mers_NOUN
1848,7.642960653253539e-08,1.609044275596716e-08
1849,7.122502498901895e-08,7.54147366777147e-09
1850,7.53578577317171e-08,2.5798184921654865e-08
1851,6.90089914101577e-08,1.1608989325395669e-08
1852,1.2109614822009007e-07,1.1718981340891332e-08
1853,1.260077588938202e-07,5.971931837933653e-09
1854,1.1534374833033212e-07,3.63696517347023e-09
1855,9.127931832608738e-08,7.960405667972736e-09
1856,9.991975602474668e-08,1.9673318973900678e-08
1857,1.0446429238308852e-07,7.810414592857029e-09
1858,1.3506546281405463e-07,7.34051397444091e-09
1859,1.2934120241503422e-07,4.582956014687056e-09
1860,1.281611448078479e-07,7.323494255473406e-09
1861,1.4713807061639272e-07,1.8863854922557266e-09
1862,1.486417464668932e-07,9.939570055905733e-09
1863,1.378515337435715e-07,7.991393324857654e-09
1864,1.3808816845539695e-07,1.198681987002459e-08
1865,9.225414704383539e-08,2.8241067262513297e-09
1866,1.0363755720277368e-07,1.1677470823645564e-08
1867,1.2374669466908017e-07,2.426405742994575e-09
1868,1.1015918943702019e-07,1.630158441567886e-08
1869,1.2159963236335614e-07,3.1742874995188686e-08
1870,1.536725093842506e-07,1.834895613228582e-08
1871,6.266494367856978e-08,2.1242354542039266e-09
1872,8.829115505371021e-08,4.233137507192453e-09
1873,8.200826018267549e-08,2.3944017879529156e-09
1874,9.499628728093512e-08,2.3898436563030145e-09
1875,1.218685312665002e-07,5.721527251978387e-09
1876,1.0520065596431039e-07,0.0
1877,1.9667715378535178e-07,1.2369631874342701e-08
1878,2.9349971697456567e-07,0.0
1879,1.3501609119614955e-07,1.832797580370027e-09
1880,1.9574431320279473e-07,5.134277003548959e-09
1881,1.1922988063517437e-07,6.972507571312292e-10
1882,1.1713477610086898e-07,4.6587693702804245e-09
1883,1.2385904391010172e-07,2.5277355764075082e-09
1884,1.3335427606619987e-07,6.601696966868076e-10
1885,1.0248560755599101e-07,4.511945039809007e-09
1886,9.292987668274577e-08,6.453463874400711e-10
1887,7.442974159221905e-08,9.793386768208734e-09
1888,8.179393273799462e-08,1.9021844099853524e-09
1889,7.580815619689929e-08,5.6386229019267375e-09
1890,6.554386655643896e-08,8.520702365899524e-09
1891,8.350228242193225e-08,7.649063604731055e-09
1892,5.140180192597654e-08,6.8953633913793055e-09
1893,6.89742667425719e-08,5.542574843531156e-09
1894,1.0649601733803138e-07,0.0
1895,6.861220569476245e-08,6.018614495673091e-10
1896,7.607167251677538e-08,3.5382172747233653e-09
1897,6.817254760704827e-08,5.826713556089658e-10
1898,5.4320205666869015e-08,5.6583546736987955e-09
1899,6.909473171390346e-08,2.2110313580014918e-09
1900,8.772879833696123e-08,1.038210628578895e-09
1901,6.985923667324201e-08,3.912117296778206e-09
1902,5.990546014800202e-08,2.455141867585553e-09
1903,4.158169653045718e-08,9.720396931811592e-09
1904,5.8045952933127865e-08,1.0211787859759625e-08
1905,5.212366521734069e-08,2.580379465655369e-09
1906,4.835533462532737e-08,7.201858220895474e-09
1907,7.508551180812617e-08,1.5428529565042481e-09
1908,7.367083521003792e-08,8.840499887696751e-09
1909,7.206288454852938e-08,3.300590023513905e-09
1910,5.4510337355040406e-08,2.137660271017694e-09
1911,4.735132996813718e-08,4.788336838146279e-09
1912,7.501566834378082e-08,2.0837684910901544e-09
1913,1.2727175668914015e-07,5.30298971401777e-10
1914,8.370929860390675e-08,4.018046340092951e-09
1915,3.887651434109074e-08,0.0
1916,1.2086207812345151e-08,2.197492410260793e-09
1917,4.934891073560266e-08,2.1932848870420685e-09
1918,3.79050408838566e-08,1.1486376294556067e-09
1919,5.7088659133341935e-08,8.287063701928332e-09
1920,5.3762844842708546e-08,6.057785384427916e-09
1921,1.1207665906454167e-07,3.0290989716519334e-09
1922,1.1804696997685937e-07,7.377935484775833e-10
1923,6.900366411599634e-08,4.246379248229459e-09
1924,7.09039369439779e-08,0.0
1925,6.708888511397504e-08,4.399271169575059e-09
1926,6.79914426982009e-08,6.6876830739914794e-09
1927,1.0814748030441024e-07,1.1149224876660924e-09
1928,8.798051664982154e-08,0.0
1929,8.800921280638363e-08,1.1140406375176326e-09
1930,1.0503603853351251e-07,2.100720708497761e-09
1931,7.299428173013212e-08,3.4216069977333063e-09
1932,9.425201463741928e-08,7.6716757391182e-09
1933,9.520649668637304e-08,6.882397318719313e-09
1934,9.585264137967897e-08,3.5944740517379614e-09
1935,9.574627135577884e-08,0.0
1936,7.153581371710516e-08,4.849885826274658e-09
1937,4.910535889024459e-08,6.295559185076627e-09
1938,5.963998495062128e-08,0.0
1939,3.211750687626136e-08,3.058810094103137e-09
1940,7.100191878883777e-08,0.0
1941,1.1215709783130023e-07,5.9030051957620344e-09
1942,6.371844740726829e-08,6.068423541449874e-09
1943,6.677441199975931e-08,2.9032352077962287e-09
1944,8.675602458652065e-08,6.4263723231761105e-09
1945,7.842614380138002e-08,2.178504043826024e-09
1946,8.909507087651036e-08,0.0
1947,7.152522862874378e-08,1.1920870957027319e-09
1948,9.45854274903013e-08,6.523132700664291e-09
1949,6.282885278707795e-08,2.945102384188658e-09
1950,4.147791021757996e-08,0.0
1951,5.970384997500133e-08,3.1984206394497505e-09
1952,5.799642188719645e-08,3.1634410646574906e-09
1953,6.464296520292123e-08,1.0773827385790469e-09
1954,5.277169434769746e-08,3.9090144454689835e-09
1955,7.883910368988722e-08,3.754243138587299e-09
1956,7.936238799466366e-08,6.976913269340912e-09
1957,8.39328593293942e-08,7.068030161150318e-09
1958,5.4596806187134916e-08,8.272243445794913e-10
1959,4.2629114460623896e-08,4.650448914844674e-09
1960,9.550750013076481e-08,0.0
1961,6.114380157740129e-08,3.47407969059077e-09
1962,6.278537156845232e-08,6.341956404476434e-10
1963,8.729172185084622e-08,3.879631726988464e-09
1964,4.623815813564747e-08,6.6923653285755336e-09
1965,8.59110838580257e-08,5.472043373977442e-10
1966,7.366969256850098e-08,3.8773522170743036e-09
1967,7.642020039000386e-08,4.437302081328198e-09
1968,1.3833560785769805e-07,2.245707925174756e-09
1969,6.994306778196346e-08,2.2708788183223305e-09
1970,7.909806853945156e-08,1.8394900047624674e-09
1971,9.300499703712717e-08,1.0276794970565106e-09
1972,1.769900617176745e-07,1.5390440033513642e-09
1973,7.167164683963279e-08,3.3079223804577396e-09
1974,5.569315963960264e-08,3.3753431161187564e-09
1975,5.140332159925265e-08,0.0
1976,6.284879372486785e-08,1.142705374768127e-09
1977,4.936496633689558e-08,4.11374712072643e-09
1978,7.36633321007929e-08,3.5643548113029055e-09
1979,4.915657725312883e-08,4.096381456264453e-09
1980,5.855705387247667e-08,2.2740603289328476e-09
1981,6.768337890150633e-08,2.5302198114474095e-09
1982,6.642027328140898e-08,5.586751949948621e-09
1983,6.94684785251809e-08,1.2630632095778083e-09
1984,6.958810372381663e-08,5.799008495621649e-10
1985,5.5343134963692364e-08,1.8046674155058895e-09
1986,4.975422962516518e-08,2.3977941854269602e-09
1987,6.966331089763855e-08,6.110816852533674e-10
1988,5.396898550280582e-08,1.798966087207532e-09
1989,6.366221461107102e-08,3.841685414229801e-09
1990,5.993515972413377e-08,4.903785877363731e-09
1991,8.968041687040795e-08,4.10302547493302e-09
1992,7.052728356882199e-08,1.6529832502776287e-09
1993,6.813224939783424e-08,4.431366051882435e-09
1994,4.74743404588196e-08,1.0549853213248639e-09
1995,7.64565588617927e-08,1.0844901643380922e-09
1996,6.352329640080256e-08,1.6014276571496566e-09
1997,7.096443965792787e-08,1.438468344439059e-09
1998,6.627699811190269e-08,4.768129224785866e-10
1999,6.581089673218798e-08,1.8280804925385752e-09
2000,7.731555307088911e-08,1.7672125984802278e-09
2001,6.265132834748499e-08,3.066848330846028e-09
2002,5.783212309040664e-08,4.38122149670761e-10
2003,6.917091743829928e-08,4.1669229178253886e-10
2004,7.532193269099707e-08,1.7619165015858584e-09
2005,5.5846496316291905e-08,1.3511248786457486e-09
2006,6.794518636610292e-08,1.6471559671771274e-09
2007,6.151498088691199e-08,0.0
2008,1.0217855006544596e-07,8.514879357157668e-10
2009,8.582746335861202e-08,1.907277002999308e-09
2010,8.502827131273705e-08,4.251413721068076e-09
2011,8.718655908346307e-08,2.6767803529281764e-09
2012,8.612759350157262e-08,4.085103366691101e-09
2013,7.921115185993699e-08,1.6734749697100426e-09
2014,8.553508390463094e-08,2.165445156521173e-09
2015,1.0839053654621011e-07,3.32486305154589e-09
2016,9.279603063738762e-08,3.1070100381391796e-09
2017,6.968243160265786e-08,7.546833991067814e-10
2018,8.751172275722752e-08,2.5814667070633845e-09
2019,7.806022295220316e-08,1.7856914835689963e-09
