year,jolis_ADJ effets_NOUN
1913,3.818152549683873e-08
1914,2.9465672568562695e-08
1915,4.712304768617059e-09
1916,3.735737053034427e-08
1917,2.9609346086090227e-08
1918,2.412139110674616e-08
1919,2.4861190439651182e-08
1920,3.7861159540852896e-08
1921,2.7261890522822796e-08
1922,3.6889677090812256e-08
1923,4.140219900250486e-08
1924,2.836157442231979e-08
1925,2.859526304632709e-08
1926,4.0126099776216506e-08
1927,3.4562596340492746e-08
1928,3.999114284169991e-08
1929,2.33948540540041e-08
1930,3.2561171536826805e-08
1931,2.8513390759599133e-08
1932,3.507051715700982e-08
1933,2.6382522833046096e-08
1934,2.7557634396657704e-08
1935,2.2739740757060645e-08
1936,1.9399543305098632e-08
1937,1.0072894518486919e-08
1938,1.4261735792331365e-08
1939,1.6823456405745674e-08
1940,2.5357829169792012e-09
1941,8.854508237732261e-09
1942,1.2136847082899749e-08
1943,0.0
1944,6.4263723231761105e-09
1945,2.3963544037997053e-08
1946,2.9234318077442367e-08
1947,1.7881307101674793e-08
1948,1.3046265401328583e-08
1949,5.890204768377316e-09
1950,3.190608444114673e-09
1951,7.462981344019681e-09
1952,9.490323193972472e-09
1953,2.0470272588113403e-08
1954,5.863521668203475e-09
1955,1.220129064449793e-08
1956,6.976913269340912e-09
1957,1.3252556385623393e-08
1958,1.3235589513271862e-08
1959,1.7826719656000023e-08
1960,8.305000243069571e-09
1961,7.64297514166401e-09
1962,2.5367825617905737e-09
1963,5.1728425987107585e-09
1964,4.867174663303331e-09
1965,1.0396882466068291e-08
1966,2.215629901769489e-09
1967,1.429797347185513e-08
1968,3.233819256820425e-08
1969,4.995933444718048e-09
1970,3.6789800095249348e-09
1971,9.24911525146399e-09
1972,1.2825367434743384e-08
1973,1.3231689521830958e-08
1974,8.438357568252286e-09
1975,5.140332159925265e-09
1976,6.2848797277581525e-09
1977,8.22749424145286e-09
1978,9.504946163474415e-09
1979,5.266775904289034e-09
1980,1.2507331170752423e-08
1981,5.060439622894819e-09
1982,2.483000915987077e-09
1983,8.209910973278056e-09
1984,1.0438215625185876e-08
1985,1.0828004270990732e-08
1986,5.395036861699509e-09
1987,1.099947066762752e-08
1988,2.398621523624911e-09
1989,3.841685636274406e-09
1990,1.6345953479657283e-09
1991,5.8614650910726596e-09
1992,4.958949695321735e-09
1993,6.093128224193833e-09
1994,3.164955852952289e-09
1995,6.506940763983948e-09
1996,3.2028553142993132e-09
1997,7.671831170341648e-09
1998,4.7681290027412615e-09
1999,1.0054442611817649e-08
2000,4.418031274155965e-09
2001,8.762423675534592e-09
2002,3.504977197366088e-09
2003,6.250384210204629e-09
2004,5.285749615779878e-09
2005,4.503749373441224e-09
2006,8.64756888319107e-09
2007,4.393927444112933e-09
2008,8.089135583588813e-09
2009,6.675469510497578e-09
2010,2.3618964561933353e-09
2011,9.177532511728259e-09
2012,1.05531832161887e-08
2013,8.646287241731443e-09
2014,7.145969149746634e-09
2015,8.644644111654998e-09
2016,9.113896304313585e-09
2017,4.024978128569501e-09
2018,1.0842160058643913e-08
2019,7.90806176098613e-09
