year,trois_DET in_ADJ,trois_DET mines_NOUN
1918,5.743188147278033e-09,2.1824114071478107e-08
1919,0.0,1.0128633110007002e-07
1920,3.786115865267448e-09,5.2248399384779987e-08
1921,1.5145494858259667e-09,2.877644078580488e-08
1922,7.377935484775833e-10,4.7218785992342305e-08
1923,0.0,4.564857558619906e-08
1924,1.289162443462999e-09,2.4494086647841584e-08
1925,3.299453377181294e-09,2.5295808558922772e-08
1926,1.1146138456652466e-09,3.1209186346359274e-08
1927,1.1149224876660924e-09,2.341337179689873e-08
1928,3.4278122562625413e-09,6.627103754652808e-08
1929,1.1140406375176326e-09,1.67106100068537e-08
1930,3.1510811737689437e-09,2.4158287814657342e-08
1931,5.7026783295555106e-09,2.9653926425510235e-08
1932,4.383814644626227e-09,2.849479585620429e-08
1933,2.2941324395731044e-09,3.9000251028653565e-08
1934,4.7926320689839486e-09,6.470052937856963e-08
1935,2.393656828303392e-09,1.9149254626427137e-08
1936,0.0,1.9399542861009422e-08
1937,6.295559185076627e-09,3.1477795481293924e-08
1938,0.0,1.8151300018587335e-08
1939,0.0,2.2941076593951948e-08
1940,2.5357829169792012e-09,2.2822046474857416e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,4.247896612241675e-08
1943,2.9032352077962287e-09,2.6129116648121453e-08
1944,0.0,4.177142187700156e-08
1945,0.0,5.664110602765504e-08
1946,0.0,1.9489545977080525e-08
1947,0.0,1.5497132244135514e-08
1948,0.0,3.9138795093762724e-08
1949,0.0,2.0615717577499026e-08
1950,0.0,3.5096692885261405e-08
1951,0.0,3.731490449965236e-08
1952,0.0,1.6871685715180718e-08
1953,1.0773827385790469e-09,1.4005975934594517e-08
1954,0.0,1.7590565448699635e-08
1955,1.8771215692936494e-09,2.627970152602188e-08
1956,0.0,4.186147783968863e-08
1957,0.0,1.9437083054185678e-08
1958,0.0,3.226174971615592e-08
1959,0.0,3.2553141071645086e-08
1960,0.0,3.598833331341922e-08
1961,3.47407969059077e-09,1.598076693198891e-08
1962,0.0,2.6002021868976044e-08
1963,0.0,2.7157422977097667e-08
1964,6.083968329129164e-10,2.4944270426985327e-08
1965,1.6416130677043839e-09,2.2435377999840966e-08
1966,1.6617224263271169e-09,2.3818021332999706e-08
1967,1.9721342336964653e-09,1.9228308223429025e-08
1968,0.0,2.2906220809026934e-08
1969,4.5417578031781147e-10,2.0437910253079394e-08
1970,9.197450023812337e-10,2.4833115841449427e-08
1971,1.541519245584766e-09,2.363662865434435e-08
1972,3.5911027485013847e-09,1.5390440255558246e-08
1973,0.0,2.8117339123667762e-08
1974,0.0,2.5315072038623043e-08
1975,5.711480177694739e-10,1.9419032604162112e-08
1976,0.0,3.428116102099921e-08
1977,0.0,2.4682484334181964e-08
1978,5.940591352171509e-10,2.257424647211792e-08
1979,0.0,2.0481906726210752e-08
1980,5.685150683554241e-10,1.819248218737357e-08
1981,6.325549528618524e-10,3.795329628353272e-08
1982,6.207502289967692e-10,1.8622506758880775e-08
1983,6.315316047889041e-10,2.652432762317858e-08
1984,5.799008495621649e-10,3.421415178950227e-08
1985,6.015558051686298e-10,2.285912126254175e-08
1986,0.0,2.038125140879643e-08
1987,0.0,2.8720839484464022e-08
1988,5.996553809062277e-10,2.098793838722912e-08
1989,1.0976244357863152e-09,1.7561990306447228e-08
1990,0.0,2.5063794817370422e-08
1991,1.1722930404189924e-09,9.37834432335194e-09
1992,5.509944167592096e-10,3.7467618785314016e-08
1993,1.1078414852150331e-09,2.049506742096696e-08
1994,5.274926606624319e-10,3.059457376330954e-08
1995,1.0844901643380922e-09,1.680959671457316e-08
1996,5.338092190498855e-10,1.6548085568501847e-08
1997,4.79489448146353e-10,2.7810388103510775e-08
1998,1.9072516899143466e-09,4.00522865984243e-08
1999,0.0,1.4624643496219392e-08
2000,0.0,2.960081113556612e-08
2001,1.7524847129024579e-09,1.0076786849388952e-08
2002,2.1906108038649563e-09,2.803981730137295e-08
2003,0.0,1.4167538253673229e-08
2004,0.0,2.2904914409593857e-08
2005,3.1526248278623825e-09,1.261049931144953e-08
2006,4.1178899179428186e-10,1.7295137044737174e-08
2007,0.0,1.5977917655618512e-08
2008,0.0,1.915847844258245e-08
2009,1.430457752249481e-09,2.2887323147813277e-08
2010,0.0,2.5508481993341547e-08
2011,7.64794394481072e-10,2.179663993739922e-08
2012,0.0,9.531907818605134e-09
2013,0.0,9.48302475434204e-09
2014,4.330890368553497e-10,2.880042143660333e-08
2015,0.0,1.1969506996667434e-08
2016,2.0713400439298368e-10,1.5742184222844458e-08
2017,0.0,3.6979486139898654e-08
2018,0.0,1.2132893134619849e-08
2019,2.55098775436835e-10,3.392813652247639e-08
