year,plusieurs_DET effets_NOUN,plusieurs_DET méfaits_NOUN
1883,8.59430129840355e-08,1.0742875922176154e-08
1884,5.8755102116947455e-08,3.9610181801208455e-09
1885,4.189663038722813e-08,4.511945039809007e-09
1886,6.582532868781854e-08,7.744156427236248e-09
1887,5.419007464979586e-08,6.528924512139156e-09
1888,4.628648753168818e-08,6.340614699951175e-09
1889,6.828999177255213e-08,4.385595886446936e-09
1890,4.9813338010018526e-08,7.865263995654459e-09
1891,6.629188842310896e-08,3.824531802365527e-09
1892,4.889439586541755e-08,1.2537024751679837e-09
1893,7.821189035306375e-08,1.847525021858587e-09
1894,4.978216017192949e-08,1.8904617871129403e-09
1895,6.19917273070314e-08,6.6204757231957956e-09
1896,5.897029087265082e-08,5.897029087265082e-09
1897,5.768446520448833e-08,4.661370844871726e-09
1898,5.0925194949869024e-08,8.487532454637403e-09
1899,8.567746334620097e-08,4.4220627160029835e-09
1900,6.384995288044593e-08,6.748368974740515e-09
1901,5.8122886281708475e-08,2.794369402536745e-09
1902,5.106695299961217e-08,3.437198747846537e-09
1903,3.834156370174924e-08,2.1600881083827517e-09
1904,6.342057901065346e-08,6.449550227216605e-09
1905,4.799505859409692e-08,2.0643036169332163e-09
1906,3.9095802151223324e-08,1.5432553013283723e-09
1907,4.628558930575011e-08,4.114274698707732e-09
1908,5.549869541709995e-08,4.4202499438483756e-09
1909,9.296662373259323e-08,6.60118004702781e-09
1910,7.962784565052061e-08,5.34415089958884e-09
1911,4.362706773619607e-08,3.1922244847493175e-09
1912,6.772247651554153e-08,1.0418842455450772e-09
1913,5.780258760523793e-08,7.42418571064718e-09
1914,6.29493897008615e-08,6.696743715117748e-10
1915,2.9451904026700504e-08,8.246533234057551e-09
1916,3.625862632361532e-08,3.2962386153911893e-09
1917,4.605898173970502e-08,7.676496771580332e-09
1918,4.135095554858026e-08,1.1486376294556067e-09
1919,4.6960025201769895e-08,9.207848372660976e-10
1920,5.8306182992851063e-08,1.741613253614105e-08
1921,3.332008802203745e-08,6.815472630705699e-09
1922,4.721878710256533e-08,1.4755870969551665e-09
1923,7.749642350063368e-08,4.246379248229459e-09
1924,6.187979861849158e-08,6.445812328337297e-09
1925,3.2994532217500705e-08,1.0998177923937646e-09
1926,3.901148559748435e-08,1.1146138456652466e-09
1927,3.4562596340492746e-08,2.2298449753321847e-09
1928,4.1133748851507335e-08,1.1426041224282812e-09
1929,3.2307179376189765e-08,0.0
1930,5.04172987803031e-08,1.0503603542488804e-09
1931,5.5886248517822423e-08,7.983749661377715e-09
1932,4.4934100884574946e-08,3.287861094491973e-09
1933,6.308863942372511e-08,2.2941324395731044e-09
1934,3.9539216345474415e-08,0.0
1935,3.8298509252854274e-08,2.393656828303392e-09
1936,3.152425787078528e-08,2.424942913137329e-09
1937,5.162358363008934e-08,1.2591118148108649e-09
1938,3.3709557811789637e-08,1.2965214457594243e-09
1939,5.199977071157491e-08,3.058810094103137e-09
1940,6.339457314652464e-08,7.607348528892999e-09
1941,6.198155277914452e-08,0.0
1942,4.854738722137597e-08,3.034211770724937e-09
1943,4.935499853253589e-08,8.709705845433291e-09
1944,8.032965581605822e-08,6.4263723231761105e-09
1945,5.010559434026618e-08,6.535512131478072e-09
1946,6.125285612057496e-08,1.3921104269343232e-09
1947,6.318061473997716e-08,2.3841741914054637e-09
1948,2.8266908813634473e-08,4.348755133776194e-09
1949,6.381055328574803e-08,1.9634016634739737e-09
1950,5.74309511058857e-08,2.1270722960764488e-09
1951,6.823297127311889e-08,1.0661401761424827e-09
1952,7.381362809866232e-08,0.0
1953,6.356557946674002e-08,0.0
1954,7.818029157391493e-08,9.772536113672459e-10
1955,5.16208449319322e-08,9.385607846468247e-10
1956,5.843164996299777e-08,0.0
1957,5.0359714287573354e-08,4.417518795207798e-09
1958,6.121459961150322e-08,8.272243445794913e-10
1959,6.355613102471125e-08,3.100299128533379e-09
1960,7.474499907900167e-08,2.7683333403416555e-09
1961,5.975416850212412e-08,4.86371165564492e-09
1962,9.259256117388759e-08,2.5367825617905737e-09
1963,7.500621590494916e-08,6.466053248388448e-10
1964,7.848318928083131e-08,6.083968329129164e-10
1965,6.457011014759928e-08,1.6416130677043839e-09
1966,6.536107899357546e-08,6.6468897053084675e-09
1967,8.184356747875654e-08,3.451234853457663e-09
1968,5.704098171577243e-08,3.1439910674890825e-09
1969,1.049146018949898e-07,2.7250546263957176e-09
1970,7.633883858382262e-08,4.1388523719376735e-09
1971,7.142372426827137e-08,3.5968783507200897e-09
1972,6.361382087760603e-08,1.5390440033513642e-09
1973,7.387693146121421e-08,5.513203671370093e-09
1974,8.269590356935197e-08,1.1251143350321513e-09
1975,8.909908721932425e-08,8.567219822452898e-09
1976,1.0170077890947482e-07,2.856763492431469e-09
1977,5.994317486823775e-08,5.289103821581875e-09
1978,8.613857715999984e-08,2.3762365408686037e-09
1979,1.0065394384639603e-07,4.681578680276743e-09
1980,9.266795908402514e-08,3.97960553399912e-09
1981,1.0563667940388655e-07,6.958104314946922e-09
1982,8.566353137950955e-08,4.345251713999687e-09
1983,9.220361496531382e-08,3.157658134966823e-09
1984,8.988462862902225e-08,4.059305780401701e-09
1985,9.263959377392439e-08,3.609334831011779e-09
1986,1.1029853164146175e-07,2.3977941854269602e-09
1987,1.2710498742407594e-07,4.277571630240118e-09
1988,9.77438285865162e-08,3.597932174415064e-09
1989,1.300684893124071e-07,2.1952488715726304e-09
1990,9.26270695700282e-08,2.724325431913144e-09
1991,8.616353763812867e-08,2.344586080837985e-09
1992,1.1570882740841171e-07,4.4079553340736766e-09
1993,1.1133806765428744e-07,3.323524566667402e-09
1994,1.0075110157270473e-07,3.6924485691258724e-09
1995,1.0953350848552645e-07,1.0844901643380922e-09
1996,1.2544516536650008e-07,1.067618438099771e-09
1997,1.165159373428537e-07,3.835915585170824e-09
1998,1.5162651401112726e-07,1.9072516899143466e-09
1999,1.4716047580520808e-07,4.113180906983871e-09
2000,1.2061226151161009e-07,2.6508188977203417e-09
2001,1.49399325799493e-07,3.943090742808408e-09
2002,1.4195156960994382e-07,2.1906108038649563e-09
2003,1.516759962072456e-07,1.6667691671301554e-09
2004,1.5064385738838837e-07,2.2023955992267474e-09
2005,1.3871548354416063e-07,1.8014998381943315e-09
2006,1.5730339075759048e-07,4.941467679486777e-09
2007,1.7415930386732725e-07,2.7961355453243186e-09
2008,1.5454505941647767e-07,2.1287198670449925e-09
2009,1.425689575285105e-07,2.384096253749135e-09
2010,1.7005655372770434e-07,2.3618964561933353e-09
2011,1.5869483949160212e-07,2.2943831279320648e-09
2012,1.2868074605876245e-07,1.0212758416727752e-09
2013,1.129595625926072e-07,1.6734750252211938e-09
2014,8.986597288540565e-08,2.3819897165822113e-09
2015,9.841594916792928e-08,2.881548111233201e-09
2016,1.0108139658626669e-07,2.0713399884186856e-09
2017,1.0766816505025645e-07,3.2702947017071438e-09
2018,9.344909646102906e-08,3.0977600484760615e-09
2019,8.647848748211118e-08,3.06118530524202e-09
