year,plusieurs_DET airs_NOUN,plusieurs_DET mères_NOUN
1861,8.630213921279051e-08,2.263662640666908e-08
1862,8.674533980013166e-08,2.1686334950032915e-08
1863,6.992469181454908e-08,2.8469339774517266e-08
1864,4.650886165080692e-08,2.3973640406182994e-08
1865,6.730787305286867e-08,1.5061901947888146e-08
1866,3.60055367742973e-08,1.8002767776525985e-08
1867,5.5322049163919473e-08,4.270473930034768e-08
1868,5.433861449688493e-08,2.1241458370013788e-08
1869,4.737013536981749e-08,4.541672726787738e-08
1870,4.529898367522378e-08,2.3509600488580418e-08
1871,1.1683294554032386e-08,1.274541272522356e-08
1872,2.9027227954614432e-08,1.6327815988148586e-08
1873,7.961385639632113e-08,3.352162325498398e-08
1874,3.106796664376077e-08,1.8521288502881816e-08
1875,6.40811045893308e-08,1.830888685105947e-08
1876,2.8416269337583344e-08,9.673623235784135e-09
1877,4.391219254884504e-08,3.463496867084359e-08
1878,1.1293095963926802e-07,3.623453315171332e-08
1879,5.9260456652943105e-08,2.2604502714074215e-08
1880,8.407378393471276e-08,1.9253538985353202e-08
1881,9.064259814950404e-08,1.4642265844244662e-08
1882,3.860123354293421e-08,1.9300616660444803e-08
1883,8.973460996486438e-08,1.8326082873443283e-08
1884,4.027034972153842e-08,1.0562715146988921e-08
1885,5.4787904435471546e-08,1.0957580676151935e-08
1886,3.420335914494643e-08,1.5488313631628614e-08
1887,3.7867763591492576e-08,1.6322311502392495e-08
1888,3.931181136174189e-08,1.7119660133957382e-08
1889,3.9470360035931407e-08,1.1277245803853475e-08
1890,3.21164943528629e-08,1.8352281472289178e-08
1891,3.505821177807178e-08,2.5496880495801122e-08
1892,3.3223115813996174e-08,1.692498341476778e-08
1893,3.941386639283451e-08,1.5396041108672875e-08
1894,3.150769734006076e-08,6.9316934414587195e-09
1895,2.407445731655855e-08,1.805584370906388e-08
1896,3.1843957581934035e-08,1.2973463858756418e-08
1897,2.0976168801922768e-08,2.3306854890492446e-08
1898,2.037007762467624e-08,2.772593887812036e-08
1899,3.427098604902312e-08,7.185851913504848e-09
1900,3.737558218475101e-08,2.0245107257288453e-08
1901,1.1177477665658131e-08,2.9061441697564305e-08
1902,2.2587305914534284e-08,1.620393730306091e-08
1903,2.6461079549733313e-08,6.48026410310365e-09
1904,3.6009986992269205e-08,1.1824175416563776e-08
1905,2.0126960098565405e-08,1.3934049469810361e-08
1906,2.572092172581364e-08,1.7490227932626112e-08
1907,1.954280415272791e-08,2.0571373937627868e-08
1908,2.8486056846688257e-08,2.4556945366072114e-08
1909,3.355599975662926e-08,3.4656195246896004e-08
1910,2.9392828393426385e-08,1.977335761793597e-08
1911,2.3409645777405785e-08,9.044636040123066e-09
1912,2.3442395913342295e-08,1.7712032285288615e-08
1913,2.9696742065432602e-08,1.8030165027660416e-08
1914,3.750176436057018e-08,1.1384464315700171e-08
1915,2.3561524287174507e-08,8.246533123035249e-09
1916,2.5271162940043723e-08,9.888715624128963e-09
1917,1.9739564316445524e-08,8.773139548168274e-09
1918,6.89182577673364e-09,4.594550517822427e-09
1919,2.5781975665495338e-08,1.7494911408455494e-08
1920,3.104614920701465e-08,1.741613253614105e-08
1921,2.4232791995260072e-08,1.741731914250977e-08
1922,3.172512152982421e-08,1.2542490601674672e-08
1923,3.0786250437842e-08,8.492758496458919e-09
1924,2.3204923871311678e-08,2.4494086647841584e-08
1925,3.739380360912037e-08,1.429763130111894e-08
1926,3.343841403768977e-08,1.0031524499964917e-08
1927,6.132073648856817e-08,1.3379069629948503e-08
1928,3.427812300671462e-08,1.7139061725401916e-08
1929,1.782465064437133e-08,8.912325100141061e-09
1930,4.201441383688831e-08,3.1510811737689437e-09
1931,2.737285687004487e-08,6.843213995466613e-09
1932,3.1782656950696264e-08,1.3151443933878681e-08
1933,2.4088391503696016e-08,1.261772863969668e-08
1934,2.036868629318178e-08,9.585264137967897e-09
1935,1.4361940969820353e-08,1.555876849579363e-08
1936,4.607391712596609e-08,1.576212937948185e-08
1937,2.0145788925951535e-08,1.2591118370153254e-08
1938,2.5930428471099276e-08,1.944782235252518e-08
1939,4.588215141154706e-09,4.588215141154706e-09
1940,1.77504799747652e-08,1.2678914806940611e-08
1941,2.3612020783048138e-08,2.3612020783048138e-08
1942,1.517105907566929e-08,1.2136847082899749e-08
1943,3.774205836748479e-08,8.709705845433291e-09
1944,3.534504777746861e-08,3.2131861615880553e-09
1945,1.5249528306782167e-08,2.178504043826024e-09
1946,2.7842207650508044e-08,2.5057987684817817e-08
1947,1.549713202209091e-08,1.549713246618012e-08
1948,3.261566261514304e-08,1.087188761239588e-08
1949,1.1780409536754632e-08,3.043272556180199e-08
1950,3.6160230587611863e-08,1.1698897850465073e-08
1951,2.985192459892261e-08,7.462981344019681e-09
1952,1.3708245316657042e-08,1.687168627029223e-08
1953,1.4005975268460702e-08,8.619061908632375e-09
1954,1.759056522665503e-08,1.759056522665503e-08
1955,1.2201289756319511e-08,1.595553289490681e-08
1956,2.1802854632824165e-08,2.4419197108827007e-08
1957,2.4738105286470358e-08,1.5903067862588216e-08
1958,1.9853384713997002e-08,1.4890038202430844e-08
1959,2.0151945223645384e-08,5.4255236969780185e-09
1960,2.5607082898559952e-08,1.038124963770315e-08
1961,1.598076654341085e-08,9.72742331128984e-09
1962,3.424656330741627e-08,1.0147130247162295e-08
1963,5.172842765244212e-08,2.069137061688764e-08
1964,2.068549243006146e-08,1.2776333546682395e-08
1965,2.7360216536820303e-08,1.1491291473930687e-08
1966,2.215629990587331e-08,1.4955501503877144e-08
1967,3.204718207472368e-08,5.423369198176431e-09
1968,3.27873351801955e-08,1.7067380619906203e-08
1969,2.8613074021244245e-08,1.4533625192214572e-08
1970,2.8052221878738237e-08,7.817832603507213e-09
1971,4.110717910510431e-08,7.70759622792383e-09
1972,9.952484647524074e-08,9.747278983951446e-09
1973,2.2604135341275366e-08,1.9847533616612623e-08
1974,2.531507237168995e-08,1.5189043134355984e-08
1975,1.8276735680444745e-08,1.4278700444236847e-08
1976,1.5426522226302808e-08,1.6569227656582086e-08
1977,1.704266811008992e-08,1.2928919990162768e-08
1978,2.07920705097564e-08,1.663365645221404e-08
1979,1.0533551697555765e-08,1.2874340926671834e-08
1980,2.4446148327861295e-08,1.6486937370885357e-08
1981,2.0874313833019187e-08,1.8976648308299815e-08
1982,2.7933760748943826e-08,1.5518755946963836e-08
1983,2.0840542402922324e-08,2.3366669821278663e-08
1984,3.363424899704981e-08,9.858314609090257e-09
1985,1.864822973818292e-08,2.285912081845254e-08
1986,1.678455929798872e-08,1.9781802029772422e-08
1987,2.1998941002188133e-08,2.13878585952898e-08
1988,1.2592763165564236e-08,2.0388282617744835e-08
1989,3.347754684579485e-08,2.6342987013983077e-08
1990,1.9070278800548124e-08,1.961514328741032e-08
1991,4.8064014990245596e-08,1.4067516485027909e-08
1992,1.0468894195980738e-08,1.377486047449139e-08
1993,3.046564067687996e-08,2.2156829704300662e-08
1994,1.9517228444509982e-08,1.6879764919153217e-08
1995,3.307695128906829e-08,1.7894086878911253e-08
1996,2.935950593752068e-08,2.028474943571723e-08
1997,2.3015492622846523e-08,1.8220599251606018e-08
1998,2.288702038999446e-08,2.7178336026167926e-08
1999,3.793266811769058e-08,1.965186458008361e-08
2000,1.5463110347724296e-08,2.1648354886494303e-08
2001,2.3658543346627425e-08,2.847787614057573e-08
2002,2.1029863794819192e-08,2.6287329091267964e-08
2003,4.125253760811631e-08,2.7501692034803682e-08
2004,2.378587282692024e-08,3.12740174313042e-08
2005,1.8014998715010222e-08,3.332774634046132e-08
2006,2.3060183040879423e-08,2.388376069140108e-08
2007,2.1969636831986605e-08,2.3966877815695398e-08
2008,2.8099102378220664e-08,2.809910126799764e-08
2009,2.145686650578682e-08,3.5761442696014e-08
2010,1.9367552228644058e-08,2.3146586425326632e-08
2011,1.3383901875663184e-08,2.5238215406453435e-08
2012,8.170206539093172e-09,3.063827502813865e-08
2013,1.3387799813191492e-08,3.7374275341228724e-08
2014,1.4725027419615344e-08,4.374199347179086e-08
2015,1.2856137154848568e-08,3.657349312291558e-08
2016,1.6570720351438695e-08,2.879162624980225e-08
2017,9.810883938587978e-09,2.5659235763919597e-08
2018,8.776986804015507e-09,3.4333506815364956e-08
2019,1.607122351865442e-08,2.576497731832106e-08
