year,mes_DET yeux_NOUN
1875,1.1034537067189376e-05
1876,9.89914045135265e-06
1877,1.1383154060240486e-05
1878,8.4619708786704e-06
1879,8.705788218321686e-06
1880,8.999745915616586e-06
1881,9.18348968070859e-06
1882,8.80307820239068e-06
1883,8.362381578308486e-06
1884,8.215812073331108e-06
1885,6.788543686297999e-06
1886,7.86677233577393e-06
1887,7.745916036583367e-06
1888,7.3145330929946795e-06
1889,7.63908127510149e-06
1890,6.899147194872057e-06
1891,7.355849987789043e-06
1892,7.3680095908912335e-06
1893,6.9466939578433085e-06
1894,7.271345964454667e-06
1895,7.390256712369592e-06
1896,7.37600393563298e-06
1897,6.913395793617383e-06
1898,6.723257200746957e-06
1899,7.186404843650962e-06
1900,7.016227300482569e-06
1901,6.199587915034499e-06
1902,5.683653427013269e-06
1903,6.321498034367323e-06
1904,6.116860816973713e-06
1905,6.651186254202912e-06
1906,6.6406280154751585e-06
1907,6.609582442251849e-06
1908,6.807676470543811e-06
1909,7.284402528284772e-06
1910,7.614345918227627e-06
1911,7.649101917195367e-06
1912,7.912068895166158e-06
1913,7.967742135406297e-06
1914,7.080467327114093e-06
1915,6.2167081011921255e-06
1916,7.178108944572159e-06
1917,7.728039179255575e-06
1918,7.680939859255886e-06
1919,8.688526008882036e-06
1920,7.679757288769906e-06
1921,8.151305507908546e-06
1922,8.751707127885311e-06
1923,9.295324218783207e-06
1924,9.403151011611044e-06
1925,9.479329776240775e-06
1926,9.270243765513442e-06
1927,1.0570580514013272e-05
1928,8.211895647036727e-06
1929,9.332318256838334e-06
1930,8.036307178826974e-06
1931,7.026840364687814e-06
1932,6.98670461929396e-06
1933,6.354746659553712e-06
1934,6.7012977638114535e-06
1935,6.5490451959249185e-06
1936,6.480660090346646e-06
1937,6.078991987124027e-06
1938,7.375910286100407e-06
1939,6.738558681718132e-06
1940,5.170461548686944e-06
1941,7.142636320622842e-06
1942,8.113482351745915e-06
1943,8.808415884686838e-06
1944,8.919805054574681e-06
1945,8.981972371202573e-06
1946,9.934099580277689e-06
1947,9.82160543117061e-06
1948,8.54530401284137e-06
1949,7.46681632790569e-06
1950,8.71674211566642e-06
1951,9.372438569243968e-06
1952,7.297004344763991e-06
1953,7.302500108608001e-06
1954,9.135366894952313e-06
1955,7.562922803572292e-06
1956,8.049613882121776e-06
1957,7.095418652625085e-06
1958,8.25900821155301e-06
1959,7.508924454668886e-06
1960,8.869048258475232e-06
1961,8.532339165867597e-06
1962,8.988455135749973e-06
1963,8.216414073558553e-06
1964,8.293057305763796e-06
1965,8.62120441524894e-06
1966,7.675495936609877e-06
1967,8.859813078743173e-06
1968,1.0162277703784639e-05
1969,7.66512454219992e-06
1970,7.704703875788255e-06
1971,8.745552520394995e-06
1972,7.724975262135558e-06
1973,7.306648797111848e-06
1974,5.882660474298973e-06
1975,6.461968837356835e-06
1976,6.380866921062989e-06
1977,6.3674929151602555e-06
1978,6.730690046197196e-06
1979,7.92357178625025e-06
1980,6.8886970439052675e-06
1981,6.988466935808901e-06
1982,6.565675278125127e-06
1983,7.117992709027021e-06
1984,7.313129742669844e-06
1985,6.841494354148381e-06
1986,7.83958790862016e-06
1987,7.424642575415419e-06
1988,6.861856377327058e-06
1989,7.395244693952918e-06
1990,6.852768422049849e-06
1991,6.823331858640813e-06
1992,6.9744873485433345e-06
1993,7.823576481769123e-06
1994,7.392282213913859e-06
1995,7.869602939081233e-06
1996,7.072438165778294e-06
1997,7.119459155546792e-06
1998,7.801136462148861e-06
1999,7.878112853632047e-06
2000,7.710348711498227e-06
2001,7.4432406336200074e-06
2002,8.305043820655555e-06
2003,7.929654202598613e-06
2004,8.126399279717589e-06
2005,8.000460979928903e-06
2006,8.485735691010632e-06
2007,9.349479000775318e-06
2008,9.556674797295273e-06
2009,9.672755481915374e-06
2010,1.2447667018022912e-05
2011,1.3432466630547424e-05
2012,1.624815797640622e-05
2013,1.89769286862429e-05
2014,2.0392647911648965e-05
2015,2.1444258891278878e-05
2016,2.3243335817824118e-05
2017,2.527233527871431e-05
2018,2.85523128695786e-05
2019,2.778484804366599e-05
