year,nos_DET êtres_NOUN,nos_DET maîtres_NOUN
1959,2.7127618040800883e-08,6.712147762044651e-07
1960,3.6680417148104993e-08,6.699366643658777e-07
1961,3.5435612832923624e-08,9.185466680605714e-07
1962,4.5662087444497956e-08,7.071281302728494e-07
1963,3.103705381590771e-08,6.963939149784437e-07
1964,3.346182525509889e-08,7.355517972484904e-07
1965,2.4624196015565758e-08,7.792189524735704e-07
1966,3.600398423841966e-08,6.14837315282557e-07
1967,3.204718129756756e-08,7.124334935326715e-07
1968,4.132102504605939e-08,9.440955999195921e-07
1969,2.5888019672404283e-08,7.157810486546623e-07
1970,3.632992645608013e-08,6.925679976177435e-07
1971,3.031654582930088e-08,6.808376493694368e-07
1972,3.0780881121739156e-08,6.617889205529082e-07
1973,1.929621262775072e-08,4.829566435660126e-07
1974,3.937900339145983e-08,5.766210762203627e-07
1975,3.541117621352896e-08,4.917584472963199e-07
1976,2.513951885552146e-08,5.353574890065715e-07
1977,2.6445518497286713e-08,5.130430453803569e-07
1978,2.4950483012986524e-08,5.049502744824963e-07
1979,2.3407893623428322e-08,5.430631322411728e-07
1980,3.4679419391725474e-08,5.025673317504697e-07
1981,3.226030309555483e-08,5.275508403457252e-07
1982,4.096951378151914e-08,4.885304196733387e-07
1983,4.2312618742101904e-08,5.222766379375798e-07
1984,2.3775934387959552e-08,6.43689952894988e-07
1985,2.9476233787129047e-08,4.986897685910208e-07
1986,3.177077201321765e-08,6.408104926691749e-07
1987,3.2998411836349106e-08,5.933603226537798e-07
1988,2.938311283173789e-08,4.827225792425338e-07
1989,2.57941739079115e-08,5.010655517168061e-07
1990,3.378163487832708e-08,4.865645388818507e-07
1991,3.282420435457567e-08,4.929492103400435e-07
1992,3.912060414501539e-08,4.936909832053971e-07
1993,2.6588195312093887e-08,5.339796045333856e-07
1994,3.692448635739254e-08,5.338225630424631e-07
1995,4.066837977489968e-08,5.173017996185081e-07
1996,4.163711841975726e-08,4.574745000596181e-07
1997,3.4523239378358994e-08,5.283973791847529e-07
1998,4.863491831486044e-08,5.082825822455561e-07
1999,2.605014595702393e-08,4.97237884644619e-07
2000,3.313523533332585e-08,4.6389330954355046e-07
2001,3.986902896713218e-08,4.210344659583143e-07
2002,3.9869116674751126e-08,4.5871388287821446e-07
2003,4.4169383706105236e-08,4.833630491418717e-07
2004,5.0214618962929336e-08,4.884913593627971e-07
2005,4.548787146951838e-08,5.904415818491771e-07
2006,3.8708166616441275e-08,7.049827779326279e-07
2007,5.7520503693453406e-08,4.6296017686131563e-07
2008,5.7901181182984374e-08,5.257938049396671e-07
2009,4.482100868230532e-08,5.254548103295065e-07
2010,7.03845182137286e-08,5.441809491912863e-07
2011,8.833375431116508e-08,4.0151706581781355e-07
2012,8.068079027090391e-08,4.415315775219142e-07
2013,9.259895250579575e-08,4.6968866307395274e-07
2014,1.056737235494154e-07,5.530546900445188e-07
2015,1.0550898821293231e-07,5.231117894410886e-07
2016,1.0211706547025301e-07,6.464652422266681e-07
2017,1.227618340315928e-07,4.188492912504671e-07
2018,1.6159981797159162e-07,4.79378376105899e-07
2019,1.4515119861613357e-07,4.788204002181828e-07
