year,aux_ADP airs_NOUN,aux_ADP mères_NOUN
1869,1.1573940161824225e-07,7.129938133232372e-07
1870,1.0665330840708975e-07,7.265039645432125e-07
1871,4.99195342840153e-08,4.811393397030628e-07
1872,1.1066630678513434e-07,5.497031576595646e-07
1873,1.4725570851581438e-07,5.83635443085484e-07
1874,1.0216581447508588e-07,5.221808585531562e-07
1875,1.0127102711976477e-07,5.618539473672968e-07
1876,8.283040520140617e-08,5.779990397414281e-07
1877,1.0576035047726862e-07,6.852776013310802e-07
1878,1.600358487952036e-07,6.280651967394135e-07
1879,1.4601287046112077e-07,6.805788288488657e-07
1880,8.214843538745242e-08,6.790081501506506e-07
1881,1.1295462259974798e-07,6.693607177421512e-07
1882,1.2844893282348835e-07,5.996502125960035e-07
1883,1.0742876366265364e-07,5.25769002557297e-07
1884,1.558000528589787e-07,4.376925133442455e-07
1885,1.0055191379532147e-07,6.104016718744276e-07
1886,1.5423778870760074e-07,5.898466008957826e-07
1887,1.3514874475095695e-07,5.81074314665031e-07
1888,1.0842450848258522e-07,5.541697372102306e-07
1889,1.2029062695928516e-07,5.281510375709786e-07
1890,8.455158556630593e-08,5.263172484504253e-07
1891,7.394095424828606e-08,4.991014361799273e-07
1892,8.650546878818943e-08,5.077494886762679e-07
1893,1.1146733691624888e-07,5.00063437103293e-07
1894,1.102769380256774e-07,4.4803945709048776e-07
1895,1.3361324713301315e-07,4.6162771916158363e-07
1896,1.0614652418139414e-07,5.849852724448823e-07
1897,7.982597916011969e-08,5.616952130083064e-07
1898,1.0637707481553349e-07,6.003514529950849e-07
1899,1.0668226124721514e-07,6.146667317352694e-07
1900,1.1835600921550338e-07,5.772451254770772e-07
1901,8.327221268089602e-08,6.99710085427796e-07
1902,7.660042644630494e-08,6.137854882126703e-07
1903,1.1880484729331897e-07,6.987884932918575e-07
1904,7.524475620357407e-08,8.239300406387429e-07
1905,8.463644651790503e-08,8.231410588699362e-07
1906,1.116288048663705e-07,7.129839740827038e-07
1907,1.1777111208477464e-07,7.67312226201966e-07
1908,1.502885083048966e-07,7.622476054791605e-07
1909,1.4907666123775698e-07,7.662870045166414e-07
1910,1.1436482716398189e-07,7.72229745038544e-07
1911,1.500345536697978e-07,6.985651435087448e-07
1912,1.2346328115420135e-07,7.840178701812306e-07
1913,1.6386237833287964e-07,7.646911157621616e-07
1914,1.325955188424821e-07,8.484774554062824e-07
1915,5.890380805340101e-08,9.577759652046325e-07
1916,1.0108465020586266e-07,7.76813571690127e-07
1917,1.5681987053373092e-07,1.1098021488464838e-06
1918,1.1486376561009592e-07,8.97085969953082e-07
1919,1.1049418369157848e-07,8.415973589137593e-07
1920,1.0979736009275598e-07,7.473792464907092e-07
1921,1.4009583387819546e-07,7.428865451686306e-07
1922,1.7190590284599239e-07,6.499961298089829e-07
1923,1.910870719434854e-07,9.129715512479208e-07
1924,1.4825367922188804e-07,6.652078234914427e-07
1925,2.0236647046978362e-07,7.324786670537264e-07
1926,1.0700293096022051e-07,6.108083656641838e-07
1927,1.4939961312521177e-07,6.678385853220448e-07
1928,1.5996458113676226e-07,7.74685617876969e-07
1929,1.1697426360868235e-07,6.405733925518575e-07
1930,1.6385622059189586e-07,6.585759200206098e-07
1931,1.4370748857572835e-07,6.968672874307913e-07
1932,9.534796863164274e-08,6.192138095606481e-07
1933,8.144170404733586e-08,6.113862847101359e-07
1934,1.3778817731235904e-07,4.373276816238558e-07
1935,9.095895769917206e-08,5.074552413830702e-07
1936,1.6125869706229423e-07,4.583142203529178e-07
1937,1.170974018860349e-07,4.633531571762717e-07
1938,1.1150084711086805e-07,5.860276945934828e-07
1939,9.635251796424882e-08,5.19997713332998e-07
1940,1.0143131645712344e-07,4.995492446369099e-07
1941,1.9184767552360427e-07,6.817970934491768e-07
1942,1.5474480608013153e-07,6.280818638515484e-07
1943,8.419382258040287e-08,4.935499928748754e-07
1944,1.2210107591670294e-07,5.783735144149205e-07
1945,1.219962295628818e-07,7.123708170020393e-07
1946,1.1972149405181653e-07,8.88166454160455e-07
1947,1.0728783705893363e-07,7.784328568405385e-07
1948,1.06544502331829e-07,7.708168725528708e-07
1949,1.0995049448681016e-07,1.0190054515746283e-06
1950,1.2230665924484185e-07,7.412846720900035e-07
1951,1.3113524643948438e-07,8.241263620423211e-07
1952,8.96308345321728e-08,5.10368522554927e-07
1953,1.0342874157132087e-07,5.139115586416665e-07
1954,1.2508846047865063e-07,5.609435547171415e-07
1955,1.2764426982059263e-07,5.406109884198429e-07
1956,1.552363162460324e-07,5.817001262897747e-07
1957,9.718541371661615e-08,5.265682707644714e-07
1958,8.603133344609049e-08,6.171093336337918e-07
1959,8.525822625671253e-08,4.348169655443712e-07
1960,1.0727291965828556e-07,5.668162568195356e-07
1961,1.0908610048598888e-07,5.690542486114225e-07
1962,1.1098423446931349e-07,5.77118005828936e-07
1963,1.1832877122586183e-07,4.771947348380934e-07
1964,8.517555871723204e-08,4.5751442967478795e-07
1965,1.1491290985432556e-07,4.656708911809915e-07
1966,1.2739872157219168e-07,5.539074505733765e-07
1967,1.1980715464154912e-07,4.989499693408561e-07
1968,1.6797895230347137e-07,4.891151796915238e-07
1969,8.720174657361746e-08,4.405505089621897e-07
1970,1.0439106001847165e-07,4.943629319242859e-07
1971,1.346260187773396e-07,5.904018847147086e-07
1972,1.3697492673436784e-07,6.181826874840368e-07
1973,9.31731425346527e-08,5.634494018025293e-07
1974,6.075617275946854e-08,6.739434734726046e-07
1975,8.224531455880424e-08,6.819507367694655e-07
1976,9.998671690603089e-08,7.627558333833662e-07
1977,9.344082807505316e-08,7.122659773095563e-07
1978,9.504946363314559e-08,6.671284342729678e-07
1979,9.772795150908564e-08,5.418927071509927e-07
1980,9.835310998962399e-08,6.992735492872271e-07
1981,9.867857464485041e-08,6.907500202935069e-07
1982,9.497478570263951e-08,6.977232445137815e-07
1983,7.767838539063376e-08,7.010000819818174e-07
1984,1.3627670258919977e-07,7.34734372009882e-07
1985,9.083492735761922e-08,8.379672502556446e-07
1986,1.1689246526280783e-07,7.277305082986629e-07
1987,1.1549443801328607e-07,6.941887802369706e-07
1988,8.215278701761974e-08,7.399747490310915e-07
1989,1.1909225272610513e-07,7.71629997231571e-07
1990,1.0951788154134334e-07,6.799916318911414e-07
1991,1.2250461961516024e-07,7.842640545874247e-07
1992,1.1405584365853372e-07,6.308886089101406e-07
1993,1.3903410955862228e-07,6.680283926030484e-07
1994,1.0497104285800418e-07,6.250787953909764e-07
1995,1.3664575782001975e-07,5.563434788413701e-07
1996,1.1797184074069378e-07,7.046281633726892e-07
1997,1.2179031649850458e-07,7.173162108742304e-07
1998,1.2397135984443253e-07,6.956700371318902e-07
1999,1.2385245440338366e-07,7.595674595961555e-07
2000,1.3784258490190382e-07,7.333932288133838e-07
2001,1.2355017253717904e-07,7.434916624582399e-07
2002,1.58162092089853e-07,6.751462464649194e-07
2003,1.7001045560238737e-07,6.283719820032729e-07
2004,1.5064385938678981e-07,6.981594085075926e-07
2005,1.5582973145189527e-07,6.485399417499593e-07
2006,1.7583389411157668e-07,6.613331011706691e-07
2007,1.9652838578743115e-07,7.018300598460314e-07
2008,2.494859703272567e-07,6.339327587312482e-07
2009,2.3364142820447853e-07,5.821963178220813e-07
2010,2.5225053845723266e-07,6.084245369741836e-07
2011,3.6518933521634267e-07,5.781845580088429e-07
2012,3.5744652374103403e-07,6.120846216539633e-07
2013,3.2521199094803777e-07,5.184983566941526e-07
2014,3.5123521820168424e-07,4.937214881373109e-07
2015,3.5598200205655406e-07,4.685840315765688e-07
2016,3.657986657190637e-07,4.77236734575115e-07
2017,3.569652507473542e-07,4.429991680154899e-07
2018,4.2852346959776355e-07,4.576940364486859e-07
2019,5.130036373479641e-07,4.448922608091266e-07
