year,nos_DET arbres_NOUN,nos_DET marbres_NOUN
1956,1.2296809437373213e-07,2.616342476002842e-09
1957,1.0425344676434634e-07,8.835037701437898e-10
1958,8.27224329036369e-08,4.136121778408608e-09
1959,5.270508407484442e-08,1.5501495642666896e-09
1960,8.30500019866065e-08,0.0
1961,8.059865019838242e-08,6.94815938118154e-09
1962,9.259256206206601e-08,5.7077609305622445e-09
1963,1.138025380598151e-07,2.5864212993553792e-09
1964,8.517555638576368e-08,2.4335873316516654e-09
1965,8.426946962458715e-08,4.3776345326485e-09
1966,8.973300857917366e-08,5.539074754423723e-10
1967,6.310829459010847e-08,5.423369309198733e-09
1968,9.56671541985088e-08,7.186265360559219e-09
1969,7.720988026704845e-08,5.904285060864822e-09
1970,8.553628294549753e-08,6.438215210957665e-09
1971,6.320228784773008e-08,1.0276794970565106e-09
1972,6.104874827883577e-08,4.104117490300041e-09
1973,5.5683358368696645e-08,2.205281512956958e-09
1974,3.994156050346476e-08,5.063014507644681e-09
1975,4.5120694291966856e-08,0.0
1976,6.399150143110433e-08,2.285410749536254e-09
1977,6.111853023682556e-08,0.0
1978,5.584156026472442e-08,4.752473081737207e-09
1979,7.66608523328216e-08,9.948355028654987e-09
1980,7.56125060341617e-08,2.8425752862659692e-09
1981,7.27438160819105e-08,1.2651099057237047e-09
1982,7.69730288396886e-08,1.0552753892945077e-08
1983,5.494324817334473e-08,3.157657912922218e-09
1984,5.161117488938771e-08,4.639206796497319e-09
1985,4.8726020995815134e-08,4.210890636180409e-09
1986,6.593934154253134e-08,3.596691222629289e-09
1987,6.171924837872211e-08,2.4443267410134695e-09
1988,6.596209045639512e-08,3.597932174415064e-09
1989,8.78099539747268e-08,2.7440609784434855e-09
1990,7.791570766357836e-08,1.6345953479657283e-09
1991,5.2167041797446245e-08,6.4476117778156095e-09
1992,6.887429893076558e-08,2.2039776670368383e-09
1993,5.816167680805506e-08,3.323524566667402e-09
1994,5.960666893400912e-08,2.637463358823311e-09
1995,4.663307739960487e-08,2.7112254663563817e-09
1996,6.032044375103851e-08,5.871901187504136e-09
1997,7.43208641296178e-08,0.0
1998,5.3403049093958543e-08,2.3840645013706308e-09
1999,7.129513690529166e-08,1.8280804647829996e-09
2000,4.771473882669852e-08,8.836062992401139e-10
2001,5.8270117841985325e-08,4.3812117822561447e-10
2002,4.644094664385534e-08,2.1906108038649563e-09
2003,4.250261365079666e-08,8.333845835650777e-10
2004,4.5809829263276924e-08,4.404791198453495e-09
2005,4.999161973273658e-08,4.5037495954858286e-10
2006,6.218013881564843e-08,1.6471559671771274e-09
2007,6.351222348044416e-08,1.1983438685803094e-09
2008,5.917841283675784e-08,4.257439678578834e-10
2009,5.149647774871369e-08,9.53638501499654e-10
2010,4.015223931119749e-08,3.7790344187271785e-09
2011,7.533224977152031e-08,2.2943831279320648e-09
2012,7.999994089402662e-08,1.7021263287730903e-09
2013,7.949006430862937e-08,8.367375126105969e-10
2014,7.665675738621758e-08,4.330890368553497e-10
2015,7.58068763317965e-08,2.2165753954528356e-09
2016,1.0957388640875365e-07,3.935546166733417e-09
2017,6.465121105136973e-08,2.515611330355938e-10
2018,7.796029244389047e-08,1.0325866828253538e-09
2019,5.96931140073309e-08,1.53059265262101e-09
