year,bons_ADJ yeux_NOUN
1920,2.9607426199618203e-07
1921,3.521327585076506e-07
1922,3.5487869354255963e-07
1923,3.5988063018521643e-07
1924,3.7256793916640163e-07
1925,2.881522505049361e-07
1926,3.6670795111604093e-07
1927,3.08833534745645e-07
1928,3.0850310395180713e-07
1929,2.9633480380653054e-07
1930,2.2792819720507396e-07
1931,2.121396391885355e-07
1932,2.1480691714259592e-07
1933,2.385897630574618e-07
1934,2.1207397082889656e-07
1935,2.609085925087129e-07
1936,1.9035802267808322e-07
1937,1.825712132585977e-07
1938,2.411529749224428e-07
1939,2.4623420813441044e-07
1940,1.4453962648985907e-07
1941,2.3612020072505402e-07
1942,2.3666851234338537e-07
1943,2.2645234309948137e-07
1944,2.4098895323731995e-07
1945,3.659886829154857e-07
1946,3.2157751661543443e-07
1947,2.861009136267967e-07
1948,2.337455953238532e-07
1949,1.6492573706727853e-07
1950,2.3185087627553003e-07
1951,2.30286275382241e-07
1952,1.8242511146127072e-07
1953,2.2086345552452258e-07
1954,2.716764981869346e-07
1955,1.7175662492263655e-07
1956,2.625063757477619e-07
1957,1.9613783308614074e-07
1958,1.9770661197071604e-07
1959,1.759419774316484e-07
1960,2.0624082708309288e-07
1961,1.7578842914645065e-07
1962,2.3021301842618414e-07
1963,2.295448950917489e-07
1964,2.04421340299632e-07
1965,2.3146743899360445e-07
1966,1.8001992430072278e-07
1967,2.174277966560112e-07
1968,2.2052851988973998e-07
1969,1.671366902655791e-07
1970,1.6371461697417544e-07
1971,1.8857919314996252e-07
1972,1.3748793037393625e-07
1973,1.2790633263648488e-07
1974,1.1532421950732896e-07
1975,1.2736600751850347e-07
1976,1.0055807564413044e-07
1977,1.0225600277635749e-07
1978,1.4435636330745183e-07
1979,1.3927696329574246e-07
1980,1.3018994593494426e-07
1981,1.1892033313642969e-07
1982,1.2911604585497116e-07
1983,1.25674787909702e-07
1984,1.281580921386194e-07
1985,1.2331894083672523e-07
1986,1.4806379056153673e-07
1987,1.0510604653291011e-07
1988,1.1273521494103989e-07
1989,1.1086007134508691e-07
1990,9.589625449279993e-08
1991,1.307106742842734e-07
1992,1.1681081701908624e-07
1993,1.0469101852095264e-07
1994,9.600366723816478e-08
1995,8.621697134003625e-08
1996,9.661946620553863e-08
1997,8.966452469394426e-08
1998,9.631621367134358e-08
1999,9.825932778539936e-08
2000,8.703521814368287e-08
2001,9.419605362381844e-08
2002,1.1172114966484514e-07
2003,1.1167353619612186e-07
2004,9.602445061318576e-08
2005,1.225019872208577e-07
2006,1.2230132995227905e-07
2007,9.70658504684252e-08
2008,1.1622810092148939e-07
2009,1.087147865064253e-07
2010,1.5494040894736827e-07
2011,1.7169634247693466e-07
2012,2.1174452058403403e-07
2013,2.666403418061236e-07
2014,3.111744604211708e-07
2015,3.4290420103388897e-07
2016,3.237504415665171e-07
2017,1.8841929261270707e-07
2018,2.5375817358508357e-07
2019,2.9157789072087326e-07
