year,vos_DET eaux_NOUN,vos_DET maux_NOUN
1923,1.2739137744688378e-08,1.0191310018115018e-07
1924,2.5783249313349188e-08,1.1473546013274216e-07
1925,2.74954441437103e-08,1.3527758535580858e-07
1926,4.12407112904134e-08,1.0588831678148836e-07
1927,3.6792442870137165e-08,1.3602054282912945e-07
1928,9.14083297942625e-09,1.0740478861848146e-07
1929,3.230717737778832e-08,1.1251810239087945e-07
1930,3.7812974085227324e-08,1.2289216810845716e-07
1931,1.596749932275543e-08,6.957267828511249e-08
1932,1.643930525041526e-08,6.137340424761106e-08
1933,1.3764794637438627e-08,4.129438391231588e-08
1934,2.7557634396657704e-08,7.308764082836205e-08
1935,3.949533677882755e-08,8.018750463634206e-08
1936,1.9399542861009422e-08,8.002311480126423e-08
1937,8.813782592653752e-09,5.666003299875655e-08
1938,2.8523471029551217e-08,5.3157380164314816e-08
1939,1.8352860564618823e-08,6.882322622914216e-08
1940,2.028626333583361e-08,8.621662117569429e-08
1941,2.3612020783048138e-08,1.1806010125070543e-07
1942,2.7307905936524435e-08,9.4060562672027e-08
1943,3.193558839598154e-08,4.354852856103264e-08
1944,2.8918675454292497e-08,9.318240046241044e-08
1945,1.089252021913012e-08,4.574858580852492e-08
1946,4.5939644977011085e-08,8.491873870752897e-08
1947,2.622591654954931e-08,8.940652906908042e-08
1948,2.391815279167986e-08,7.39288372741953e-08
1949,1.9634016634739737e-08,5.890205023728612e-08
1950,4.1477910883713776e-08,8.18922842871217e-08
1951,1.8124382994422206e-08,1.2900295509599147e-07
1952,2.4253049346611988e-08,6.643226413416414e-08
1953,3.555363137230927e-08,7.757155728871368e-08
1954,2.73631017844167e-08,6.058972146227859e-08
1955,2.0648337706319353e-08,6.10064510020436e-08
1956,2.5291310157271596e-08,1.0552581009015682e-07
1957,2.2087593976038988e-08,9.541840961801995e-08
1958,1.9026160202884057e-08,7.445019178931034e-08
1959,1.9376869886400527e-08,3.720358832115522e-08
1960,2.2838749558218296e-08,8.304999865593743e-08
1961,2.36237411854745e-08,7.434530568950493e-08
1962,2.1562652108286784e-08,7.864025663995022e-08
1963,1.8104948651398445e-08,8.017906338864123e-08
1964,2.6161064370366915e-08,8.578395238600933e-08
1965,3.0643441562006046e-08,2.424115193022658e-07
1966,1.9386760974349215e-08,7.533141599402882e-08
1967,2.8102911997507363e-08,1.390354626984447e-07
1968,2.2007937222623397e-08,1.1183625381328e-07
1969,1.9075382495792326e-08,8.992680666786157e-08
1970,2.0234390524231927e-08,8.599615530791027e-08
1971,2.9288864888954436e-08,1.413059300681141e-07
1972,3.334595388704287e-08,1.6621675325012575e-07
1973,2.4258095976392724e-08,9.427578762100097e-08
1974,1.2938814464291681e-08,6.975708677359194e-08
1975,2.1132476213381324e-08,6.282627929010687e-08
1976,5.713526984862938e-09,4.799362485208292e-08
1977,1.8805701551549703e-08,6.46445979524124e-08
1978,2.792077880009458e-08,8.851481214655621e-08
1979,2.4578287849408298e-08,6.905328575612657e-08
1980,1.193881615790815e-08,7.163290005607337e-08
1981,1.0120879023745033e-08,4.617651172544868e-08
1982,9.9320033308814e-09,3.6003511838522684e-08
1983,1.1999100824056086e-08,6.631082083430329e-08
1984,1.2177917618760858e-08,8.292582265312376e-08
1985,2.3460676956688076e-08,3.669490244995188e-08
1986,2.2779045372178786e-08,7.5530518950373e-08
1987,1.6499206278997036e-08,8.066278178731068e-08
1988,5.396898483667201e-09,5.6967262684892717e-08
1989,1.3171493229435782e-08,7.902895760025785e-08
1990,9.262707045820662e-09,5.176218526026233e-08
1991,6.4476117778156095e-09,5.2753186707832356e-08
1992,1.2121877057680308e-08,6.39153521220237e-08
1993,8.308811083601597e-09,8.973516019139538e-08
1994,1.635227242502424e-08,4.800183350806009e-08
1995,1.4640617329586547e-08,5.9104713456825664e-08
1996,1.7615704006601618e-08,5.124568369652138e-08
1997,1.5823152565985765e-08,3.835915607375284e-08
1998,8.58263260461456e-09,4.577404022487741e-08
1999,1.4624643496219392e-08,6.94670583278878e-08
2000,1.0603275590881367e-08,5.213277110005521e-08
2001,1.8839211080035057e-08,5.345078357699151e-08
2002,1.0076809608960957e-08,6.747080805169503e-08
2003,1.6250998768896352e-08,6.875422897678618e-08
2004,1.9381080740288326e-08,5.726228780034148e-08
2005,1.6213498099659773e-08,6.035024513462162e-08
2006,1.8942294399693083e-08,5.682688053454399e-08
2007,1.3181781888249589e-08,7.829180082019604e-08
2008,1.7029759102893394e-08,7.705965732185405e-08
2009,9.53638501499654e-09,5.817194925761271e-08
2010,1.5588517143783065e-08,4.865506664231134e-08
2011,1.3383901764640882e-08,7.227307263768523e-08
2012,1.838296448397614e-08,1.1744671568614251e-07
2013,1.506127500494614e-08,9.399351585948068e-08
2014,2.2087541018400714e-08,9.527958955146687e-08
2015,1.5516028128992332e-08,1.2346324340661852e-07
2016,2.7963090620808373e-08,1.5390056873343383e-07
2017,2.591079645286598e-08,1.5294916666519498e-07
2018,1.4972507067501084e-08,1.2933148019200758e-07
2019,1.8367111442874062e-08,1.4591649444284371e-07
