year,ces_DET auteurs_NOUN,ces_DET moteurs_NOUN
1913,5.258444502942439e-06,9.497654787082865e-07
1914,5.18194030973973e-06,7.346327777213446e-07
1915,3.322174961795099e-06,6.432295975855595e-07
1916,3.5104941389363375e-06,5.284969333274603e-07
1917,3.670462319860235e-06,5.033588763581065e-07
1918,3.704356345224369e-06,7.064121234634513e-07
1919,3.92806805393775e-06,9.622201559977839e-07
1920,4.537281370176061e-06,7.625237117281358e-07
1921,5.215351279730385e-06,9.057005883050806e-07
1922,5.452294203678321e-06,8.934679982530724e-07
1923,4.8185789864874096e-06,7.781490012348513e-07
1924,5.030311626796902e-06,8.418230521556325e-07
1925,5.438598918772186e-06,3.662393197600977e-07
1926,6.284192977545899e-06,6.264129623900772e-07
1927,5.853342941009032e-06,4.994852815798367e-07
1928,6.020380851623486e-06,5.438795653844863e-07
1929,6.132793942015269e-06,4.6121281371824807e-07
1930,6.885111929477716e-06,4.6530963260238423e-07
1931,6.327691949081782e-06,7.037104978735442e-07
1932,6.1132293467380805e-06,6.970265360450867e-07
1933,7.468548346878379e-06,6.893867947610488e-07
1934,7.158994321798673e-06,5.583416395893437e-07
1935,7.730314564469154e-06,5.313918194360667e-07
1936,8.265417818620335e-06,4.886260001057963e-07
1937,7.447646567015909e-06,5.754140985914091e-07
1938,8.011205864022486e-06,4.836024984911091e-07
1939,7.579731573059689e-06,4.083511342400925e-07
1940,7.209230943772127e-06,3.37259137950241e-07
1941,8.039893145905808e-06,5.312704658422263e-07
1942,7.388305448330357e-06,2.214974585967866e-07
1943,7.510669547627913e-06,2.467749915524564e-07
1944,7.374262168013956e-06,2.377757724048024e-07
1945,6.293698220360966e-06,3.7034569544402984e-07
1946,5.951272100901406e-06,2.700694139434745e-07
1947,5.6218827921838965e-06,2.491462005593803e-07
1948,6.506825116048276e-06,4.740143140224973e-07
1949,5.819522698402579e-06,3.5046720370246476e-07
1950,6.8821425429632654e-06,3.009807265641484e-07
1951,5.9863771184609504e-06,4.893583280818348e-07
1952,6.882593538648507e-06,3.289978920406611e-07
1953,6.6312909439147916e-06,3.641553547595322e-07
1954,6.61405226765055e-06,3.469250202670082e-07
1955,6.319329600046331e-06,3.425746868401802e-07
1956,6.611497269659594e-06,2.834371031212868e-07
1957,6.5715011032807524e-06,2.88022221184292e-07
1958,6.553271418852091e-06,3.53224805849095e-07
1959,6.324610239971662e-06,3.201058902391196e-07
1960,6.399694711944903e-06,2.436133357264225e-07
1961,6.361039709190663e-06,2.501337270643944e-07
1962,5.971586119812855e-06,2.2006588551448658e-07
1963,6.0380006061677705e-06,2.1467297273147778e-07
1964,6.175227895255375e-06,1.7947705899246102e-07
1965,5.707888249162352e-06,1.504811883989987e-07
1966,5.506394018084393e-06,1.988527813523433e-07
1967,5.512608368007932e-06,2.1693476526252198e-07
1968,5.1898311994591495e-06,1.940291696200802e-07
1969,4.379162874101894e-06,1.9620393132413483e-07
1970,4.3922423174080905e-06,1.6417448023275938e-07
1971,4.76843297292362e-06,2.2300644531014768e-07
1972,4.772575607603358e-06,2.739498370374349e-07
1973,4.713238013209775e-06,2.409270081216164e-07
1974,4.493144160733209e-06,2.615890863921777e-07
1975,4.232777996548975e-06,1.9076343704682586e-07
1976,4.395987502903154e-06,1.8568961834830588e-07
1977,4.322960649005836e-06,1.6983899087108512e-07
1978,4.362176127870043e-06,1.6514843892423414e-07
1979,3.9846086110628676e-06,1.2055065212734917e-07
1980,4.180859832558781e-06,1.2621034173321277e-07
1981,4.227364797770861e-06,1.4358997546537466e-07
1982,4.2490352143431664e-06,1.1670103816641131e-07
1983,4.2325247591179505e-06,1.1999100202331192e-07
1984,4.212979661133431e-06,1.154002706726942e-07
1985,3.931167270820879e-06,1.0166292874203009e-07
1986,4.1242060433432925e-06,1.168924637084956e-07
1987,4.167577117186738e-06,1.2527175030641047e-07
1988,4.3481011857693375e-06,1.0673865880050926e-07
1989,3.892725146670273e-06,1.0866481758853297e-07
1990,4.076135837749462e-06,1.0897301727652575e-07
1991,3.856257990264567e-06,6.740684987960321e-08
1992,4.235494031945564e-06,8.154717079378315e-08
1993,4.149420249177638e-06,5.982344042365639e-08
1994,4.016856507860211e-06,7.27939868383487e-08
1995,4.33904506280669e-06,6.723839085509553e-08
1996,4.180793894192902e-06,5.231330302279957e-08
1997,4.555149644147605e-06,1.1028257418388421e-07
1998,4.617456397681963e-06,9.250170762697962e-08
1999,4.603563581895287e-06,6.809599639723274e-08
2000,4.671184683502361e-06,8.394259864985543e-08
2001,4.741785460282699e-06,9.156732971860038e-08
2002,4.7470534809690434e-06,7.141390945264448e-08
2003,4.947387651554891e-06,8.792207317753764e-08
2004,4.687138471126673e-06,9.07387018855843e-08
2005,4.881614358964725e-06,6.530436991170063e-08
2006,4.848815365221526e-06,6.918055106552856e-08
2007,4.37195780023103e-06,6.990339151968783e-08
2008,4.008379562492337e-06,7.109923938486418e-08
2009,4.031030016449222e-06,7.343016417138415e-08
2010,3.718097445926105e-06,8.455589828315624e-08
2011,3.1673959028921672e-06,9.789368426993406e-08
2012,2.662806423359143e-06,1.0451056020599481e-07
2013,2.7408732989897544e-06,7.502746335319443e-08
2014,2.1035134807334543e-06,7.124314649331609e-08
2015,2.2713248313266376e-06,7.18170420910269e-08
2016,2.129958943442034e-06,7.7468115478041e-08
2017,2.379265197305358e-06,6.641213889935216e-08
2018,2.1320333303265215e-06,7.537882851238464e-08
2019,2.0943609797541285e-06,7.576433702638496e-08
