year,ces_DET airs_NOUN,ces_DET mers_NOUN
1949,2.130290823743053e-07,1.9535846540463808e-07
1950,1.7441992206101986e-07,2.3504148760622456e-07
1951,2.1855874088316796e-07,1.812438319426235e-07
1952,1.6660790080891275e-07,2.0351470908508418e-07
1953,1.853098279269716e-07,2.003931882654797e-07
1954,2.277000969996834e-07,3.058803876854199e-07
1955,2.017905682549781e-07,1.9709776388765476e-07
1956,2.2936601773437815e-07,1.9971414344510663e-07
1957,1.899533081939353e-07,1.660987054563634e-07
1958,1.7537156615787808e-07,2.0515163123846492e-07
1959,1.8524288059040828e-07,1.836927179255099e-07
1960,2.159299992143815e-07,1.750970808345187e-07
1961,1.9732772749136984e-07,2.0080179652381958e-07
1962,1.953322588121864e-07,1.9913743543042983e-07
1963,2.3342452060148844e-07,1.9721462418686997e-07
1964,1.898198114247407e-07,3.0176483445387703e-07
1965,1.931631334883832e-07,1.2968742524321897e-07
1966,1.9275980278621319e-07,1.5509408779479372e-07
1967,2.760987953820404e-07,1.7502690585757819e-07
1968,3.265259405083043e-07,2.407398920212245e-07
1969,1.7349514536135757e-07,1.830328324459174e-07
1970,1.9590568989258372e-07,1.540572918123928e-07
1971,2.3585244868229438e-07,1.341121680376034e-07
1972,3.539801411989174e-07,1.4518315927247727e-07
1973,1.6429347304836028e-07,1.2018784278922112e-07
1974,1.4176440465973883e-07,1.3107582352844815e-07
1975,1.2565256346519504e-07,1.4906963174965426e-07
1976,1.142705370327235e-07,1.6454957663114556e-07
1977,1.3575366342166717e-07,1.375166922557014e-07
1978,1.841583285866477e-07,1.8772268139954917e-07
1979,1.4805492387637287e-07,1.3693617972876382e-07
1980,1.4553986193988067e-07,1.546360919313372e-07
1981,1.3030631418331495e-07,1.1259477883385216e-07
1982,1.502215489779246e-07,1.1608029260035124e-07
1983,1.591459621863578e-07,1.3135856846702154e-07
1984,2.1456332177649529e-07,9.800324596298537e-08
1985,1.3715471602893103e-07,1.0346759538037986e-07
1986,1.492626822141574e-07,1.180913664633465e-07
1987,1.796580146873339e-07,1.0632821290101901e-07
1988,1.3192418135687944e-07,1.1693280255187233e-07
1989,1.388494963450171e-07,1.295196794259823e-07
1990,1.422097835046543e-07,1.2422924111632483e-07
1991,1.9460065026066786e-07,1.2719379149928045e-07
1992,1.3885059324536542e-07,1.0523993410060939e-07
1993,1.5066644287742292e-07,1.1687727674569715e-07
1994,1.329281484885314e-07,1.561378295544813e-07
1995,1.5887781223966613e-07,1.1441371472464823e-07
1996,1.564061022918395e-07,1.1156612877982752e-07
1997,1.3138010679369927e-07,1.0452870302657402e-07
1998,1.320771794155462e-07,1.3875256188455865e-07
1999,1.5584385515410304e-07,1.339068971262236e-07
2000,1.586073281600875e-07,1.0779996584275864e-07
2001,1.349413158990842e-07,8.762423386876605e-08
2002,1.5991459179076628e-07,1.1654048837073105e-07
2003,1.6084323029019743e-07,1.0083953627670894e-07
2004,1.6870350627584685e-07,1.061554673609244e-07
2005,1.4186810837202302e-07,1.24753857022597e-07
2006,1.8365789244967345e-07,1.1571270341903528e-07
2007,1.633742110485059e-07,1.2063328336253676e-07
2008,1.8775308419094472e-07,1.0601024447165486e-07
2009,1.7165492316451036e-07,1.35416672764066e-07
2010,1.620261036450188e-07,9.731013728142557e-08
2011,1.5181169388256421e-07,1.1127758670070875e-07
2012,1.9846793719580091e-07,2.0051048732483423e-07
2013,1.676264123062765e-07,1.6985771766897528e-07
2014,2.7154682591401524e-07,2.511916497027755e-07
2015,2.4138505594351045e-07,2.0591985405715718e-07
2016,2.479394041188243e-07,2.6430298838420185e-07
2017,1.5395541641538557e-07,1.5496165239881066e-07
2018,2.1632690661022025e-07,2.777658272279382e-07
2019,2.522926862980057e-07,2.673435171018923e-07
