year,gros_ADJ arbres_NOUN,gros_ADJ marbres_NOUN
1999,8.226361813967742e-08,9.140402323914998e-10
2000,8.217538294275073e-08,4.4180314962005696e-10
2001,1.1259714227662698e-07,0.0
2002,9.594874939011788e-08,4.38122149670761e-10
2003,9.250568666629988e-08,0.0
2004,8.98577425800795e-08,0.0
2005,9.953286905783898e-08,0.0
2006,9.347610330223688e-08,0.0
2007,8.268572315728306e-08,0.0
2008,8.21685830487695e-08,0.0
2009,1.049002378294972e-07,9.53638501499654e-10
2010,1.0911961823012462e-07,0.0
2011,1.0018806761991073e-07,0.0
2012,1.0485098300705431e-07,0.0
2013,1.1686434220337105e-07,0.0
2014,1.2754472322740185e-07,0.0
2015,1.2390655967919884e-07,2.2165753954528356e-10
2016,1.3629417594529514e-07,2.0713400439298368e-10
2017,9.081357177365135e-08,5.031222660711876e-10
2018,9.396539013550864e-08,0.0
2019,1.1811073363787727e-07,0.0
