year,avons_VERB uni_VERB,avons_VERB muni_VERB
1859,5.092173349652285e-10,1.884104072757964e-08
1860,4.57718396518203e-09,2.746310290291376e-09
1861,1.4147890858851042e-08,6.13075279431996e-09
1862,4.517986429419807e-09,3.6595690033891515e-08
1863,4.994620717013731e-09,6.99246927027275e-09
1864,8.151037178549814e-09,3.3563094525845827e-09
1865,9.88437331983505e-09,4.23615986733239e-09
1866,3.8924903300596725e-09,8.271541673821048e-09
1867,2.91168689159349e-09,5.338092634588065e-09
1868,1.4819622196071691e-09,3.951899252285784e-09
1869,3.4184632902167778e-09,6.348574999037737e-09
1870,1.7202146374017957e-09,3.4404292748035914e-09
1871,0.0,6.37270636261178e-09
1872,2.4189357183956872e-09,7.256807155187062e-09
1873,4.190203295451056e-09,1.1373408881354408e-08
1874,5.377148060148329e-09,1.1949218503559678e-08
1875,1.716458086775674e-09,4.2339301842275745e-08
1876,4.836811839936672e-09,1.5115036333668286e-08
1877,2.4739263970730008e-09,7.421779191219002e-09
1878,4.831270938865373e-09,2.4156354694326865e-09
1879,7.331190321480108e-09,9.163987790827832e-09
1880,5.134277003548959e-09,9.626769603698904e-09
1881,3.4862537301449947e-09,2.091752326904839e-09
1882,0.0,1.1314154946262533e-08
1883,4.423537092179686e-09,1.2006744043446815e-08
1884,3.9610181801208455e-09,1.2543224237049344e-08
1885,6.445635580831777e-09,5.156508553483263e-09
1886,5.808117542471791e-09,9.034849313138693e-09
1887,5.223139698529167e-09,1.2404957061562527e-08
1888,5.706553452000662e-09,1.7119660356001987e-08
1889,3.132568426877924e-09,8.14467782106476e-09
1890,2.6217545912032847e-09,1.9663159989136147e-08
1891,2.5496880162734215e-09,3.824531802365527e-09
1892,1.1283322720601063e-08,6.268512375839919e-09
1893,8.005941687372342e-09,9.853466487186324e-09
1894,1.2603078580752936e-09,6.9316934414587195e-09
1895,1.1435367319734269e-08,1.625025980445116e-08
1896,6.486732040400511e-09,5.897029087265082e-09
1897,6.409385022720926e-09,1.2818770045441852e-08
1898,6.7900258748920805e-09,5.092519295146758e-09
1899,3.3165470370022376e-09,9.39688327150634e-09
1900,2.595526460424935e-09,1.0901211489056095e-08
1901,3.912117296778206e-09,5.029864968975062e-09
1902,4.419255628107521e-09,1.7677022512430085e-08
1903,8.640352433531007e-09,1.2420506401156217e-08
1904,5.912087708281888e-09,1.2361637935498493e-08
1905,3.6125313851442797e-09,2.4771644291377015e-08
1906,7.201858220895474e-09,1.8519063615940468e-08
1907,1.7999951751335175e-08,1.1828539925318182e-08
1908,7.367083831866239e-09,6.875944702500192e-09
1909,4.400786846048277e-09,1.980354014108343e-08
1910,5.34415089958884e-09,1.068830179917768e-08
1911,9.044636151145369e-09,1.4897047151407605e-08
1912,2.0837684910901544e-09,7.814131564032323e-09
1913,1.590896969716482e-09,9.545381374209683e-09
1914,4.68772043404897e-09,9.37544086809794e-09
1915,4.712304768617059e-09,1.0602685840410686e-08
1916,1.7579939282086343e-08,1.3184954461564757e-08
1917,4.386569774084137e-09,3.180263163926611e-08
1918,8.040463406189247e-09,1.722956355365568e-08
1919,1.8415697411455767e-08,1.749491218561161e-08
1920,3.028892692213958e-09,6.815008557481406e-09
1921,3.7863738810983705e-09,7.572747762196741e-09
1922,8.115729421831475e-09,7.377935595798135e-09
1923,4.246379248229459e-09,8.492758496458919e-09
1924,5.156649773851996e-09,1.2891624656674594e-08
1925,2.1996355847875293e-09,1.4297631523163545e-08
1926,5.57306911730393e-09,3.343841648018042e-09
1927,1.0034302277972529e-08,1.0034302277972529e-08
1928,0.0,1.2568645679778001e-08
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,6.302162347537887e-09,7.352522590764465e-09
1931,3.4216069977333063e-09,1.3686427990933225e-08
1932,1.0959536611565568e-09,1.753525857850491e-08
1933,1.1470662197865522e-09,1.605892663292252e-08
1934,8.38710612072191e-09,2.2765002327673756e-08
1935,2.393656828303392e-09,1.4361940969820353e-08
1936,4.849885826274658e-09,4.849885826274658e-09
1937,2.5182236296217297e-09,2.2664012888640173e-08
1938,3.8895642262559704e-09,9.075650453382877e-09
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,9.102635090130207e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,1.742803235060819e-08,1.089252066321933e-08
1946,2.7842208538686464e-09,1.5313215584455975e-08
1947,5.960435700558264e-09,1.1920871401116528e-08
1948,0.0,6.523132700664291e-09
1949,4.908504269707237e-09,9.817008539414473e-09
1950,1.1698897850465073e-08,4.2541445921528975e-09
1951,7.462981344019681e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,6.464296653518886e-09,1.0773827163745864e-08
1954,6.840775057526116e-09,9.772536557761669e-09
1955,5.631364707880948e-09,1.1262729415761896e-08
1956,7.849027205963921e-09,1.744228228517386e-08
1957,2.6505113659425206e-09,7.068030161150318e-09
1958,1.6544486891589827e-09,1.4890038535497752e-08
1959,3.100299128533379e-09,1.1626121398933265e-08
1960,4.844583401109048e-09,1.5225833038812198e-08
1961,6.25334317660986e-09,1.667558180429296e-08
1962,4.43936931660005e-09,6.341956293454132e-09
1963,1.939815863494232e-09,1.4871922360271128e-08
1964,3.041984220075733e-09,6.083968440151466e-09
1965,2.73602163147757e-09,5.47204326295514e-09
1966,3.3234448526542337e-09,8.862519607077957e-09
1967,3.451234853457663e-09,3.451234853457663e-09
1968,8.533690198930799e-09,3.1439910674890825e-09
1969,4.995933444718048e-09,1.9075383050903838e-08
1970,6.438214850135182e-09,2.7592350626548523e-09
1971,3.5968783507200897e-09,1.0276794526475896e-08
1972,3.5911027485013847e-09,5.643161493651405e-09
1973,2.205281512956958e-09,7.718485406371656e-09
1974,3.3753431161187564e-09,2.2502286700643026e-09
1975,1.1422960355389478e-09,7.4249242310031605e-09
1976,5.713526984862938e-09,6.8562320265641574e-09
1977,5.289103821581875e-09,4.11374712072643e-09
1978,2.3762365408686037e-09,1.1881182704343018e-09
1979,1.1703946700691858e-09,7.022368020415115e-09
1980,4.548120546843393e-09,3.411090521154847e-09
1981,5.69299452024552e-09,5.69299452024552e-09
1982,6.2075020679230875e-09,7.449002747961231e-09
1983,2.5261264191556165e-09,4.4207211225000265e-09
1984,2.3196033982486597e-09,1.1018116197192285e-08
1985,6.015557829641693e-09,1.8046674155058895e-09
1986,2.3977941854269602e-09,4.196139880008332e-09
1987,1.8332451112712533e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,3.841685636274406e-09
1990,2.724325431913144e-09,5.44865097484859e-10
1991,4.10302547493302e-09,1.1722930404189924e-09
1992,7.713921945651236e-09,2.7549720282848966e-09
1993,4.4313659408601325e-09,2.2156829704300662e-09
1994,2.1099706426497278e-09,1.5824779264761446e-09
1995,5.4224509327127635e-09,2.7112254663563817e-09
1996,4.804283193493575e-09,2.135236876199542e-09
1997,4.794894259418925e-09,3.835915585170824e-09
1998,3.814503379828693e-09,6.198567881199324e-09
1999,4.570201106446348e-09,1.3710603763428253e-09
2000,3.092622158362701e-09,5.3016377954406835e-09
2001,3.066848330846028e-09,2.190605918883648e-09
2002,2.6287327870022636e-09,4.38122149670761e-10
2003,1.6667691671301554e-09,3.333538334260311e-09
2004,3.523833003171717e-09,3.523833003171717e-09
2005,5.854874363109275e-09,9.007499190971657e-10
2006,8.235779835885637e-10,2.0589450144825605e-09
2007,5.991719120856942e-09,4.393927444112933e-09
2008,3.8316958494988285e-09,1.2772318758180745e-09
2009,4.76819250749827e-09,2.384096253749135e-09
2010,5.668551850135373e-09,3.3066551718974324e-09
2011,1.0707121411712706e-08,0.0
2012,9.19148224198807e-09,6.808505426114664e-10
2013,8.646287241731443e-09,2.789125042035323e-10
2014,1.017759210242275e-08,6.496335691608124e-10
2015,1.2856137487915476e-08,4.433150790905671e-10
2016,6.421154274960372e-09,3.1070099826280284e-09
2017,5.534344982294215e-09,1.0062445321423752e-09
2018,1.0325866384164328e-08,2.5814667070633845e-10
2019,9.183556137770665e-09,5.1019755087367e-10
