year,les_DET auteurs_NOUN,les_DET moteurs_NOUN
1943,3.8212381696212105e-05,3.536140443571867e-06
1944,3.9017719245748594e-05,3.441322490971288e-06
1945,3.189765629940666e-05,3.65988692863084e-06
1946,3.58844308721018e-05,3.0737798226709856e-06
1947,3.450734493526397e-05,2.918229281334561e-06
1948,3.836906671494944e-05,3.7573244817679097e-06
1949,3.5901781302527525e-05,3.553757039753691e-06
1950,4.1347095248056576e-05,3.097017291509019e-06
1951,3.760383060580352e-05,4.409555764084416e-06
1952,4.0712434383749496e-05,3.839363202473578e-06
1953,4.0246710341307335e-05,3.5790655665834947e-06
1954,4.0362529034609906e-05,2.778331971597936e-06
1955,4.093157531315228e-05,3.11977596112456e-06
1956,4.223474479658762e-05,2.6782625859311793e-06
1957,4.222971256240271e-05,2.614287605950949e-06
1958,4.202382297080476e-05,3.0425311940973643e-06
1959,4.217879359202925e-05,2.9414088587031983e-06
1960,4.174785135546699e-05,2.443746298652627e-06
1961,4.1737593164725695e-05,2.1983976399297944e-06
1962,4.25722837462672e-05,2.3287663086790644e-06
1963,4.1135091123578604e-05,2.2527730010324376e-06
1964,4.0476642425346654e-05,1.884813432440069e-06
1965,4.009475651400862e-05,1.7953774724688287e-06
1966,4.0528301724407356e-05,1.835649404924311e-06
1967,3.963053040934028e-05,1.9839670102328455e-06
1968,3.6912701034452766e-05,1.6501462027918024e-06
1969,3.6854547943221405e-05,1.7980818673990484e-06
1970,3.6714840462082066e-05,1.725901494609161e-06
1971,3.7815009818586987e-05,2.206427852868842e-06
1972,4.0015659578784835e-05,2.5004336343670275e-06
1973,3.7609974242514e-05,2.3409063452106693e-06
1974,3.779877897613915e-05,2.513505467760524e-06
1975,3.636270957940724e-05,2.22576387010065e-06
1976,3.755215493583819e-05,2.1734256723249246e-06
1977,3.723058853211114e-05,1.9552052705762435e-06
1978,3.67241427738918e-05,1.7893061539098198e-06
1979,3.8714901165803894e-05,1.5923219152114143e-06
1980,3.682272108562756e-05,1.879510831415132e-06
1981,3.758008915610844e-05,1.9286600831947e-06
1982,3.753428245545365e-05,1.8715618903542008e-06
1983,4.020077540189959e-05,1.7221866723815538e-06
1984,3.7702253393945284e-05,1.656776696279394e-06
1985,3.8489945836772677e-05,1.851588759649303e-06
1986,3.841146371996729e-05,1.5261959998014163e-06
1987,3.8071000744821504e-05,1.6853632587299217e-06
1988,3.8593821045651566e-05,1.5645008897280377e-06
1989,3.6640898542827927e-05,1.7452229101877492e-06
1990,3.54178655470605e-05,1.728312057025505e-06
1991,3.6512239603325725e-05,1.3668937235422618e-06
1992,3.7319952753023244e-05,1.3802410574470514e-06
1993,3.6408102459972724e-05,1.3321794316567548e-06
1994,3.816778553300537e-05,1.3894156989380235e-06
1995,3.787473360716831e-05,1.3236201992228303e-06
1996,3.676717824419029e-05,1.1978678902124784e-06
1997,3.857061074086232e-05,1.5343662127520474e-06
1998,3.7419800719362684e-05,1.500530238729425e-06
1999,3.832753463939298e-05,1.4985689191782114e-06
2000,3.914640910807066e-05,1.5564725099892485e-06
2001,3.8435932765423786e-05,1.4725253096870006e-06
2002,3.8324736124195624e-05,1.649529898894997e-06
2003,3.925116379832616e-05,1.5271772533242967e-06
2004,3.8824711737106554e-05,1.5681057121685882e-06
2005,4.025271118734963e-05,1.5344275290374298e-06
2006,3.8151838452904485e-05,1.714277627407057e-06
2007,3.486821060505463e-05,1.7567721002365033e-06
2008,3.20785306939797e-05,1.8085603350481705e-06
2009,3.0296142085717293e-05,2.2172094447103774e-06
2010,2.6128243462153478e-05,2.1856990599644632e-06
2011,2.3789694751030765e-05,3.635832590553889e-06
2012,1.9603388864197768e-05,3.3303805078155335e-06
2013,1.8796750737237744e-05,3.205820267027093e-06
2014,1.7055912849173183e-05,2.303167567774267e-06
2015,1.711395680104033e-05,2.422716865790875e-06
2016,1.677081172601902e-05,2.28178821659597e-06
2017,1.6364806242563645e-05,2.5229066005216794e-06
2018,1.60822789894155e-05,2.375207516003286e-06
2019,1.6764836800575722e-05,1.9660462373671805e-06
