year,trois_DET eaux_NOUN,trois_DET mots_NOUN
1870,3.268407855472333e-08,8.257030543745714e-07
1871,1.3807530230280918e-08,7.233021843688903e-07
1872,4.898344840853497e-08,7.952251053211512e-07
1873,8.021245889722195e-08,6.853975111908994e-07
1874,3.823749850084823e-08,7.850636372097597e-07
1875,3.833423067867159e-08,8.164619060835321e-07
1876,7.37613781165436e-08,8.73044523785893e-07
1877,8.844287080478352e-08,8.844286654152711e-07
1878,6.03908887342186e-08,6.383316986102727e-07
1879,5.742765785132775e-08,8.430868847497663e-07
1880,4.941741771347097e-08,7.406194519887777e-07
1881,4.3229546664580454e-08,7.070122549635016e-07
1882,5.856738738430067e-08,7.181160270874898e-07
1883,4.170763850952497e-08,7.374668555826247e-07
1884,4.68720466884065e-08,8.146493968297364e-07
1885,6.896829862768072e-08,7.663861048001763e-07
1886,4.711028545045792e-08,7.621540802915661e-07
1887,3.003305382165422e-08,7.051238721800246e-07
1888,2.346027505595316e-08,7.653121727457801e-07
1889,7.2675589102289e-08,6.960566736324836e-07
1890,5.636772321127026e-08,6.28565643978618e-07
1891,7.585322059355804e-08,7.164623418987048e-07
1892,6.017771747579559e-08,6.281049138578965e-07
1893,4.310891554837326e-08,5.868971051370409e-07
1894,4.348062221382065e-08,6.427570156120055e-07
1895,2.1667012850556944e-08,6.054726036097691e-07
1896,3.3613064720494634e-08,7.170787430510472e-07
1897,4.078699333831537e-08,6.083088663899616e-07
1898,1.4711722839955144e-08,5.833764085139137e-07
1899,2.7085134135518274e-08,6.2572188674892e-07
1900,4.204752979131143e-08,5.959329012483749e-07
1901,1.676621691482083e-08,6.572357005296681e-07
1902,3.830021244599635e-08,5.970905085916911e-07
1903,1.836074892125339e-08,5.384019381438065e-07
1904,3.117282698639201e-08,5.589610232448194e-07
1905,2.4255568054076804e-08,6.229036202398675e-07
1906,1.4403717052413612e-08,6.198742248386679e-07
1907,1.7999951751335175e-08,6.634267926131088e-07
1908,2.2592390180875555e-08,6.704045922845125e-07
1909,2.6954820153690662e-08,6.936740053475887e-07
1910,1.6566866989364826e-08,6.883266010504485e-07
1911,1.1704823332792103e-08,6.145032074300616e-07
1912,2.7609931674277277e-08,5.933531070922982e-07
1913,1.3787773367468503e-08,7.0529765494598e-07
1914,1.004511551716547e-08,6.803891672291229e-07
1915,5.890381071793627e-09,5.878600397579703e-07
1916,8.789969641043172e-09,7.097900436292548e-07
1917,1.7546279096336548e-08,6.941746484301348e-07
1918,1.9526838812566893e-08,8.063436105487654e-07
1919,1.6574126959767455e-08,6.602027369240204e-07
1920,2.4231140649533245e-08,6.201657889448597e-07
1921,1.8931869016913794e-08,6.641299350462759e-07
1922,3.3938504784281065e-08,7.038550222659978e-07
1923,1.3800732556745743e-08,7.271924324925294e-07
1924,1.2891624545652292e-08,8.057265024064009e-07
1925,1.3197813952814386e-08,7.830702877242857e-07
1926,2.452150482668003e-08,7.05550537105637e-07
1927,1.3379070296082318e-08,8.830186075670099e-07
1928,9.14083297942625e-09,6.787068684843689e-07
1929,3.119313873867213e-08,7.709161060631686e-07
1930,2.520864939015155e-08,6.57525582425933e-07
1931,2.3951248984133144e-08,6.181703504637426e-07
1932,1.8631212128639163e-08,6.509964798340206e-07
1933,2.0647192178202545e-08,7.4903426039441e-07
1934,1.4377896206951846e-08,6.014753317629129e-07
1935,1.6755597798123745e-08,6.235475851212868e-07
1936,2.182448710641438e-08,7.238454564628682e-07
1937,1.1332006222275481e-08,6.207421385795442e-07
1938,6.482607339819424e-09,6.690050895485911e-07
1939,1.6823456405745674e-08,7.631730909452017e-07
1940,1.0143131667916805e-08,5.325144023515804e-07
1941,1.7709016475464523e-08,7.732936708748639e-07
1942,6.068423541449874e-09,8.131687465606774e-07
1943,1.7419411690866582e-08,8.216155737983399e-07
1944,3.2131861615880553e-09,6.554899627531086e-07
1945,8.714016175304096e-09,7.319773409619756e-07
1946,1.3921104269343232e-08,6.904867895229927e-07
1947,2.8610090296865565e-08,7.462465312357836e-07
1948,1.0871888278529696e-08,6.218720010053858e-07
1949,1.3743811422273211e-08,6.646114876218689e-07
1950,1.70165788127008e-08,6.955526501428722e-07
1951,1.0661401539380222e-08,7.143139413301469e-07
1952,1.7926167217297007e-08,6.83303269966018e-07
1953,1.185120990232491e-08,7.153821499628066e-07
1954,1.2704296725729591e-08,6.225105408930176e-07
1955,4.6928039232341234e-09,6.063102730990977e-07
1956,2.8779767013986657e-08,7.290874179943785e-07
1957,2.47381048978923e-08,6.370062095584217e-07
1958,1.8198935247681902e-08,6.047009897258704e-07
1959,1.705164498488898e-08,6.774153433752872e-07
1960,9.689166802218097e-09,7.259954273308722e-07
1961,8.33779090214648e-09,6.760558832752395e-07
1962,1.268391242037481e-08,6.988836211974103e-07
1963,2.392439713005956e-08,7.067395983995084e-07
1964,1.0951143103454797e-08,7.568456616979802e-07
1965,1.860494691641179e-08,7.753885320482823e-07
1966,1.1632056873267516e-08,7.344812864573669e-07
1967,1.4791006530678885e-08,7.370851555776881e-07
1968,1.7067379731727783e-08,7.675829927222821e-07
1969,1.0446042669753908e-08,7.198686304832336e-07
1970,1.655541059797372e-08,7.017654333196788e-07
1971,2.6719667811647696e-08,6.875175913023668e-07
1972,1.8468529372484e-08,6.679451232116662e-07
1973,1.0475087075523248e-08,6.505580643079156e-07
1974,1.2938814686336286e-08,5.777461886680157e-07
1975,2.1703624231150798e-08,6.179821596674628e-07
1976,1.142705374768127e-08,6.284879745521721e-07
1977,2.8796231177352638e-08,6.264649634601938e-07
1978,1.8415833413776284e-08,6.671284111803288e-07
1979,2.0481905949054635e-08,7.490526066078473e-07
1980,1.8192481354706302e-08,6.390109135168132e-07
1981,3.09951919685858e-08,7.318660628641283e-07
1982,1.8622506647858472e-08,7.194495275086865e-07
1983,2.084054306905614e-08,6.814226125584355e-07
1984,1.681712458179163e-08,7.254559832858831e-07
1985,3.128090220183566e-08,7.008125351148919e-07
1986,1.3187867908825979e-08,8.859849742748338e-07
1987,2.077677729861449e-08,7.919618738583267e-07
1988,1.798966176025374e-08,6.746122771517093e-07
1989,1.8659615408367358e-08,7.348595829625992e-07
1990,1.9070277801347402e-08,7.377473281167113e-07
1991,2.2859715009815318e-08,7.555428425121136e-07
1992,1.1019888224161889e-08,7.416384590896996e-07
1993,2.4926434250005514e-08,7.505626342663163e-07
1994,2.215469208088905e-08,7.886015040980965e-07
1995,1.8436332793747567e-08,7.304041247380155e-07
1996,1.3345230698291743e-08,7.270481461318923e-07
1997,8.151320618488e-09,7.561548542867058e-07
1998,1.8118891276230897e-08,8.039066088372238e-07
1999,1.1882523187622951e-08,7.335172682587654e-07
2000,1.6788519130450652e-08,8.098251669252932e-07
2001,1.8401088985875447e-08,7.741601137922771e-07
2002,1.2267419968736704e-08,8.153453130432808e-07
2003,1.750107614384433e-08,6.950427220431266e-07
2004,1.3214373428827031e-08,7.831719130990678e-07
2005,1.0808999029165989e-08,7.872554448340452e-07
2006,1.4412614657288714e-08,8.775223534485121e-07
2007,1.2382886716011399e-08,8.735926826375362e-07
2008,1.0217855089811323e-08,9.208842257635297e-07
2009,1.1443661795951243e-08,9.450557811874205e-07
2010,1.1809482836078189e-08,1.046320186048888e-06
2011,6.1183551280930004e-09,1.1670762560811454e-06
2012,7.829781378809741e-09,1.2622969052245026e-06
2013,6.972812605088308e-09,1.1803577422142553e-06
2014,9.311414264634443e-09,1.2999167182670135e-06
2015,7.536356427806368e-09,1.2155699522509167e-06
2016,7.45682449121432e-09,1.2212621243179456e-06
2017,4.528100561174142e-09,1.2472400783281046e-06
2018,7.48625367252842e-09,1.2507205582323877e-06
2019,5.35707450621814e-09,1.3379930834389597e-06
