year,nos_DET eaux_NOUN,nos_DET mots_NOUN
1907,3.455990824074995e-07,8.485691394000128e-08
1908,2.93209934998373e-07,9.08607011851359e-08
1909,3.11905774097454e-07,1.661297095445491e-07
1910,3.04082187874144e-07,9.352263763418023e-08
1911,2.9262058276469105e-07,7.395319867598005e-08
1912,2.938113508044182e-07,8.54345070244733e-08
1913,5.531018267834753e-07,1.2302936092112304e-07
1914,2.765755140465842e-07,1.1585366621602589e-07
1915,2.81560214587806e-07,5.890381116202548e-08
1916,3.812649200796159e-07,6.922101025708116e-08
1917,5.549011046213081e-07,1.4037023277069238e-07
1918,4.812791596364718e-07,8.38505478384377e-08
1919,2.771562306325137e-07,7.458357309531038e-08
1920,2.3549641259279497e-07,9.616734253370396e-08
1921,2.983662596989234e-07,8.102840087786944e-08
1922,1.741192794391111e-07,8.927302097561096e-08
1923,1.85779090333682e-07,8.705077547688234e-08
1924,2.2560342816113632e-07,2.1142264294837787e-07
1925,2.694553526971788e-07,1.0558250451708773e-07
1926,2.7642423017226747e-07,1.0923215754132798e-07
1927,1.6612345454802835e-07,8.36191897946037e-08
1928,1.553941626486477e-07,1.4625332767082e-07
1929,2.1723792831274125e-07,6.015819398186295e-08
1930,2.405325290055771e-07,1.0923747950641882e-07
1931,2.2354499051857601e-07,6.044839029328841e-08
1932,2.2795836351896526e-07,7.7812708276781e-08
1933,1.3535381349072395e-07,1.1700075441822833e-07
1934,2.671892360694983e-07,8.62673736889974e-08
1935,2.6330223867887526e-07,9.095896125188574e-08
1936,2.303695834093844e-07,9.336030259987638e-08
1937,2.669316977454983e-07,1.0198806044137143e-07
1938,1.7243734884431206e-07,1.1539040922770027e-07
1939,2.707046968808413e-07,9.635251618789198e-08
1940,2.738645619171365e-07,8.621662050956047e-08
1941,2.597322330544216e-07,1.269146103766161e-07
1942,1.8508691357332907e-07,1.1226583307433202e-07
1943,2.4967822320753896e-07,1.1032293745216748e-07
1944,2.6348126702657737e-07,1.6065931163211644e-07
1945,2.2438591429363441e-07,1.5249528351191088e-07
1946,3.020879564274992e-07,1.1415305767314976e-07
1947,2.4914621166161055e-07,1.7404471508442043e-07
1948,1.9895554714821628e-07,1.0980606468535825e-07
1949,3.54393992818558e-07,8.638967052831958e-08
1950,3.2437852026667713e-07,1.3613262428435746e-07
1951,1.9936821149535433e-07,1.098124373655196e-07
1952,2.2882223937870094e-07,1.3919141395035695e-07
1953,3.092088525225023e-07,1.2928592862948562e-07
1954,1.6320135864944518e-07,1.5049705126557456e-07
1955,1.3796843267854797e-07,1.1075017525286057e-07
1956,2.206448850294862e-07,1.0116523974090796e-07
1957,3.0834280984048945e-07,1.0778745807016321e-07
1958,1.6958099247066372e-07,1.1167528768396551e-07
1959,2.6740080061316007e-07,1.1703629043680053e-07
1960,1.930912449932265e-07,1.155779187911321e-07
1961,1.7022990411730277e-07,1.2506686575264325e-07
1962,1.636224816192744e-07,2.1372393455010297e-07
1963,1.4483959220878972e-07,1.4354637656310842e-07
1964,1.782602789823784e-07,1.758266900964145e-07
1965,1.1764892937637939e-07,1.6908613886812418e-07
1966,1.2241355173969737e-07,1.805738385485256e-07
1967,1.6220804321953608e-07,2.0855318894064112e-07
1968,1.7741092078749077e-07,2.039102806605797e-07
1969,2.011998722628583e-07,1.6986174689037625e-07
1970,2.1338084646438382e-07,1.715324380313632e-07
1971,1.7265015805900674e-07,1.7830239862348662e-07
1972,1.6929484125682848e-07,1.8981543981055893e-07
1973,1.5822894761097217e-07,1.5933159414061038e-07
1974,1.3838906975927046e-07,1.7214249936614578e-07
1975,1.3936011811210847e-07,1.5820800314259031e-07
1976,1.3941006160589353e-07,1.9083180013979018e-07
1977,1.1283420953134282e-07,3.0911873061256756e-07
1978,1.44356371079013e-07,2.120791080528761e-07
1979,1.293286091552659e-07,1.843371624232759e-07
1980,2.0693947977434846e-07,1.6941748981480487e-07
1981,1.3916208974062982e-07,1.7521772477380182e-07
1982,1.4711780194076596e-07,2.371265903633457e-07
1983,1.3514776053824562e-07,2.5640181711139576e-07
1984,1.7628986359596865e-07,2.5863577768348023e-07
1985,1.906931972328607e-07,2.0452897953049387e-07
1986,1.1809136313267743e-07,2.1759982615776607e-07
1987,1.1732768312455732e-07,1.8637991239245366e-07
1988,1.007421059906477e-07,1.6010798642440704e-07
1989,1.5202097858324493e-07,2.6013698395388474e-07
1990,1.1496653717912864e-07,2.2393955667610044e-07
1991,1.1840159991338695e-07,2.643520780054587e-07
1992,9.917899335132319e-08,2.0221495589112237e-07
1993,1.1521551146476128e-07,1.9442618359732933e-07
1994,1.2079581757085123e-07,2.452840828226499e-07
1995,6.235818150734929e-08,2.3316538211304305e-07
1996,8.434185394534666e-08,2.3594367171142494e-07
1997,9.445941828722937e-08,2.2488054618463593e-07
1998,6.389293227826442e-08,2.779819343601275e-07
1999,9.231806299969669e-08,2.7786822620612384e-07
2000,7.819915959217383e-08,2.452007468178863e-07
2001,7.754744640875444e-08,2.3395670467607488e-07
2002,7.448076444482865e-08,2.4184342883870613e-07
2003,7.042099459120266e-08,2.4751522786914393e-07
2004,8.325055622648847e-08,2.6913275874562714e-07
2005,7.070886676174837e-08,2.1347772616309157e-07
2006,6.382729184073455e-08,2.800165059824167e-07
2007,9.347081686428282e-08,2.712251649938935e-07
2008,1.0132706734777841e-07,2.5161468641954343e-07
2009,7.10460670294566e-08,2.7035650873585837e-07
2010,7.038451477203722e-08,4.1049761634326387e-07
2011,7.265547086188207e-08,3.2656721771218145e-07
2012,7.285101005782835e-08,3.176167790996942e-07
2013,6.666008856015537e-08,2.8170161670004745e-07
2014,9.09486965322559e-08,3.159384576179036e-07
2015,7.846676788880735e-08,2.772935907557894e-07
2016,1.0128852867552496e-07,2.738311550842809e-07
2017,7.270116775259794e-08,3.41116891178217e-07
2018,7.641141158698517e-08,3.5469352965833423e-07
2019,7.372354449142193e-08,3.420874499227011e-07
