year,les_DET yeux_NOUN,les_DET mieux_NOUN
1849,7.812966305209557e-05,2.1786479287300153e-08
1850,8.02079159711866e-05,2.7155985016236173e-08
1851,7.457421190792957e-05,5.546517289900521e-08
1852,8.274968490695755e-05,4.557381716452369e-08
1853,8.693998051967355e-05,5.733054386780623e-08
1854,8.869934436006588e-05,3.377181895247716e-08
1855,9.147036689682864e-05,4.0332722051061864e-08
1856,8.653102509015298e-05,3.986435626046614e-08
1857,8.628359955764608e-05,3.8563920168321886e-08
1858,8.937809866438329e-05,4.893676125439228e-08
1859,9.016609351419902e-05,4.939408171367177e-08
1860,9.550981121719815e-05,4.165237532660626e-08
1861,9.041587486535718e-05,2.782418651037233e-08
1862,9.06741740891448e-05,3.6595690089402666e-08
1863,9.127769158112642e-05,4.0456427818913454e-08
1864,8.981436417343502e-05,4.5070442600270155e-08
1865,9.051920460478868e-05,5.8835552929625834e-08
1866,8.949954576564778e-05,5.400830360713371e-08
1867,9.007594735521707e-05,3.882249011155636e-08
1868,8.650509971630527e-05,4.297690381349639e-08
1869,9.100828674490913e-05,4.541672637969896e-08
1870,8.464029565402598e-05,3.2110673675589396e-08
1871,8.135715438584157e-05,2.6552943177549082e-08
1872,8.745117679609393e-05,2.2375155839249317e-08
1873,8.150304461196356e-05,3.23244258026989e-08
1874,8.316237426697626e-05,3.7042575229406793e-08
1875,8.566041378799127e-05,3.0324094679734515e-08
1876,8.149363156917389e-05,5.3204929795214184e-08
1877,8.399103944611852e-05,4.700460176643162e-08
1878,7.783841533637315e-05,2.2344627370607384e-08
1879,8.255775628640549e-05,2.8102896010295808e-08
1880,7.843057574064005e-05,2.7596738449986447e-08
1881,8.09208345344814e-05,3.834879080955034e-08
1882,8.345586707037e-05,9.250985044673143e-08
1883,7.672056949559192e-05,2.5909288936531993e-08
1884,7.999078206921695e-05,1.8484751507230612e-08
1885,7.592507631670742e-05,5.736615804607936e-08
1886,7.549068118350988e-05,3.6784744139595205e-08
1887,7.707787062827265e-05,4.243801005054948e-08
1888,7.691546306887176e-05,4.5018364147608736e-08
1889,7.488404730793263e-05,5.3253660758922905e-08
1890,7.16217475655867e-05,3.6704562944578356e-08
1891,7.14715824869927e-05,4.398211927991724e-08
1892,7.144975575101853e-05,4.513329066035965e-08
1893,7.031310201455199e-05,1.4780200174868696e-08
1894,6.984815377109044e-05,3.3398158905129094e-08
1895,7.112738217074366e-05,4.453774571366864e-08
1896,7.044944459266844e-05,3.42027670630074e-08
1897,6.884611707391741e-05,4.428302347037061e-08
1898,6.837385967628506e-05,3.677930848766664e-08
1899,7.045451070553099e-05,3.371822820952275e-08
1900,6.963849637031672e-05,3.789468761006276e-08
1901,6.706654335175699e-05,3.073806453812722e-08
1902,5.7952152701545856e-05,3.1425816615637814e-08
1903,6.513421521958662e-05,3.186129893251177e-08
1904,6.0124858009658055e-05,4.460938995975994e-08
1905,6.228416691556049e-05,3.6641388589941926e-08
1906,6.377296722348547e-05,4.372556672294081e-08
1907,6.141326525721524e-05,3.085706046235259e-08
1908,6.458034749812214e-05,2.9468333995197327e-08
1909,6.717691326230124e-05,2.9705311432870474e-08
1910,6.658811821580457e-05,4.168437461871122e-08
1911,6.24734284428996e-05,2.287760969554853e-08
1912,6.25526474777871e-05,3.854971875050239e-08
1913,6.287966948548274e-05,3.3408836808135334e-08
1914,6.244579503800196e-05,2.6117299656291948e-08
1915,6.146730197542638e-05,3.887651434109074e-08
1916,6.669279355264734e-05,1.538244731591476e-08
1917,6.632822646679415e-05,2.1932848426331475e-08
1918,6.494626632047584e-05,1.4932290071101306e-08
1919,6.5563562884563e-05,2.9465114792515124e-08
1920,6.473122607530968e-05,1.590168663412328e-08
1921,6.642511243626359e-05,3.862101238816251e-08
1922,7.062307281557878e-05,3.7627472693202435e-08
1923,6.934443149475555e-05,3.078624954966358e-08
1924,6.705578175569826e-05,2.5783249202326886e-08
1925,7.215354935397045e-05,1.979671959695395e-08
1926,6.793683110117854e-05,1.1146138456652466e-08
1927,7.906138125690632e-05,2.2298448865143428e-08
1928,6.573972859769128e-05,2.627989537096198e-08
1929,6.69271057631704e-05,2.8965057019547658e-08
1930,5.9882092728003045e-05,2.1007207084977608e-08
1931,5.649871422974684e-05,2.2810713318222042e-08
1932,5.6748479892121395e-05,2.4110979990332737e-08
1933,5.341887481336016e-05,2.4088391503696016e-08
1934,5.376853982852481e-05,4.553000643170435e-08
1935,5.556874475587392e-05,4.787313656606784e-08
1936,5.466063953463163e-05,1.6974600836050513e-08
1937,5.427023643278517e-05,1.3850230073941816e-08
1938,5.6257363667100435e-05,2.3337385357535823e-08
1939,5.375093974180345e-05,2.9058696782158222e-08
1940,4.318945343584346e-05,3.0429395003750415e-08
1941,5.9903695046159555e-05,1.4757512989405086e-08
1942,5.98346550759743e-05,5.461581231713808e-08
1943,6.347052908495243e-05,5.806470504410299e-08
1944,6.66125638417725e-05,4.819779242382083e-08
1945,6.836145803390536e-05,1.9606536838523425e-08
1946,6.637861179115134e-05,2.0881655515836428e-08
1947,6.748524469912809e-05,2.145756705651536e-08
1948,6.530090445266978e-05,4.4574741231429016e-08
1949,5.644779662361543e-05,2.159741874230292e-08
1950,6.450240493904857e-05,1.1698897628420468e-08
1951,6.14917671555304e-05,1.7058242041123606e-08
1952,5.801645852443471e-05,1.1599283977759e-08
1953,5.524926473299274e-05,2.6934568575498474e-08
1954,6.163831540106912e-05,1.172704333640695e-08
1955,5.435393336483685e-05,1.783265490828967e-08
1956,6.056222332517791e-05,2.0058624761176702e-08
1957,5.449274522106862e-05,2.0320586824329467e-08
1958,5.624629261546943e-05,2.8952852115793348e-08
1959,5.4422652056018705e-05,2.6352543258667538e-08
1960,5.847758120580693e-05,1.52258331498345e-08
1961,6.0468440324257244e-05,1.389631831827387e-08
1962,6.054538835087442e-05,1.5220695148698837e-08
1963,5.883267772333056e-05,2.1984581710654538e-08
1964,5.8592266896084766e-05,2.190228598486499e-08
1965,5.662087437485752e-05,2.0246560539227687e-08
1966,6.185484744491987e-05,3.0464910594218964e-08
1967,6.165976401462103e-05,2.6130777763810897e-08
1968,6.026357323207776e-05,1.8414805680322388e-08
1969,5.605664523500309e-05,2.316296393578554e-08
1970,5.0586896350068855e-05,1.6555410375929114e-08
1971,5.2598178626794834e-05,2.2608948491154024e-08
1972,5.0103579724236624e-05,2.000757315379076e-08
1973,4.798417080564832e-05,2.4258096864571144e-08
1974,4.225254247103294e-05,2.1377173142766992e-08
1975,4.050410507261404e-05,1.4278700444236847e-08
1976,4.190871823084308e-05,2.0568696523781682e-08
1977,4.175512412984972e-05,2.3507126911681553e-08
1978,4.649879224416509e-05,3.2079194411949175e-08
1979,4.845902003580704e-05,1.9896709169131555e-08
1980,4.641186342269066e-05,2.0466542238750662e-08
1981,4.859919636146515e-05,3.352541266821163e-08
1982,4.81720808238606e-05,3.3520513476048563e-08
1983,4.9551863867236534e-05,1.7682885711245433e-08
1984,4.831617752643069e-05,2.3775934998582215e-08
1985,4.769435213347606e-05,2.045289715368881e-08
1986,4.964093250237056e-05,2.2179595493554416e-08
1987,4.6814357347102487e-05,2.8109756744498782e-08
1988,4.728402632281359e-05,2.5785181545501246e-08
1989,4.927235977447708e-05,2.46965502492813e-08
1990,4.505543870436668e-05,2.8332985291257273e-08
1991,4.573349792735826e-05,8.79219763660899e-09
1992,4.7047210955497576e-05,1.3774860363469088e-08
1993,4.831961268791929e-05,2.3264670745426486e-08
1994,4.775760294251086e-05,2.1099706815075336e-08
1995,4.967344671058527e-05,1.5182862078688686e-08
1996,4.583125905810448e-05,1.3345230254202534e-08
1997,4.6466365120068076e-05,1.965906815115659e-08
1998,4.892625133834372e-05,2.193339376788117e-08
1999,4.736236405733507e-05,2.330802595373882e-08
2000,4.753625125886174e-05,1.6346716869009015e-08
2001,4.7990040002332535e-05,3.3297210655369724e-08
2002,5.195164976612432e-05,2.3658596581821456e-08
2003,5.528590031644853e-05,1.6250999657074772e-08
2004,5.297818597682635e-05,2.1142997935763574e-08
2005,5.459625299408799e-05,1.5312748846696422e-08
2006,5.898342010368651e-05,1.1941880373456115e-08
2007,8.397953433814109e-05,1.757571022054094e-08
2008,8.946285424826783e-05,2.0435709791044587e-08
2009,0.00010409154720036895,1.2874119548200724e-08
2010,0.0001373334152958705,1.4643758761145875e-08
2011,0.00015790594443387818,1.6060682533902693e-08
2012,0.00019461126157693798,1.770211344176431e-08
2013,0.00021537344764510635,1.4224537603357845e-08
2014,0.00023152636549639283,2.0138639866829067e-08
2015,0.00023226097437145654,1.5516028128992332e-08
2016,0.00023763904755469412,1.926346249181421e-08
2017,0.00024444798691547476,1.509366764906872e-08
2018,0.0002697570835152874,1.3681773269880182e-08
2019,0.00025312073648819933,1.1224346507798799e-08
