year,ses_DET êtres_NOUN,ses_DET mètres_NOUN
2002,3.943099335934619e-08,8.762443215459825e-09
2003,4.541945908265177e-08,5.8336921959778465e-09
2004,3.523833103091789e-08,8.369103632333008e-09
2005,3.422849659262539e-08,4.954124666056714e-09
2006,3.829637512664519e-08,8.64756888319107e-09
2007,3.7548105735751847e-08,7.190063211481856e-09
2008,4.044567541994226e-08,8.514879551446697e-09
2009,3.9575998922458666e-08,9.059565542202108e-09
2010,3.779034296602646e-08,1.5588517143783065e-08
2011,5.3918005143982484e-08,6.118355155848576e-09
2012,4.7999964114531224e-08,7.148930780687124e-09
2013,3.9884488378660876e-08,1.004085004030486e-08
2014,4.9588696482416594e-08,1.0394137106572998e-08
2015,5.58576995768334e-08,7.979671146074452e-09
2016,5.1783502208468946e-08,6.4211541084269186e-09
2017,5.5846571145323765e-08,5.534344815760761e-09
2018,5.369450706282919e-08,5.679226700028295e-09
2019,5.33156456761219e-08,4.846876677788714e-09
