year,deux_DET ondes_NOUN,deux_DET mondes_NOUN
1874,5.974609251779839e-08,3.614638603433029e-07
1875,6.865832591351761e-08,3.5988404767373083e-07
1876,6.95291717534019e-08,4.6856615276702485e-07
1877,7.112538380482647e-08,4.199489851419713e-07
1878,4.287753085918666e-08,3.7200787172952943e-07
1879,5.742765629701552e-08,4.1909971804088286e-07
1880,8.150664410067066e-08,4.421895969386469e-07
1881,1.4921166752168702e-07,3.960384228340885e-07
1882,8.585446664710616e-08,3.6671173386793043e-07
1883,7.709593585758512e-08,3.690493839414444e-07
1884,8.252121475038621e-08,3.5385096186502096e-07
1885,8.18595751184148e-08,3.126133365505268e-07
1886,6.517998429877991e-08,3.607486174228569e-07
1887,1.1360328816545362e-07,3.2318175580137165e-07
1888,8.940266837953459e-08,3.747303185530626e-07
1889,9.898916175643535e-08,2.875697808768507e-07
1890,9.24168475080478e-08,3.2509756708876125e-07
1891,2.02700200957473e-07,3.7352928661249507e-07
1892,2.2817384781603778e-07,3.7234962180221487e-07
1893,1.3918021624093058e-07,3.966020294399186e-07
1894,1.3044185731558855e-07,4.146412733163629e-07
1895,1.2759463174916164e-07,3.8158017146017187e-07
1896,1.1145385059307955e-07,5.224767680722664e-07
1897,6.118049078462917e-08,3.542641903164778e-07
1898,8.430948761350976e-08,3.9608484403430566e-07
1899,1.1994844761886725e-07,3.642674126780321e-07
1900,6.488816650662699e-08,4.0853588512135275e-07
1901,1.9672361251110715e-07,3.275000919900073e-07
1902,1.2324812814767938e-07,3.3930061782427856e-07
1903,9.126372191303744e-08,6.015845459561575e-07
1904,9.620579000113594e-08,4.7350448451055627e-07
1905,1.1095632079793916e-07,4.366002270828062e-07
1906,1.1883066086681993e-07,4.5217382416140595e-07
1907,1.4554246163811513e-07,4.2222742879793884e-07
1908,9.233411191189589e-08,4.0666301726055565e-07
1909,5.721022944271681e-08,4.593321301094022e-07
1910,1.1489924012231256e-07,4.6387228147537485e-07
1911,9.151043656174807e-08,3.9211158764373977e-07
1912,1.625339454136565e-07,4.735363752228494e-07
1913,1.3257474318351115e-07,5.186323972505846e-07
1914,9.844213444409888e-08,5.210066720273687e-07
1915,1.1780761610680202e-07,4.700523924539013e-07
1916,1.2525707315802492e-07,5.493731114469824e-07
1917,9.32146072551987e-08,6.327626858038116e-07
1918,1.5506607464743638e-07,7.075607495465874e-07
1919,1.0220711588182496e-07,6.519156361406431e-07
1920,1.2721349973432439e-07,5.505012441453516e-07
1921,1.4766857170389613e-07,5.475096270801671e-07
1922,1.3206503979290574e-07,5.931860140862e-07
1923,1.475616824286874e-07,5.297358183220524e-07
1924,1.959526940709111e-07,6.09773820547943e-07
1925,1.605733954690436e-07,5.455096339090915e-07
1926,1.749943685513955e-07,6.186106724648255e-07
1927,1.5831899835561103e-07,7.068608267601917e-07
1928,1.5539415609833185e-07,6.889902923745694e-07
1929,1.2811467287043854e-07,6.450295355620028e-07
1930,1.869641472751482e-07,6.953385573993387e-07
1931,2.007342780885324e-07,6.375594372443061e-07
1932,1.4795374003728767e-07,7.288091943280506e-07
1933,1.915600620350233e-07,7.891815778648947e-07
1934,1.8811080160219262e-07,8.45899547741169e-07
1935,1.7473694846614762e-07,8.03071882771178e-07
1936,2.5825642868682053e-07,6.59584467044283e-07
1937,2.0523522170634578e-07,7.403577257925065e-07
1938,2.5671123893289405e-07,8.038433108037424e-07
1939,3.257632830155899e-07,7.723495407674363e-07
1940,3.017581615694098e-07,6.161952565975071e-07
1941,1.8004165447393916e-07,6.817970850114818e-07
1942,1.4260795921927638e-07,7.615871524535578e-07
1943,1.7129087837020052e-07,8.651641079104877e-07
1944,1.0924833304670756e-07,8.836261695677194e-07
1945,1.7645882310901584e-07,9.650772856417689e-07
1946,2.2552189182789562e-07,1.0788855773213868e-06
1947,1.8000515478178158e-07,1.0561891898852593e-06
1948,2.2396088339426967e-07,9.599877150989755e-07
1949,1.8161465753507855e-07,9.021830624789118e-07
1950,2.105801515384087e-07,9.67817876285082e-07
1951,1.5032577183049511e-07,9.861796321786187e-07
1952,2.119505526643195e-07,9.142344854495832e-07
1953,2.0793486532610927e-07,9.83650432662131e-07
1954,2.736310102946504e-07,1.1209099000097922e-06
1955,2.684283901821516e-07,1.1807094715265976e-06
1956,2.947745745274233e-07,1.3456721563720464e-06
1957,2.6681813453111047e-07,1.2165847138589925e-06
1958,4.103032784641414e-07,1.003423159673389e-06
1959,1.7361675475058291e-07,1.1091320146761063e-06
1960,2.2838749402787073e-07,1.180694174429675e-06
1961,1.8829511316820202e-07,1.1040624920966025e-06
1962,2.1245554604476524e-07,1.0635460738761537e-06
1963,1.9786122962273112e-07,1.0552599132296336e-06
1964,1.837358367673403e-07,1.1620379609666998e-06
1965,1.5759484606192586e-07,1.1890749789245092e-06
1966,2.453810008518076e-07,1.0158662844261812e-06
1967,1.8192937867311798e-07,1.084180802024548e-06
1968,1.7606349611565264e-07,1.1322859716500489e-06
1969,1.7031592380867266e-07,9.614901195220682e-07
1970,1.747515505634567e-07,1.0374723453665524e-06
1971,1.7367784099775463e-07,1.0579960587620008e-06
1972,1.6057359741861177e-07,1.011664951811042e-06
1973,1.2073916544341756e-07,1.0976788225036671e-06
1974,1.1757444728921485e-07,1.0266668180047844e-06
1975,1.473561863640782e-07,1.055481533285274e-06
1976,1.4398087516687141e-07,1.2735451795364838e-06
1977,1.181233133529247e-07,1.1412710554381533e-06
1978,7.782174549220144e-08,1.192276686268201e-06
1979,1.0709111419870965e-07,1.269292971617375e-06
1980,9.892161978442005e-08,1.2757478495828423e-06
1981,7.653914618765967e-08,1.3707465376100458e-06
1982,7.573152993600729e-08,1.4326914796747303e-06
1983,7.19945999483329e-08,1.4089470270484128e-06
1984,9.510373755183821e-08,1.4706285114129969e-06
1985,5.8350912768290186e-08,1.4431324042440963e-06
1986,5.934540597829496e-08,1.3613476916862766e-06
1987,7.088547215872154e-08,1.3841000452430308e-06
1988,9.954279489576834e-08,1.3618173437812686e-06
1989,5.158834748275609e-08,1.4000199342056874e-06
1990,1.1660113319322818e-07,1.5730255684687222e-06
1991,5.978694367358983e-08,1.693377322364853e-06
1992,1.0028098529346607e-07,1.945561285188191e-06
1993,6.31469649903238e-08,1.704968015658892e-06
1994,5.644171341412374e-08,1.7523306001798744e-06
1995,4.500634120940816e-08,1.9472020635902254e-06
1996,4.270473730194624e-08,1.945734570796276e-06
1997,2.15770258327197e-08,1.9822094139421154e-06
1998,5.67407373308626e-08,1.95350253040516e-06
1999,5.0272211282731405e-08,1.981639209613917e-06
2000,8.526800643338106e-08,2.087961711083608e-06
2001,3.6802177832973015e-08,2.0924668220345666e-06
2002,6.265146668127386e-08,2.029381846124778e-06
2003,3.000184545243201e-08,2.2013852833957515e-06
2004,5.241701672709098e-08,2.11914498615684e-06
2005,4.458712254962194e-08,2.095594760831432e-06
2006,7.412201763479231e-08,2.0815933559070743e-06
2007,4.713485646234972e-08,2.1006967014791655e-06
2008,5.108927458863377e-08,2.023986819699175e-06
2009,5.1019658720008465e-08,1.9282570264955723e-06
2010,1.2895955414649052e-07,1.9438408251915007e-06
2011,5.391800328435892e-08,1.6343656614736801e-06
2012,1.2017012185339127e-07,1.5894455820397724e-06
2013,6.693900189702617e-08,1.571114117249195e-06
2014,7.79560287433867e-08,1.6013467314390795e-06
2015,7.669351198558161e-08,1.369621982050262e-06
2016,7.622531050799353e-08,1.376819739995483e-06
2017,6.238716032669345e-08,1.4814435691512529e-06
2018,9.706314774149405e-08,1.5550754861592964e-06
2019,6.173390443287019e-08,1.4395223417729142e-06
