year,très_ADV orale_ADJ,très_ADV morale_ADJ
1987,4.888653482026939e-09,2.749867533680117e-08
1988,1.1993107618124554e-09,2.2187249371086182e-08
1989,2.7440609784434855e-09,2.9635859655208208e-08
1990,3.2691906959314565e-09,2.996758002860034e-08
1991,1.1722930404189924e-09,2.3445860364290638e-08
1992,2.2039776670368383e-09,2.314176583695371e-08
1993,9.970573700002205e-09,2.5480353826878854e-08
1994,2.637463358823311e-09,3.112206670152773e-08
1995,1.0844901643380922e-09,3.0907970405280594e-08
1996,1.6014276571496566e-09,2.3487606082284174e-08
1997,4.79489448146353e-10,2.3974472185273044e-08
1998,4.291316191284977e-09,1.9072516010965046e-08
1999,2.7421207526856506e-09,2.376504681933511e-08
2000,2.6508188977203417e-09,2.783359853708589e-08
2001,3.943090742808408e-09,1.621048362210331e-08
2002,4.381221607729913e-09,2.3658596859377212e-08
2003,6.250384210204629e-09,1.8751153518792307e-08
2004,6.607186797680242e-09,2.114299846311951e-08
2005,5.404499514582994e-09,1.9366122927522156e-08
2006,3.706100981659688e-09,1.8530505130343045e-08
2007,3.994479413904628e-09,1.3980677948666198e-08
2008,6.3861596011349775e-09,1.958422224390688e-08
2009,9.53638501499654e-10,1.5735034608610476e-08
2010,0.0,1.5116137674908714e-08
2011,4.5887662558641296e-09,1.8737462137430327e-08
2012,2.382976926895708e-09,1.838296448397614e-08
2013,1.3945624655065103e-09,1.840822605458925e-08
2014,2.5985342766432495e-09,2.100481873157367e-08
2015,1.7732603163622684e-09,1.9505863591007255e-08
2016,1.4499380585064614e-09,2.1127668503595487e-08
2017,1.7609279590047322e-09,1.33327402451755e-08
2018,1.8070267504555204e-09,2.0909879439034995e-08
2019,1.7856913725466939e-09,1.4795729086358733e-08
