year,ses_DET in_ADJ,ses_DET mines_NOUN
1878,1.2682086436566209e-08,4.317948425480722e-07
1879,1.0996785704264767e-08,4.3742767630305934e-07
1880,1.4119262203848848e-08,5.166366037201442e-07
1881,9.064259565150223e-09,4.657635199745158e-07
1882,1.1979693681496428e-08,3.8201910790292004e-07
1883,8.21514056781325e-09,3.974864268840861e-07
1884,1.1883054540362536e-08,5.208739102258164e-07
1885,9.023890079618013e-09,4.383032328192371e-07
1886,9.680195700578764e-09,4.575505911930122e-07
1887,1.3057849024278312e-08,3.4799168169286077e-07
1888,1.0779045211961602e-08,4.3560024032274214e-07
1889,8.771191495338115e-09,4.861746223383534e-07
1890,1.3108772733971819e-08,3.532814201179235e-07
1891,8.28648560879941e-09,3.983887486569415e-07
1892,5.641661360300532e-09,3.5730521474874877e-07
1893,1.785940828558097e-08,3.9229112935856847e-07
1894,9.452309157609307e-09,4.4614898264683234e-07
1895,6.018614495673091e-09,3.9060807743851456e-07
1896,9.435246361988447e-09,4.051258848392081e-07
1897,6.992056267307589e-09,4.841999086124815e-07
1898,7.3558613644664206e-09,3.9155816100588936e-07
1899,5.527578395003729e-09,4.0351321750620173e-07
1900,7.786579714341713e-09,4.921118215150955e-07
1901,5.58873880507349e-09,4.342450212746485e-07
1902,6.8743973291596205e-09,3.8496625442974164e-07
1903,9.1803746826713e-09,4.1905710368439486e-07
1904,9.13686282189019e-09,4.138461271452343e-07
1905,1.2901897328276846e-08,4.190536335713091e-07
1906,8.745113966313056e-09,4.516594120929085e-07
1907,8.742834012309686e-09,4.1194174826841845e-07
1908,9.331639461152008e-09,4.3956932804789517e-07
1909,3.850688656825696e-09,4.1367396530489486e-07
1910,4.809735720812114e-09,4.585281385693918e-07
1911,9.044636151145369e-09,3.4369616130902614e-07
1912,5.2094213387476884e-09,3.547615845533869e-07
1913,9.545381374209683e-09,4.7249639489876927e-07
1914,1.0714789944188396e-08,4.922106597859965e-07
1915,7.0684572639478915e-09,7.068457312797705e-07
1916,3.2962386153911893e-09,7.526411671676669e-07
1917,8.773139548168274e-09,7.446202197058938e-07
1918,1.033773866510046e-08,6.44385730552699e-07
1919,5.524709134618888e-09,8.692209085836566e-07
1920,7.572231730534895e-09,7.216336825877079e-07
1921,9.087297137000405e-09,5.808297522946759e-07
1922,9.591316518786641e-09,5.806434968391727e-07
1923,9.554353752605493e-09,4.5860895703242477e-07
1924,3.867487219366694e-09,4.2155611534866466e-07
1925,1.2097996160420621e-08,4.3002876815023683e-07
1926,8.916910765321973e-09,4.190948139637385e-07
1927,5.574612549352764e-09,4.0471687690057934e-07
1928,4.570416489713125e-09,5.393091662142524e-07
1929,8.912325322185666e-09,3.665193784030407e-07
1930,8.402882945013346e-09,3.3191387416309226e-07
1931,6.843213995466613e-09,3.7409569664248465e-07
1932,5.4797681947604815e-09,3.8906355381840285e-07
1933,1.1470662197865522e-09,3.0741375844911545e-07
1934,5.990790086229936e-09,4.2534609256961176e-07
1935,7.180970484910176e-09,3.2673415795159144e-07
1936,1.2124714565686645e-09,3.0311785614856035e-07
1937,6.295559185076627e-09,3.3240552443913884e-07
1938,1.0372171566075394e-08,2.891242862901322e-07
1939,0.0,3.1046923520960945e-07
1940,5.0715658339584024e-09,3.0936552430915754e-07
1941,2.6563522936839945e-08,2.8334424406750713e-07
1942,0.0,2.2453166614866404e-07
1943,5.806470415592457e-09,2.9612998364569876e-07
1944,6.4263723231761105e-09,3.5345046711654504e-07
1945,1.089252066321933e-08,4.226297818377134e-07
1946,6.960552134671616e-09,3.2993018272975405e-07
1947,3.5762612871081956e-09,3.540498649812207e-07
1948,6.523132700664291e-09,3.9138796115167906e-07
1949,4.908504269707237e-09,3.9758884007312645e-07
1950,5.317680518146517e-09,3.584116949895133e-07
1951,2.1322803522849654e-09,3.1557750368449433e-07
1952,3.1634410646574906e-09,3.1845307857381044e-07
1953,3.232148326759443e-09,3.3291127810031185e-07
1954,2.9317608341017376e-09,3.1369842345974064e-07
1955,1.1262729415761896e-08,3.4539037230274516e-07
1956,6.976913491385517e-09,3.034957387626491e-07
1957,2.6505113659425206e-09,2.703521460034608e-07
1958,3.3088973783179654e-09,2.9945520285679095e-07
1959,7.750747821333448e-10,2.418233320256036e-07
1960,6.920833350854139e-10,2.602233206694393e-07
1961,2.08444772553662e-09,3.008552935668263e-07
1962,4.4393695941558065e-09,3.075848855615959e-07
1963,1.939815863494232e-09,2.567023003052782e-07
1964,6.692365273064382e-09,2.646526189309384e-07
1965,3.830430195250756e-09,2.3420344996694098e-07
1966,4.431259803538978e-09,2.6365995564603395e-07
1967,5.916402479044791e-09,2.2482330663819994e-07
1968,3.5931326802796093e-09,2.286130618145421e-07
1969,4.087582022860303e-09,2.6433029187700186e-07
1970,3.6789800095249348e-09,2.5338974829480776e-07
1971,6.166076982339064e-09,2.0091133823285645e-07
1972,1.5390440033513642e-09,2.0417984103460185e-07
1973,6.0645241051204835e-09,2.1391230697886954e-07
1974,1.6876715580593782e-09,1.9914524429509584e-07
1975,2.2845920710778955e-09,2.027575454199848e-07
1976,3.9994687561772935e-09,2.096864419875999e-07
1977,2.938390863960194e-09,2.0921342835933388e-07
1978,5.940591130126904e-09,2.0138604295283358e-07
1979,6.437170796402825e-09,2.0715986037700418e-07
1980,4.548120546843393e-09,1.984117568021304e-07
1981,6.325549417596221e-09,2.062129111912725e-07
1982,2.483000915987077e-09,1.9491557345929778e-07
1983,1.89459470334441e-09,1.7556578590927074e-07
1984,1.739702604197646e-09,1.7513005978742058e-07
1985,2.4062232206745193e-09,1.792636354913668e-07
1986,1.7983456945813714e-09,1.750389799770602e-07
1987,1.8332451112712533e-09,1.5704799816163018e-07
1988,2.398621523624911e-09,1.6850316297833956e-07
1989,1.0976244357863152e-09,1.8604734197680273e-07
1990,1.634595292454577e-09,1.7653628736624682e-07
1991,5.861465202094962e-10,1.84050003015912e-07
1992,3.30596661157756e-09,1.967050087259281e-07
1993,1.661762283333701e-09,1.966418619048227e-07
1994,2.1099706426497278e-09,1.7565505938677006e-07
1995,5.422450821690461e-10,1.697227114405564e-07
1996,2.6690460952494277e-09,1.7775846394840755e-07
1997,2.3974471297094624e-09,2.0618045626363823e-07
1998,4.291316191284977e-09,1.6974540129055526e-07
1999,9.140402323914998e-10,1.604140568156609e-07
2000,2.2090156370779823e-09,2.1162370744676195e-07
2001,1.3143635069212678e-09,1.362556808492954e-07
2002,1.3143663935011318e-09,1.7042951494516956e-07
2003,2.9168460979889232e-09,1.654268451112273e-07
2004,1.3214374039449694e-09,1.528462516553475e-07
2005,1.3511248786457486e-09,1.5537935782461432e-07
2006,2.4707338397433887e-09,1.7253959239127425e-07
2007,1.5977917877663117e-09,1.5298855959855473e-07
2008,8.514879357157668e-10,1.9711945409284226e-07
2009,9.53638501499654e-10,1.7165493249038377e-07
2010,1.4171379625338432e-09,1.7855937617383688e-07
2011,7.64794394481072e-10,1.9502256387582406e-07
2012,6.808505426114664e-10,1.9165942255483515e-07
2013,8.367375126105969e-10,1.8659246059371526e-07
2014,1.2992670966882613e-09,2.221746751018827e-07
2015,8.86630172058922e-10,2.0702814396145186e-07
2016,2.48560808047138e-09,2.466965920433495e-07
2017,1.509366853724714e-09,1.5621946669597264e-07
2018,5.162933414126769e-10,1.8922150646361047e-07
2019,1.53059265262101e-09,1.7040597732886908e-07
