year,deux_DET arrêts_NOUN,deux_DET marais_NOUN
1842,1.2316374835563693e-06,9.391571076378114e-09
1843,1.2386792889174103e-06,5.906910960362666e-09
1844,1.582352183504554e-06,9.330554107123135e-09
1845,1.3247461652099446e-06,2.0088821273134272e-08
1846,1.2025145537108983e-06,1.3465353276842507e-08
1847,1.5349114050877688e-06,8.629157832729106e-09
1848,1.3580334439211583e-06,3.218088551193432e-08
1849,1.5845473626541207e-06,2.262441967104678e-08
1850,1.4175424070117515e-06,1.6972489191857676e-08
1851,1.36276644013833e-06,2.8377531435808123e-08
1852,1.5123997485488871e-06,1.0416872697760482e-08
1853,8.951925778433178e-07,1.7318601663873778e-08
1854,8.666368245258127e-07,9.352195906586758e-09
1855,9.462269048299277e-07,1.4328730202350926e-08
1856,1.0654655397956958e-06,1.2942972915652717e-08
1857,9.113777394986755e-07,2.7336451324799782e-08
1858,7.683071245878637e-07,2.6915218054313073e-08
1859,8.468284278251303e-07,8.656694916453489e-09
1860,6.353131283276525e-07,6.865775947773045e-09
1861,7.017354164418066e-07,5.659156532278331e-09
1862,9.01790038199124e-07,9.487771485128249e-09
1863,8.710618857321606e-07,2.9967726078439227e-09
1864,7.014687213313664e-07,1.198681987002459e-08
1865,7.177937462188311e-07,2.0710115400390805e-08
1866,7.497909706444261e-07,7.784980660119345e-09
1867,7.880966066409201e-07,6.79393608038481e-09
1868,6.728108203901684e-07,5.433861693937558e-09
1869,5.953009960535383e-07,2.9301114867763545e-09
1870,5.630836028558406e-07,1.548193218070537e-08
1871,7.020598431495273e-07,9.559059321873065e-09
1872,5.847776876066746e-07,9.071008832961525e-09
1873,7.075457091332282e-07,2.3944017879529156e-09
1874,6.464527260163777e-07,1.7923826867161097e-09
1875,5.177982096427058e-07,1.0298748520654044e-08
1876,5.779990210896813e-07,5.441413097884151e-09
1877,7.885640584959219e-07,5.566334504436554e-09
1878,6.824170171171318e-07,3.0195443923020093e-09
1879,5.889389527169442e-07,1.5273313280772527e-08
1880,7.271420088272862e-07,1.2835692508872398e-09
1881,5.863879088963131e-07,1.1156012114099667e-08
1882,5.723631169018972e-07,1.9300616216355593e-08
1883,6.989188676698177e-07,1.4534479397809719e-08
1884,6.350832606472068e-07,1.2543224237049344e-08
1885,6.664787264298866e-07,1.1602144189826191e-08
1886,5.743582676132064e-07,1.097088819790315e-08
1887,9.577932402748957e-07,1.3057849024278312e-08
1888,8.819795169756617e-07,4.4384300679212174e-09
1889,6.039591937678779e-07,6.891650250473447e-09
1890,6.089024786604114e-07,6.5543866445416654e-09
1891,7.489708835350939e-07,1.2748440081367107e-09
1892,6.958048714977849e-07,8.775916882086676e-09
1893,7.44552558273881e-07,1.29326747089209e-08
1894,5.816320758356142e-07,1.1342770278588432e-08
1895,5.681571906279714e-07,1.023164486468886e-08
1896,6.044454750053774e-07,1.0024948871034667e-08
1897,6.287023808226877e-07,1.3401440845939305e-08
1898,6.40525797734881e-07,5.092519295146758e-09
1899,5.428082197056483e-07,9.39688327150634e-09
1900,6.312320408596861e-07,4.671947717582725e-09
1901,5.136050944543058e-07,1.1177477832191585e-08
1902,6.471753977166372e-07,8.838511256215043e-09
1903,6.221054000832282e-07,2.7001101354784396e-09
1904,5.186513369892509e-07,7.524475265086039e-09
1905,7.498582732523573e-07,9.28936660926638e-09
1906,6.111291028787491e-07,8.745113966313056e-09
1907,7.117695197678131e-07,2.5714217422034835e-09
1908,6.532147445170722e-07,1.4734167219643268e-09
1909,5.990571345648732e-07,6.60118004702781e-09
1910,6.664155733915322e-07,8.01622590529405e-09
1911,6.347206209511569e-07,4.25629931299909e-09
1912,7.220258098072918e-07,6.772247651554153e-09
1913,6.14086189898444e-07,7.42418571064718e-09
1914,5.946708512283294e-07,4.68772043404897e-09
1915,4.830112505516126e-07,8.246533234057551e-09
1916,5.691505364779914e-07,7.69122321386817e-09
1917,3.531188745853342e-07,8.773139548168274e-09
1918,3.376994683890189e-07,3.790504266021344e-08
1919,4.926198791110892e-07,1.1049418269237776e-08
1920,3.899699390075284e-07,9.843901693784574e-09
1921,5.164613838815058e-07,6.058197943303867e-09
1922,4.773524295842435e-07,3.6889677978990676e-09
1923,5.477829176925297e-07,3.1847844361720945e-09
1924,4.576526801969294e-07,6.445812328337297e-09
1925,3.607402483396527e-07,4.399271169575059e-09
1926,2.853411391612326e-07,1.7833821530643945e-08
1927,3.23327512319338e-07,7.804457524684949e-09
1928,3.2678477168701647e-07,5.713020723163709e-09
1929,3.6206321851750545e-07,7.798284684668033e-09
1930,3.844318889889564e-07,1.0503603542488804e-09
1931,3.934848180620065e-07,3.4216069977333063e-09
1932,3.682404390303873e-07,3.287861094491973e-09
1933,3.532963823715818e-07,6.882397540763918e-09
1934,3.139174040711623e-07,4.7926320689839486e-09
1935,3.4827705519546726e-07,9.574627313213568e-09
1936,3.346421273420219e-07,1.576212937948185e-08
1937,3.462557387479137e-07,2.5182236296217297e-09
1938,3.785842714876253e-07,3.8895642262559704e-09
1939,3.334102949281714e-07,7.647025235257843e-09
1940,4.0572527737481323e-07,5.0715658339584024e-09
1941,3.276167959143095e-07,8.854508237732261e-09
1942,3.883791137582193e-07,2.123948195098535e-08
1943,2.96129986310234e-07,1.4516175816936538e-08
1944,2.506285206038683e-07,3.2131861615880553e-09
1945,2.1131489447157037e-07,2.178504043826024e-09
1946,2.116007884467308e-07,4.1763312808029696e-09
1947,2.6702750943741194e-07,9.536696765621855e-09
1948,2.457046619497305e-07,9.784699273041042e-09
1949,2.866566575221441e-07,3.9268033269479474e-09
1950,3.4352218847288896e-07,5.317680518146517e-09
1951,4.030009783662081e-07,8.529121409139861e-09
1952,4.924423429031322e-07,9.490323193972472e-09
1953,4.320304682892129e-07,7.541679392097933e-09
1954,3.869924327659646e-07,9.772536557761669e-09
1955,3.8199424778895263e-07,9.385607846468247e-10
1956,4.63092625579975e-07,2.616342476002842e-09
1957,4.391013668225696e-07,6.184526502028831e-09
1958,3.6563314509407974e-07,6.617794756635931e-09
1959,3.573094851105907e-07,7.750747821333448e-10
1960,4.0971332282424555e-07,1.3841666701708277e-09
1961,3.877073027069855e-07,3.47407969059077e-09
1962,4.1349554180669656e-07,6.976152211457531e-09
1963,3.504600769588251e-07,2.5864212993553792e-09
1964,3.8268161262067224e-07,8.517555549758526e-09
1965,3.5458841551871956e-07,1.0944086747954884e-09
1966,3.77210980673226e-07,7.754704434148607e-09
1967,3.4610956234359946e-07,2.465167847631733e-09
1968,2.941877284001748e-07,5.389698881641536e-09
1969,2.7795557855370134e-07,1.8167031212712459e-09
1970,2.920190311783699e-07,5.058597540852361e-09
1971,2.3482476052549828e-07,3.5968783507200897e-09
1972,2.847231606040168e-07,4.10411743478889e-09
1973,3.1645789633216737e-07,5.513203671370093e-09
1974,3.9322745593040054e-07,6.1881286761433785e-09
1975,3.9866130663313015e-07,3.998036124386317e-09
1976,3.462397160092223e-07,1.7140580066410394e-09
1977,3.0618033264318e-07,2.938390863960194e-09
1978,3.4514836144694527e-07,6.534650265344055e-09
1979,3.914970179152988e-07,3.511183899185255e-09
1980,2.87668630249982e-07,8.527726080842513e-09
1981,3.2450067877221045e-07,3.795329828193417e-09
1982,3.0727135680308493e-07,1.2415004579935385e-09
1983,3.088189579614209e-07,3.157658134966823e-09
1984,2.893705364215293e-07,8.118612004892611e-09
1985,3.242385666624159e-07,5.414002135495366e-09
1986,3.6746194709280644e-07,1.1988970760601347e-08
1987,3.220400550674185e-07,8.555143260480236e-09
1988,3.9997014056325497e-07,4.797243047249822e-09
1989,4.011817225091363e-07,4.390497854167563e-09
1990,4.1518721616284893e-07,7.083246433836621e-09
1991,4.54849697462123e-07,4.10302547493302e-09
1992,3.9671598273116615e-07,7.713922001162388e-09
1993,3.788817828365154e-07,1.1078415074194936e-08
1994,4.130267470259241e-07,6.329911705904578e-09
1995,4.413875096531683e-07,1.6267352465071383e-09
1996,4.553392614070617e-07,4.270473752399084e-09
1997,3.754402264632972e-07,4.794894259418925e-09
1998,3.9861560452436606e-07,3.814503379828693e-09
1999,4.236576600646913e-07,5.484241505371301e-09
2000,3.9939004992106675e-07,5.7434409450607404e-09
2001,3.820416623057099e-07,2.6287270138425356e-09
2002,3.6495574917694285e-07,3.066854992184176e-09
2003,3.5252167762678255e-07,2.5001538617175356e-09
2004,3.444546692321637e-07,6.6071867144135155e-09
2005,3.4228496303967404e-07,4.503749373441224e-09
2006,2.783693560104439e-07,6.1768350434476815e-09
2007,2.5484779797579904e-07,1.5977917877663117e-09
2008,2.2479281014398111e-07,7.237647259294988e-09
2009,2.1886003054305547e-07,1.907277002999308e-09
2010,2.470543769561573e-07,4.723792912386671e-09
2011,2.1223044299745197e-07,6.883149605840799e-09
2012,1.794041235569921e-07,5.1063788752969685e-09
2013,4.504436930119482e-07,3.3469500504423877e-09
2014,3.6314515838853367e-07,3.4647122948427977e-09
2015,4.954045884630887e-07,5.54143841924315e-09
2016,4.343599933065434e-07,4.349814286541687e-09
2017,5.212346572136539e-07,4.276539344871821e-09
2018,3.8928517298586485e-07,2.065173421161859e-09
2019,3.8111756239800343e-07,2.8060865853163364e-09
