year,vos_DET in_ADJ,vos_DET mines_NOUN
1911,5.320374141248863e-10,1.1704823332792103e-08
1912,1.5628263128064646e-09,9.897900055122477e-09
1913,2.6514948014977335e-09,1.484837097720515e-08
1914,1.3393487430235496e-09,1.875088306846351e-08
1915,0.0,1.4136914638918086e-08
1916,1.0987462051303964e-09,7.69122365795738e-09
1917,0.0,8.773139215101367e-09
1918,0.0,1.4932289182922887e-08
1919,3.6831393490643904e-09,3.7752178494443456e-08
1920,7.572231730534895e-10,3.028892603396116e-08
1921,0.0,2.4990065794483485e-08
1922,0.0,3.098733003525922e-08
1923,4.246379248229459e-09,2.0170301873179142e-08
1924,0.0,1.4180787211159895e-08
1925,3.299453377181294e-09,9.898360353588487e-09
1926,0.0,1.0031524277920312e-08
1927,0.0,5.0171510501684224e-08
1928,4.570416489713125e-09,1.5996457936040542e-08
1929,0.0,3.11931374064045e-08
1930,0.0,1.1553964007759987e-08
1931,3.4216069977333063e-09,1.2545892325022123e-08
1932,0.0,9.863583061431314e-09
1933,4.588264879146209e-09,1.261772819560747e-08
1934,0.0,1.5576054224197833e-08
1935,2.393656828303392e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,2.182448621823596e-08
1937,0.0,1.0072894296442314e-08
1938,0.0,2.7226949583791793e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,1.1806010835613279e-08
1942,1.517105907566929e-08,9.102635090130207e-09
1943,2.9032352077962287e-09,1.4516176038981143e-08
1944,0.0,1.927911696952833e-08
1945,2.178504043826024e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,2.645009811175214e-08
1947,0.0,2.6225915883415496e-08
1948,0.0,1.522064296821668e-08
1949,0.0,1.668891380646187e-08
1950,0.0,1.2762433332369483e-08
1951,1.0661401761424827e-09,1.2793682557799002e-08
1952,0.0,1.0544803585865736e-08
1953,0.0,6.464296653518886e-09
1954,0.0,1.0749790169128914e-08
1955,0.0,1.1262729859851106e-08
1956,8.72114158667614e-10,2.093073914188892e-08
1957,8.835037701437898e-10,6.184526224473075e-09
1958,0.0,2.0680608558976132e-08
1959,0.0,1.240119618106661e-08
1960,1.3841666701708277e-09,1.868625032486193e-08
1961,4.16889545107324e-09,1.5285950449861474e-08
1962,0.0,1.9660065131432702e-08
1963,0.0,2.7804028412958814e-08
1964,0.0,1.703511098849475e-08
1965,0.0,1.2038495533772675e-08
1966,1.1078149508847446e-09,1.329377963266154e-08
1967,9.860671168482327e-10,1.2325839238158665e-08
1968,1.3474247273492779e-09,1.2126823101255013e-08
1969,1.8167031212712459e-09,1.498780111131026e-08
1970,0.0,2.0694263025422543e-08
1971,0.0,1.1818313772060662e-08
1972,0.0,9.234264186641639e-09
1973,0.0,8.821125663249774e-09
1974,0.0,8.438357623763437e-09
1975,0.0,5.711480177694739e-09
1976,0.0,6.284879672247001e-09
1977,0.0,9.402850775774851e-09
1978,0.0,1.0693064211864112e-08
1979,5.851973350345929e-10,1.111874914361266e-08
1980,5.685150683554241e-10,6.822181042309694e-09
1981,6.325549528618524e-10,1.3283653788054295e-08
1982,0.0,1.1794254684005523e-08
1983,0.0,1.0104506009689374e-08
1984,0.0,8.118611560803402e-09
1985,0.0,7.820225467192188e-09
1986,0.0,7.792831269171074e-09
1987,1.8332451112712533e-09,1.283271516827611e-08
1988,5.996553809062277e-10,9.594486094499644e-09
1989,2.7440609784434855e-09,8.780995708335126e-09
1990,0.0,5.448650863826288e-09
1991,0.0,8.20605094986604e-09
1992,0.0,8.815910668147353e-09
1993,1.1078414852150331e-09,7.20096987594232e-09
1994,5.274926606624319e-10,6.857404422078162e-09
1995,0.0,7.049185846152994e-09
1996,0.0,6.4057106285986265e-09
1997,0.0,8.151320729510303e-09
1998,4.768129224785866e-10,7.152193726156497e-09
1999,0.0,9.597422412355172e-09
2000,0.0,7.510653432518666e-09
2001,0.0,1.226739296256163e-08
2002,4.38122149670761e-10,1.1829297541510186e-08
2003,0.0,5.0003075569016175e-09
2004,4.404791253964646e-10,8.80958239690699e-09
2005,4.5037495954858286e-10,9.908249332113428e-09
2006,4.1178899179428186e-10,9.059357708451898e-09
2007,3.994479469415779e-10,1.3581229835191166e-08
2008,0.0,8.51487946817997e-09
2009,0.0,9.53638545908575e-09
2010,0.0,1.889517148301323e-08
2011,3.82397197240536e-10,2.026705092639247e-08
2012,0.0,2.5531895486707867e-08
2013,0.0,2.7333425023368108e-08
2014,0.0,2.6201885994225904e-08
2015,0.0,2.5490616395451582e-08
2016,0.0,2.8791626860424913e-08
2017,7.54683426862357e-10,2.087957420848774e-08
2018,0.0,3.1235746322799685e-08
2019,0.0,3.1122050714316174e-08
