year,ses_DET arrêts_NOUN,ses_DET marais_NOUN
1880,7.829772661338552e-07,9.755126151311799e-08
1881,7.035260185528358e-07,5.7871812009224755e-08
1882,7.500619290112809e-07,7.187816031262173e-08
1883,5.927539821204419e-07,7.899173637415657e-08
1884,6.212196899113565e-07,7.063815843366683e-08
1885,6.342505587397795e-07,8.830520670244368e-08
1886,6.143697586225016e-07,9.357522906539018e-08
1887,6.541982602303875e-07,7.247106503793788e-08
1888,6.955654097140496e-07,5.643147060752085e-08
1889,6.735022202164487e-07,7.956723546698186e-08
1890,7.281923295465731e-07,7.93080761063436e-08
1891,6.616440403339752e-07,9.051392291237192e-08
1892,5.05868957390021e-07,7.459529882680727e-08
1893,5.370139329885504e-07,9.607129686228788e-08
1894,5.135754530538605e-07,6.23852420833515e-08
1895,6.126949312346142e-07,6.560290022328275e-08
1896,6.062145800900254e-07,7.194375162278277e-08
1897,4.7429448357672044e-07,7.283391667556316e-08
1898,5.601771273511247e-07,6.11102319858503e-08
1899,6.069281290876916e-07,8.291367592505594e-08
1900,6.032003838640776e-07,4.464305547458025e-08
1901,5.829054594563843e-07,4.247441520721651e-08
1902,5.16561835806062e-07,5.695929417015577e-08
1903,5.011404526911178e-07,3.94216073118514e-08
1904,4.95002989708837e-07,7.685713754312928e-08
1905,5.21236636075173e-07,6.192910939617491e-08
1906,5.000147371703179e-07,5.401393643467145e-08
1907,4.628559041597313e-07,6.119983514407679e-08
1908,4.4104275009893e-07,5.549869541709995e-08
1909,5.58899933444934e-07,6.986249062590488e-08
1910,5.028845944110572e-07,5.344150533215242e-08
1911,4.841540517386278e-07,7.288912540204251e-08
1912,5.146908352848811e-07,6.772247596043002e-08
1913,4.74617582568726e-07,3.977242357677824e-08
1914,4.138587703650387e-07,5.022557669764893e-08
1915,3.8994321949203936e-07,1.331226079370751e-07
1916,3.669812267403927e-07,7.581348882013117e-08
1917,3.34475938501555e-07,7.018511427592244e-08
1918,4.169554728150615e-07,8.844509657990329e-08
1919,4.5763007694432645e-07,1.0220711665898108e-07
1920,4.914378313181089e-07,5.906340794226139e-08
1921,4.952576939665221e-07,5.300923078266351e-08
1922,4.5448081986698696e-07,3.6151885041135756e-08
1923,4.5117778135761455e-07,5.732611896291928e-08
1924,4.2284529166991547e-07,6.187979550986711e-08
1925,3.9263493700758545e-07,5.389107182729447e-08
1926,4.681378023008165e-07,9.139833390126029e-08
1927,5.596910792604604e-07,3.790736535780326e-08
1928,4.913197848566142e-07,5.8272811687132275e-08
1929,4.690111075067449e-07,6.684243913923638e-08
1930,4.978708170177981e-07,8.9280628334798e-08
1931,4.197171357134266e-07,7.185374784057785e-08
1932,4.2523002119487785e-07,9.534796963084347e-08
1933,4.3244395087072007e-07,8.258876715849794e-08
1934,4.193552936015976e-07,5.6313425034204556e-08
1935,3.770009380232864e-07,7.540019186791369e-08
1936,3.62528970399012e-07,9.214783025512929e-08
1937,4.1172956510848735e-07,8.310137977751708e-08
1938,4.3303817243156573e-07,7.390171918864041e-08
1939,3.5329256231619866e-07,7.952906333485998e-08
1940,2.764003363964207e-07,6.339457314652464e-08
1941,2.8334425916654027e-07,1.416721193692183e-07
1942,3.1859222815455723e-07,6.37184480734021e-08
1943,3.01936453617202e-07,4.3548528338988035e-08
1944,4.0486146879459284e-07,7.711646787811333e-08
1945,3.877737078106236e-07,5.664110380720899e-08
1946,2.812063062407333e-07,9.187928640130849e-08
1947,2.98021785694047e-07,6.07964452115084e-08
1948,3.4029009210456707e-07,6.523132767277673e-08
1949,3.1119916943378456e-07,6.675565578095899e-08
1950,3.850000895866401e-07,4.360498029321036e-08
1951,4.008686973477893e-07,3.944718596216035e-08
1952,3.5219646288275896e-07,5.166953798152463e-08
1953,3.8462563844987585e-07,3.98631598841348e-08
1954,3.45947767765864e-07,3.713563856422297e-08
1955,3.238034600450135e-07,4.411235821066839e-08
1956,3.418687413159205e-07,4.534993647276053e-08
1957,4.161302777916376e-07,4.8592706747285774e-08
1958,3.6646039058840785e-07,3.5570646705895825e-08
1959,3.0460438615875773e-07,4.107896245386655e-08
1960,3.661120749898217e-07,5.6750835142338474e-08
1961,3.6686281834619194e-07,4.7942298297964925e-08
1962,3.272449542457423e-07,5.327243357555744e-08
1963,2.8321313338963705e-07,4.3322555987046485e-08
1964,3.504365801987319e-07,3.772060352957851e-08
1965,2.7852701123265433e-07,4.9248392031131516e-08
1966,3.262514902679925e-07,4.985167123550127e-08
1967,3.0518776661381253e-07,4.5852120711398214e-08
1968,2.986791498571506e-07,6.28798212942705e-08
1969,3.0111852911129944e-07,4.9050985495568966e-08
1970,3.163922865923041e-07,3.9549035379948805e-08
1971,2.2968636770315243e-07,4.0593338579419935e-08
1972,2.965224914497355e-07,5.027543747981866e-08
1973,2.806220735784848e-07,4.465694936062192e-08
1974,2.7902834354165407e-07,5.0067586576663103e-08
1975,2.8671630314391905e-07,4.0551507929365016e-08
1976,2.399681242604146e-07,3.370980822259284e-08
1977,2.632798143942239e-07,2.9971587545141176e-08
1978,2.9227708553403176e-07,3.801978343265233e-08
1979,2.925986568591554e-07,4.388979923941605e-08
1980,2.6265397373714805e-07,4.8323781642878316e-08
1981,2.5618475452127143e-07,4.3646291747467814e-08
1982,2.3153983796930788e-07,5.338452047087827e-08
1983,2.4440272428094545e-07,4.1049555532524096e-08
1984,2.8647101335543823e-07,4.175286155705393e-08
1985,2.4242699070420315e-07,3.849957153079231e-08
1986,2.685529569834699e-07,4.31602960038191e-08
1987,2.8170866261945093e-07,4.338679959747793e-08
1988,2.926318378726478e-07,4.557380961500712e-08
1989,2.683691766591778e-07,3.8965669135748726e-08
1990,2.8169525578825017e-07,4.7403264924472666e-08
1991,2.83108759102646e-07,3.9271817797725816e-08
1992,3.3169863433712976e-07,4.0773585396891576e-08
1993,3.462004510845773e-07,4.4313658520422905e-08
1994,2.9961583214443976e-07,3.323203756622206e-08
1995,3.004037729681386e-07,4.175286960617086e-08
1996,2.9199363571486003e-07,2.882569738460461e-08
1997,3.3276566302475885e-07,4.027711186793681e-08
1998,3.275704640870458e-07,3.051602637249573e-08
1999,3.5693271085990297e-07,4.798711375486597e-08
2000,3.194236830594832e-07,4.6831134636882155e-08
2001,3.5181129698358404e-07,3.329720865696828e-08
2002,3.0274239448679907e-07,4.7317190554618804e-08
2003,2.841841511003196e-07,3.708561535642474e-08
2004,3.1714496784296387e-07,3.0393059985422965e-08
2005,3.5264359121711664e-07,3.9182620814592894e-08
2006,3.1460679128514357e-07,4.7355734611453926e-08
2007,2.356742869746853e-07,3.23552832581786e-08
2008,2.4522852726249766e-07,5.1089277780524966e-08
2009,2.512837382617761e-07,5.197330010808798e-08
2010,1.932031386542299e-07,4.1096999248146915e-08
2011,1.9693455655112047e-07,5.085882803790298e-08
2012,1.7702114776807498e-07,8.238291249185181e-08
2013,2.9285814051593917e-07,4.713621182261818e-08
2014,2.5270744641314735e-07,5.781738576793316e-08
2015,3.3536786220311754e-07,7.203870122651779e-08
2016,3.4715658714379316e-07,7.27040344872254e-08
2017,2.787297379569509e-07,6.037467237263172e-08
2018,2.2407131555768345e-07,5.57596806505245e-08
2019,3.0356753527582825e-07,5.765232391485853e-08
