year,vos_DET airs_NOUN,vos_DET mères_NOUN
1999,9.597422329088445e-09,5.849857509510059e-08
2000,1.5021306976059634e-08,5.434178573793247e-08
2001,1.533424159871899e-08,5.257454080420665e-08
2002,2.2782351449812666e-08,5.082216997243094e-08
2003,1.4584229823810801e-08,4.416938176321494e-08
2004,2.2904915297772277e-08,5.50598905357802e-08
2005,1.711424801875694e-08,4.773974726646202e-08
2006,2.017765970974139e-08,5.1061833872267925e-08
2007,2.5165220352008077e-08,5.871884695141105e-08
2008,2.639612536881053e-08,7.833688853153831e-08
2009,2.288732470212551e-08,7.962881509726571e-08
2010,4.2986517012622016e-08,5.951979353824299e-08
2011,3.823972066774317e-08,5.39180058101163e-08
2012,5.7531869934734914e-08,8.748929275492756e-08
2013,6.387096518345459e-08,8.953091118479861e-08
2014,7.665676071688665e-08,1.0329173516510082e-07
2015,7.403361701463496e-08,9.087959354503461e-08
2016,7.726098316673813e-08,1.0501694372444526e-07
2017,4.779661522125167e-08,6.968243493332693e-08
2018,6.815071795784888e-08,9.190021688088024e-08
2019,5.892781684835313e-08,8.469279455525225e-08
